 100  1110 2005    3 18 25 21   500 232     6   1AY 18.4410 25.2715 20.9946               7                        GREMLIN
 100  1110 2005    3 20 28 23   457 232     6   1MY 20.0925 27.8862 22.9830               7                        GREMLIN
1010  1110 2005    3 17 21 19   552 258     6   1AY 17.0000 21.3000 18.6987               7                        GREMLIN
1010  1110 2005    3 15 21 17   617 258     6   1MY 14.7000 20.7000 16.9050               7                        GREMLIN
 100  1110 2010    4 18 23 20   525 232     6   1AY 18.0656 23.4526 20.1482               7                        PACER
 100  1110 2010    4 19 26 22   478 232     6   1MY 19.4237 25.9397 21.8991               7                        PACER
1010  1110 2010    4 16 20 18   584 258     6   1AY 16.5000 19.7000 17.8012               7                        PACER
1010  1110 2010    4 15 21 17   617 258     6   1MY 14.7000 21.0000 16.9942               7                        PACER
 100  1110 2015    7 18 23 20   525 232     6   1AY 18.0656 23.4526 20.1482               7                        PACER WAGON
 100  1110 2015    7 19 26 22   478 232     6   1MY 19.4237 25.9397 21.8991               7                        PACER WAGON
1010  1110 2015    7 16 20 18   584 258     6   1AY 16.5000 19.7000 17.8012               7                        PACER WAGON
1010  1110 2015    7 15 21 17   617 258     6   1MY 14.7000 21.0000 16.9942               7                        PACER WAGON
 100  1110 2020    4 18 23 20   525 232     6   1AY 18.0656 23.4526 20.1482               7                        CONCORD
 100  1110 2020    4 19 26 22   478 232     6   1MY 19.4237 25.9397 21.8991               7                        CONCORD
1010  1110 2020    4 16 20 18   584 258     6   1AY 16.5000 19.7000 17.8012               7                        CONCORD
1010  1110 2020    4 15 21 17   617 258     6   1MY 14.7000 21.0000 16.9942               7                        CONCORD
 100  1110 2025    7 18 23 20   525 232     6   1AY 18.0656 23.4526 20.1482               7                        CONCORD WAGON
 100  1110 2025    7 19 26 22   478 232     6   1MY 19.4237 25.9397 21.8991               7                        CONCORD WAGON
1010  1110 2025    7 16 20 18   584 258     6   1AY 16.5000 19.7000 17.8012               7                        CONCORD WAGON
 100  1111 2025    7 19 26 22   478 232     6   1MY 19.4237 25.9397 21.8991               7                        CONCORD WAGON
 100  1130 2005    3 16 21 18   584 258     6   2AY 15.5211 21.3995 17.7103               7                        GREMLIN
 100  1130 2005    3 16 25 19   552 258     6   2MY 16.5000 24.8000 19.4256               7                        GREMLIN
 100  1130 2010    4 16 21 18   584 258     6   2AY 15.5211 21.3995 17.7103               7                        PACER
 100  1130 2010    4 16 25 19   552 258     6   2MY 16.5000 24.8000 19.4256               7                        PACER
 100  1130 2015    7 16 21 18   584 258     6   2AY 15.5211 21.3995 17.7103               7                        PACER WAGON
 100  1130 2015    7 16 25 19   552 258     6   2MY 16.5000 24.8000 19.4256               7                        PACER WAGON
 100  1130 2020    4 16 21 18   584 258     6   2AY 15.5211 21.3995 17.7103               7                        CONCORD
 100  1130 2020    4 16 25 19   552 258     6   2MY 16.5000 24.8000 19.4256               7                        CONCORD
 100  1130 2025    7 16 21 18   584 258     6   2AY 15.5211 21.3995 17.7103               7                        CONCORD WAGON
 100  1131 2025    7 16 25 19   552 258     6   2MY 16.5000 24.8000 19.4256               7                        CONCORD WAGON
 110  1200 2010    4 14 19 16   656 304     8   2AY 13.6000 18.9000 15.5640               7                        PACER
 110  1200 2015    7 14 19 16   656 304     8   2AY 13.6000 18.9000 15.5640               7                        PACER WAGON
 110  1200 2020    4 14 19 16   656 304     8   2AY 13.6000 18.9000 15.5640               7                        CONCORD
 110  1200 2025    7 14 19 16   656 304     8   2AY 13.6000 18.9000 15.5640               7                        CONCORD WAGON
 110  1300 2030    5 12 17 14   750 360     8   2AY 11.8966 16.6994 13.6652               7                        MATADOR COUPE
 110  1300 2035    6 12 17 14   750 360     8   2AY 11.8966 16.6994 13.6652               7                        MATADOR SEDAN
 110  1300 2040    9 12 17 14   750 360     8   2AY 11.8966 16.6994 13.6652               7                        MATADOR WAGON
 100  1500 2005    3 20 29 24   438 121     4   2AY 20.4000 28.9000 23.5119               7                        GREMLIN
 100  1500 2005    3 22 34 26   404 121     4   2MY 21.9631 34.3961 26.2296               7                        GREMLIN
 100  1505 2020    4 20 29 24   438 121     4   2AY 20.4000 28.9000 23.5119               7                        CONCORD
