"class","displ","trans","cyl","trans.dscr","cty","hwy","fl","model","eng.dscr","eng.dscr.1","year","manufacturer","twodoor.p","twodoor.l","fourdoor.p","fourdoor.l","hatch.p","hatch.l","T","G","drv","vpc","bidx","x5c","S","eng.dscr.2"
2,NA,"auto(3)",4,"A",25.6,33.3,"Unleaded Gasoline","ARROW",NA,NA,1979,"PLYMOUTH","61",NA,NA,NA,NA," 73 11    ",FALSE,FALSE,NA,NA,NA,NA,FALSE,NA
2,NA,"manual(m5)",4,"M",21.8,34.9,"Unleaded Gasoline","ARROW",NA,NA,1979,"PLYMOUTH","61",NA,NA,NA,NA," 73 11    ",FALSE,FALSE,NA,NA,NA,NA,FALSE,NA
2,NA,"auto(3)",4,"A",21.3,27.5,"Unleaded Gasoline","ARROW",NA,NA,1979,"PLYMOUTH","61",NA,NA,NA,NA," 73 11    ",FALSE,FALSE,NA,NA,NA,NA,FALSE,NA
2,NA,"manual(m5)",4,"M",26.4,36.8,"Unleaded Gasoline","ARROW",NA,NA,1979,"PLYMOUTH","61",NA,NA,NA,NA," 73 11    ",FALSE,FALSE,NA,NA,NA,NA,FALSE,NA
2,NA,"manual(m4)",4,"M",28.486,38.911,"Unleaded Gasoline","ARROW",NA,NA,1979,"PLYMOUTH","61",NA,NA,NA,NA," 73 11    ",FALSE,FALSE,NA,NA,NA,NA,FALSE,NA
2,NA,"manual(m5)",4,"M",26.2,37.6,"Unleaded Gasoline","ARROW",NA,NA,1979,"PLYMOUTH","61",NA,NA,NA,NA," 73 11    ",FALSE,FALSE,NA,NA,NA,NA,FALSE,NA
2,NA,"manual(m4)",4,"M",27.3454,38.1495,"Unleaded Gasoline","ARROW",NA,NA,1979,"PLYMOUTH","61",NA,NA,NA,NA," 73 11    ",FALSE,FALSE,NA,NA,NA,NA,FALSE,NA
2,NA,"auto(3)",4,"A",25.6,33.3,"Unleaded Gasoline","ARROW","(CALIF)",NA,1979,"PLYMOUTH","61",NA,NA,NA,NA," 73 11    ",FALSE,FALSE,NA,NA,NA,NA,FALSE,NA
2,NA,"auto(3)",4,"A",21.3,27.5,"Unleaded Gasoline","ARROW","(CALIF)",NA,1979,"PLYMOUTH","61",NA,NA,NA,NA," 73 11    ",FALSE,FALSE,NA,NA,NA,NA,FALSE,NA
5,NA,"auto(3)",8,"L",13.4,20.6,"Unleaded Gasoline","VOLARE",NA,NA,1979,"PLYMOUTH","49","89","16","10","6","          ",FALSE,FALSE,NA,NA,NA,NA,FALSE,NA
5,NA,"auto(3)",6,"A",16.3,20.7,"Unleaded Gasoline","VOLARE","(3WAY CAT)",NA,1979,"PLYMOUTH","49","89","16","10","6","          ",FALSE,FALSE,NA,NA,NA,NA,FALSE,NA
5,NA,"auto(3)",8,"A",13.3751,20.4412,"Unleaded Gasoline","VOLARE",NA,NA,1979,"PLYMOUTH","49","89","16","10","6","          ",FALSE,FALSE,NA,NA,NA,NA,FALSE,NA
5,NA,"auto(3)",6,"A",17.8424,24.1699,"Unleaded Gasoline","VOLARE",NA,NA,1979,"PLYMOUTH","49","89","16","10","6","          ",FALSE,FALSE,NA,NA,NA,NA,FALSE,NA
5,NA,"auto(3)",8,"L",13.5366,20.9096,"Unleaded Gasoline","VOLARE","(CALIF)",NA,1979,"PLYMOUTH","49","89","16","10","6","          ",FALSE,FALSE,NA,NA,NA,NA,FALSE,NA
5,NA,"auto(3)",6,"A",14.8,18.2,"Unleaded Gasoline","VOLARE",NA,NA,1979,"PLYMOUTH","49","89","16","10","6","          ",FALSE,FALSE,NA,NA,NA,NA,FALSE,NA
5,NA,"auto(3)",8,"A",15.6561,22.9835,"Unleaded Gasoline","VOLARE",NA,NA,1979,"PLYMOUTH","49","89","16","10","6","          ",FALSE,FALSE,NA,NA,NA,NA,FALSE,NA
5,NA,"auto(3)",8,"A",13.8934,21.427,"Unleaded Gasoline","VOLARE",NA,NA,1979,"PLYMOUTH","49","89","16","10","6","          ",FALSE,FALSE,NA,NA,NA,NA,FALSE,NA
5,NA,"manual(m4)",6,"M",18.3,26.3,"Unleaded Gasoline","VOLARE",NA,NA,1979,"PLYMOUTH","49","89","16","10","6","          ",FALSE,FALSE,NA,NA,NA,NA,FALSE,NA
5,NA,"auto(3)",6,"A",18.4205,24.9665,"Unleaded Gasoline","VOLARE",NA,NA,1979,"PLYMOUTH","49","89","16","10","6","          ",FALSE,FALSE,NA,NA,NA,NA,FALSE,NA
5,NA,"manual(m3)",6,"M",18.4,23.9,"Unleaded Gasoline","VOLARE",NA,NA,1979,"PLYMOUTH","49","89","16","10","6","          ",FALSE,FALSE,NA,NA,NA,NA,FALSE,NA
8,NA,"auto(3)",8,"L",13.5366,20.9096,"Unleaded Gasoline","VOLARE WAGON","(CALIF)",NA,1979,"PLYMOUTH","73",NA,NA,"9","9","          ",FALSE,FALSE,NA,NA,NA,NA,FALSE,NA
8,NA,"auto(3)",6,"A",16.6,22.8,"Unleaded Gasoline","VOLARE WAGON",NA,NA,1979,"PLYMOUTH","73",NA,NA,"9","9","          ",FALSE,FALSE,NA,NA,NA,NA,FALSE,NA
8,NA,"auto(3)",6,"A",14.6,19.6,"Unleaded Gasoline","VOLARE WAGON","(3WAY CAT)",NA,1979,"PLYMOUTH","73",NA,NA,"9","9","          ",FALSE,FALSE,NA,NA,NA,NA,FALSE,NA
8,NA,"manual(m3)",6,"M",16.5,21.6,"Unleaded Gasoline","VOLARE WAGON",NA,NA,1979,"PLYMOUTH","73",NA,NA,"9","9","          ",FALSE,FALSE,NA,NA,NA,NA,FALSE,NA
8,NA,"auto(3)",8,"A",13.8934,21.427,"Unleaded Gasoline","VOLARE WAGON",NA,NA,1979,"PLYMOUTH","73",NA,NA,"9","9","          ",FALSE,FALSE,NA,NA,NA,NA,FALSE,NA
8,NA,"auto(3)",8,"L",13.4,20.6,"Unleaded Gasoline","VOLARE WAGON",NA,NA,1979,"PLYMOUTH","73",NA,NA,"9","9","          ",FALSE,FALSE,NA,NA,NA,NA,FALSE,NA
8,NA,"auto(3)",8,"A",13.3267,20.4424,"Unleaded Gasoline","VOLARE WAGON",NA,NA,1979,"PLYMOUTH","73",NA,NA,"9","9","          ",FALSE,FALSE,NA,NA,NA,NA,FALSE,NA
8,NA,"auto(3)",8,"A",15.6561,22.9835,"Unleaded Gasoline","VOLARE WAGON",NA,NA,1979,"PLYMOUTH","73",NA,NA,"9","9","          ",FALSE,FALSE,NA,NA,NA,NA,FALSE,NA
8,NA,"manual(m4)",6,"M",17.9,27.8,"Unleaded Gasoline","VOLARE WAGON",NA,NA,1979,"PLYMOUTH","73",NA,NA,"9","9","          ",FALSE,FALSE,NA,NA,NA,NA,FALSE,NA
8,NA,"auto(3)",6,"A",14,18.3,"Unleaded Gasoline","VOLARE WAGON",NA,NA,1979,"PLYMOUTH","73",NA,NA,"9","9","          ",FALSE,FALSE,NA,NA,NA,NA,FALSE,NA
3,NA,"auto(3)",4,"A",21.1085,28.1267,"Unleaded Gasoline","SAPPORO","(CALIF)",NA,1979,"PLYMOUTH","52","78","8",NA,NA,"          ",FALSE,FALSE,NA,NA,NA,NA,FALSE,NA
3,NA,"manual(m5)",4,"M",26.4,34.7,"Unleaded Gasoline","SAPPORO",NA,NA,1979,"PLYMOUTH","52","78","8",NA,NA,"          ",FALSE,FALSE,NA,NA,NA,NA,FALSE,NA
3,NA,"manual(m5)",4,"M",21.4,33.8,"Unleaded Gasoline","SAPPORO",NA,NA,1979,"PLYMOUTH","52","78","8",NA,NA,"          ",FALSE,FALSE,NA,NA,NA,NA,FALSE,NA
3,NA,"manual(m5)",4,"M",21.2679,32.28,"Unleaded Gasoline","SAPPORO",NA,NA,1979,"PLYMOUTH","52","78","8",NA,NA,"          ",FALSE,FALSE,NA,NA,NA,NA,FALSE,NA
3,NA,"auto(3)",4,"A",21.2275,27.7327,"Unleaded Gasoline","SAPPORO",NA,NA,1979,"PLYMOUTH","52","78","8",NA,NA,"          ",FALSE,FALSE,NA,NA,NA,NA,FALSE,NA
3,NA,"manual(m5)",4,"M",26.8,35.6,"Unleaded Gasoline","SAPPORO",NA,NA,1979,"PLYMOUTH","52","78","8",NA,NA,"          ",FALSE,FALSE,NA,NA,NA,NA,FALSE,NA
3,NA,"D4",4,"D",29.892,41.7591,"Unleaded Gasoline","CHAMP",NA,NA,1979,"PLYMOUTH","75",NA,NA,NA,NA," 74 11    ",FALSE,FALSE,NA,NA,NA,NA,FALSE,NA
3,NA,"manual(m4)",4,"M",34.5,46,"Unleaded Gasoline","CHAMP",NA,NA,1979,"PLYMOUTH","75",NA,NA,NA,NA," 74 11    ",FALSE,FALSE,NA,NA,NA,NA,FALSE,NA
3,NA,"D4",4,"D",32.4063,43.6955,"Unleaded Gasoline","CHAMP",NA,NA,1979,"PLYMOUTH","75",NA,NA,NA,NA," 74 11    ",FALSE,FALSE,NA,NA,NA,NA,FALSE,NA
3,NA,"manual(m4)",4,"M",32.3,41.6,"Unleaded Gasoline","CHAMP",NA,NA,1979,"PLYMOUTH","75",NA,NA,NA,NA," 74 11    ",FALSE,FALSE,NA,NA,NA,NA,FALSE,NA
3,NA,"D4",4,"D",31.8204,43.3009,"Unleaded Gasoline","CHAMP",NA,NA,1979,"PLYMOUTH","75",NA,NA,NA,NA," 74 11    ",FALSE,FALSE,NA,NA,NA,NA,FALSE,NA
3,NA,"D4",4,"D",33.0672,43.1407,"Unleaded Gasoline","CHAMP",NA,NA,1979,"PLYMOUTH","75",NA,NA,NA,NA," 74 11    ",FALSE,FALSE,NA,NA,NA,NA,FALSE,NA
3,NA,"manual(m4)",4,"M",23.6991,37.3963,"Unleaded Gasoline","SUNBIRD",NA,NA,1979,"PONTIAC","15","78","7",NA,NA," 78 10    ",FALSE,FALSE,NA,NA,NA,NA,FALSE,NA
3,NA,"auto(3)",8,"A",13.6,20.2,"Unleaded Gasoline","SUNBIRD",NA,NA,1979,"PONTIAC","15","78","7",NA,NA," 78 10    ",FALSE,FALSE,NA,NA,NA,NA,FALSE,NA
3,NA,"manual(m5)",6,"M",16,27.5,"Unleaded Gasoline","SUNBIRD","(CAT)",NA,1979,"PONTIAC","15","78","7",NA,NA," 78 10    ",FALSE,FALSE,NA,NA,NA,NA,FALSE,NA
3,NA,"manual(m4)",6,"M",14,24.3,"Unleaded Gasoline","SUNBIRD","(CAT)",NA,1979,"PONTIAC","15","78","7",NA,NA," 78 10    ",FALSE,FALSE,NA,NA,NA,NA,FALSE,NA
3,NA,"auto(3)",8,"A",17.5,23.2,"Unleaded Gasoline","SUNBIRD",NA,NA,1979,"PONTIAC","15","78","7",NA,NA," 78 10    ",FALSE,FALSE,NA,NA,NA,NA,FALSE,NA
3,NA,"auto(3)",4,"A",20.9,29.1,"Unleaded Gasoline","SUNBIRD","(3WAY CAT)","(CRS FLOW)",1979,"PONTIAC","15","78","7",NA,NA," 78 10    ",FALSE,FALSE,NA,NA,NA,NA,FALSE,NA
3,NA,"auto(3)",6,"A",16.3,22.4,"Unleaded Gasoline","SUNBIRD","(CAT)",NA,1979,"PONTIAC","15","78","7",NA,NA," 78 10    ",FALSE,FALSE,NA,NA,NA,NA,FALSE,NA
3,NA,"manual(m5)",4,"M",21.5,32.6,"Unleaded Gasoline","SUNBIRD",NA,NA,1979,"PONTIAC","15","78","7",NA,NA," 78 10    ",FALSE,FALSE,NA,NA,NA,NA,FALSE,NA
3,NA,"auto(3)",4,"A",19.9,25.9,"Unleaded Gasoline","SUNBIRD","(3WAY CAT)",NA,1979,"PONTIAC","15","78","7",NA,NA," 78 10    ",FALSE,FALSE,NA,NA,NA,NA,FALSE,NA
3,NA,"manual(m4)",6,"M",16.4,27.4328,"Unleaded Gasoline","SUNBIRD",NA,NA,1979,"PONTIAC","15","78","7",NA,NA," 78 10    ",FALSE,FALSE,NA,NA,NA,NA,FALSE,NA
3,NA,"manual(m4)",4,"M",20.1,28.5,"Unleaded Gasoline","SUNBIRD","(3WAY CAT)",NA,1979,"PONTIAC","15","78","7",NA,NA," 78 10    ",FALSE,FALSE,NA,NA,NA,NA,FALSE,NA
3,NA,"manual(m4)",8,"M",14.7,20,"Unleaded Gasoline","SUNBIRD",NA,NA,1979,"PONTIAC","15","78","7",NA,NA," 78 10    ",FALSE,FALSE,NA,NA,NA,NA,FALSE,NA
3,NA,"auto(3)",4,"A",22.3515,29.596,"Unleaded Gasoline","SUNBIRD",NA,NA,1979,"PONTIAC","15","78","7",NA,NA," 78 10    ",FALSE,FALSE,NA,NA,NA,NA,FALSE,NA
3,NA,"manual(m4)",4,"M",20.7414,32.2632,"Unleaded Gasoline","SUNBIRD","(3WAY CAT)","(CRS FLOW)",1979,"PONTIAC","15","78","7",NA,NA," 78 10    ",FALSE,FALSE,NA,NA,NA,NA,FALSE,NA
3,NA,"auto(3)",6,"A",19.5871,25.3444,"Unleaded Gasoline","SUNBIRD",NA,NA,1979,"PONTIAC","15","78","7",NA,NA," 78 10    ",FALSE,FALSE,NA,NA,NA,NA,FALSE,NA
3,NA,"manual(m5)",6,"M",17.3,29.1,"Unleaded Gasoline","SUNBIRD",NA,NA,1979,"PONTIAC","15","78","7",NA,NA," 78 10    ",FALSE,FALSE,NA,NA,NA,NA,FALSE,NA
7,NA,"auto(3)",6,"A",16.3,22.4,"Unleaded Gasoline","SUNBIRD SAFARI WAGON","(CAT)",NA,1979,"PONTIAC","62","83","25",NA,NA,"          ",FALSE,FALSE,NA,NA,NA,NA,FALSE,NA
7,NA,"manual(m4)",4,"M",23.6991,37.3963,"Unleaded Gasoline","SUNBIRD SAFARI WAGON",NA,NA,1979,"PONTIAC","62","83","25",NA,NA,"          ",FALSE,FALSE,NA,NA,NA,NA,FALSE,NA
7,NA,"manual(m4)",6,"M",16.4,27.4328,"Unleaded Gasoline","SUNBIRD SAFARI WAGON",NA,NA,1979,"PONTIAC","62","83","25",NA,NA,"          ",FALSE,FALSE,NA,NA,NA,NA,FALSE,NA
7,NA,"manual(m5)",4,"M",21.5,32.6,"Unleaded Gasoline","SUNBIRD SAFARI WAGON",NA,NA,1979,"PONTIAC","62","83","25",NA,NA,"          ",FALSE,FALSE,NA,NA,NA,NA,FALSE,NA
7,NA,"manual(m4)",6,"M",14,24.3,"Unleaded Gasoline","SUNBIRD SAFARI WAGON","(CAT)",NA,1979,"PONTIAC","62","83","25",NA,NA,"          ",FALSE,FALSE,NA,NA,NA,NA,FALSE,NA
7,NA,"auto(3)",4,"A",22.3515,29.596,"Unleaded Gasoline","SUNBIRD SAFARI WAGON",NA,NA,1979,"PONTIAC","62","83","25",NA,NA,"          ",FALSE,FALSE,NA,NA,NA,NA,FALSE,NA
7,NA,"auto(3)",6,"A",19.369,24.9785,"Unleaded Gasoline","SUNBIRD SAFARI WAGON",NA,NA,1979,"PONTIAC","62","83","25",NA,NA,"          ",FALSE,FALSE,NA,NA,NA,NA,FALSE,NA
7,NA,"manual(m5)",6,"M",16,27.5,"Unleaded Gasoline","SUNBIRD SAFARI WAGON","(CAT)",NA,1979,"PONTIAC","62","83","25",NA,NA,"          ",FALSE,FALSE,NA,NA,NA,NA,FALSE,NA
7,NA,"manual(m4)",4,"M",20.1,28.5,"Unleaded Gasoline","SUNBIRD SAFARI WAGON","(3WAY CAT)",NA,1979,"PONTIAC","62","83","25",NA,NA,"          ",FALSE,FALSE,NA,NA,NA,NA,FALSE,NA
7,NA,"auto(3)",4,"A",19.9,25.9,"Unleaded Gasoline","SUNBIRD SAFARI WAGON","(3WAY CAT)",NA,1979,"PONTIAC","62","83","25",NA,NA,"          ",FALSE,FALSE,NA,NA,NA,NA,FALSE,NA
7,NA,"manual(m5)",6,"M",17.3,29.1,"Unleaded Gasoline","SUNBIRD SAFARI WAGON",NA,NA,1979,"PONTIAC","62","83","25",NA,NA,"          ",FALSE,FALSE,NA,NA,NA,NA,FALSE,NA
4,NA,"auto(3)",8,"A",13.1,19,"Unleaded Gasoline","PHOENIX",NA,NA,1979,"PONTIAC","44","90","14","9","3"," 90 16    ",FALSE,FALSE,NA,NA,NA,NA,FALSE,NA
4,NA,"auto(3)",8,"A",16.0432,20.9995,"Unleaded Gasoline","PHOENIX",NA,NA,1979,"PONTIAC","44","90","14","9","3"," 90 16    ",FALSE,FALSE,NA,NA,NA,NA,FALSE,NA
4,NA,"auto(3)",6,"A",15.9584,21.7156,"Unleaded Gasoline","PHOENIX","(CAT)",NA,1979,"PONTIAC","44","90","14","9","3"," 90 16    ",FALSE,FALSE,NA,NA,NA,NA,FALSE,NA
4,NA,"manual(m4)",8,"M",14.6,20.9,"Unleaded Gasoline","PHOENIX",NA,NA,1979,"PONTIAC","44","90","14","9","3"," 90 16    ",FALSE,FALSE,NA,NA,NA,NA,FALSE,NA
4,NA,"auto(3)",6,"A",18.9629,25.5157,"Unleaded Gasoline","PHOENIX",NA,NA,1979,"PONTIAC","44","90","14","9","3"," 90 16    ",FALSE,FALSE,NA,NA,NA,NA,FALSE,NA
4,NA,"auto(3)",8,"A",13.3992,17.0585,"Unleaded Gasoline","PHOENIX","(GM-CHEV)",NA,1979,"PONTIAC","44","90","14","9","3"," 90 16    ",FALSE,FALSE,NA,NA,NA,NA,FALSE,NA
4,NA,"manual(m3)",6,"M",17.312,25.968,"Unleaded Gasoline","PHOENIX",NA,NA,1979,"PONTIAC","44","90","14","9","3"," 90 16    ",FALSE,FALSE,NA,NA,NA,NA,FALSE,NA
3,NA,"auto(3)",8,"A",16.7354,24.1702,"Unleaded Gasoline","FIREBIRD",NA,NA,1979,"PONTIAC","16","85","7",NA,NA,"          ",FALSE,FALSE,NA,NA,NA,NA,FALSE,NA
3,NA,"manual(m3)",6,"M",15.9,25.1996,"Unleaded Gasoline","FIREBIRD",NA,NA,1979,"PONTIAC","16","85","7",NA,NA,"          ",FALSE,FALSE,NA,NA,NA,NA,FALSE,NA
3,NA,"manual(m4)",8,"M",15,23.8,"Unleaded Gasoline","FIREBIRD",NA,NA,1979,"PONTIAC","16","85","7",NA,NA,"          ",FALSE,FALSE,NA,NA,NA,NA,FALSE,NA
3,NA,"auto(3)",8,"A",13.3992,17.0585,"Unleaded Gasoline","FIREBIRD","(GM-CHEV)",NA,1979,"PONTIAC","16","85","7",NA,NA,"          ",FALSE,FALSE,NA,NA,NA,NA,FALSE,NA
3,NA,"auto(3)",8,"A",16.137,21.8428,"Unleaded Gasoline","FIREBIRD",NA,NA,1979,"PONTIAC","16","85","7",NA,NA,"          ",FALSE,FALSE,NA,NA,NA,NA,FALSE,NA
3,NA,"manual(m4)",8,"M",12.2,17.2,"Unleaded Gasoline","FIREBIRD",NA,NA,1979,"PONTIAC","16","85","7",NA,NA,"          ",FALSE,FALSE,NA,NA,NA,NA,FALSE,NA
3,NA,"auto(3)",8,"A",13.1,19,"Unleaded Gasoline","FIREBIRD",NA,NA,1979,"PONTIAC","16","85","7",NA,NA,"          ",FALSE,FALSE,NA,NA,NA,NA,FALSE,NA
3,NA,"auto(3)",6,"A",18.2302,26.6129,"Unleaded Gasoline","FIREBIRD",NA,NA,1979,"PONTIAC","16","85","7",NA,NA,"          ",FALSE,FALSE,NA,NA,NA,NA,FALSE,NA
3,NA,"auto(3)",6,"A",15.9,21.6,"Unleaded Gasoline","FIREBIRD","(CAT)",NA,1979,"PONTIAC","16","85","7",NA,NA,"          ",FALSE,FALSE,NA,NA,NA,NA,FALSE,NA
3,NA,"auto(3)",8,"A",12.9051,17.4755,"Unleaded Gasoline","FIREBIRD",NA,NA,1979,"PONTIAC","16","85","7",NA,NA,"          ",FALSE,FALSE,NA,NA,NA,NA,FALSE,NA
3,NA,"auto(3)",8,"A",14.1005,18.9618,"Unleaded Gasoline","FIREBIRD",NA,NA,1979,"PONTIAC","16","85","7",NA,NA,"          ",FALSE,FALSE,NA,NA,NA,NA,FALSE,NA
5,NA,"auto(3)",8,"A",17.6525,24.0702,"Unleaded Gasoline","LEMANS/GRAND AM",NA,NA,1979,"PONTIAC","60","96","17","10","7","          ",FALSE,FALSE,NA,NA,NA,NA,FALSE,NA
5,NA,"manual(m4)",8,"M",15.9994,23.2,"Unleaded Gasoline","LEMANS/GRAND AM",NA,NA,1979,"PONTIAC","60","96","17","10","7","          ",FALSE,FALSE,NA,NA,NA,NA,FALSE,NA
5,NA,"auto(3)",6,"A",16.3,22.4,"Unleaded Gasoline","LEMANS/GRAND AM","(CAT)",NA,1979,"PONTIAC","60","96","17","10","7","          ",FALSE,FALSE,NA,NA,NA,NA,FALSE,NA
5,NA,"auto(3)",8,"A",17.4,24.4,"Unleaded Gasoline","LEMANS/GRAND AM",NA,NA,1979,"PONTIAC","60","96","17","10","7","          ",FALSE,FALSE,NA,NA,NA,NA,FALSE,NA
5,NA,"auto(3)",8,"A",15.7,20.7499,"Unleaded Gasoline","LEMANS/GRAND AM",NA,NA,1979,"PONTIAC","60","96","17","10","7","          ",FALSE,FALSE,NA,NA,NA,NA,FALSE,NA
5,NA,"manual(m3)",6,"M",17.54,26.0844,"Unleaded Gasoline","LEMANS/GRAND AM",NA,NA,1979,"PONTIAC","60","96","17","10","7","          ",FALSE,FALSE,NA,NA,NA,NA,FALSE,NA
5,NA,"auto(3)",6,"A",19.369,24.9785,"Unleaded Gasoline","LEMANS/GRAND AM",NA,NA,1979,"PONTIAC","60","96","17","10","7","          ",FALSE,FALSE,NA,NA,NA,NA,FALSE,NA
5,NA,"auto(3)",6,"A",18.3,24.7,"Unleaded Gasoline","LEMANS/GRAND AM","(3WAY CAT)",NA,1979,"PONTIAC","60","96","17","10","7","          ",FALSE,FALSE,NA,NA,NA,NA,FALSE,NA
5,NA,"manual(m4)",6,"M",16.4,27.4328,"Unleaded Gasoline","LEMANS/GRAND AM",NA,NA,1979,"PONTIAC","60","96","17","10","7","          ",FALSE,FALSE,NA,NA,NA,NA,FALSE,NA
8,NA,"auto(3)",8,"A",13.3992,17.0585,"Unleaded Gasoline","LEMANS SAFARI WAGON","(GM-CHEV)",NA,1979,"PONTIAC","50",NA,NA,"10","0","          ",FALSE,FALSE,NA,NA,NA,NA,FALSE,NA
8,NA,"auto(3)",6,"A",18.3,24.7,"Unleaded Gasoline","LEMANS SAFARI WAGON","(3WAY CAT)",NA,1979,"PONTIAC","50",NA,NA,"10","0","          ",FALSE,FALSE,NA,NA,NA,NA,FALSE,NA
8,NA,"auto(3)",8,"A",16.7354,24.1702,"Unleaded Gasoline","LEMANS SAFARI WAGON",NA,NA,1979,"PONTIAC","50",NA,NA,"10","0","          ",FALSE,FALSE,NA,NA,NA,NA,FALSE,NA
8,NA,"auto(3)",8,"A",13.9,18.7,"Unleaded Gasoline","LEMANS SAFARI WAGON",NA,NA,1979,"PONTIAC","50",NA,NA,"10","0","          ",FALSE,FALSE,NA,NA,NA,NA,FALSE,NA
8,NA,"auto(3)",6,"A",16.3,22.4,"Unleaded Gasoline","LEMANS SAFARI WAGON","(CAT)",NA,1979,"PONTIAC","50",NA,NA,"10","0","          ",FALSE,FALSE,NA,NA,NA,NA,FALSE,NA
8,NA,"auto(3)",8,"A",16.137,21.8428,"Unleaded Gasoline","LEMANS SAFARI WAGON",NA,NA,1979,"PONTIAC","50",NA,NA,"10","0","          ",FALSE,FALSE,NA,NA,NA,NA,FALSE,NA
8,NA,"auto(3)",6,"A",19.369,24.9785,"Unleaded Gasoline","LEMANS SAFARI WAGON",NA,NA,1979,"PONTIAC","50",NA,NA,"10","0","          ",FALSE,FALSE,NA,NA,NA,NA,FALSE,NA
6,NA,"auto(3)",6,"A",18.2302,26.6129,"Unleaded Gasoline","CATALINA/BONNEVILLE",NA,NA,1979,"PONTIAC","93","107","20","11","0","          ",FALSE,FALSE,NA,NA,NA,NA,FALSE,NA
6,NA,"auto(3)",8,"A",14.6686,20.0098,"Unleaded Gasoline","CATALINA/BONNEVILLE","(GM-BUICK)",NA,1979,"PONTIAC","93","107","20","11","0","          ",FALSE,FALSE,NA,NA,NA,NA,FALSE,NA
6,NA,"auto(3)",8,"A",13.7335,19.263,"Unleaded Gasoline","CATALINA/BONNEVILLE","(GM-OLDS)",NA,1979,"PONTIAC","93","107","20","11","0","          ",FALSE,FALSE,NA,NA,NA,NA,FALSE,NA
6,NA,"auto(3)",8,"A",15.5795,21.3352,"Unleaded Gasoline","CATALINA/BONNEVILLE","(GM-OLDS)",NA,1979,"PONTIAC","93","107","20","11","0","          ",FALSE,FALSE,NA,NA,NA,NA,FALSE,NA
6,NA,"auto(3)",8,"A",16.7354,24.1702,"Unleaded Gasoline","CATALINA/BONNEVILLE",NA,NA,1979,"PONTIAC","93","107","20","11","0","          ",FALSE,FALSE,NA,NA,NA,NA,FALSE,NA
6,NA,"auto(3)",8,"A",16.137,21.8428,"Unleaded Gasoline","CATALINA/BONNEVILLE",NA,NA,1979,"PONTIAC","93","107","20","11","0","          ",FALSE,FALSE,NA,NA,NA,NA,FALSE,NA
6,NA,"auto(3)",6,"A",15.9,21.6,"Unleaded Gasoline","CATALINA/BONNEVILLE","(CAT)",NA,1979,"PONTIAC","93","107","20","11","0","          ",FALSE,FALSE,NA,NA,NA,NA,FALSE,NA
9,NA,"auto(3)",8,"A",13.9627,19.3043,"Unleaded Gasoline","CATALINA/BONNEVILLE SAFARI W",NA,NA,1979,"PONTIAC","56",NA,NA,"11","1","          ",FALSE,FALSE,NA,NA,NA,NA,FALSE,NA
9,NA,"auto(3)",8,"A",14.6702,20.0147,"Unleaded Gasoline","CATALINA/BONNEVILLE SAFARI W","(GM-BUICK)",NA,1979,"PONTIAC","56",NA,NA,"11","1","          ",FALSE,FALSE,NA,NA,NA,NA,FALSE,NA
9,NA,"auto(3)",8,"A",13.6775,19.1858,"Unleaded Gasoline","CATALINA/BONNEVILLE SAFARI W","(GM-OLDS)",NA,1979,"PONTIAC","56",NA,NA,"11","1","          ",FALSE,FALSE,NA,NA,NA,NA,FALSE,NA
9,NA,"auto(3)",8,"A",12.9,18.3,"Unleaded Gasoline","CATALINA/BONNEVILLE SAFARI W",NA,NA,1979,"PONTIAC","56",NA,NA,"11","1","          ",FALSE,FALSE,NA,NA,NA,NA,FALSE,NA
9,NA,"auto(3)",8,"A",15.2,20.1,"Unleaded Gasoline","CATALINA/BONNEVILLE SAFARI W",NA,NA,1979,"PONTIAC","56",NA,NA,"11","1","          ",FALSE,FALSE,NA,NA,NA,NA,FALSE,NA
9,NA,"auto(3)",8,"A",15.2,20.9,"Unleaded Gasoline","CATALINA/BONNEVILLE SAFARI W","(GM-OLDS)",NA,1979,"PONTIAC","56",NA,NA,"11","1","          ",FALSE,FALSE,NA,NA,NA,NA,FALSE,NA
9,NA,"auto(3)",8,"A",14.894,19.8955,"Unleaded Gasoline","CATALINA/BONNEVILLE SAFARI W",NA,NA,1979,"PONTIAC","56",NA,NA,"11","1","          ",FALSE,FALSE,NA,NA,NA,NA,FALSE,NA
5,NA,"auto(3)",8,"A",15.7,20.7499,"Unleaded Gasoline","GRAND PRIX",NA,NA,1979,"PONTIAC","17","96","16",NA,NA,"          ",FALSE,FALSE,NA,NA,NA,NA,FALSE,NA
5,NA,"auto(3)",6,"A",16.3,22.4,"Unleaded Gasoline","GRAND PRIX","(CAT)",NA,1979,"PONTIAC","17","96","16",NA,NA,"          ",FALSE,FALSE,NA,NA,NA,NA,FALSE,NA
5,NA,"auto(3)",8,"A",17.4,24.4,"Unleaded Gasoline","GRAND PRIX",NA,NA,1979,"PONTIAC","17","96","16",NA,NA,"          ",FALSE,FALSE,NA,NA,NA,NA,FALSE,NA
5,NA,"auto(3)",6,"A",18.3,24.7,"Unleaded Gasoline","GRAND PRIX","(3WAY CAT)",NA,1979,"PONTIAC","17","96","16",NA,NA,"          ",FALSE,FALSE,NA,NA,NA,NA,FALSE,NA
