"class","displ","trans","cyl","trans.dscr","cty","hwy","fl","model","eng.dscr","eng.dscr.1","year","manufacturer","twodoor.p","twodoor.l","fourdoor.p","fourdoor.l","hatch.p","hatch.l","T","G","drv","vpc","bidx","x5c","S","eng.dscr.2"
3,NA,NA,4,"A",19.3,24.8,"Unleaded Gasoline","ALFETTA",NA,NA,1978,"ALFA ROMEO","74","7","89","9",NA,"          ",FALSE,FALSE,NA,NA,NA,NA,FALSE,NA
3,NA,NA,4,"M",19.3,29,"Unleaded Gasoline","ALFETTA",NA,NA,1978,"ALFA ROMEO","74","7","89","9",NA,"          ",FALSE,FALSE,NA,NA,NA,NA,FALSE,NA
3,NA,NA,4,"M",19.3,29,"Unleaded Gasoline","ALFETTA",NA,NA,1978,"ALFA ROMEO","74","7","89","9",NA,"          ",FALSE,FALSE,NA,NA,NA,NA,FALSE,NA
3,NA,NA,4,"A",19.3,24.8,"Unleaded Gasoline","ALFETTA",NA,NA,1978,"ALFA ROMEO","74","7","89","9",NA,"          ",FALSE,FALSE,NA,NA,NA,NA,FALSE,NA
1,NA,NA,4,"M",17.6,26.1,"Unleaded Gasoline","SPIDER 2000",NA,NA,1978,"ALFA ROMEO",NA,NA,NA,NA,NA,"          ",FALSE,FALSE,NA,NA,NA,NA,FALSE,NA
1,NA,NA,4,"M",17.6,26.1,"Unleaded Gasoline","SPIDER 2000",NA,NA,1978,"ALFA ROMEO",NA,NA,NA,NA,NA,"          ",FALSE,FALSE,NA,NA,NA,NA,FALSE,NA
3,NA,NA,6,"A",18.441,25.2715,"Unleaded Gasoline","GREMLIN",NA,NA,1978,"AMC",NA,NA,NA,NA,"79"," 9        ",FALSE,FALSE,NA,NA,NA,NA,FALSE,NA
3,NA,NA,6,"A",12.7,16.8,"Unleaded Gasoline","GREMLIN",NA,NA,1978,"AMC",NA,NA,NA,NA,"79"," 9        ",FALSE,FALSE,NA,NA,NA,NA,FALSE,NA
3,NA,NA,6,"M",13.4,21.1,"Unleaded Gasoline","GREMLIN",NA,NA,1978,"AMC",NA,NA,NA,NA,"79"," 9        ",FALSE,FALSE,NA,NA,NA,NA,FALSE,NA
3,NA,NA,6,"M",20.0925,27.8862,"Unleaded Gasoline","GREMLIN",NA,NA,1978,"AMC",NA,NA,NA,NA,"79"," 9        ",FALSE,FALSE,NA,NA,NA,NA,FALSE,NA
3,NA,NA,6,"A",17,21.3,"Unleaded Gasoline","GREMLIN",NA,NA,1978,"AMC",NA,NA,NA,NA,"79"," 9        ",FALSE,FALSE,NA,NA,NA,NA,FALSE,NA
3,NA,NA,6,"M",14.7,20.7,"Unleaded Gasoline","GREMLIN",NA,NA,1978,"AMC",NA,NA,NA,NA,"79"," 9        ",FALSE,FALSE,NA,NA,NA,NA,FALSE,NA
3,NA,NA,4,"M",21.9631,34.3961,"Unleaded Gasoline","GREMLIN",NA,NA,1978,"AMC",NA,NA,NA,NA,"79"," 9        ",FALSE,FALSE,NA,NA,NA,NA,FALSE,NA
3,NA,NA,6,"M",16.5,24.8,"Unleaded Gasoline","GREMLIN",NA,NA,1978,"AMC",NA,NA,NA,NA,"79"," 9        ",FALSE,FALSE,NA,NA,NA,NA,FALSE,NA
3,NA,NA,4,"A",20.4,28.9,"Unleaded Gasoline","GREMLIN",NA,NA,1978,"AMC",NA,NA,NA,NA,"79"," 9        ",FALSE,FALSE,NA,NA,NA,NA,FALSE,NA
3,NA,NA,4,"A",18.7,26.9,"Unleaded Gasoline","GREMLIN",NA,NA,1978,"AMC",NA,NA,NA,NA,"79"," 9        ",FALSE,FALSE,NA,NA,NA,NA,FALSE,NA
3,NA,NA,6,"A",15.5211,21.3995,"Unleaded Gasoline","GREMLIN",NA,NA,1978,"AMC",NA,NA,NA,NA,"79"," 9        ",FALSE,FALSE,NA,NA,NA,NA,FALSE,NA
4,NA,NA,6,"A",12.7,16.8,"Unleaded Gasoline","PACER",NA,NA,1978,"AMC",NA,NA,NA,NA,"89","11        ",FALSE,FALSE,NA,NA,NA,NA,FALSE,NA
4,NA,NA,6,"M",19.4237,25.9397,"Unleaded Gasoline","PACER",NA,NA,1978,"AMC",NA,NA,NA,NA,"89","11        ",FALSE,FALSE,NA,NA,NA,NA,FALSE,NA
4,NA,NA,8,"A",13.6,18.9,"Unleaded Gasoline","PACER",NA,NA,1978,"AMC",NA,NA,NA,NA,"89","11        ",FALSE,FALSE,NA,NA,NA,NA,FALSE,NA
4,NA,NA,6,"A",18.0656,23.4526,"Unleaded Gasoline","PACER",NA,NA,1978,"AMC",NA,NA,NA,NA,"89","11        ",FALSE,FALSE,NA,NA,NA,NA,FALSE,NA
4,NA,NA,6,"M",14.7,21,"Unleaded Gasoline","PACER",NA,NA,1978,"AMC",NA,NA,NA,NA,"89","11        ",FALSE,FALSE,NA,NA,NA,NA,FALSE,NA
4,NA,NA,6,"A",15.5211,21.3995,"Unleaded Gasoline","PACER",NA,NA,1978,"AMC",NA,NA,NA,NA,"89","11        ",FALSE,FALSE,NA,NA,NA,NA,FALSE,NA
4,NA,NA,6,"A",16.5,19.7,"Unleaded Gasoline","PACER",NA,NA,1978,"AMC",NA,NA,NA,NA,"89","11        ",FALSE,FALSE,NA,NA,NA,NA,FALSE,NA
4,NA,NA,6,"M",16.5,24.8,"Unleaded Gasoline","PACER",NA,NA,1978,"AMC",NA,NA,NA,NA,"89","11        ",FALSE,FALSE,NA,NA,NA,NA,FALSE,NA
4,NA,NA,6,"M",13.4,21.1,"Unleaded Gasoline","PACER",NA,NA,1978,"AMC",NA,NA,NA,NA,"89","11        ",FALSE,FALSE,NA,NA,NA,NA,FALSE,NA
7,NA,NA,6,"M",13.4,21.1,"Unleaded Gasoline","PACER WAGON",NA,NA,1978,"AMC","91","26",NA,NA,NA,"          ",FALSE,FALSE,NA,NA,NA,NA,FALSE,NA
7,NA,NA,6,"A",18.0656,23.4526,"Unleaded Gasoline","PACER WAGON",NA,NA,1978,"AMC","91","26",NA,NA,NA,"          ",FALSE,FALSE,NA,NA,NA,NA,FALSE,NA
7,NA,NA,8,"A",13.6,18.9,"Unleaded Gasoline","PACER WAGON",NA,NA,1978,"AMC","91","26",NA,NA,NA,"          ",FALSE,FALSE,NA,NA,NA,NA,FALSE,NA
7,NA,NA,6,"M",14.7,21,"Unleaded Gasoline","PACER WAGON",NA,NA,1978,"AMC","91","26",NA,NA,NA,"          ",FALSE,FALSE,NA,NA,NA,NA,FALSE,NA
7,NA,NA,6,"M",16.5,24.8,"Unleaded Gasoline","PACER WAGON",NA,NA,1978,"AMC","91","26",NA,NA,NA,"          ",FALSE,FALSE,NA,NA,NA,NA,FALSE,NA
7,NA,NA,6,"M",19.4237,25.9397,"Unleaded Gasoline","PACER WAGON",NA,NA,1978,"AMC","91","26",NA,NA,NA,"          ",FALSE,FALSE,NA,NA,NA,NA,FALSE,NA
7,NA,NA,6,"A",12.7,16.8,"Unleaded Gasoline","PACER WAGON",NA,NA,1978,"AMC","91","26",NA,NA,NA,"          ",FALSE,FALSE,NA,NA,NA,NA,FALSE,NA
7,NA,NA,6,"A",16.5,19.7,"Unleaded Gasoline","PACER WAGON",NA,NA,1978,"AMC","91","26",NA,NA,NA,"          ",FALSE,FALSE,NA,NA,NA,NA,FALSE,NA
7,NA,NA,6,"A",15.5211,21.3995,"Unleaded Gasoline","PACER WAGON",NA,NA,1978,"AMC","91","26",NA,NA,NA,"          ",FALSE,FALSE,NA,NA,NA,NA,FALSE,NA
4,NA,NA,6,"A",16.5,19.7,"Unleaded Gasoline","CONCORD",NA,NA,1978,"AMC","90","11","90","11","83","16        ",FALSE,FALSE,NA,NA,NA,NA,FALSE,NA
4,NA,NA,6,"M",14.7,21,"Unleaded Gasoline","CONCORD",NA,NA,1978,"AMC","90","11","90","11","83","16        ",FALSE,FALSE,NA,NA,NA,NA,FALSE,NA
4,NA,NA,6,"A",12.7,16.8,"Unleaded Gasoline","CONCORD",NA,NA,1978,"AMC","90","11","90","11","83","16        ",FALSE,FALSE,NA,NA,NA,NA,FALSE,NA
4,NA,NA,6,"M",13.4,21.1,"Unleaded Gasoline","CONCORD",NA,NA,1978,"AMC","90","11","90","11","83","16        ",FALSE,FALSE,NA,NA,NA,NA,FALSE,NA
4,NA,NA,6,"A",15.5211,21.3995,"Unleaded Gasoline","CONCORD",NA,NA,1978,"AMC","90","11","90","11","83","16        ",FALSE,FALSE,NA,NA,NA,NA,FALSE,NA
4,NA,NA,6,"M",16.5,24.8,"Unleaded Gasoline","CONCORD",NA,NA,1978,"AMC","90","11","90","11","83","16        ",FALSE,FALSE,NA,NA,NA,NA,FALSE,NA
4,NA,NA,8,"A",13.6,18.9,"Unleaded Gasoline","CONCORD",NA,NA,1978,"AMC","90","11","90","11","83","16        ",FALSE,FALSE,NA,NA,NA,NA,FALSE,NA
4,NA,NA,6,"M",19.4237,25.9397,"Unleaded Gasoline","CONCORD",NA,NA,1978,"AMC","90","11","90","11","83","16        ",FALSE,FALSE,NA,NA,NA,NA,FALSE,NA
4,NA,NA,6,"A",18.0656,23.4526,"Unleaded Gasoline","CONCORD",NA,NA,1978,"AMC","90","11","90","11","83","16        ",FALSE,FALSE,NA,NA,NA,NA,FALSE,NA
4,NA,NA,4,"A",18.7,26.9,"Unleaded Gasoline","CONCORD",NA,NA,1978,"AMC","90","11","90","11","83","16        ",FALSE,FALSE,NA,NA,NA,NA,FALSE,NA
4,NA,NA,4,"M",21.1,33.1,"Unleaded Gasoline","CONCORD",NA,NA,1978,"AMC","90","11","90","11","83","16        ",FALSE,FALSE,NA,NA,NA,NA,FALSE,NA
4,NA,NA,4,"A",20.4,28.9,"Unleaded Gasoline","CONCORD",NA,NA,1978,"AMC","90","11","90","11","83","16        ",FALSE,FALSE,NA,NA,NA,NA,FALSE,NA
7,NA,NA,6,"A",18.0656,23.4526,"Unleaded Gasoline","CONCORD WAGON",NA,NA,1978,"AMC",NA,NA,"91","30",NA,"          ",FALSE,FALSE,NA,NA,NA,NA,FALSE,NA
7,NA,NA,6,"M",19.4237,25.9397,"Unleaded Gasoline","CONCORD WAGON",NA,NA,1978,"AMC",NA,NA,"91","30",NA,"          ",FALSE,FALSE,NA,NA,NA,NA,FALSE,NA
7,NA,NA,6,"A",16.5,19.7,"Unleaded Gasoline","CONCORD WAGON",NA,NA,1978,"AMC",NA,NA,"91","30",NA,"          ",FALSE,FALSE,NA,NA,NA,NA,FALSE,NA
7,NA,NA,6,"A",15.5211,21.3995,"Unleaded Gasoline","CONCORD WAGON",NA,NA,1978,"AMC",NA,NA,"91","30",NA,"          ",FALSE,FALSE,NA,NA,NA,NA,FALSE,NA
7,NA,NA,6,"M",16.5,24.8,"Unleaded Gasoline","CONCORD WAGON",NA,NA,1978,"AMC",NA,NA,"91","30",NA,"          ",FALSE,FALSE,NA,NA,NA,NA,FALSE,NA
7,NA,NA,6,"A",12.7,16.8,"Unleaded Gasoline","CONCORD WAGON",NA,NA,1978,"AMC",NA,NA,"91","30",NA,"          ",FALSE,FALSE,NA,NA,NA,NA,FALSE,NA
7,NA,NA,8,"A",13.6,18.9,"Unleaded Gasoline","CONCORD WAGON",NA,NA,1978,"AMC",NA,NA,"91","30",NA,"          ",FALSE,FALSE,NA,NA,NA,NA,FALSE,NA
7,NA,NA,6,"M",19.4237,25.9397,"Unleaded Gasoline","CONCORD WAGON",NA,NA,1978,"AMC",NA,NA,"91","30",NA,"          ",FALSE,FALSE,NA,NA,NA,NA,FALSE,NA
7,NA,NA,6,"M",13.4,21.1,"Unleaded Gasoline","CONCORD WAGON",NA,NA,1978,"AMC",NA,NA,"91","30",NA,"          ",FALSE,FALSE,NA,NA,NA,NA,FALSE,NA
5,NA,NA,8,"A",11.8966,16.6994,"Unleaded Gasoline","MATADOR COUPE",NA,NA,1978,"AMC","97","14",NA,NA,NA,"          ",FALSE,FALSE,NA,NA,NA,NA,FALSE,NA
5,NA,NA,8,"A",10.1843,15.8486,"Unleaded Gasoline","MATADOR COUPE",NA,NA,1978,"AMC","97","14",NA,NA,NA,"          ",FALSE,FALSE,NA,NA,NA,NA,FALSE,NA
6,NA,NA,8,"A",11.8966,16.6994,"Unleaded Gasoline","MATADOR SEDAN",NA,NA,1978,"AMC",NA,NA,"110","20",NA,"          ",FALSE,FALSE,NA,NA,NA,NA,FALSE,NA
6,NA,NA,8,"A",10.1843,15.8486,"Unleaded Gasoline","MATADOR SEDAN",NA,NA,1978,"AMC",NA,NA,"110","20",NA,"          ",FALSE,FALSE,NA,NA,NA,NA,FALSE,NA
9,NA,NA,8,"A",11.8966,16.6994,"Unleaded Gasoline","MATADOR WAGON",NA,NA,1978,"AMC",NA,NA,"112","50",NA,"          ",FALSE,FALSE,NA,NA,NA,NA,FALSE,NA
9,NA,NA,8,"A",10.1843,15.8486,"Unleaded Gasoline","MATADOR WAGON",NA,NA,1978,"AMC",NA,NA,"112","50",NA,"          ",FALSE,FALSE,NA,NA,NA,NA,FALSE,NA
3,NA,NA,4,"M",23.3,37.2,"Leaded Gasoline","FOX",NA,NA,1978,"AUDI","84","11","84","11",NA,"          ",FALSE,FALSE,NA,NA,NA,NA,FALSE,NA
3,NA,NA,4,"M",22.2,35.2,"Unleaded Gasoline","FOX",NA,NA,1978,"AUDI","84","11","84","11",NA,"          ",FALSE,FALSE,NA,NA,NA,NA,FALSE,NA
3,NA,NA,4,"A",20.2,29.2,"Leaded Gasoline","FOX",NA,NA,1978,"AUDI","84","11","84","11",NA,"          ",FALSE,FALSE,NA,NA,NA,NA,FALSE,NA
3,NA,NA,4,"A",22.1,29.9,"Unleaded Gasoline","FOX",NA,NA,1978,"AUDI","84","11","84","11",NA,"          ",FALSE,FALSE,NA,NA,NA,NA,FALSE,NA
7,NA,NA,4,"M",22.2,35.2,"Unleaded Gasoline","FOX WAGON",NA,NA,1978,"AUDI",NA,NA,"83","40",NA,"          ",FALSE,FALSE,NA,NA,NA,NA,FALSE,NA
7,NA,NA,4,"A",22.1,29.9,"Unleaded Gasoline","FOX WAGON",NA,NA,1978,"AUDI",NA,NA,"83","40",NA,"          ",FALSE,FALSE,NA,NA,NA,NA,FALSE,NA
7,NA,NA,4,"M",23.3,37.2,"Leaded Gasoline","FOX WAGON",NA,NA,1978,"AUDI",NA,NA,"83","40",NA,"          ",FALSE,FALSE,NA,NA,NA,NA,FALSE,NA
7,NA,NA,4,"A",20.2,29.2,"Leaded Gasoline","FOX WAGON",NA,NA,1978,"AUDI",NA,NA,"83","40",NA,"          ",FALSE,FALSE,NA,NA,NA,NA,FALSE,NA
4,NA,NA,5,"A",15.7,22.5,"Unleaded Gasoline","5000",NA,NA,1978,"AUDI",NA,NA,"90","15",NA,"          ",FALSE,FALSE,NA,NA,NA,NA,FALSE,NA
4,NA,NA,5,"A",16.8,23.7,"Leaded Gasoline","5000",NA,NA,1978,"AUDI",NA,NA,"90","15",NA,"          ",FALSE,FALSE,NA,NA,NA,NA,FALSE,NA
4,NA,NA,5,"M",14.8,22.4,"Leaded Gasoline","5000",NA,NA,1978,"AUDI",NA,NA,"90","15",NA,"          ",FALSE,FALSE,NA,NA,NA,NA,FALSE,NA
4,NA,NA,5,"M",16.5,25,"Unleaded Gasoline","5000",NA,NA,1978,"AUDI",NA,NA,"90","15",NA,"          ",FALSE,FALSE,NA,NA,NA,NA,FALSE,NA
2,NA,NA,8,"A",14.3,18.9,"Unleaded Gasoline","AVANTI II",NA,NA,1978,"AVANTI","75","8",NA,NA,NA,"          ",FALSE,FALSE,NA,NA,NA,NA,FALSE,NA
2,NA,NA,8,"A",13,18,"Unleaded Gasoline","AVANTI II",NA,NA,1978,"AVANTI","75","8",NA,NA,NA,"          ",FALSE,FALSE,NA,NA,NA,NA,FALSE,NA
3,NA,NA,4,"A",18.4,26.9,"Leaded Gasoline","320 I",NA,NA,1978,"BMW","82","12",NA,NA,NA,"          ",FALSE,FALSE,NA,NA,NA,NA,FALSE,NA
3,NA,NA,4,"A",17.9,26,"Leaded GasolineUnleaded Gasoline","320 I",NA,NA,1978,"BMW","82","12",NA,NA,NA,"          ",FALSE,FALSE,NA,NA,NA,NA,FALSE,NA
3,NA,NA,4,"M",18.9,28.5,"Leaded GasolineUnleaded Gasoline","320 I",NA,NA,1978,"BMW","82","12",NA,NA,NA,"          ",FALSE,FALSE,NA,NA,NA,NA,FALSE,NA
3,NA,NA,4,"M",17.6,26.9,"Leaded Gasoline","320 I",NA,NA,1978,"BMW","82","12",NA,NA,NA,"          ",FALSE,FALSE,NA,NA,NA,NA,FALSE,NA
3,NA,NA,6,"M",13.3,20.1,"Leaded Gasoline","530 I",NA,NA,1978,"BMW",NA,NA,"86","13",NA,"          ",FALSE,FALSE,NA,NA,NA,NA,FALSE,NA
3,NA,NA,6,"A",13.5,17.8978,"Leaded Gasoline","530 I",NA,NA,1978,"BMW",NA,NA,"86","13",NA,"          ",FALSE,FALSE,NA,NA,NA,NA,FALSE,NA
3,NA,NA,6,"M",14,23.6051,"Leaded Gasoline","530 I",NA,NA,1978,"BMW",NA,NA,"86","13",NA,"          ",FALSE,FALSE,NA,NA,NA,NA,FALSE,NA
3,NA,NA,6,"A",14.1,21.2083,"Leaded Gasoline","530 I",NA,NA,1978,"BMW",NA,NA,"86","13",NA,"          ",FALSE,FALSE,NA,NA,NA,NA,FALSE,NA
3,NA,NA,6,"A",13.3,19.6499,"Leaded Gasoline","633 CSI",NA,NA,1978,"BMW","84","12",NA,NA,NA,"          ",FALSE,FALSE,NA,NA,NA,NA,FALSE,NA
3,NA,NA,6,"M",12.4968,20.2995,"Leaded Gasoline","633 CSI",NA,NA,1978,"BMW","84","12",NA,NA,NA,"          ",FALSE,FALSE,NA,NA,NA,NA,FALSE,NA
3,NA,NA,6,"M",11.9,19.4872,"Leaded Gasoline","633 CSI",NA,NA,1978,"BMW","84","12",NA,NA,NA,"          ",FALSE,FALSE,NA,NA,NA,NA,FALSE,NA
3,NA,NA,6,"A",12,17.3,"Leaded Gasoline","633 CSI",NA,NA,1978,"BMW","84","12",NA,NA,NA,"          ",FALSE,FALSE,NA,NA,NA,NA,FALSE,NA
4,NA,NA,6,"M",12.4968,20.2995,"Leaded Gasoline","733 I",NA,NA,1978,"BMW",NA,NA,"94","13",NA,"          ",FALSE,FALSE,NA,NA,NA,NA,FALSE,NA
4,NA,NA,6,"A",12,17.3,"Leaded Gasoline","733 I",NA,NA,1978,"BMW",NA,NA,"94","13",NA,"          ",FALSE,FALSE,NA,NA,NA,NA,FALSE,NA
4,NA,NA,6,"M",11.9,19.4872,"Leaded Gasoline","733 I",NA,NA,1978,"BMW",NA,NA,"94","13",NA,"          ",FALSE,FALSE,NA,NA,NA,NA,FALSE,NA
4,NA,NA,6,"A",13.3,19.6499,"Leaded Gasoline","733 I",NA,NA,1978,"BMW",NA,NA,"94","13",NA,"          ",FALSE,FALSE,NA,NA,NA,NA,FALSE,NA
4,NA,NA,8,"A",12.7514,17.7838,"Unleaded Gasoline","SKYLARK","(GM-CHEV)",NA,1978,"BUICK","90","14","96","13","90","16        ",FALSE,FALSE,NA,NA,NA,NA,FALSE,NA
4,NA,NA,6,"A",15.4315,21.5646,"Unleaded Gasoline","SKYLARK",NA,NA,1978,"BUICK","90","14","96","13","90","16        ",FALSE,FALSE,NA,NA,NA,NA,FALSE,NA
4,NA,NA,6,"M",15.7469,26.0809,"Unleaded Gasoline","SKYLARK",NA,NA,1978,"BUICK","90","14","96","13","90","16        ",FALSE,FALSE,NA,NA,NA,NA,FALSE,NA
4,NA,NA,6,"A",17.7465,25.8426,"Unleaded Gasoline","SKYLARK",NA,NA,1978,"BUICK","90","14","96","13","90","16        ",FALSE,FALSE,NA,NA,NA,NA,FALSE,NA
4,NA,NA,8,"A",16.2291,22.4158,"Unleaded Gasoline","SKYLARK",NA,NA,1978,"BUICK","90","14","96","13","90","16        ",FALSE,FALSE,NA,NA,NA,NA,FALSE,NA
3,NA,NA,6,"A",18.1,26.4,"Unleaded Gasoline","SKYHAWK","(3WAY CAT)",NA,1978,"BUICK",NA,NA,NA,NA,"78","10        ",FALSE,FALSE,NA,NA,NA,NA,FALSE,NA
3,NA,NA,6,"A",18.8202,27.3499,"Unleaded Gasoline","SKYHAWK",NA,NA,1978,"BUICK",NA,NA,NA,NA,"78","10        ",FALSE,FALSE,NA,NA,NA,NA,FALSE,NA
3,NA,NA,6,"M",15.9498,27.2345,"Unleaded Gasoline","SKYHAWK",NA,NA,1978,"BUICK",NA,NA,NA,NA,"78","10        ",FALSE,FALSE,NA,NA,NA,NA,FALSE,NA
3,NA,NA,6,"M",15.5505,27.8972,"Unleaded Gasoline","SKYHAWK",NA,NA,1978,"BUICK",NA,NA,NA,NA,"78","10        ",FALSE,FALSE,NA,NA,NA,NA,FALSE,NA
3,NA,NA,6,"A",15.8752,22.5621,"Unleaded Gasoline","SKYHAWK",NA,NA,1978,"BUICK",NA,NA,NA,NA,"78","10        ",FALSE,FALSE,NA,NA,NA,NA,FALSE,NA
3,NA,NA,4,"M",23.5417,33.6446,"Unleaded Gasoline","OPEL",NA,NA,1978,"BUICK","76","10","79","10",NA,"          ",FALSE,FALSE,NA,NA,NA,NA,FALSE,NA
3,NA,NA,4,"M",22.4683,32.7936,"Unleaded Gasoline","OPEL",NA,NA,1978,"BUICK","76","10","79","10",NA,"          ",FALSE,FALSE,NA,NA,NA,NA,FALSE,NA
3,NA,NA,4,"A",23.6,29,"Unleaded Gasoline","OPEL",NA,NA,1978,"BUICK","76","10","79","10",NA,"          ",FALSE,FALSE,NA,NA,NA,NA,FALSE,NA
3,NA,NA,4,"A",23.9,30.9,"Unleaded Gasoline","OPEL",NA,NA,1978,"BUICK","76","10","79","10",NA,"          ",FALSE,FALSE,NA,NA,NA,NA,FALSE,NA
5,NA,NA,6,"M",18.7978,33.3293,"Unleaded Gasoline","CENTURY",NA,NA,1978,"BUICK","94","16","101","16",NA,"          ",FALSE,FALSE,NA,NA,NA,NA,FALSE,NA
5,NA,NA,8,"A",17.2,24.7,"Unleaded Gasoline","CENTURY",NA,NA,1978,"BUICK","94","16","101","16",NA,"          ",FALSE,FALSE,NA,NA,NA,NA,FALSE,NA
5,NA,NA,6,"A",18.8202,27.3499,"Unleaded Gasoline","CENTURY",NA,NA,1978,"BUICK","94","16","101","16",NA,"          ",FALSE,FALSE,NA,NA,NA,NA,FALSE,NA
5,NA,NA,6,"A",18.0109,25.7279,"Unleaded Gasoline","CENTURY",NA,NA,1978,"BUICK","94","16","101","16",NA,"          ",FALSE,FALSE,NA,NA,NA,NA,FALSE,NA
5,NA,NA,8,"A",14.3537,20.6926,"Unleaded Gasoline","CENTURY",NA,NA,1978,"BUICK","94","16","101","16",NA,"          ",FALSE,FALSE,NA,NA,NA,NA,FALSE,NA
5,NA,NA,6,"M",15.5505,27.8972,"Unleaded Gasoline","CENTURY",NA,NA,1978,"BUICK","94","16","101","16",NA,"          ",FALSE,FALSE,NA,NA,NA,NA,FALSE,NA
5,NA,NA,6,"A",15.8752,22.5621,"Unleaded Gasoline","CENTURY",NA,NA,1978,"BUICK","94","16","101","16",NA,"          ",FALSE,FALSE,NA,NA,NA,NA,FALSE,NA
5,NA,NA,8,"A",17.8,25.7,"Unleaded Gasoline","CENTURY",NA,NA,1978,"BUICK","94","16","101","16",NA,"          ",FALSE,FALSE,NA,NA,NA,NA,FALSE,NA
5,NA,NA,6,"A",17.1459,24.6028,"Unleaded Gasoline","REGAL","(TURBO)",NA,1978,"BUICK","96","16",NA,NA,NA,"          ",TRUE,FALSE,NA,NA,NA,NA,FALSE,NA
5,NA,NA,6,"A",15.8752,22.5621,"Unleaded Gasoline","REGAL",NA,NA,1978,"BUICK","96","16",NA,NA,NA,"          ",FALSE,FALSE,NA,NA,NA,NA,FALSE,NA
5,NA,NA,6,"A",16.4848,22.6,"Unleaded Gasoline","REGAL","(TURBO)",NA,1978,"BUICK","96","16",NA,NA,NA,"          ",TRUE,FALSE,NA,NA,NA,NA,FALSE,NA
5,NA,NA,8,"A",14.3537,20.6926,"Unleaded Gasoline","REGAL",NA,NA,1978,"BUICK","96","16",NA,NA,NA,"          ",FALSE,FALSE,NA,NA,NA,NA,FALSE,NA
5,NA,NA,6,"M",18.7978,33.3293,"Unleaded Gasoline","REGAL",NA,NA,1978,"BUICK","96","16",NA,NA,NA,"          ",FALSE,FALSE,NA,NA,NA,NA,FALSE,NA
5,NA,NA,6,"A",16.3,22,"Unleaded Gasoline","REGAL","(TURBO)",NA,1978,"BUICK","96","16",NA,NA,NA,"          ",TRUE,FALSE,NA,NA,NA,NA,FALSE,NA
5,NA,NA,6,"M",15.5505,27.8972,"Unleaded Gasoline","REGAL",NA,NA,1978,"BUICK","96","16",NA,NA,NA,"          ",FALSE,FALSE,NA,NA,NA,NA,FALSE,NA
5,NA,NA,6,"A",18.0109,25.7279,"Unleaded Gasoline","REGAL",NA,NA,1978,"BUICK","96","16",NA,NA,NA,"          ",FALSE,FALSE,NA,NA,NA,NA,FALSE,NA
5,NA,NA,6,"A",18.8202,27.3499,"Unleaded Gasoline","REGAL",NA,NA,1978,"BUICK","96","16",NA,NA,NA,"          ",FALSE,FALSE,NA,NA,NA,NA,FALSE,NA
5,NA,NA,8,"A",17.2,24.7,"Unleaded Gasoline","REGAL",NA,NA,1978,"BUICK","96","16",NA,NA,NA,"          ",FALSE,FALSE,NA,NA,NA,NA,FALSE,NA
5,NA,NA,8,"A",17.8,25.7,"Unleaded Gasoline","REGAL",NA,NA,1978,"BUICK","96","16",NA,NA,NA,"          ",FALSE,FALSE,NA,NA,NA,NA,FALSE,NA
5,NA,NA,6,"A",18.7889,25.7902,"Unleaded Gasoline","REGAL","(TURBO)",NA,1978,"BUICK","96","16",NA,NA,NA,"          ",TRUE,FALSE,NA,NA,NA,NA,FALSE,NA
8,NA,NA,8,"A",16.2987,22.5965,"Unleaded Gasoline","CENTURY WAGON","(GM-OLDS)",NA,1978,"BUICK",NA,NA,"100","40",NA,"          ",FALSE,FALSE,NA,NA,NA,NA,FALSE,NA
8,NA,NA,6,"A",15.8752,22.5621,"Unleaded Gasoline","CENTURY WAGON",NA,NA,1978,"BUICK",NA,NA,"100","40",NA,"          ",FALSE,FALSE,NA,NA,NA,NA,FALSE,NA
8,NA,NA,8,"A",16.2291,22.4158,"Unleaded Gasoline","CENTURY WAGON",NA,NA,1978,"BUICK",NA,NA,"100","40",NA,"          ",FALSE,FALSE,NA,NA,NA,NA,FALSE,NA
8,NA,NA,8,"A",13.1988,18.8956,"Unleaded Gasoline","CENTURY WAGON",NA,NA,1978,"BUICK",NA,NA,"100","40",NA,"          ",FALSE,FALSE,NA,NA,NA,NA,FALSE,NA
8,NA,NA,6,"A",18.8202,27.3499,"Unleaded Gasoline","CENTURY WAGON",NA,NA,1978,"BUICK",NA,NA,"100","40",NA,"          ",FALSE,FALSE,NA,NA,NA,NA,FALSE,NA
8,NA,NA,8,"A",15.7795,22.7422,"Unleaded Gasoline","CENTURY WAGON",NA,NA,1978,"BUICK",NA,NA,"100","40",NA,"          ",FALSE,FALSE,NA,NA,NA,NA,FALSE,NA
8,NA,NA,8,"A",12.7514,17.7838,"Unleaded Gasoline","CENTURY WAGON","(GM-CHEV)",NA,1978,"BUICK",NA,NA,"100","40",NA,"          ",FALSE,FALSE,NA,NA,NA,NA,FALSE,NA
6,NA,NA,6,"A",16.3386,22.437,"Unleaded Gasoline","LESABRE","(TURBO)",NA,1978,"BUICK","107","21","111","21",NA,"          ",TRUE,FALSE,NA,NA,NA,NA,FALSE,NA
6,NA,NA,8,"A",13.3892,19.3066,"Unleaded Gasoline","LESABRE",NA,NA,1978,"BUICK","107","21","111","21",NA,"          ",FALSE,FALSE,NA,NA,NA,NA,FALSE,NA
