 000  1001 2005    3 22 33 26   478 121M4-1 4   2MY 22.0304 33.0420 25.9171               7                        SPIRIT
 000  1001 2020    4 22 32 25   478 121M4-1 4   2MY 21.7131 31.9539 25.3723               7                        CONCORD
 100  1002 2005    3 17 23 19   617 258A3-1 6   2AY 16.7921 23.1881 19.1718               7                        SPIRIT
 100  1002 2010    4 17 23 19   617 258A3-1 6   2AY 16.7921 23.1881 19.1718               7                        PACER
 100  1002 2015    7 17 23 19   617 258A3-1 6   2AY 16.7921 23.1881 19.1718               7                        PACER WAGON
 100  1002 2020    4 17 23 19   617 258A3-1 6   2AY 16.7921 23.1881 19.1718               7                        CONCORD
 100  1002 2025    7 17 23 19   617 258A3-1 6   2AY 16.7921 23.1881 19.1718               7                        CONCORD WAGON
 100  1003 2010    4 14 20 16   750 304A3-1 8   2LY 14.2451 19.8837 16.3289               7                        PACER
 100  1003 2015    7 14 20 16   750 304A3-1 8   2LY 14.2451 19.8837 16.3289               7                        PACER WAGON
 100  1003 2025    7 14 20 16   750 304A3-1 8   2LY 14.2451 19.8837 16.3289               7                        CONCORD WAGON
 000  1004 2005    3 13 21 16   807 304M4-1 8   2MY 13.0000 20.6000 15.5879               7                        SPIRIT
 100  1005 2005    3 19 25 21   552 232A3-1 6   1AY 19.2061 24.8111 21.3795               7                        SPIRIT
 100  1006 2005    3 17 26 20   617 258M4-1 6   2MY 17.2429 25.5217 20.1901               7                        SPIRIT
 100  1006 2010    4 17 25 20   617 258M4-1 6   2MY 16.9000 24.7000 19.6994               7                        PACER
 100  1006 2015    7 17 25 20   617 258M4-1 6   2MY 16.9000 24.7000 19.6994               7                        PACER WAGON
 100  1006 2020    4 17 25 20   617 258M4-1 6   2MY 16.9000 24.7000 19.6994               7                        CONCORD
 100  1006 2025    7 17 25 20   617 258M4-1 6   2MY 16.9000 24.7000 19.6994               7                        CONCORD WAGON
 100  100785005   13 15 18 16   700 304M3-1 8   2CY 15.0637 17.5562 16.0917               7                        JEEP (CJ-5/CJ-7)
 100  1008 2005    3 18 27 21   584 232M4-1 6   1MY 18.2000 27.1000 21.3561               7                        SPIRIT
 100  1011 2020    4 18 26 21   584 232M4-1 6   1MY 18.0000 26.1491 20.9360               7                        CONCORD
 000  1011 2025    7 18 26 21   584 232M4-1 6   1MY 18.0000 26.1491 20.9360               7                        CONCORD WAGON
 100  1012 2005    3 20 27 23   525 232M3-1 6   1MY 20.4000 27.2000 22.9859               7                        SPIRIT
 100  1013 2005    3 20 27 23   525 121A3-1 4   2AY 20.1350 27.2315 22.8099               7                        SPIRIT
 100  1013 2020    4 20 27 23   525 121A3-1 4   2AY 19.7922 27.1408 22.5383               7                        CONCORD
