 100  1016 2005    3 23 29 26  1077 151A3-1 4   2AY 23.3683 29.4555 25.7643               6                        SPIRIT                          (FFS)
 100  1016 2005    3 26 33 29   953 151M4-1 4   2MY 25.5217 33.4618 28.5727               6                        SPIRIT                          (FFS)
 100  1016 2005    3 25 35 29   990 151M5-2 4   2MY 24.8625 34.9352 28.5692               6                        SPIRIT                          (FFS)
 100  1016 2020    4 23 29 26  1077 151A3-1 4   2AY 23.3683 29.4555 25.7643               6                        CONCORD                         (FFS)
 100  1016 2020    4 25 33 28   990 151M4-1 4   2MY 25.1996 33.2973 28.2963               6                        CONCORD                         (FFS)
 100  1016 2020    4 25 35 28   990 151M5-2 4   2MY 24.7717 34.8922 28.4903               6                        CONCORD                         (FFS)
 100  1016 2025    7 23 29 26  1077 151A3-1 4   2AY 23.3683 29.4555 25.7643               6                        CONCORD WAGON                   (FFS)
 100  1016 2025    7 25 33 28   990 151M4-1 4   2MY 25.1996 33.2973 28.2963               6                        CONCORD WAGON                   (FFS)
 100  1016 2025    7 25 35 28   990 151M5-2 4   2MY 24.7257 34.8676 28.4494               6                        CONCORD WAGON                   (FFS)
 100  1023 2005    3 21 29 24  1178 258A3-1 6   2LY 21.1000 28.6000 23.9231               6                        SPIRIT                          (FFS)
 100  1023 2005    3 21 30 24  1178 258M4-1 6   2MY 21.1000 30.4000 24.4684               6                        SPIRIT                          (FFS)
 100  1023 2020    4 21 28 24  1178 258A3-1 6   2LY 20.6000 28.4000 23.5050               6                        CONCORD                         (FFS)
 100  1023 2020    4 20 28 23  1238 258M4-1 6   2MY 19.8000 28.3000 22.8944               6                        CONCORD                         (FFS)
 100  1023 2025    7 21 28 24  1178 258A3-1 6   2LY 20.6000 28.4000 23.5050               6                        CONCORD WAGON                   (FFS)
 100  1023 2025    7 20 28 23  1238 258M4-1 6   2MY 19.8000 28.3000 22.8944               6                        CONCORD WAGON                   (FFS)
 100  1026 2005    3 21 33 25  1178 258M5-2 6   2MY 21.4000 33.2000 25.4744               6                        SPIRIT                          (FFS)
 100  1026 2020    4 21 34 25  1178 258M5-2 6   2MY 21.1000 33.8000 25.3936               6                        CONCORD                         (FFS)
 100  1026 2025    7 21 34 25  1178 258M5-2 6   2MY 21.1000 33.8000 25.3936               6                        CONCORD WAGON                   (FFS)
