 100  1015 2005    3 21 28 24  1107 151A3-1 4   2AY 20.9455 27.9268 23.6004               6                        SPIRIT                          (FFS)
 100  1015 2005    3 23 31 26  1011 151M4-1 4   2MY 23.0788 31.1883 26.1371               6                        SPIRIT                          (FFS)
 100  1015 2020    4 21 28 24  1107 151A3-1 4   2AY 20.9455 27.9268 23.6004               6                        CONCORD                         (FFS)
 100  1015 2020    4 23 31 26  1011 151M4-1 4   2MY 23.0476 31.1679 26.1086               6                        CONCORD                         (FFS)
 100  1015 2025    7 21 28 24  1107 151A3-1 4   2AY 20.9455 27.9268 23.6004               6                        CONCORD WAGON                   (FFS)
 100  1015 2025    7 23 31 26  1011 151M4-1 4   2MY 23.0476 31.1679 26.1086               6                        CONCORD WAGON                   (FFS)
 100  1025 2005    3 20 26 22  1162 258A3-1 6   2LY 19.7000 25.9000 22.0783               6                        SPIRIT                          (FFS)
 100  1025 2005    3 19 28 22  1223 258M4-1 6   2MY 19.0499 28.1943 22.3054               6                        SPIRIT                          (FFS)
 100  1025 2020    4 19 26 22  1223 258A3-1 6   2LY 18.8581 26.3066 21.6117               6                        CONCORD                         (FFS)
 100  1025 2020    4 19 28 22  1223 258M4-1 6   2MY 18.5995 28.4944 22.0443               6                        CONCORD                         (FFS)
 100  1025 2025    7 19 26 22  1223 258A3-1 6   2LY 18.8581 26.3066 21.6117               6                        CONCORD WAGON                   (FFS)
 100  1025 2025    7 19 28 22  1223 258M4-1 6   2MY 18.5995 28.4944 22.0443               6                        CONCORD WAGON                   (FFS)
 100  171585005   18 19 22 20  1223 151A3-1 4   2AY 19.0000 22.1000 20.2801               6                        JEEP: SCRAMBLER, CJ-5/7 4WD     (FFS)
 100  171585005   18 22 26 24  1058 151M4-1 4   2MY 22.1000 26.0000 23.6997               6                        JEEP: SCRAMBLER, CJ-5/7 4WD     (FFS)
 100  171651505   18 21 27 23  1107 151M4-1 4   2MY 21.3000 26.8000 23.4672               6                        EAGLE 4WD                       (FFS)
 100  171651510   18 20 26 23  1162 151A3-1 4   2AY 20.2000 26.5000 22.6199               6                        EAGLE: KAMMBACK,SX/4 4WD        (FFS)
 100  171651510   18 21 27 23  1107 151M4-1 4   2MY 21.3000 26.8000 23.4672               6                        EAGLE: KAMMBACK,SX/4 4WD        (FFS)
 100  172551505   18 17 22 19  1367 258A3-1 6   2LY 17.0144 22.1707 19.0033               6                        EAGLE 4WD                       (FFS)
 100  172551505   18 17 26 20  1367 258M4-1 6   2MY 17.0000 26.1000 20.1636               6                        EAGLE 4WD                       (FFS)
 100  172551510   18 18 24 20  1293 258A3-1 6   2LY 17.5000 24.1000 19.9598               6                        EAGLE: KAMMBACK,SX/4 4WD        (FFS)
 100  172551510   18 17 26 20  1367 258M4-1 6   2MY 17.0000 26.1000 20.1636               6                        EAGLE: KAMMBACK,SX/4 4WD        (FFS)
 100  172585005   18 18 23 20  1293 258A3-1 6   2LY 17.8000 22.7000 19.7151               6                        JEEP: SCRAMBLER, CJ-5/7 4WD     (FFS)
 100  172585005   18 17 23 20  1367 258M4-1 6   2MY 17.3000 23.1000 19.5037               6                        JEEP: SCRAMBLER, CJ-5/7 4WD     (FFS)
 100  172585010   18 17 21 18  1367 258A3-1 6   2LY 16.7244 21.1143 18.4507               6                        CHEROKEE/WAGONEER 4WD           (FFS)
 100  172585010   18 16 24 19  1453 258M4-1 6   2MY 16.5000 24.2000 19.2573               6                        CHEROKEE/WAGONEER 4WD           (FFS)
 100  172585015   13 17 21 18  1367 258A3-1 6   2LY 16.7244 21.1143 18.4507               6                        J10 PICKUP 4WD                  (FFS)
 100  172585015   13 16 24 19  1453 258M4-1 6   2MY 16.5000 24.2000 19.2573               6                        J10 PICKUP 4WD                  (FFS)
 001  202716005    4 30 50 37   774 105M4-2 4   2MY 30.4000 49.8000 36.8619               6                        OMNI                            (FFS)
 001  202732005    4 30 50 37   774 105M4-2 4   2MY 30.4000 49.8000 36.8619               6                        HORIZON                         (FFS)
