1987F 1280560SL                        338FIA4     88701291350208610082002804520072MERCEDES-BENZ                     14   17   15   15   21   18  $ 1101( 5.6L) (GUZZLER) (FFS)                                                  RWD P
1987F 1330FIERO                        151FIL3     4870129135020860812 4033075 4152PONTIAC                           24   32   27   27   41   32  $  527( 2.5L) (FFS)                                                            RWD R
1987F 1330FIERO                        151FIM5     4870129135020860812 4033075 4153PONTIAC                           25   35   28   27   45   33  $  509( 2.5L) (FFS)                                                         OD RWD RSIL
1987F 1330FIERO                        173FIL3     6870129135020860818 4033075 4133PONTIAC                           18   24   20   20   31   24  $  712( 2.8L) (FFS)                                                            RWD R
1987F 1330FIERO                        173FIM5     6870129135020860818 4033075 4136PONTIAC                           18   28   21   20   36   25  $  678( 2.8L) (FFS)                                                         OD RWD R
1987F 1347DELTA 204T                   122FIM5     4871014050209870914 6634705 6601RED SHIFT LTD                     21   34   26   24   44   30  $  635( 2.0L) (FFS,TRBO)                                                    OD RWD P
1987F 1367RUF                          207FIM5     68707280340538707254553671045525RUF AUTOMOBILE GMBH               12   19   15   14   25   17  $ 1101( 3.4L) (GUZZLER) (FFS,TRBO)                                          OD RWD P
1987F 1367RUF                          207FIM5     687082803064987 7254553671045525RUF AUTOMOBILE GMBH               12   19   15   14   25   17  $ 1101( 3.4L) (GUZZLER) (FFS,TRBO)                                          OD RWD P
1987F 1380SUBARU XT-DL                 109FIM5     48702030522328702016603803566035SUBARU                            25   32   28   28   41   32  $  509( 1.8L) (C-ENGINE)(FFS)     (MPFI)                                    OD FWD R
1987F 1380SUBARU XT-DL                 109FIM5     48701291350208608286603803566032SUBARU                            25   32   28   28   41   33  $  509( 1.8L) (FFS)     (MPFI)                                              OD FWD R
1987F 1390MR2                           97FIL4     48701291350208608285703900257025TOYOTA                            25   32   28   28   40   32  $  509( 1.6L) (FFS)                                                        AEODRWD R2MODE 2LKUP
1987F 1390MR2                           97FIM5     48701291350208608285703900257025TOYOTA                            26   32   29   29   41   33  $  492( 1.6L) (FFS)                                                         OD RWD R
1987F 2 10GTV                          152FIM5     6870129135020860505 90 1007 9002ALFA ROMEO                        18   24   21   20   31   24  $  678( 2.5L) (FFS)                                             HBK-074/07  OD RWD R
1987F 2120SPRINT ER                     61 2M5     38701291350208608285401207854014CHEVROLET                         54   58   56   60   74   66  $  255( 1.0L) (FFS)                                             HBK- 74/ 8  OD FWD RSIL
1987F 2120TURBO SPRINT                  61FIM5     38701291350208608285401207754015CHEVROLET                         37   43   39   41   55   46  $  365( 1.0L) (FFS,TRBO)                                        HBK- 74/ 8  OD FWD R
1987F 21703.2 MONDIAL/CABRIOLET        194FIM5     88701291350208608282201701022010FERRARI                           13   18   15   14   24   17  $  950( 3.2L) (GUZZLER) (FFS)               2DR- 76/ 3                      OD RWD R
1987F 2260BITURBO                      152 2A3     68701291350208608283602602536001MASERATI                          13   15   14   15   20   17  $ 1017( 2.5L) (GUZZLER) (TURBO)             2DR- 70/ 7                         RWD R
1987F 2260BITURBO                      152FIM5     68705050337398705053602602536005MASERATI                          13   17   15   15   22   17  $  950( 2.5L) (GUZZLER) (TURBO)             2DR- 70/ 7                      OD RWD R
1987F 2330TURBO FIREFLY                 61FIM5     38701291350208608285403301754017PONTIAC                           37   43   39   41   55   46  $  365( 1.0L) (FFS,TRBO)                                        HBK- 74/ 8* OD FWD R
1987F 2340911                          193FIM5     68701291350208609164203401042020PORSCHE                           18   25   20   20   32   24  $  825( 3.2L) (FFS)                         2DR- 56/ 4                      OD RWD PSIL
1987F 2340911                          201FIM4     68701291350208609214203401042025PORSCHE                           16   22   18   18   29   21  $  917( 3.3L) (GUZZLER) (FFS,TRBO)          2DR- 56/ 4                      OD RWD P
1987F 2340928 S                        302FIA4     88701291350208609224203403042030PORSCHE                           16   21   18   18   27   21  $  917( 5.0L) (GUZZLER) (FFS)                                   HBK- 74/ 8     RWD P
1987F 2340928 S                        302FIM5     88701291350208609224203403042030PORSCHE                           15   23   18   17   29   21  $  917( 5.0L) (GUZZLER) (FFS)                                   HBK- 74/ 8     RWD P
1987F 2340944                          151 0A3     48701291350208603264203402542035PORSCHE                           19   23   21   21   29   24  $  678( 2.5L) (FFS)                                             HBK- 63/12     RWD R
1987F 2340944                          151 0M5     48701291350208603264203402542035PORSCHE                           21   27   23   23   35   27  $  620( 2.5L) (FFS)                                             HBK- 63/12  OD RWD RSIL
1987F 2340944                          151FIA3     48701291350208610214203402542010PORSCHE                           19   24   21   22   31   25  $  678( 2.5L) (FFS)                                             HBK- 63/12     RWD R
1987F 2340944                          151FIM5     48701291350208609214203402542040PORSCHE                           19   26   22   22   34   26  $  751( 2.5L) (FFS)                                             HBK- 63/12  OD RWD PSIL
1987F 2340944                          151FIM5     48701291350208610214203402542015PORSCHE                           19   27   22   21   34   25  $  751( 2.5L) (FFS,TRBO)                                        HBK- 63/12  OD RWD P
1987F 2377PHAETON                      305 4L4     88705130350448705135203770552001EXCALIBUR AUTOS                   14   18   15   15   23   18  $ 1101( 5.0L) (GUZZLER) (GM-CHEVY)(FFS)     2DR- 48/ 4                      OD RWD P
1987F 2385FORSA TURBO                   61FIM5     38701291350208608285403850754016SUZUKI                            37   43   39   41   55   46  $  365( 1.0L) (FFS,TRBO)                                        HBK- 74/ 8  OD FWD R
1987F 2390CELICA CONVERTIBLE           122FIL4     48701291350208608285703902757030TOYOTA                            26   34   29   29   43   34  $  492( 2.0L) (FFS)                         2DR- 73/ 9                     EOD FWD R
1987F 2390CELICA CONVERTIBLE           122FIM5     48701291350208608285703902757030TOYOTA                            27   34   29   30   43   35  $  492( 2.0L) (FFS)                         2DR- 73/ 9                      OD FWD R
1987F 2420CABRIOLET                    109FIA3     48701291350208608115904201559012VOLKSWAGEN                        23   25   24   25   32   28  $  594( 1.8L) (FFS)                         2DR- 76/ 6                         FWD R
1987F 2420CABRIOLET                    109FIM5     48701291350208608115904201559012VOLKSWAGEN                        24   29   26   27   37   31  $  549( 1.8L) (FFS)                         2DR- 76/ 6                      OD FWD RSIL
1987F 3 10MILANO                       152FIA3     6870429025236870429 90 1020 9006ALFA ROMEO                        18   23   20   20   29   23  $  712( 2.5L) (FFS)                                   4DR-081/09               RWD R
1987F 3 10MILANO                       152FIM5     6870129135020860505 90 1020 9002ALFA ROMEO                        18   24   21   20   31   24  $  678( 2.5L) (FFS)                                   4DR-081/09            OD RWD R
1987F 3 10MILANO                       182FIM5     6870129135020861222 90 1020 9004ALFA ROMEO                        19   25   21   21   32   25  $  678( 3.0L) (FFS)                                   4DR-081/09            OD RWD R
1987F 3 50COUPE GT                     136FIA3     5870129135020861020640 504064003AUDI                              18   23   20   20   29   23  $  712( 2.2L) (FFS)                         2DR- 83/11                         FWD R
1987F 3 50COUPE GT                     136FIM5     5870129135020861020640 504064003AUDI                              19   25   21   21   32   25  $  678( 2.2L) (FFS)                         2DR- 83/11                      OD FWD RSIL
1987F 3 50COUPE GT                     141FIA3     5870210035117870209640 504064018AUDI                              18   22   20   20   29   24  $  712( 2.3L) (FFS)                         2DR- 83/11                         FWD R
1987F 3 50COUPE GT                     141FIM5     5870210035117870209640 504064018AUDI                              19   25   21   22   32   25  $  678( 2.3L) (FFS)                         2DR- 83/11                      OD FWD R
1987F 3 504000                         109FIA3     4870129135020860811640 501164004AUDI                              23   27   25   26   34   29  $  570( 1.8L) (FFS)                                   4DR- 86/13               FWD R
1987F 3 504000                         109FIM5     4870129135020860811640 501164004AUDI                              25   30   27   27   39   32  $  527( 1.8L) (FFS)                                   4DR- 86/13            OD FWD RSIL
1987F 3 504000CS QUATTRO               136FIM5     5870129135020860818640 503064005AUDI                              18   22   19   20   28   23  $  750( 2.2L) (FFS)                                   4DR- 85/10            OD 4WD RSIL
1987F 3 703-SERIES                     152FIL4     6870129135020870120120 700512045BMW                               18   23   20   20   29   23  $  712( 2.5L) (FFS)     (MPFI)              2DR- 81/134DR- 81/13            OD RWD R
1987F 3 703-SERIES                     152FIM5     6870129135020870120120 700512045BMW                               18   23   20   20   30   23  $  712( 2.5L) (FFS)     (MPFI)              2DR- 81/134DR- 81/13            OD RWD R
1987F 3 703-SERIES                     164FIL4     6870129135020860721120 700512040BMW                               20   27   23   22   35   26  $  620( 2.7L) (FFS)     (MPFI)              2DR- 81/134DR- 81/13            OD RWD R
1987F 3 703-SERIES                     164FIM5     6870129135020860721120 700512040BMW                               21   28   24   24   36   28  $  594( 2.7L) (FFS)     (MPFI)              2DR- 81/134DR- 81/13            OD RWD R
1987F 3 706-SERIES                     209FIL4     6870129135020860708120 701512030BMW                               16   21   18   18   27   21  $  792( 3.4L) (GUZZLER) (FFS)     (MPFI)    2DR- 84/12                      OD RWD R2MODE
1987F 3 706-SERIES                     209FIM5     6870129135020860708120 701512030BMW                               16   22   18   18   28   21  $  792( 3.4L) (GUZZLER) (FFS)     (MPFI)    2DR- 84/12                      OD RWD R
1987F 3 706-SERIES                     211FIM5     6870129135020861130120 701512035BMW                               10   19   13   11   24   15  $ 1269( 3.5L) (GUZZLER) (FFS)     (MPFI)    2DR- 84/12                      OD RWD P
1987F 3120CAMARO                       173FIL4     6870129135020860812 4012025 4134CHEVROLET                         19   27   22   21   35   25  $  648( 2.8L) (FFS)                                             HBK- 85/12  OD RWD R
1987F 3120CAMARO                       173FIM5     6870129135020860811 4012025 4132CHEVROLET                         17   26   20   19   34   24  $  712( 2.8L) (FFS)                                             HBK- 85/12  OD RWD R
1987F 3120CAMARO                       305 4L4     8870129135020860828 4012025 4109CHEVROLET                         17   24   20   19   31   23  $  712( 5.0L) (FFS)                                             HBK- 85/12  OD RWD R
1987F 3120CAMARO                       305 4M5     8870129135020860828 4012025 4110CHEVROLET                         16   25   19   18   32   22  $  750( 5.0L) (FFS)                                             HBK- 85/12  OD RWD RSIL
1987F 3120CAMARO                       305FIL4     8870129135020860828 4012025 4111CHEVROLET                         17   25   19   18   32   23  $  750( 5.0L) (FFS)                                             HBK- 85/12  OD RWD R
1987F 3120CAMARO                       305FIM5     8870129135020860828 4012025 4137CHEVROLET                         16   26   20   18   33   23  $  712( 5.0L) (FFS)                                             HBK- 85/12  OD RWD RSIL
1987F 3120CAMARO                       350FIL4     8870129135020860820 4012025 4107CHEVROLET                         16   25   19   18   32   22  $  750( 5.7L) (FFS)                                             HBK- 85/12  OD RWD R
1987F 3120CAVALIER CONVERTIBLE         121FIL3     4870129135020860828 4012070 4122CHEVROLET                         24   31   27   27   40   32  $  527( 2.0L) (FFS)                         2DR- 78/10                         FWD R
1987F 3120CAVALIER CONVERTIBLE         121FIM4     4870129135020860805 4012070 4121CHEVROLET                         25   33   28   28   42   33  $  509( 2.0L) (FFS)                         2DR- 78/10                      OD FWD RSIL
1987F 3120CAVALIER CONVERTIBLE         121FIM5     4870129135020860805 4012070 4120CHEVROLET                         25   34   28   28   44   33  $  509( 2.0L) (FFS)                         2DR- 78/10                      OD FWD RSIL
1987F 3120CAVALIER CONVERTIBLE         173FIL3     6870129135020860805 4012070 4131CHEVROLET                         20   26   22   22   34   26  $  648( 2.8L) (FFS)                         2DR- 78/10                         FWD R
1987F 3120CAVALIER CONVERTIBLE         173FIM5     6870129135020860818 4012070 4135CHEVROLET                         19   27   22   21   35   25  $  648( 2.8L) (FFS)                         2DR- 78/10                      OD FWD RSIL
1987F 3120CHEVETTE CS                   98 2L3     4870129135020860731 4012005 4100CHEVROLET                         25   30   27   28   39   32  $  527( 1.6L) (FFS)                                             HBK- 79/10     RWD R
1987F 3120CHEVETTE CS                   98 2M4     4870129135020860731 4012005 4100CHEVROLET                         28   34   30   31   43   35  $  475( 1.6L) (FFS)                                             HBK- 79/10     RWD R
1987F 3120CHEVETTE CS                   98 2M5     4870129135020860731 4012005 4100CHEVROLET                         27   35   30   30   44   35  $  475( 1.6L) (FFS)                                             HBK- 79/10  OD RWD R
1987F 3120SPECTRUM                      90 2A3     48701291350208608282901208529010CHEVROLET                         31   33   32   34   42   37  $  445( 1.5L) (FFS)                                   4DR- 84/11HBK- 85/17     FWD R
1987F 3120SPECTRUM                      90 2M5     48701291350208608282901208529010CHEVROLET                         37   41   39   41   52   45  $  365( 1.5L) (FFS)                                   4DR- 84/11HBK- 85/17  OD FWD RSIL
1987F 3120SPECTRUM TURBO                90FIM5     48701291350208701052901209029011CHEVROLET                         28   36   31   31   46   36  $  460( 1.4L) (FFS,TRBO)                              4DR- 84/11            OD FWD R
1987F 3120SPRINT                        61 2A3     38701291350208608285401207554011CHEVROLET                         38   40   39   42   51   46  $  365( 1.0L) (FFS)                                   4DR- 79/ 8HBK- 74/ 8     FWD R
1987F 3120SPRINT                        61 2M5     38701291350208608285401207554011CHEVROLET                         44   49   46   49   62   54  $  309( 1.0L) (FFS)                                   4DR- 79/ 8HBK- 74/ 8  OD FWD R
1987F 3130CONQUEST                     156FIL4     48701291350208608194901306349060CHRYSLER                          18   24   20   20   30   24  $  825( 2.6L) (FFS,TRBO)                                        HBK- 76/10 EOD RWD P
1987F 3130CONQUEST                     156FIM5     48701291350208608194901306349060CHRYSLER                          18   23   20   20   30   24  $  825( 2.6L) (FFS,TRBO)                                        HBK- 76/10  OD RWD P
1987F 3130LASER/DAYTONA                135FIA3     4870129135020860825 2013045 2330CHRYSLER                          19   24   21   21   30   25  $  785( 2.2L) (FFS,TRBO)                                        HBK-083/17     FWD P
1987F 3130LASER/DAYTONA                135FIM5     4870129135020860825 2013045 2330CHRYSLER                          20   29   23   22   37   27  $  718( 2.2L) (FFS,TRBO)                                        HBK-083/17  OD FWD P
1987F 3130LEBARON CONVERTIBLE          135FIA3     4870129135020860825 2013085 2330CHRYSLER                          19   24   21   21   30   25  $  785( 2.2L) (FFS,TRBO)                    2DR- 80/10                         FWD P
1987F 3130LEBARON CONVERTIBLE          135FIM5     4870129135020860825 2013085 2330CHRYSLER                          20   29   23   22   37   27  $  718( 2.2L) (FFS,TRBO)                    2DR- 80/10                      OD FWD P
1987F 3130LEBARON CONVERTIBLE          152FIL3     4870129135020860815 2013085 2420CHRYSLER                          22   27   24   24   35   28  $  594( 2.5L) (FFS)                         2DR- 80/10                         FWD R
1987F 3130LEBARON CONVERTIBLE          152FIM5     4870129135020860815 2013085 2424CHRYSLER                          22   32   26   24   41   30  $  549( 2.5L) (FFS)                         2DR- 80/10                      OD FWD RSIL
1987F 3150PULSAR NX                     98FIL3     48701291350208608293801504638003NISSAN MOTOR CO., LTD.            24   28   26   27   36   30  $  549( 1.6L) (FFS)                         2DR- 79/ 7                         FWD R
1987F 3150PULSAR NX                     98FIM5     48701291350208608283801504638004NISSAN MOTOR CO., LTD.            23   30   26   26   38   30  $  549( 1.6L) (FFS,DOHC)                    2DR- 79/ 7                      OD FWD R
1987F 3150PULSAR NX                     98FIM5     48701291350208608293801504638003NISSAN MOTOR CO., LTD.            26   32   29   29   41   34  $  492( 1.6L) (FFS)                         2DR- 79/ 7                      OD FWD R
1987F 3150SENTRA COUPE                  98FIL3     48701291350208603153801501038002NISSAN MOTOR CO., LTD.            25   31   28   28   40   32  $  509( 1.6L) (FFS)                                             HBK- 72/16     FWD R
1987F 3150SENTRA COUPE                  98FIM5     48701291350208603153801501038002NISSAN MOTOR CO., LTD.            26   35   30   29   44   35  $  475( 1.6L) (FFS)                                             HBK- 72/16  OD FWD R
1987F 3150SENTRA HONEYBEE               98 2L3     48701291350208608283801501238006NISSAN MOTOR CO., LTD.            27   30   28   30   38   33  $  509( 1.6L) (FFS)                         2DR- 84/11                    *    FWD R
1987F 3150SENTRA HONEYBEE               98 2M5     48701291350208608283801501238006NISSAN MOTOR CO., LTD.            32   40   35   36   51   41  $  408( 1.6L) (FFS)                         2DR- 84/11                    * OD FWD R
1987F 3150200SX                        120FIL4     48701291350208608173801502038031NISSAN MOTOR CO., LTD.            21   27   24   24   35   28  $  594( 2.0L) (FFS)                         2DR- 78/ 9          HBK- 76/17 EOD RWD R
1987F 3150200SX                        120FIM5     48701291350208608173801502038031NISSAN MOTOR CO., LTD.            22   28   24   25   35   28  $  594( 2.0L) (FFS)                         2DR- 78/ 9          HBK- 76/17  OD RWD R
1987F 3150200SX                        181FIL4     68701291350208608283801502038040NISSAN MOTOR CO., LTD.            18   26   21   20   33   24  $  678( 3.0L) (FFS)                         2DR- 78/ 9          HBK- 76/17 EOD RWD R2LKUP
1987F 3150200SX                        181FIM5     68701291350208608283801502038040NISSAN MOTOR CO., LTD.            19   26   22   21   33   25  $  648( 3.0L) (FFS)                         2DR- 78/ 9          HBK- 76/17  OD RWD R
1987F 3150300ZX 2+2                    181FIL4     68701291350208608283801504538042NISSAN MOTOR CO., LTD.            18   26   21   20   33   24  $  678( 3.0L) (FFS)                                             HBK- 72/15 EOD RWD R
1987F 3150300ZX 2+2                    181FIM5     68701291350208608283801504538042NISSAN MOTOR CO., LTD.            18   26   20   20   33   24  $  712( 3.0L) (FFS)                                             HBK- 72/15  OD RWD R
1987F 3160CHARGER                      135 2A3     4870129135020860422 2016020 2310DODGE                             23   27   25   26   35   29  $  570( 2.2L) (FFS)                                             HBK-077/19     FWD R
1987F 3160CHARGER                      135 2M5     4870129135020860422 2016020 2310DODGE                             25   35   29   28   45   34  $  492( 2.2L) (FFS)                                             HBK-077/19  OD FWD RSIL
1987F 3160CHARGER                      135FIM5     4870129135020860530 2016020 2390DODGE                             19   28   22   21   35   26  $  751( 2.2L) (TURBO)                                           HBK-077/19  OD FWD P
1987F 3160COLT                          90 2L3     48701291350208608194901602749010DODGE                             29   33   31   33   42   36  $  460( 1.5L) (FFS)                                   4DR- 80/11HBK- 81/11     FWD R
1987F 3160COLT                          90 2M4     48701291350208608194901602749010DODGE                             34   38   36   38   48   42  $  396( 1.5L) (FFS)                                   4DR- 80/11HBK- 81/11     FWD RSIL
1987F 3160COLT                          90 2M5     48701291350208608194901602749010DODGE                             32   37   34   35   48   40  $  419( 1.5L) (FFS)                                   4DR- 80/11HBK- 81/11  OD FWD RSIL
1987F 3160COLT                          98FIL3     487012913502086 8194901602749020DODGE                             24   26   25   27   34   29  $  660( 1.6L) (FFS,TRBO)                              4DR- 80/11HBK- 81/11     FWD P
1987F 3160COLT                          98FIM5     487012913502086 8194901602749020DODGE                             25   31   27   28   40   32  $  610( 1.6L) (FFS,TRBO)                              4DR- 80/11HBK- 81/11  OD FWD P
1987F 3160DAYTONA                      135FIA3     4870129135020860825 2016070 2330DODGE                             19   24   21   21   30   25  $  785( 2.2L) (FFS,TRBO)                                        HBK-083/17     FWD P
1987F 3160DAYTONA                      135FIM5     4870129135020860825 2016070 2330DODGE                             20   29   23   22   37   27  $  718( 2.2L) (FFS,TRBO)                                        HBK-083/17  OD FWD P
1987F 3160DAYTONA                      152FIL3     4870129135020860815 2016070 2420DODGE                             22   27   24   24   35   28  $  594( 2.5L) (FFS)                                             HBK-083/17     FWD R
1987F 3160DAYTONA                      152FIM5     4870129135020860815 2016070 2424DODGE                             22   32   26   24   41   30  $  549( 2.5L) (FFS)                                             HBK-083/17  OD FWD RSIL
1987F 3160LANCER CONVERTIBLE           135FIA3     4870129135020860825 2016010 2330DODGE                             19   24   21   21   30   25  $  785( 2.2L) (FFS,TRBO)                    2DR- 80/10                         FWD P
1987F 3160LANCER CONVERTIBLE           135FIM5     4870129135020860825 2016010 2330DODGE                             20   29   23   22   37   27  $  718( 2.2L) (FFS,TRBO)                    2DR- 80/10                      OD FWD P
1987F 3190MUSTANG                      140FIL4     4870414032625870414 3019015 3241FORD                              21   27   23   24   34   27  $  620( 2.3L) (FFS)                         2DR- 84/08          HBK- 84/12  OD RWD R
1987F 3190MUSTANG                      140FIL4     4870129135020861126 3019015 3238FORD                              22   28   24   24   35   28  $  594( 2.3L) (FFS)                         2DR- 84/08          HBK- 84/12  OD RWD R
1987F 3190MUSTANG                      140FIM5     4870129135020861126 3019015 3221FORD                              25   31   27   28   39   32  $  527( 2.3L) (FFS)                         2DR- 84/08          HBK- 84/12  OD RWD R
1987F 3190MUSTANG                      302FIL4     8870129135020860827 3019015 3401FORD                              18   27   21   20   34   24  $  678( 5.0L) (FFS)                         2DR- 84/08          HBK- 84/12  OD RWD R
1987F 3190MUSTANG                      302FIM5     8870324032932870125 3019015 3402FORD                              16   24   19   18   31   22  $  750( 5.0L) (FFS)                         2DR- 84/08          HBK- 84/12  OD RWD R
1987F 3210CIVIC                         82 3M4     48701291350208608282602100526010HONDA                             37   43   40   41   55   47  $  356( 1.3L)                                         4DR- 84/12HBK- 70/15  OD FWD R
1987F 3210CIVIC                         91 3L4     48701291350208608282602100526021HONDA                             27   32   29   30   41   34  $  492( 1.5L) (FFS)                                   4DR- 84/12HBK- 70/15  OD FWD R
1987F 3210CIVIC                         91 3M5     48701291350208608282602100526021HONDA                             30   35   32   34   44   38  $  445( 1.5L) (FFS)                                   4DR- 84/12HBK- 70/15  OD FWD R
1987F 3210CIVIC                         91FIM5     48701291350208608282602100526022HONDA                             30   33   31   33   43   37  $  460( 1.5L) (FFS)                                   4DR- 84/12HBK- 70/15  OD FWD R
1987F 3210INTEGRA                       97FIL4     48701291350208608282602103026030HONDA                             25   31   27   27   39   32  $  527( 1.6L) (FFS)                                                         OD FWD R
1987F 3210INTEGRA                       97FIM5     48701291350208608282602103026030HONDA                             26   30   27   28   39   32  $  527( 1.6L) (FFS)                                                         OD FWD R
1987F 3210PRELUDE                      112 2L4     48701291350208608282602102526040HONDA                             23   30   26   26   38   30  $  549( 1.8L) (FFS)                         2DR- 77/ 9                      OD FWD R
1987F 3210PRELUDE                      112 2M5     48701291350208608282602102526040HONDA                             25   31   27   28   40   32  $  527( 1.8L) (FFS)                         2DR- 77/ 9                      OD FWD R
1987F 3210PRELUDE                      119FIL4     487012913502086 8282602102526051HONDA                             24   30   26   26   38   31  $  549( 2.0L) (FFS)                         2DR- 77/ 9                      OD FWD R
1987F 3210PRELUDE                      119FIM5     487012913502086 8282602102526051HONDA                             25   31   27   28   40   32  $  527( 2.0L) (FFS)                         2DR- 77/ 9                      OD FWD R
1987F 3212EXCEL                         90 2L3     48701291350208610212652121026510HYUNDAI MOTOR COMPANY             27   28   27   30   36   32  $  527( 1.5L) (FFS)                                   4DR- 82/11HBK- 82/13     FWD R
1987F 3212EXCEL                         90 2M4     48701291350208610212652121026510HYUNDAI MOTOR COMPANY             28   31   29   31   39   34  $  492( 1.5L) (FFS)                                   4DR- 82/11HBK- 82/13     FWD R
