CLASS,MFR,CAR LINE,DISPLACEMENT,NUMB CYL,TRANS,DRIVE SYS,INDEX NUMB,CITY MPG (GUIDE),HWY MPG (GUIDE),COMB MPG (GUIDE),UNRND CITY (EPA),UNRND HWY (EPA),UNRND COMP (EPA),FUEL TYPE,GUZLR,TURBO,SPCHGR,AVG 2D PASS VOL,AVG 2D LUGG VOL,AVG 4D PAS VOL,AVG 4D LUGG VOL,AVG HB PAS VOL,AVG HB LUGG VOL,ANL FL CST,ENG BLK TXT,TRANS DESC TXT,VLVS PER CYL,CLS,5C CODE
LARGE CARS,HYUNDAI,AZERA,3.3,6,Auto(L5),F,9,18,26,21,22.9,36.2,27.436,R,,,,,,107,17,,,1999, ,2MODE CLKUP ,4,6,DERIVED
LARGE CARS,HYUNDAI,AZERA,3.8,6,Auto(L5),F,10,17,26,20,21.4,35.6,26.0815,R,,,,,,107,17,,,2100, ,2MODE CLKUP ,4,6,DERIVED
LARGE CARS,HYUNDAI,SONATA,2.4,4,Auto(L4),F,1,21,30,24,26.5,42.8,31.9808,R,,,,,,105,16,,,1751, ,2MODE CLKUP ,4,6,DERIVED
LARGE CARS,HYUNDAI,SONATA,2.4,4,Manual(M5),F,1,21,31,25,27.1,43.7,32.6876,R,,,,,,105,16,,,1680, ,,4,6,DERIVED
LARGE CARS,HYUNDAI,SONATA,3.3,6,Auto(L5),F,2,19,28,22,23.5996,39.1,28.7237,R,,,,,,105,16,,,1911, ,2MODE CLKUP ,4,6,DERIVED
LARGE CARS,INFINITI,M35,3.5,6,Auto(S5),R,46,16,23,19,19.8486,32.1487,23.9767,P,,,,,,105,15,,,2367, ,CLKUP ,4,6,DERIVED
LARGE CARS,INFINITI,M35X,3.5,6,Auto(S5),4,46,16,22,18,19.4,30.4,23.1733,P,,,,,,105,15,,,2502, ,CLKUP ,4,6,DERIVED
LARGE CARS,INFINITI,M45,4.5,8,Auto(S5),R,61,16,21,18,19.3541,29.5272,22.9053,P,,,,,,105,15,,,2502, ,CLKUP ,4,6,DERIVED
LARGE CARS,INFINITI,M45X,4.5,8,Auto(S5),4,61,14,20,16,17.3,27.2,20.6885,P,G,,,,,105,15,,,2812, ,CLKUP ,4,6,DERIVED
LARGE CARS,JAGUAR,JAGUAR SUPER V8,4.2,8,Auto(L6),R,51,15,22,18,18.7499,30.4,22.6572,P,,,S,,,107,15,,,2502, ,2MODE CLKUP ,4,6,DERIVED
LARGE CARS,JAGUAR,JAGUAR VDP LWB,4.2,8,Auto(L6),R,36,16,25,19,20.0499,34.3499,24.6718,P,,,,,,107,15,,,2367, ,2MODE CLKUP ,4,6,DERIVED
LARGE CARS,JAGUAR,JAGUAR XJ8,4.2,8,Auto(L6),R,30,16,25,19,20.3499,34.4482,24.9437,P,,,,,,105,16,,,2367, ,2MODE CLKUP ,4,6,DERIVED
LARGE CARS,JAGUAR,JAGUAR XJ8L,4.2,8,Auto(L6),R,31,16,25,19,20.3499,34.4482,24.9437,P,,,,,,107,15,,,2367, ,2MODE CLKUP ,4,6,DERIVED
LARGE CARS,JAGUAR,JAGUAR XJR,4.2,8,Auto(L6),R,50,15,22,18,18.7499,30.4,22.6572,P,,,S,,,105,16,,,2502, ,2MODE CLKUP ,4,6,DERIVED
LARGE CARS,KIA,AMANTI,3.8,6,Auto(L5),F,1,17,24,19,20.7,33.8,25.0729,R,,,,,,106,16,,,2209, ,2MODE CLKUP ,4,6,DERIVED
LARGE CARS,LINCOLN-MERCURY,GRAND MARQUIS FFV,4.6,8,Auto(L4),R,352,11,16,13,14.1979,22.2,16.9468,E,,,,,,107,21,,,2999,RNG=250,CLKUP ,2,6,DERIVED
LARGE CARS,LINCOLN-MERCURY,GRAND MARQUIS FFV,4.6,8,Auto(L4),R,351,15,23,18,18.5995,31.4944,22.8004,R,,,,,,107,21,,,2335,RNG=340,CLKUP ,2,6,DERIVED
LARGE CARS,LINCOLN-MERCURY,SABLE AWD,3.5,6,Auto(L6),4,315,17,24,19,20.6,33.3,24.8679,R,,,,,,108,21,,,2209, ,CLKUP ,4,6,DERIVED
LARGE CARS,LINCOLN-MERCURY,SABLE FWD,3.5,6,Auto(L6),F,317,18,28,22,22.6,39.6,28.0113,R,,,,,,108,21,,,1911, ,CLKUP ,4,6,DERIVED
LARGE CARS,MASERATI,MASERATI QUATTROPORTE,4.2,8,Auto(A6),R,1,12,18,14,14.3993,24.1499,17.5964,P,G,,,,,121,8,,,3002, ,SIL 3MODE CLKUP,4,6,DERIVED
LARGE CARS,MERCEDES-BENZ,MAYBACH 57,5.5,12,Auto(L5),R,23,10,16,12,12.4,21.4,15.2945,P,G,T,,,,112,15,,,3748, ,EMS 2MODE CLKUP,3,6,DERIVED
LARGE CARS,MERCEDES-BENZ,MAYBACH 57S,6,12,Auto(L5),R,25,10,16,12,12.3,21.4,15.2106,P,G,T,,,,112,15,,,3748, ,EMS 2MODE CLKUP,3,6,DERIVED
LARGE CARS,MERCEDES-BENZ,MAYBACH 62,5.5,12,Auto(L5),R,22,10,16,12,12.4,21.4,15.2945,P,G,T,,,,114,15,,,3748, ,EMS 2MODE CLKUP,3,6,DERIVED
LARGE CARS,MERCEDES-BENZ,MAYBACH 62S,6,12,Auto(L5),R,24,10,16,12,12.3,21.4,15.2106,P,G,T,,,,114,15,,,3748, ,EMS 2MODE CLKUP,3,6,DERIVED
LARGE CARS,MERCEDES-BENZ,S550,5.5,8,Auto(L7),R,34,14,21,16,17.2,29.5,21.1725,P,G,,,,,109,16,,,2812, ,EMS 2MODE CLKUP,4,6,DERIVED
LARGE CARS,MERCEDES-BENZ,S550 4MATIC,5.5,8,Auto(L7),4,43,14,20,16,17.5,29.2,21.3495,P,G,,,,,109,16,,,2812, ,EMS 2MODE CLKUP,4,6,DERIVED
LARGE CARS,MERCEDES-BENZ,S600,5.5,12,Auto(L5),R,28,11,17,13,13.8,24,17.0634,P,G,T,,,,109,16,,,3460, ,EMS 2MODE CLKUP,3,6,DERIVED
LARGE CARS,MERCEDES-BENZ,S63 AMG,6.2,8,Auto(S7),R,1,11,17,13,13.8,24,17.0634,P,G,,,,,109,16,,,3460, ,EMS 2MODE CLKUP,3,6,DERIVED
LARGE CARS,MERCEDES-BENZ,S65 AMG,6,12,Auto(S5),R,49,11,17,13,13.5,23.1,16.6054,P,G,T,,,,109,16,,,3460, ,EMS 2MODE CLKUP,3,6,DERIVED
LARGE CARS,PONTIAC,G8,6,8,Auto(S6),R,83,15,24,18,18.8235,32.8199,23.2937,P,,,,,,107,17,,,2502, ,CLKUP ,2,6,DERIVED
LARGE CARS,TOYOTA,AVALON,3.5,6,Auto(S6),F,8,19,28,22,24.3478,39.3409,29.3877,R,,,,,,107,14,,,1911, ,CLKUP ,4,6,DERIVED
SMALL STATION WAGONS,AUDI,A3,2,4,Auto(S6),F,5,22,29,25,28.1096,40.4093,32.5709,P,,T,,,,89,20,,,1800, ,3MODE ,4,7,DERIVED
SMALL STATION WAGONS,AUDI,A3,2,4,Manual(M6),F,2,21,29,24,26.0135,40.9282,31.1161,P,,T,,,,89,20,,,1876, ,,4,7,DERIVED
SMALL STATION WAGONS,AUDI,A3 QUATTRO,3.2,6,Auto(S6),4,8,18,25,21,23.2,34.6,27.2385,P,,,,,,89,20,,,2142, ,3MODE ,4,7,DERIVED
SMALL STATION WAGONS,AUDI,A4 AVANT QUATTRO,2,4,Manual(M6),4,12,20,28,23,24.6,39.4,29.6042,P,,T,,,,91,28,,,1958, ,,4,7,DERIVED
SMALL STATION WAGONS,AUDI,A4 AVANT QUATTRO,2,4,Auto(S6),4,12,19,27,22,24.2348,38.3379,29.0425,P,,T,,,,91,28,,,2048, ,3MODE CLKUP ,4,7,DERIVED
SMALL STATION WAGONS,AUDI,A4 AVANT QUATTRO,3.1,6,Manual(M6),4,22,15,25,19,19.2,34.2,23.9213,P,,,,,,91,28,,,2367, ,,4,7,DERIVED
SMALL STATION WAGONS,AUDI,A4 AVANT QUATTRO,3.1,6,Auto(S6),4,22,17,25,20,21.494,34.5339,25.8939,P,,,,,,91,28,,,2250, ,3MODE CLKUP ,4,7,DERIVED
SMALL STATION WAGONS,AUDI,S4 AVANT,4.2,8,Manual(M6),4,18,13,20,15,16.3,27.1,19.862,P,G,,,,,91,28,,,3002, ,,5,7,DERIVED
SMALL STATION WAGONS,AUDI,S4 AVANT,4.2,8,Auto(S6),4,18,14,21,16,16.8445,28.9659,20.7525,P,G,,,,,91,28,,,2812, ,3MODE CLKUP ,5,7,DERIVED
SMALL STATION WAGONS,BMW,328I SPORT WAGON,3,6,Manual(M6),R,30,17,27,20,21.2906,37.1716,26.3581,P,,,,,,93,25,,,2250, ,,4,7,DERIVED
SMALL STATION WAGONS,BMW,328I SPORT WAGON,3,6,Auto(S6),R,30,18,27,21,22.5238,38.1884,27.6225,P,,,,,,93,25,,,2142, ,3MODE CLKUP ,4,7,DERIVED
SMALL STATION WAGONS,BMW,328XI SPORT WAGON,3,6,Manual(M6),4,30,17,25,20,20.854,35.2937,25.5598,P,,,,,,93,25,,,2250, ,,4,7,DERIVED
SMALL STATION WAGONS,BMW,328XI SPORT WAGON,3,6,Auto(S6),4,30,17,25,20,21.7672,35.2164,26.2843,P,,,,,,93,25,,,2250, ,3MODE CLKUP ,4,7,DERIVED
SMALL STATION WAGONS,HONDA,FIT,1.5,4,Auto(L5),F,1,27,34,30,34.7,49.3,40.0353,R,,,,,,90,21,,,1399, ,CLKUP ,4,7,DERIVED
SMALL STATION WAGONS,HONDA,FIT,1.5,4,Manual(M5),F,1,28,34,31,36.72,48.2,41.128,R,,,,,,90,21,,,1357, ,,4,7,DERIVED
SMALL STATION WAGONS,HONDA,FIT,1.5,4,Auto(S5),F,1,27,33,29,34.3,47.7,39.2635,R,,,,,,90,21,,,1449, ,2MODE CLKUP ,4,7,DERIVED
SMALL STATION WAGONS,PONTIAC,VIBE,1.8,4,Auto(L4),F,1,25,31,27,31.7,43.8,36.2002,R,,,,,,94,22,,,1554, ,CLKUP ,4,7,DERIVED
SMALL STATION WAGONS,PONTIAC,VIBE,1.8,4,Manual(M5),F,1,26,33,29,33.5,46.6,38.3516,R,,,,,,94,22,,,1449, ,,4,7,DERIVED
SMALL STATION WAGONS,SAAB,9-3 SPORTCOMBI,2.8,6,Manual(M6),F,74,16,26,19,19.7,36,24.741,P,,T,,,,96,30,,,2367, ,,4,7,DERIVED
SMALL STATION WAGONS,SAAB,9-3 SPORTCOMBI,2,4,Manual(M6),F,76,19,29,23,24.5,40,29.6745,P,,T,,,,96,30,,,1958, ,,4,7,DERIVED
SMALL STATION WAGONS,SAAB,9-3 SPORTCOMBI,2.8,6,Auto(S6),F,73,15,24,18,18.0319,33.009,22.6582,P,,T,,,,96,30,,,2502, ,2MODE CLKUP ,4,7,DERIVED
SMALL STATION WAGONS,SAAB,9-3 SPORTCOMBI,2,4,Auto(S5),F,77,18,24,20,22.1,34.1,26.2582,P,,T,,,,96,30,,,2250, ,2MODE CLKUP ,4,7,DERIVED
SMALL STATION WAGONS,SUBARU,IMPREZA WGN/OUTBACK SPT AWD,2.5,4,Manual(M5),4,20,20,27,22,24.7286,37.5847,29.2274,R,,,,,,94,19,,,1911, ,,4,7,DERIVED
SMALL STATION WAGONS,SUBARU,IMPREZA WGN/OUTBACK SPT AWD,2.5,4,Auto(S4),4,20,20,27,22,25.0768,37.1373,29.3687,R,,,,,,94,19,,,1911, ,2MODE CLKUP ,4,7,DERIVED
SMALL STATION WAGONS,SUBARU,IMPREZA WGN/OUTBACK SPT AWD,2.5,4,Manual(M5),4,22,19,25,21,23.4336,34.2401,27.3126,P,,T,,,,94,19,,,2142, ,,4,7,DERIVED
SMALL STATION WAGONS,SUBARU,IMPREZA WGN/OUTBACK SPT AWD,2.5,4,Manual(M6),4,22,17,23,19,21.1781,31.4672,24.8319,P,,T,,,,94,19,,,2367, ,,4,7,DERIVED
SMALL STATION WAGONS,SUBARU,IMPREZA WGN/OUTBACK SPT AWD,2.5,4,Auto(S4),4,22,20,25,22,24.7992,35.0293,28.5514,P,,T,,,,94,19,,,2048, ,2MODE CLKUP ,4,7,DERIVED
SMALL STATION WAGONS,SUZUKI,FORENZA WAGON,2,4,Auto(A4),F,4,19,27,22,23.4,38.3,28.3659,R,,,,,,97,12,,,1911, ,EMS ,4,7,DERIVED
SMALL STATION WAGONS,SUZUKI,FORENZA WAGON,2,4,Manual(M5),F,4,19,27,22,24.3,38.3,29.0841,R,,,,,,97,12,,,1911, ,EMS ,4,7,DERIVED
SMALL STATION WAGONS,SUZUKI,SX4,2,4,Auto(L4),F,52,22,30,25,28.4,41.7,33.1592,R,,,,,,89,9,,,1680, ,CLKUP ,4,7,DERIVED
SMALL STATION WAGONS,SUZUKI,SX4,2,4,Manual(M5),F,51,22,30,25,27.9911,41.5882,32.8197,R,,,,,,89,9,,,1680, ,,4,7,DERIVED
SMALL STATION WAGONS,SUZUKI,SX4 AWD,2,4,Auto(L4),4,56,21,28,24,26.5317,39,30.9901,R,,,,,,89,9,,,1751, ,CLKUP ,4,7,DERIVED
SMALL STATION WAGONS,SUZUKI,SX4 AWD,2,4,Manual(M5),4,55,21,28,23,26.3,38.8,30.7593,R,,,,,,89,9,,,1827, ,,4,7,DERIVED
SMALL STATION WAGONS,TOYOTA,COROLLA MATRIX,1.8,4,Auto(L4),F,3,25,31,27,31.6253,43.707,36.1181,R,,,,,,94,22,,,1554, ,CLKUP ,4,7,DERIVED
SMALL STATION WAGONS,TOYOTA,COROLLA MATRIX,1.8,4,Manual(M5),F,3,26,33,29,33.2432,46.3596,38.0931,R,,,,,,94,22,,,1449, ,,4,7,DERIVED
SMALL STATION WAGONS,TOYOTA,SCION XB,2.4,4,Manual(M5),F,6,22,28,24,27.6242,38.7,31.7078,R,,,,,,101,22,,,1751, ,,4,7,DERIVED
SMALL STATION WAGONS,TOYOTA,SCION XB,2.4,4,Auto(S4),F,6,22,28,24,27.4,38.7,31.5448,R,,,,,,101,22,,,1751, ,CLKUP ,4,7,DERIVED
SMALL STATION WAGONS,VOLKSWAGEN,JETTA SPORTWAGEN,2.5,5,Manual(M5),F,21,21,29,24,24.1057,39.4938,29.231,R,,,,,,92,33,,,1751, ,,4,7,5-CYCLE
SMALL STATION WAGONS,VOLKSWAGEN,JETTA SPORTWAGEN,2.5,5,Auto(S6),F,21,21,29,24,24.7462,39.46,29.7357,R,,,,,,92,33,,,1751, ,3MODE CLKUP ,4,7,5-CYCLE
SMALL STATION WAGONS,VOLVO,V50 AWD,2.5,5,Manual(M6),4,3,17,25,20,21.7,35.5,26.3008,P,,T,,,,93,32,,,2250, ,,4,7,DERIVED
SMALL STATION WAGONS,VOLVO,V50 AWD,2.5,5,Auto(S5),4,3,18,26,21,22.1469,36.4714,26.9015,P,,T,,,,93,32,,,2142, ,2MODE CLKUP ,4,7,DERIVED
SMALL STATION WAGONS,VOLVO,V50 FWD,2.5,5,Manual(M6),F,3,19,28,23,24.4,39.5,29.4695,P,,T,,,,93,32,,,1958, ,,4,7,DERIVED
SMALL STATION WAGONS,VOLVO,V50 FWD,2.5,5,Auto(S5),F,3,19,27,22,23.8987,38.4468,28.8033,P,,T,,,,93,32,,,2048, ,2MODE CLKUP ,4,7,DERIVED
SMALL STATION WAGONS,VOLVO,V50 FWD,2.4,5,Manual(M5),F,8,20,28,23,25,39.7,29.9985,P,,,,,,93,32,,,1958, ,,4,7,DERIVED
SMALL STATION WAGONS,VOLVO,V50 FWD,2.4,5,Auto(S5),F,8,20,28,23,25.0004,39.5001,29.9472,P,,,,,,93,32,,,1958, ,2MODE CLKUP ,4,7,DERIVED
MIDSIZE STATION WAGONS,AUDI,A6 AVANT QUATTRO,3.1,6,Auto(S6),4,22,17,25,20,21.037,34.2854,25.465,P,,,,,,99,34,,,2250, ,3MODE CLKUP ,4,8,DERIVED
MIDSIZE STATION WAGONS,BMW,535XI SPORT WAGON,3,6,Manual(M6),4,35,16,23,18,19.2789,32.2925,23.5495,P,,T,,,,101,34,,,2502, ,,4,8,DERIVED
MIDSIZE STATION WAGONS,BMW,535XI SPORT WAGON,3,6,Auto(S6),4,35,16,24,19,20.3315,33.5052,24.7021,P,,T,,,,101,34,,,2367, ,3MODE CLKUP ,4,8,DERIVED
MIDSIZE STATION WAGONS,KIA,RONDO,2.4,4,Auto(L4),F,8,19,26,22,23.8,36.7,28.2719,R,,,,,,108,35,,,1911, ,2MODE CLKUP ,4,8,DERIVED
MIDSIZE STATION WAGONS,KIA,RONDO,2.7,6,Auto(L5),F,9,18,26,21,22.6,36.1,27.1727,R,,,,,,108,35,,,1999, ,2MODE CLKUP ,4,8,DERIVED
MIDSIZE STATION WAGONS,MERCEDES-BENZ,E350 4MATIC (WAGON),3.5,6,Auto(L5),4,8,16,21,18,19.7,29.3,23.1069,P,,,,,,96,41,,,2502, ,EMS 2MODE CLKUP,4,8,DERIVED
MIDSIZE STATION WAGONS,MERCEDES-BENZ,E63 AMG (WAGON),6.2,8,Auto(S7),R,10,12,18,14,14.7,24.6,17.9509,P,G,,,,,96,41,,,3213, ,EMS 2MODE CLKUP,4,8,DERIVED
MIDSIZE STATION WAGONS,SAAB,9-5 SPORTCOMBI,2.3,4,Auto(S5),F,71,17,26,20,21.1137,36.831,26.1319,P,,T,,,,97,37,,,2250, ,2MODE CLKUP ,4,8,DERIVED
MIDSIZE STATION WAGONS,SAAB,9-5 SPORTCOMBI,2.3,4,Manual(M5),F,72,18,28,21,22.6,38.7,27.8054,P,,T,,,,97,37,,,2142, ,,4,8,DERIVED
MIDSIZE STATION WAGONS,VOLKSWAGEN,PASSAT WAGON,2,4,Manual(M6),F,2,21,29,24,26.0135,40.9282,31.1161,P,,T,,,,96,36,,,1876, ,,4,8,DERIVED
MIDSIZE STATION WAGONS,VOLKSWAGEN,PASSAT WAGON,2,4,Auto(S6),F,4,20,28,23,24.8,39.2,29.7115,P,,T,,,,96,36,,,1958, ,3MODE CLKUP ,4,8,DERIVED
MIDSIZE STATION WAGONS,VOLKSWAGEN,PASSAT WAGON 4MOTION,3.6,6,Auto(S6),4,16,16,24,19,20.4,33.5,24.7564,P,,,,,,96,36,,,2367, ,3MODE CLKUP ,4,8,DERIVED
MIDSIZE STATION WAGONS,VOLVO,V70 FWD,3.2,6,Auto(S6),F,17,16,24,19,19.6,33.3,24.0531,P,,,,,,98,37,,,2367, ,2MODE CLKUP ,4,8,DERIVED
SMALL PICKUP TRUCKS 2WD,CHEVROLET,COLORADO 2WD,2.9,4,Auto(L4),R,800,18,24,20,22.8394,32.8352,26.4648,R,,,,,,,,,,2100, ,CLKUP ,4,10,DERIVED
SMALL PICKUP TRUCKS 2WD,CHEVROLET,COLORADO 2WD,2.9,4,Manual(M5),R,802,18,24,20,22.0484,33.4539,26.044,R,,,,,,,,,,2100, ,SIL ,4,10,DERIVED
SMALL PICKUP TRUCKS 2WD,CHEVROLET,COLORADO 2WD,3.7,5,Auto(L4),R,807,16,22,18,19.6098,30.4803,23.3585,R,,,,,,,,,,2335, ,CLKUP ,2,10,DERIVED
SMALL PICKUP TRUCKS 2WD,CHEVROLET,COLORADO CAB CHASSIS INC 2WD,3.7,5,Auto(L4),R,807,14,18,15,16.7,24.2,19.4065,R,,,,,,,,,,2801, ,CLKUP ,2,10,DERIVED
SMALL PICKUP TRUCKS 2WD,CHEVROLET,COLORADO CREW CAB 2WD,2.9,4,Auto(L4),R,800,18,24,20,22.7,32.8,26.3514,R,,,,,,,,,,2100, ,CLKUP ,4,10,DERIVED
SMALL PICKUP TRUCKS 2WD,CHEVROLET,COLORADO CREW CAB 2WD,2.9,4,Manual(M5),R,802,18,24,20,22,33.6,26.0465,R,,,,,,,,,,2100, ,SIL ,4,10,DERIVED
SMALL PICKUP TRUCKS 2WD,CHEVROLET,COLORADO CREW CAB 2WD,3.7,5,Auto(L4),R,807,16,22,18,19.6,30.5,23.3561,R,,,,,,,,,,2335, ,CLKUP ,2,10,DERIVED
SMALL PICKUP TRUCKS 2WD,FORD,RANGER 2WD,4,6,Manual(M5),R,910,15,20,17,18.5,27.7,21.7508,R,,,,,,,,,,2470, ,,2,10,DERIVED
SMALL PICKUP TRUCKS 2WD,FORD,RANGER 2WD,2.3,4,Auto(L5),R,900,19,24,21,23.2501,32.9501,26.8004,R,,,,,,,,,,1999, ,CLKUP ,4,10,DERIVED
SMALL PICKUP TRUCKS 2WD,FORD,RANGER 2WD,2.3,4,Manual(M5),R,902,21,26,23,26.5,36.8,30.3187,R,,,,,,,,,,1827, ,,4,10,DERIVED
SMALL PICKUP TRUCKS 2WD,FORD,RANGER 2WD,3,6,Auto(L5),R,904,15,20,17,18.2548,27.6165,21.5407,R,,,,,,,,,,2470, ,CLKUP ,2,10,DERIVED
SMALL PICKUP TRUCKS 2WD,FORD,RANGER 2WD,3,6,Manual(M5),R,906,16,22,18,19.9275,29.8446,23.4312,R,,,,,,,,,,2335, ,,2,10,DERIVED
SMALL PICKUP TRUCKS 2WD,FORD,RANGER 2WD,4,6,Auto(L5),R,908,15,20,17,18.8,27.2,21.8343,R,,,,,,,,,,2470, ,CLKUP ,2,10,DERIVED
SMALL PICKUP TRUCKS 2WD,GMC,CANYON 2WD,2.9,4,Auto(L4),R,800,18,24,20,22.8664,32.8419,26.4867,R,,,,,,,,,,2100, ,CLKUP ,4,10,DERIVED
SMALL PICKUP TRUCKS 2WD,GMC,CANYON 2WD,2.9,4,Manual(M5),R,802,18,24,20,22.0481,33.4547,26.044,R,,,,,,,,,,2100, ,SIL ,4,10,DERIVED
SMALL PICKUP TRUCKS 2WD,GMC,CANYON 2WD,3.7,5,Auto(L4),R,807,16,22,18,19.614,30.4716,23.3596,R,,,,,,,,,,2335, ,CLKUP ,2,10,DERIVED
SMALL PICKUP TRUCKS 2WD,GMC,CANYON CAB CHASSIS INC 2WD,3.7,5,Auto(L4),R,807,14,18,15,16.7,24.2,19.4065,R,,,,,,,,,,2801, ,CLKUP ,2,10,DERIVED
SMALL PICKUP TRUCKS 2WD,GMC,CANYON CREW CAB 2WD,2.9,4,Auto(L4),R,800,18,24,20,22.7,32.8,26.3514,R,,,,,,,,,,2100, ,CLKUP ,4,10,DERIVED
SMALL PICKUP TRUCKS 2WD,GMC,CANYON CREW CAB 2WD,2.9,4,Manual(M5),R,802,18,24,20,22,33.6,26.0465,R,,,,,,,,,,2100, ,SIL ,4,10,DERIVED
SMALL PICKUP TRUCKS 2WD,GMC,CANYON CREW CAB 2WD,3.7,5,Auto(L4),R,807,16,22,18,19.6,30.5,23.3561,R,,,,,,,,,,2335, ,CLKUP ,2,10,DERIVED
SMALL PICKUP TRUCKS 2WD,ISUZU,I-290 2WD EXT CAB,2.9,4,Auto(L4),R,800,18,24,20,22.7,32.8,26.3514,R,,,,,,,,,,2100, ,CLKUP ,4,10,DERIVED
SMALL PICKUP TRUCKS 2WD,ISUZU,I-290 2WD EXT CAB,2.9,4,Manual(M5),R,802,18,24,20,22,33.6,26.0465,R,,,,,,,,,,2100, ,SIL ,4,10,DERIVED
SMALL PICKUP TRUCKS 2WD,ISUZU,I-370 2WD CREW CAB,3.7,5,Auto(L4),R,807,16,22,18,19.6,30.5,23.3561,R,,,,,,,,,,2335, ,CLKUP ,2,10,DERIVED
SMALL PICKUP TRUCKS 2WD,ISUZU,I-370 2WD EXT CAB,3.7,5,Auto(L4),R,807,16,22,18,19.6,30.5,23.3561,R,,,,,,,,,,2335, ,CLKUP ,2,10,DERIVED
SMALL PICKUP TRUCKS 2WD,MAZDA,B2300 2WD,2.3,4,Auto(L5),R,960,19,24,21,23.2501,32.9501,26.8004,R,,,,,,,,,,1999, ,CLKUP ,4,10,DERIVED
SMALL PICKUP TRUCKS 2WD,MAZDA,B2300 2WD,2.3,4,Manual(M5),R,962,21,26,23,26.5,36.8,30.3187,R,,,,,,,,,,1827, ,,4,10,DERIVED
SMALL PICKUP TRUCKS 2WD,MAZDA,B3000 2WD,3,6,Auto(L5),R,966,15,20,17,18.2253,27.6613,21.5304,R,,,,,,,,,,2470, ,CLKUP ,2,10,DERIVED
SMALL PICKUP TRUCKS 2WD,MAZDA,B3000 2WD,3,6,Manual(M5),R,964,16,21,18,19.9856,29.7284,23.4429,R,,,,,,,,,,2335, ,,2,10,DERIVED
SMALL PICKUP TRUCKS 2WD,MAZDA,B4000 2WD,4,6,Auto(L5),R,968,15,20,17,18.8,27.2,21.8343,R,,,,,,,,,,2470, ,CLKUP ,2,10,DERIVED
SMALL PICKUP TRUCKS 2WD,NISSAN,FRONTIER 2WD,2.5,4,Auto(L5),R,81,17,22,19,20.8,30.2,24.1879,R,,,,,,,,,,2209, ,CLKUP ,4,10,DERIVED
SMALL PICKUP TRUCKS 2WD,NISSAN,FRONTIER 2WD,2.5,4,Manual(M5),R,81,19,23,21,24.5,31.8,27.3225,R,,,,,,,,,,1999, ,,4,10,DERIVED
SMALL PICKUP TRUCKS 2WD,NISSAN,FRONTIER 2WD,4,6,Auto(L5),R,181,15,20,17,18.2079,27.2597,21.4066,R,,,,,,,,,,2470, ,CLKUP ,4,10,DERIVED
SMALL PICKUP TRUCKS 2WD,NISSAN,FRONTIER 2WD,4,6,Manual(M6),R,181,16,20,17,19.4441,27.45,22.3816,R,,,,,,,,,,2470, ,,4,10,DERIVED
SMALL PICKUP TRUCKS 2WD,TOYOTA,TOYOTA TACOMA 2WD,4,6,Auto(L5),R,26,16,20,18,20.4279,28.3107,23.3541,R,,,,,,,,,,2335, ,CLKUP ,4,10,DERIVED
SMALL PICKUP TRUCKS 2WD,TOYOTA,TOYOTA TACOMA 2WD,4,6,Manual(M6),R,26,15,19,17,19.1,26.8,21.9361,R,,,,,,,,,,2470, ,,4,10,DERIVED
SMALL PICKUP TRUCKS 2WD,TOYOTA,TOYOTA TACOMA 2WD,2.7,4,Auto(L4),R,25,19,25,21,23.6,34.7,27.5684,R,,,,,,,,,,1999, ,CLKUP ,4,10,DERIVED
SMALL PICKUP TRUCKS 2WD,TOYOTA,TOYOTA TACOMA 2WD,2.7,4,Manual(M5),R,25,20,25,22,25.5832,35.2369,29.1807,R,,,,,,,,,,1911, ,,4,10,DERIVED
SMALL PICKUP TRUCKS 4WD,CHEVROLET,COLORADO 4WD,2.9,4,Auto(L4),4,801,17,22,19,21.3577,30.7736,24.768,R,,,,,,,,,,2209, ,CLKUP ,4,11,DERIVED
SMALL PICKUP TRUCKS 4WD,CHEVROLET,COLORADO 4WD,2.9,4,Manual(M5),4,803,16,22,18,19.9,30.8,23.6694,R,,,,,,,,,,2335, ,SIL ,4,11,DERIVED
SMALL PICKUP TRUCKS 4WD,CHEVROLET,COLORADO 4WD,3.7,5,Auto(L4),4,806,15,21,17,18.2,28.8,21.8127,R,,,,,,,,,,2470, ,CLKUP ,2,11,DERIVED
SMALL PICKUP TRUCKS 4WD,CHEVROLET,COLORADO CAB CHASSIS INC 4WD,3.7,5,Auto(L4),4,806,15,20,17,18.1,28.2,21.5777,R,,,,,,,,,,2470, ,CLKUP ,2,11,DERIVED
SMALL PICKUP TRUCKS 4WD,CHEVROLET,COLORADO CREW CAB 4WD,3.7,5,Auto(L4),4,806,15,20,17,18.1,28.2,21.5777,R,,,,,,,,,,2470, ,CLKUP ,2,11,DERIVED
SMALL PICKUP TRUCKS 4WD,FORD,RANGER 4WD,3,6,Auto(L5),4,903,14,19,16,17.3573,25.6284,20.3064,R,,,,,,,,,,2625, ,CLKUP ,2,11,DERIVED
SMALL PICKUP TRUCKS 4WD,FORD,RANGER 4WD,3,6,Manual(M5),4,905,15,20,17,18.6,27.1,21.6567,R,,,,,,,,,,2470, ,,2,11,DERIVED
