Class,Manufacturer,carline name,displ,cyl,trans,drv,bidx,cty,hwy,cmb,ucty,uhwy,ucmb,fl,G,T,S,2pv,2lv,4pv,4lv,hpv,hlv,fcost,eng dscr,trans dscr,vpc,cls
SUBCOMPACT CARS,VOLKSWAGEN,NEW BEETLE,1.8,4,Manual(M6),F,22,23,30,26,25.5,38.7,30.1236,P,,T,,,,,,85,12,953,,,5,3
SUBCOMPACT CARS,VOLKSWAGEN,NEW BEETLE,1.8,4,Auto(L4),F,12,23,29,25,25.3,37.8,29.7231,P,,T,,,,,,85,12,990,,CLKUP,5,3
SUBCOMPACT CARS,VOLKSWAGEN,NEW BEETLE,1.8,4,Manual(M5),F,12,24,31,27,26.9599,39.1151,31.3429,P,,T,,,,,,85,12,916,,,5,3
SUBCOMPACT CARS,VOLKSWAGEN,NEW BEETLE,1.9,4,Auto(L4),F,3,34,44,38,38.1,55.9,44.4725,D,,T,,,,,,85,12,572,,CLKUP,2,3
SUBCOMPACT CARS,VOLKSWAGEN,NEW BEETLE,1.9,4,Manual(M5),F,3,42,49,45,46.5427,62.7912,52.6767,D,,T,,,,,,85,12,483,,,2,3
SUBCOMPACT CARS,VOLKSWAGEN,NEW BEETLE,2,4,Auto(L4),F,1,23,29,25,25.1767,37.2911,29.4873,R,,,,,,,,85,12,900,,CLKUP,2,3
SUBCOMPACT CARS,VOLKSWAGEN,NEW BEETLE,2,4,Manual(M5),F,1,24,31,27,27.0317,39.783,31.5877,R,,,,,,,,85,12,832,,,2,3
SUBCOMPACT CARS,VOLVO,C70 CONVERTIBLE,2.3,5,Auto(L5),F,2,20,26,22,21.9,33.1,25.8336,P,,T,,88,8,,,,,1126,,CLKUP,4,3
SUBCOMPACT CARS,VOLVO,C70 CONVERTIBLE,2.3,5,Manual(M5),F,2,21,27,23,22.8999,34.6999,27.0373,P,,T,,88,8,,,,,1077,,,4,3
SUBCOMPACT CARS,VOLVO,C70 CONVERTIBLE,2.4,5,Auto(L5),F,1,20,27,23,22.6023,35.2035,26.9421,P,,T,,88,8,,,,,1077,,CLKUP,4,3
COMPACT CARS,ACURA,3.2CL,3.2,6,Auto(S5),F,70,19,29,23,21.6661,37.3706,26.7188,P,,,,90,14,,,,,1077,SOHC-VTEC,2MODE,4,4
COMPACT CARS,AUDI,A4,1.8,4,Auto(AV),F,19,20,29,23,22.5427,36.9304,27.3349,P,,T,,,,90,13,,,1077,,,5,4
COMPACT CARS,AUDI,A4,1.8,4,Manual(M5),F,19,22,31,25,24.6,40.1,29.7799,P,,T,,,,90,13,,,990,,,5,4
COMPACT CARS,AUDI,A4,3,6,Auto(AV),F,20,19,27,22,20.5763,34.3346,25.1029,P,,,,,,90,13,,,1126,,,5,4
COMPACT CARS,AUDI,A4 QUATTRO,1.8,4,Auto(L5),4,19,19,28,22,21.3861,35.9735,26.1596,P,,T,,,,90,13,,,1126,,CMODE,5,4
COMPACT CARS,AUDI,A4 QUATTRO,1.8,4,Manual(M5),4,19,21,29,24,23.162,36.9,27.8234,P,,T,,,,90,13,,,1032,,,5,4
COMPACT CARS,AUDI,A4 QUATTRO,3,6,Auto(L5),4,20,17,25,20,19.1793,32.3696,23.4859,P,,,,,,90,13,,,1238,,CMODE,5,4
COMPACT CARS,AUDI,A4 QUATTRO,3,6,Manual(M6),4,20,18,25,20,19.4774,31.9911,23.6383,P,,,,,,90,13,,,1238,,,5,4
COMPACT CARS,AUDI,S4,2.7,6,Manual(M6),4,14,17,23,20,19.174,30.0436,22.9027,P,,T,,,,88,14,,,1238,,,5,4
COMPACT CARS,AUDI,S4,2.7,6,Auto(S5),4,14,17,24,20,19.0976,30.2734,22.9022,P,,T,,,,88,14,,,1238,,CLKUP,5,4
COMPACT CARS,BMW,325I,2.5,6,Manual(M5),R,25,20,29,24,22.6379,37.6438,27.5864,P,,,,,,91,11,,,1032,,,4,4
COMPACT CARS,BMW,325I,2.5,6,Auto(S5),R,25,19,27,22,21.3621,34.0235,25.659,P,,,,,,91,11,,,1126,,3MODE,4,4
COMPACT CARS,BMW,325XI,2.5,6,Manual(M5),4,25,19,27,22,21.6,34.7,26.0205,P,,,,,,91,11,,,1126,,,4,4
COMPACT CARS,BMW,325XI,2.5,6,Auto(S5),4,25,19,26,21,20.8153,32.6951,24.884,P,,,,,,91,11,,,1178,,3MODE,4,4
COMPACT CARS,BMW,330I,3,6,Auto(L5),R,30,19,27,22,21.3435,34.7183,25.8195,P,,,,,,91,11,,,1126,,3MODE,4,4
COMPACT CARS,BMW,330I,3,6,Manual(M5),R,30,21,30,24,23.1,38.1,28.0737,P,,,,,,91,11,,,1032,,,4,4
COMPACT CARS,BMW,330XI,3,6,Auto(L5),4,30,17,25,20,19.3747,31.6921,23.4815,P,,,,,,91,11,,,1238,,3MODE,4,4
COMPACT CARS,BMW,330XI,3,6,Manual(M5),4,30,20,27,23,22,34.9,26.3894,P,,,,,,91,11,,,1077,,,4,4
COMPACT CARS,BMW,525I,2.5,6,Manual(M5),R,25,20,29,24,22.6379,37.6438,27.5864,P,,,,,,93,11,,,1032,,,4,4
COMPACT CARS,BMW,525I,2.5,6,Auto(S5),R,25,19,27,22,21.3621,34.0235,25.659,P,,,,,,93,11,,,1126,,3MODE,4,4
COMPACT CARS,BMW,530I,3,6,Auto(L5),R,30,18,26,21,19.9218,33.3892,24.3396,P,,,,,,93,11,,,1178,,3MODE,4,4
COMPACT CARS,BMW,530I,3,6,Manual(M5),R,30,21,30,24,23.1,38.1,28.0737,P,,,,,,93,11,,,1032,,,4,4
COMPACT CARS,BMW,540I,4.4,8,Auto(L5),R,44,18,24,20,20,30.9,23.7738,P,,,,,,93,11,,,1238,,,4,4
COMPACT CARS,BMW,540I,4.4,8,Manual(M6),R,44,15,23,18,17.1994,29.1499,21.0902,P,G,,,,,93,11,,,1376,GUZZLER,,4,4
COMPACT CARS,BMW,540I,4.4,8,Auto(S5),R,44,15,21,17,17.1107,26.8392,20.4457,P,G,,,,,93,11,,,1455,GUZZLER,3MODE,4,4
COMPACT CARS,BMW,M5,4.9,8,Manual(M6),R,49,13,21,16,14.9485,26.5,18.5963,P,G,,,,,93,11,,,1547,GUZZLER,,4,4
COMPACT CARS,CHEVROLET,CAVALIER,2.2,4,Auto(L4),F,120,24,32,27,26.4,41.5,31.5689,R,,,,87,13,92,13,,,832,,CLKUP,2,4
COMPACT CARS,CHEVROLET,CAVALIER,2.2,4,Auto(L4),F,126,24,32,27,26.5,41.5,31.6475,R,,,,87,13,92,13,,,832,4 VALVE,CLKUP,4,4
COMPACT CARS,CHEVROLET,CAVALIER,2.2,4,Manual(M5),F,127,25,33,28,27.7,41.8,32.6572,R,,,,87,13,92,13,,,803,4 VALVE,SIL,4,4
COMPACT CARS,CHEVROLET,CAVALIER,2.2,4,Manual(M5),F,115,24,33,27,26.3058,42.4598,31.7398,R,,,,87,13,92,13,,,832,,SIL,2,4
COMPACT CARS,CHEVROLET,CAVALIER,2.4,4,Auto(L4),F,121,21,28,24,23.1,36,27.541,R,,,,87,13,92,13,,,938,,CLKUP,4,4
COMPACT CARS,CHEVROLET,CAVALIER,2.4,4,Manual(M5),F,122,22,32,25,24.2,40.6,29.5762,R,,,,87,13,92,13,,,900,,SIL,4,4
COMPACT CARS,CHEVROLET,PRIZM,1.8,4,Auto(L3),F,1,29,33,31,31.8,42.8,35.9588,R,,,,,,88,12,,,727,,,4,4
COMPACT CARS,CHEVROLET,PRIZM,1.8,4,Auto(L4),F,1,30,40,34,33.6,51.6,39.8566,R,,,,,,88,12,,,662,,CLKUP,4,4
COMPACT CARS,CHEVROLET,PRIZM,1.8,4,Manual(M5),F,1,32,41,35,35.6184,52.2789,41.5815,R,,,,,,88,12,,,644,,,4,4
COMPACT CARS,CHRYSLER,SEBRING,2.4,4,Auto(L4),F,26,21,28,24,23.3,35.8,27.6434,R,,,,86,16,,,,,938,SOHC,CMODE CLKUP,4,4
COMPACT CARS,CHRYSLER,SEBRING,2.4,4,Manual(M5),F,26,22,29,25,24.4,37.2,28.8702,R,,,,86,16,,,,,900,SOHC,,4,4
COMPACT CARS,CHRYSLER,SEBRING,3,6,Auto(L4),F,27,20,28,23,22,35.8,26.6171,R,,,,86,16,,,,,979,SOHC,CMODE CLKUP,4,4
COMPACT CARS,CHRYSLER,SEBRING,3,6,Manual(M5),F,27,20,29,23,22.301,36.6023,27.0586,R,,,,86,16,,,,,979,SOHC,,4,4
COMPACT CARS,CHRYSLER,SEBRING,3,6,Auto(S4),F,27,20,28,23,21.8995,35.8,26.5361,R,,,,86,16,,,,,979,SOHC,2MODE CLKUP,4,4
COMPACT CARS,CHRYSLER,SEBRING CONVERTIBLE,2.4,4,Auto(L4),F,21,21,30,24,23.5,37.9,28.3466,R,,,,,,90,11,,,938,,CLKUP,4,4
COMPACT CARS,CHRYSLER,SEBRING CONVERTIBLE,2.7,6,Auto(L4),F,30,20,27,22,21.9,34.1,26.1024,R,,,,,,90,11,,,1024,,CLKUP,4,4
COMPACT CARS,CHRYSLER,SEBRING CONVERTIBLE,2.7,6,Auto(S4),F,30,19,27,22,21.5,34,25.7621,R,,,,,,90,11,,,1024,,VMODE CLKUP,4,4
COMPACT CARS,DAEWOO,LANOS,1.6,4,Auto(A4),F,29,22,32,26,24.9379,41.6595,30.4352,R,,,,91,11,91,11,91,12,866,SOHC-IL4,EMS,2,4
COMPACT CARS,DAEWOO,LANOS,1.6,4,Manual(M5),F,29,25,35,28,27.4476,44.5352,33.1757,R,,,,91,11,91,11,91,12,803,SOHC-IL4,,2,4
COMPACT CARS,DAEWOO,LANOS,1.5,4,Auto(A4),F,19,24,37,28,26.5,46.8,32.9271,R,,,,91,11,91,11,91,12,803,SOHC-IL4,EMS,2,4
COMPACT CARS,DAEWOO,LANOS,1.5,4,Manual(M5),F,19,26,36,30,29.1,45.8,34.8121,R,,,,91,11,91,11,91,12,749,SOHC-IL4,,2,4
COMPACT CARS,DAEWOO,NUBIRA,2,4,Auto(A4),F,49,22,31,25,24.1983,39.6499,29.3443,R,,,,,,91,12,91,11,900,DOHC-IL4,EMS,2,4
COMPACT CARS,DAEWOO,NUBIRA,2,4,Manual(M5),F,49,22,31,25,24.5475,39.9798,30.7078,R,,,,,,91,12,91,11,900,DOHC-IL4,,2,4
COMPACT CARS,DODGE,NEON,2,4,Auto(L4),F,10,24,31,27,26.9,40.098,31.577,R,,,,,,90,13,,,832,,CLKUP,4,4
COMPACT CARS,DODGE,NEON,2,4,Manual(M5),F,15,28,34,30,31.1676,42.988,35.5688,R,,,,,,90,13,,,749,,,4,4
COMPACT CARS,DODGE,STRATUS,2.4,4,Auto(L4),F,26,21,28,24,23.3,35.8,27.6434,R,,,,86,16,,,,,938,SOHC,CMODE CLKUP,4,4
COMPACT CARS,DODGE,STRATUS,2.4,4,Manual(M5),F,26,22,29,25,24.4,37.2,28.8702,R,,,,86,16,,,,,900,SOHC,,4,4
COMPACT CARS,DODGE,STRATUS,3,6,Auto(L4),F,27,20,28,23,22,35.8,26.6171,R,,,,86,16,,,,,979,SOHC,CMODE CLKUP,4,4
COMPACT CARS,DODGE,STRATUS,3,6,Manual(M5),F,27,20,29,23,22.301,36.6023,27.0586,R,,,,86,16,,,,,979,SOHC,,4,4
COMPACT CARS,DODGE,STRATUS,3,6,Auto(S4),F,27,20,28,23,21.8995,35.8,26.5361,R,,,,86,16,,,,,979,SOHC,2MODE CLKUP,4,4
COMPACT CARS,FORD,ESCORT,2,4,Auto(L4),F,154,26,35,29,28.9,44.4,34.2862,R,,,,,,87,13,,,776,,CLKUP,2,4
COMPACT CARS,FORD,FOCUS,2,4,Auto(L4),F,125,26,32,28,28.8,40.7,33.1634,R,,,,,,95,9,95,21,803,4-Valve,CLKUP,4,4
COMPACT CARS,FORD,FOCUS,2,4,Auto(L4),F,129,26,32,28,28.8982,40.8738,33.2869,R,,,,,,95,9,95,21,803,,CLKUP,2,4
COMPACT CARS,FORD,FOCUS,2,4,Manual(M5),F,133,28,36,31,31.5,45.8495,36.6636,R,,,,,,95,9,95,21,727,2-Valve,,2,4
COMPACT CARS,FORD,FOCUS,2,4,Manual(M5),F,131,25,34,29,28.2,43.5,33.5027,R,,,,,,95,9,95,21,776,4-Valve,,4,4
COMPACT CARS,HONDA,CIVIC,1.7,4,Auto(AV),F,15,30,34,32,33.2,43.9,37.29,C,,,,,,91,7,,,655,CNG,,4,4
COMPACT CARS,HONDA,CIVIC,1.7,4,Auto(L4),F,10,31,38,34,33.9,49.3,39.4447,R,,,,86,13,91,13,85,16,662,SOHC-VTEC,,4,4
COMPACT CARS,HONDA,CIVIC,1.7,4,Auto(L4),F,5,30,38,33,33.0096,48.24,38.4761,R,,,,86,13,91,13,85,16,682,,,4,4
COMPACT CARS,HONDA,CIVIC,1.7,4,Manual(M5),F,5,33,39,36,36.7,50.3,41.7838,R,,,,86,13,91,13,85,16,626,,,4,4
COMPACT CARS,HONDA,CIVIC,1.7,4,Manual(M5),F,10,32,37,34,35,46.9,39.5114,R,,,,86,13,91,13,85,16,662,SOHC-VTEC,,4,4
COMPACT CARS,HONDA,CIVIC,2,4,Manual(M5),F,33,26,30,28,29,39,32.7826,R,,,,86,13,91,13,85,16,803,,,4,4
COMPACT CARS,HYUNDAI,ACCENT/BRIO,1.5,4,Auto(L4),F,4,25,35,29,27.8,44.8,33.5246,R,,,,,,89,12,,,776,,2MODE CLKUP,3,4
COMPACT CARS,HYUNDAI,ACCENT/BRIO,1.5,4,Manual(M5),F,4,28,36,31,31.4,45.9,36.6034,R,,,,,,89,12,,,727,,,3,4
COMPACT CARS,HYUNDAI,ACCENT/BRIO,1.6,4,Auto(L4),F,5,25,35,29,27.7,45.2,33.5443,R,,,,,,89,12,,,776,,2MODE CLKUP,4,4
COMPACT CARS,HYUNDAI,ACCENT/BRIO,1.6,4,Manual(M5),F,5,27,37,31,29.9,47.6,35.9087,R,,,,,,89,12,,,727,,,4,4
COMPACT CARS,HYUNDAI,ELANTRA,2,4,Auto(L4),F,1,24,33,28,27.1,42.4,32.3537,R,,,,,,95,13,,,803,,CLKUP,4,4
COMPACT CARS,HYUNDAI,ELANTRA,2,4,Manual(M5),F,1,25,33,28,27.2459,42.5643,32.5111,R,,,,,,95,13,,,803,,,4,4
COMPACT CARS,INFINITI,G20,2,4,Auto(L4),F,13,23,30,26,25.5499,39,30.2435,R,,,,,,91,14,,,866,,CLKUP,4,4
COMPACT CARS,INFINITI,G20,2,4,Manual(M5),F,13,24,31,27,26.2,40.1,31.0421,R,,,,,,91,14,,,832,,,4,4
COMPACT CARS,JAGUAR,JAGUAR X-TYPE,2.5,6,Auto(L5),4,114,19,26,22,20.9484,33.549,25.2091,P,,,,,,90,16,,,1126,,EMS 2MODE CLKUP,4,4
COMPACT CARS,JAGUAR,JAGUAR X-TYPE,2.5,6,Manual(M5),4,110,19,28,22,21.6,35.3,26.1706,P,,,,,,90,16,,,1126,,,4,4
COMPACT CARS,JAGUAR,JAGUAR X-TYPE,3,6,Auto(L5),4,115,18,25,21,19.8499,32.6493,24.1017,P,,,,,,90,16,,,1178,,EMS 2MODE CLKUP,4,4
COMPACT CARS,JAGUAR,JAGUAR X-TYPE,3,6,Manual(M5),4,111,18,28,22,20.3,35.3,25.0995,P,,,,,,90,16,,,1126,,,4,4
COMPACT CARS,JAGUAR,JAGUAR XJ SPORT,4,8,Auto(L5),R,220,17,24,20,19.0093,30.3497,22.8517,P,,,,,,93,13,,,1238,,2MODE,4,4
COMPACT CARS,JAGUAR,JAGUAR XJ8,4,8,Auto(L5),R,220,17,24,20,19.0093,30.3497,22.8517,P,,,,,,93,13,,,1238,,2MODE,4,4
COMPACT CARS,JAGUAR,JAGUAR XJR,4,8,Auto(L5),R,41,16,22,18,17.6924,27.6028,21.1073,P,G,,S,,,93,13,,,1376,GUZZLER,2MODE,4,4
COMPACT CARS,KIA,KIA RIO,1.5,4,Auto(L4),F,1,25,30,27,28.1,38.3,31.9261,R,,,,,,,,88,20,832,,2MODE CLKUP,4,4
COMPACT CARS,KIA,KIA RIO,1.5,4,Manual(M5),F,1,27,32,29,29.5,41,33.7613,R,,,,,,,,88,20,776,,,4,4
COMPACT CARS,KIA,KIA SPECTRA,1.8,4,Auto(L4),F,3,22,30,25,23.9,38,28.6906,R,,,,,,93,10,93,14,900,,2MODE CLKUP,4,4
COMPACT CARS,KIA,KIA SPECTRA,1.8,4,Manual(M5),F,3,24,32,27,26.2,40.6,31.1758,R,,,,,,93,10,93,14,832,,,4,4
COMPACT CARS,LEXUS,IS 300,3,6,Manual(M5),R,4,18,25,21,19.9334,32.0192,24.0119,P,,,,,,89,11,89,22,1178,,,4,4
COMPACT CARS,LEXUS,IS 300,3,6,Auto(S5),R,4,18,25,20,19.9669,31.4944,23.9041,P,,,,,,89,11,89,22,1238,,2MODE CLKUP,4,4
COMPACT CARS,LINCOLN-MERCURY,COUGAR,2,4,Manual(M5),F,250,23,34,27,26,43.4,31.7234,R,,,,87,14,,,,,832,,,4,4
COMPACT CARS,LINCOLN-MERCURY,COUGAR,2.5,6,Auto(L4),F,252,20,29,23,22.0505,36.7879,26.8998,R,,,,87,14,,,,,979,,CLKUP,4,4
COMPACT CARS,LINCOLN-MERCURY,COUGAR,2.5,6,Manual(M5),F,254,21,30,24,22.9,38.2,27.9349,R,,,,87,14,,,,,938,,,4,4
COMPACT CARS,MAZDA,MILLENIA,2.3,6,Auto(L4),F,3,20,28,22,21.7,35.3,26.2512,P,,,S,,,92,13,,,1126,,CLKUP,4,4
COMPACT CARS,MAZDA,MILLENIA,2.5,6,Auto(L4),F,4,20,27,22,21.6995,34,25.9192,P,,,,,,92,13,,,1126,,CLKUP,4,4
COMPACT CARS,MAZDA,PROTEGE/PROTEGE 5,2,4,Auto(L4),F,1,25,30,27,27.4,38.5,31.4849,R,,,,,,93,13,93,20,832,,CLKUP,4,4
COMPACT CARS,MAZDA,PROTEGE/PROTEGE 5,2,4,Manual(M5),F,1,25,31,27,27.8,39.3,32.0158,R,,,,,,93,13,93,20,832,,,4,4
COMPACT CARS,MERCEDES-BENZ,C230 KOMPRESSOR,2.3,4,Auto(L5),R,747,21,28,24,23.623,36.1522,27.9879,P,,,S,,,,,85,16,1032,,EMS 2MODE CLKUP,4,4
COMPACT CARS,MERCEDES-BENZ,C230 KOMPRESSOR,2.3,4,Manual(M6),R,747,19,29,22,21.1978,36.867,26.2109,P,,,S,,,,,85,16,1126,,EMS,4,4
COMPACT CARS,MERCEDES-BENZ,C240,2.6,6,Auto(L5),R,61,19,26,22,21.6489,32.8643,25.5767,P,,,,,,89,12,,,1126,,EMS 2MODE CLKUP,3,4
COMPACT CARS,MERCEDES-BENZ,C240,2.6,6,Manual(M6),R,61,17,26,20,18.9895,33.7648,23.6458,P,,,,,,89,12,,,1238,,EMS,3,4
COMPACT CARS,MERCEDES-BENZ,C32 AMG,3.2,6,Auto(L5),R,65,17,22,19,18.7,28.7,22.1773,P,G,,S,,,89,12,,,1302,GUZZLER,EMS 2MODE CLKUP,3,4
COMPACT CARS,MERCEDES-BENZ,C320,3.2,6,Auto(L5),R,64,19,25,22,21.4593,32.3435,25.2889,P,,,,,,89,12,,,1126,,EMS 2MODE CLKUP,3,4
COMPACT CARS,MERCEDES-BENZ,CL500,5,8,Auto(L5),R,375,16,23,19,17.9186,29.4155,21.7427,P,G,,,88,12,,,,,1302,GUZZLER,EMS 2MODE CLKUP,3,4
COMPACT CARS,MERCEDES-BENZ,CL55 AMG,5.4,8,Auto(L5),R,373,16,22,18,17.9,28.2,21.4208,P,G,,,88,12,,,,,1376,GUZZLER,EMS 2MODE CLKUP,3,4
COMPACT CARS,MERCEDES-BENZ,CL600,5.8,12,Auto(L5),R,378,15,22,17,16.2976,28.5091,20.1891,P,G,,,88,12,,,,,1455,GUZZLER,EMS 2MODE CLKUP,3,4
COMPACT CARS,MITSUBISHI,LANCER,1.6,4,Auto(L4),F,15,24,29,26,27.2,37,30.8806,R,,,,,,94,11,,,866,SOHC,CMODE CLKUP,4,4
COMPACT CARS,MITSUBISHI,LANCER,1.6,4,Manual(M5),F,15,28,33,30,30.8,42.3,35.0933,R,,,,,,94,11,,,749,SOHC,,4,4
COMPACT CARS,MITSUBISHI,LANCER,2,4,Auto(L4),F,16,24,30,26,26.524,38.3301,30.7919,R,,,,,,94,11,,,866,SOHC,CMODE CLKUP,4,4
COMPACT CARS,MITSUBISHI,LANCER,2,4,Manual(M5),F,16,26,33,28,28.6671,41.7322,33.368,R,,,,,,94,11,,,803,SOHC,,4,4
COMPACT CARS,NISSAN,SENTRA,2.5,4,Auto(L4),F,11,23,28,25,25.0499,35.4,28.845,R,,,,,,88,12,,,900,,CLKUP,4,4
COMPACT CARS,NISSAN,SENTRA,2.5,4,Manual(M5),F,11,24,29,26,26.2,37.3,30.251,R,,,,,,88,12,,,866,,,4,4
COMPACT CARS,NISSAN,SENTRA,2.5,4,Manual(M6),F,11,22,28,24,24.3,36.2,28.5187,R,,,,,,88,12,,,938,,,4,4
COMPACT CARS,NISSAN,SENTRA,1.8,4,Auto(L4),F,1,27,33,30,30.3997,42.9,34.9873,R,,,,,,88,12,,,749,,CLKUP,4,4
COMPACT CARS,NISSAN,SENTRA,1.8,4,Manual(M5),F,1,27,35,31,30.5,45.5,35.8129,R,,,,,,88,12,,,727,,,4,4
COMPACT CARS,OLDSMOBILE,ALERO,2.2,4,Auto(L4),F,126,24,32,27,26.5,41.6656,31.6907,R,,,,93,14,91,14,,,832,4 VALVE,CLKUP,4,4
COMPACT CARS,OLDSMOBILE,ALERO,2.2,4,Manual(M5),F,127,25,33,28,27.7,41.8,32.6572,R,,,,93,14,91,14,,,803,4 VALVE,SIL,4,4
COMPACT CARS,OLDSMOBILE,ALERO,3.4,6,Auto(L4),F,110,20,29,23,23.7,41,29.2549,R,,,,93,14,91,14,,,979,,CLKUP,2,4
COMPACT CARS,PONTIAC,GRAND AM,2.2,4,Auto(L4),F,126,24,32,27,26.5,41.5,31.6475,R,,,,92,14,90,14,,,832,4 VALVE,CLKUP,4,4
COMPACT CARS,PONTIAC,GRAND AM,2.2,4,Manual(M5),F,127,25,33,28,27.7,41.8,32.6572,R,,,,92,14,90,14,,,803,4 VALVE,SIL,4,4
COMPACT CARS,PONTIAC,GRAND AM,3.4,6,Auto(L4),F,110,20,29,23,23.7,41,29.2549,R,,,,92,14,90,14,,,979,,CLKUP,2,4
COMPACT CARS,PONTIAC,SUNFIRE,2.2,4,Auto(L4),F,120,24,32,27,26.4,41.5,31.5689,R,,,,87,12,92,13,,,832,,CLKUP,2,4
COMPACT CARS,PONTIAC,SUNFIRE,2.2,4,Auto(L4),F,126,24,32,27,26.5,41.5,31.6475,R,,,,87,12,92,13,,,832,4 VALVE,CLKUP,4,4
COMPACT CARS,PONTIAC,SUNFIRE,2.2,4,Manual(M5),F,127,25,33,28,27.7,41.8,32.6572,R,,,,87,12,92,13,,,803,4 VALVE,SIL,4,4
COMPACT CARS,PONTIAC,SUNFIRE,2.2,4,Manual(M5),F,115,23,33,27,26,41.9,31.3542,R,,,,87,12,92,13,,,832,,SIL,2,4
COMPACT CARS,PONTIAC,SUNFIRE,2.4,4,Auto(L4),F,121,21,28,24,23.1,36,27.541,R,,,,87,12,92,13,,,938,,CLKUP,4,4
COMPACT CARS,PONTIAC,SUNFIRE,2.4,4,Manual(M5),F,122,22,32,25,24.2,40.6,29.5762,R,,,,87,12,92,13,,,900,,SIL,4,4
COMPACT CARS,SATURN,SL,1.9,4,Auto(L4),F,117,27,37,31,30.2,47.3,36.0677,R,,,,,,91,12,,,727,SOHC,CLKUP,2,4
COMPACT CARS,SATURN,SL,1.9,4,Auto(L4),F,124,25,36,29,28.1245,45.567,33.9772,R,,,,,,91,12,,,776,DOHC,CLKUP,4,4
COMPACT CARS,SATURN,SL,1.9,4,Manual(M5),F,123,27,38,31,29.9,48.4,36.1113,R,,,,,,91,12,,,727,DOHC,SIL,4,4
COMPACT CARS,SATURN,SL,1.9,4,Manual(M5),F,116,29,40,33,32.1,51.5,38.6521,R,,,,,,91,12,,,682,,SIL,2,4
COMPACT CARS,SUBARU,LEGACY AWD,2.5,4,Manual(M5),4,20,21,27,23,23.3009,34.4833,27.2821,R,,,,,,91,12,,,979,,,4,4
COMPACT CARS,SUBARU,LEGACY AWD (incl. Outback),2.5,4,Auto(L4),4,20,22,27,24,24.26,34.5091,28.0025,R,,,,,,91,12,,,938,,CLKUP,4,4
COMPACT CARS,SUBARU,LEGACY AWD (incl. Outback),3,6,Auto(L4),4,30,20,26,22,21.6679,33.4888,25.7596,P,,,,,,91,12,,,1126,,CLKUP,4,4
COMPACT CARS,SUZUKI,AERIO,2,4,Auto(L4),F,42,26,31,28,28.6821,39.7462,32.7895,R,,,,,,90,15,91,13,803,,CLKUP,4,4
COMPACT CARS,SUZUKI,AERIO,2,4,Manual(M5),F,41,26,33,29,29.2326,42.1951,33.922,R,,,,,,90,15,91,13,776,,,4,4
COMPACT CARS,TOYOTA,CAMRY SOLARA,2.4,4,Auto(L4),F,6,23,32,27,26,40.8,31.0721,R,,,,92,14,,,,,832,,CLKUP,4,4
COMPACT CARS,TOYOTA,CAMRY SOLARA,2.4,4,Manual(M5),F,6,24,33,27,26.8,42.4,32.1176,R,,,,92,14,,,,,832,,,4,4
COMPACT CARS,TOYOTA,CAMRY SOLARA,3,6,Auto(L4),F,8,20,27,22,21.7,34.2,25.9717,R,,,,92,14,,,,,1024,,CLKUP,4,4
COMPACT CARS,TOYOTA,CAMRY SOLARA,3,6,Manual(M5),F,8,20,27,22,21.7,34.9,26.1509,R,,,,92,14,,,,,1024,,,4,4
COMPACT CARS,TOYOTA,COROLLA,1.8,4,Auto(L3),F,2,29,33,31,31.8,42.8,35.9588,R,,,,,,88,12,,,727,,,4,4
COMPACT CARS,TOYOTA,COROLLA,1.8,4,Auto(L4),F,2,30,39,34,33.5,50.4,39.4532,R,,,,,,88,12,,,662,,CLKUP,4,4
COMPACT CARS,TOYOTA,COROLLA,1.8,4,Manual(M5),F,2,32,41,36,35.9182,51.9783,41.7188,R,,,,,,88,12,,,626,,,4,4
COMPACT CARS,TOYOTA,ECHO,1.5,4,Auto(L4),F,16,32,38,35,35.6,49.1,40.6266,R,,,,88,14,88,14,,,644,,CLKUP,4,4
COMPACT CARS,TOYOTA,ECHO,1.5,4,Manual(M5),F,16,34,41,37,38.092,52.3397,43.4095,R,,,,88,14,88,14,,,608,,,4,4
COMPACT CARS,TOYOTA,PRIUS,1.5,4,Auto(AV),F,17,52,45,48,57.3,57.9,57.5685,R,,,,,,89,12,,,468,,,4,4
COMPACT CARS,VOLKSWAGEN,GOLF,1.9,4,Auto(L4),F,3,34,45,38,38.0415,57.1353,44.7749,D,,T,,,,,,88,18,572,,CLKUP,2,4
COMPACT CARS,VOLKSWAGEN,GOLF,1.9,4,Manual(M5),F,3,42,49,45,46.5427,62.7912,52.6767,D,,T,,,,,,88,18,483,,,2,4
COMPACT CARS,VOLKSWAGEN,GOLF,2,4,Auto(L4),F,1,23,29,25,25.1767,37.2911,29.4873,R,,,,,,,,88,18,900,,CLKUP,2,4
COMPACT CARS,VOLKSWAGEN,GOLF,2,4,Manual(M5),F,1,24,31,27,27.0317,39.783,31.5877,R,,,,,,,,88,18,832,,,2,4
COMPACT CARS,VOLKSWAGEN,GTI,2.8,6,Manual(M6),F,5,21,30,24,23.6893,37.8284,28.4794,R,,,,,,,,88,18,938,,,4,4
COMPACT CARS,VOLKSWAGEN,GTI,1.8,4,Manual(M5),F,12,24,31,27,26.9599,39.1151,31.3429,P,,T,,,,,,88,18,916,,,5,4
