Class,Manufacturer,carline name,displ,cyl,trans,drv,bidx,cty,hwy,cmb,ucty,uhwy,ucmb,fl,G,T,S,2pv,2lv,4pv,4lv,hpv,hlv,fcost,eng dscr,trans dscr,vpc,cls
COMPACT CARS,VOLKSWAGEN,GTI,1.8,4,Auto(S5),F,12,22,29,25,24.2769,37.2943,28.8006,P,,T,,,,,,88,18,990,,CLKUP,5,4
COMPACT CARS,VOLKSWAGEN,GTI,2.8,6,Manual(M5),F,2,20,28,23,22.3,36.5,27.0325,R,,,,,,,,88,18,979,,,2,4
COMPACT CARS,VOLKSWAGEN,JETTA,2.8,6,Auto(L5),F,5,21,31,25,23.5,39.6,28.7622,R,,,,,,87,13,,,900,,CLKUP,4,4
COMPACT CARS,VOLKSWAGEN,JETTA,2.8,6,Manual(M6),F,5,21,30,24,23.6893,37.8284,28.4794,R,,,,,,87,13,,,938,,,4,4
COMPACT CARS,VOLKSWAGEN,JETTA,1.8,4,Manual(M5),F,12,24,31,27,26.5,40.0929,31.2709,P,,T,,,,87,13,,,916,,,5,4
COMPACT CARS,VOLKSWAGEN,JETTA,1.8,4,Auto(S5),F,12,22,29,25,24.2769,37.2943,28.8006,P,,T,,,,87,13,,,990,,CLKUP,5,4
COMPACT CARS,VOLKSWAGEN,JETTA,1.9,4,Auto(L4),F,3,34,45,38,38.0415,57.1353,44.7749,D,,T,,,,87,13,,,572,,CLKUP,2,4
COMPACT CARS,VOLKSWAGEN,JETTA,1.9,4,Manual(M5),F,3,42,49,45,46.5427,62.7912,52.6767,D,,T,,,,87,13,,,483,,,2,4
COMPACT CARS,VOLKSWAGEN,JETTA,2,4,Auto(L4),F,1,23,29,25,25.1767,37.2911,29.4873,R,,,,,,87,13,,,900,,CLKUP,2,4
COMPACT CARS,VOLKSWAGEN,JETTA,2,4,Manual(M5),F,1,24,31,27,27.0317,39.783,31.5877,R,,,,,,87,13,,,832,,,2,4
COMPACT CARS,VOLKSWAGEN,JETTA,2.8,6,Auto(L4),F,2,19,26,21,20.7586,32.7862,24.8631,R,,,,,,87,13,,,1071,,CLKUP,2,4
COMPACT CARS,VOLKSWAGEN,JETTA,2.8,6,Manual(M5),F,2,19,28,23,21.6201,36.1028,26.3826,R,,,,,,87,13,,,979,,,2,4
COMPACT CARS,VOLKSWAGEN,PASSAT 4MOTION,2.8,6,Auto(S5),4,11,19,26,22,20.9799,33.4398,25.2063,P,,,,,,95,11,,,1126,,CLKUP,5,4
COMPACT CARS,VOLVO,C70 COUPE,2.3,5,Auto(L5),F,2,21,29,24,22.9011,36.6018,27.54,P,,T,,91,13,,,,,1032,,CLKUP,4,4
COMPACT CARS,VOLVO,C70 COUPE,2.3,5,Manual(M5),F,2,20,27,23,22.3,34.7,26.5731,P,,T,,91,13,,,,,1077,,,4,4
COMPACT CARS,VOLVO,S40,1.9,4,Auto(L5),F,4,22,30,25,23.9,37.9,28.6649,P,,T,,,,88,13,,,990,,CLKUP,4,4
COMPACT CARS,VOLVO,S60 AWD,2.4,5,Auto(S5),4,3,19,26,22,21.575,33.5105,25.693,P,,T,,,,94,14,,,1126,,2MODE CLKUP,4,4
COMPACT CARS,VOLVO,S60 FWD,2.3,5,Manual(M5),F,2,20,27,23,22.3,34.7,26.5731,P,,T,,,,94,14,,,1077,,,4,4
COMPACT CARS,VOLVO,S60 FWD,2.3,5,Auto(S5),F,2,21,29,24,22.9,36.6,27.5387,P,,T,,,,94,14,,,1032,,2MODE CLKUP,4,4
COMPACT CARS,VOLVO,S60 FWD,2.4,5,Auto(L5),F,1,21,28,23,22.9006,36.2009,27.4367,P,,T,,,,94,14,,,1077,,CLKUP,4,4
COMPACT CARS,VOLVO,S60 FWD,2.4,5,Auto(L5),F,8,21,28,24,23.3473,36.0169,27.7381,P,,,,,,94,14,,,1032,,CLKUP,4,4
COMPACT CARS,VOLVO,S60 FWD,2.4,5,Manual(M5),F,8,21,28,24,23.7,35.4,27.8407,P,,,,,,94,14,,,1032,,,4,4
MIDSIZE CARS,ACURA,3.2TL,3.2,6,Auto(S5),F,70,19,29,23,21.6079,37.6374,26.731,P,,,,,,96,14,,,1077,SOHC-VTEC,2MODE,4,5
MIDSIZE CARS,ACURA,3.5RL,3.5,6,Auto(L4),F,80,18,24,20,19.5,30.3,23.2252,P,,,,,,96,15,,,1238,SOHC,,4,5
MIDSIZE CARS,AUDI,A6,3,6,Auto(AV),F,20,19,25,21,20.6024,32.5896,24.6889,P,,,,,,98,15,,,1178,,,5,5
MIDSIZE CARS,AUDI,A6 QUATTRO,2.7,6,Manual(M6),4,21,17,24,20,19.1,31,23.0883,P,,T,,,,98,15,,,1238,,,5,5
MIDSIZE CARS,AUDI,A6 QUATTRO,2.7,6,Auto(S5),4,21,18,24,20,19.8469,31.3404,23.7695,P,,T,,,,98,15,,,1238,,CLKUP,5,5
MIDSIZE CARS,AUDI,A6 QUATTRO,3,6,Auto(L5),4,20,17,25,20,19.1793,32.3696,23.4859,P,,,,,,98,15,,,1238,,CMODE,5,5
MIDSIZE CARS,AUDI,A6 QUATTRO,4.2,8,Auto(S5),4,15,17,25,20,18.9995,31.7499,23.1903,P,,,,,,98,15,,,1238,,CLKUP,5,5
MIDSIZE CARS,AUDI,A8 QUATTRO,4.2,8,Auto(S5),4,15,17,25,20,18.9995,31.7499,23.1903,P,,,,,,100,18,,,1238,,CLKUP,5,5
MIDSIZE CARS,AUDI,S8 QUATTRO,4.2,8,Auto(S5),4,16,15,21,17,16.1686,27.3492,19.8136,P,G,,,,,100,18,,,1455,GUZZLER,CLKUP,5,5
MIDSIZE CARS,BENTLEY,BENTLEY ARNAGE,6.8,8,Auto(L4),R,1,10,15,12,11.3498,18.7,13.7887,P,G,T,,,,106,12,,,2062,GUZZLER,EMS 2MODE CLKUP,2,5
MIDSIZE CARS,BUICK,CENTURY,3.1,6,Auto(L4),F,109,20,29,23,22.3,36.6483,27.0691,R,,,,,,102,17,,,979,,CLKUP,2,5
MIDSIZE CARS,BUICK,REGAL,3.8,6,Auto(L4),F,102,18,27,21,19.7,35.1,24.5463,P,,,S,,,102,17,,,1178,SUPERCHR,CLKUP,2,5
MIDSIZE CARS,BUICK,REGAL,3.8,6,Auto(L4),F,103,19,29,23,21.4,37.4,26.502,R,,,,,,102,17,,,979,,CLKUP,2,5
MIDSIZE CARS,CADILLAC,ELDORADO,4.6,8,Auto(L4),F,222,18,27,21,19.5,34.5,24.2432,R,,,,100,15,,,,,1071,,CLKUP,4,5
MIDSIZE CARS,CADILLAC,SEVILLE,4.6,8,Auto(L4),F,222,18,27,21,19.5,34.5,24.2432,R,,,,,,104,15,,,1071,,CLKUP,4,5
MIDSIZE CARS,CHEVROLET,MALIBU,3.1,6,Auto(L4),F,109,20,29,23,22.3,36.6483,27.0691,R,,,,,,99,16,,,979,,CLKUP,2,5
MIDSIZE CARS,CHEVROLET,MONTE CARLO,3.4,6,Auto(L4),F,110,21,32,25,23.7,41,29.2549,R,,,,98,16,,,,,900,,CLKUP,2,5
MIDSIZE CARS,CHEVROLET,MONTE CARLO,3.8,6,Auto(L4),F,103,19,29,23,21.4,37.4,26.502,R,,,,98,16,,,,,979,,CLKUP,2,5
MIDSIZE CARS,CHRYSLER,SEBRING 4-DR,2.4,4,Auto(L4),F,21,21,30,24,23.5,37.9,28.3466,R,,,,,,94,16,,,938,,CLKUP,4,5
MIDSIZE CARS,CHRYSLER,SEBRING 4-DR,2.7,6,Auto(L4),F,30,20,28,23,22.3,35.7,26.8322,R,,,,,,94,16,,,979,,CLKUP,4,5
MIDSIZE CARS,CHRYSLER,SEBRING 4-DR,2.7,6,Auto(S4),F,30,20,27,23,22.4,35,26.7303,R,,,,,,94,16,,,979,,VMODE CLKUP,4,5
MIDSIZE CARS,DAEWOO,LEGANZA,2.2,4,Auto(A4),F,69,20,28,23,21.6926,35.4989,26.2945,R,,,,,,100,14,,,979,DOHC-IL4,EMS,2,5
MIDSIZE CARS,DAEWOO,LEGANZA,2.2,4,Manual(M5),F,69,20,28,23,22.2928,36.2603,26.9673,R,,,,,,100,14,,,979,DOHC-IL4,,2,5
MIDSIZE CARS,DODGE,STRATUS 4-DR,2.4,4,Auto(L4),F,21,21,30,24,23.5,37.9,28.3466,R,,,,,,94,16,,,938,,CLKUP,4,5
MIDSIZE CARS,DODGE,STRATUS 4-DR,2.7,6,Auto(L4),F,30,20,28,23,22.3,35.7,26.8322,R,,,,,,94,16,,,979,,CLKUP,4,5
MIDSIZE CARS,DODGE,STRATUS 4-DR,2.7,6,Auto(S4),F,30,20,27,23,22.4,35,26.7303,R,,,,,,94,16,,,979,,VMODE CLKUP,4,5
MIDSIZE CARS,HONDA,ACCORD,2.3,4,Auto(L4),F,50,23,30,25,25.1,38.5,29.7613,R,,,,93,14,102,14,,,900,SOHC,,4,5
MIDSIZE CARS,HONDA,ACCORD,2.3,4,Auto(L4),F,55,23,30,26,25.3624,38.4754,29.9568,R,,,,93,14,102,14,,,866,SOHC-VTEC,,4,5
MIDSIZE CARS,HONDA,ACCORD,2.3,4,Manual(M5),F,55,26,32,28,28.4,40.4,32.7817,R,,,,93,14,102,14,,,803,SOHC-VTEC,,4,5
MIDSIZE CARS,HONDA,ACCORD,2.3,4,Manual(M5),F,50,25,32,27,27.3,40.4,31.9641,R,,,,93,14,102,14,,,832,SOHC,,4,5
MIDSIZE CARS,HONDA,ACCORD,3,6,Auto(L4),F,58,20,28,23,22.4779,35.6521,26.9611,R,,,,93,14,102,14,,,979,SOHC-VTEC,,4,5
MIDSIZE CARS,HYUNDAI,SONATA,2.4,4,Auto(L4),F,2,22,30,25,24.2,38,28.9273,R,,,,,,100,13,,,900,,2MODE CLKUP,4,5
MIDSIZE CARS,HYUNDAI,SONATA,2.4,4,Manual(M5),F,2,22,30,25,24.9,39.1,29.7643,R,,,,,,100,13,,,900,,,4,5
MIDSIZE CARS,HYUNDAI,SONATA,2.7,6,Auto(L4),F,3,20,27,23,22.2,35.1,26.5991,R,,,,,,100,13,,,979,,2MODE CLKUP,4,5
MIDSIZE CARS,HYUNDAI,SONATA,2.7,6,Manual(M5),F,3,20,27,23,22.4,34.7,26.6511,R,,,,,,100,13,,,979,,,4,5
MIDSIZE CARS,HYUNDAI,XG350,3.5,6,Auto(L5),F,10,18,26,21,19.7,33.2499,24.1239,R,,,,,,103,15,,,1071,,CLKUP,4,5
MIDSIZE CARS,INFINITI,I35,3.5,6,Auto(L4),F,22,20,26,22,21.7574,33.6665,25.8765,R,,,,,,102,15,,,1024,,CLKUP,4,5
MIDSIZE CARS,INFINITI,Q45,4.5,8,Auto(S5),R,31,17,25,20,19.2811,31.4827,23.3542,P,,,,,,102,14,,,1238,,CLKUP,4,5
MIDSIZE CARS,JAGUAR,JAGUAR S-TYPE 3.0 LITRE,3,6,Auto(L5),R,100,18,25,20,19.5918,32.5997,23.8796,P,,,,,,99,12,,,1238,,2MODE CLKUP,4,5
MIDSIZE CARS,JAGUAR,JAGUAR S-TYPE 4.0 LITRE,4,8,Auto(L5),R,90,17,24,20,19.2075,31.0963,23.1987,P,,,,,,99,12,,,1238,,2MODE CLKUP,4,5
MIDSIZE CARS,JAGUAR,JAGUAR SUPER V8,4,8,Auto(L5),R,41,16,22,18,17.6924,27.6028,21.1073,P,G,,S,,,102,13,,,1376,GUZZLER,2MODE,4,5
MIDSIZE CARS,JAGUAR,JAGUAR VANDEN PLAS,4,8,Auto(L5),R,220,17,24,20,19.0093,30.3497,22.8517,P,,,,,,102,13,,,1238,,2MODE,4,5
MIDSIZE CARS,KIA,OPTIMA,2.4,4,Auto(L4),F,4,20,27,22,22,34.1,26.1804,R,,,,,,100,13,,,1024,,2MODE CLKUP,4,5
MIDSIZE CARS,KIA,OPTIMA,2.4,4,Manual(M5),F,4,21,28,24,23.3,36.3,27.7764,R,,,,,,100,13,,,938,,,4,5
MIDSIZE CARS,KIA,OPTIMA,2.7,6,Auto(L4),F,5,18,24,20,20.2,30.4,23.7923,R,,,,,,100,13,,,1125,,2MODE CLKUP,4,5
MIDSIZE CARS,KIA,OPTIMA,2.7,6,Manual(M5),F,5,19,26,21,20.6,32.7,24.7155,R,,,,,,100,13,,,1071,,,4,5
MIDSIZE CARS,LEXUS,ES 300,3,6,Auto(L5),F,3,21,29,24,23,37.4,27.8202,R,,,,96,15,,,,,938,,CLKUP,4,5
MIDSIZE CARS,LEXUS,GS 300/GS 430,3,6,Auto(S5),R,12,18,25,21,20.2266,32.6308,24.4006,P,,,,,,100,15,,,1178,,2MODE CLKUP,4,5
MIDSIZE CARS,LEXUS,GS 300/GS 430,4.3,8,Auto(L5),R,14,18,23,20,19.9249,29.8249,23.4237,P,,,,,,100,15,,,1238,,2MODE CLKUP,4,5
MIDSIZE CARS,LEXUS,LS 430,4.3,8,Auto(L5),R,13,18,25,21,20.3995,31.4446,24.2293,P,,,,,,102,14,,,1178,,2MODE 2LKUP,4,5
MIDSIZE CARS,LINCOLN-MERCURY,LS,3,6,Auto(S5),R,406,17,24,20,18.6912,31.3499,22.8416,P,,,,,,104,13,,,1238,3.0M,CLKUP,4,5
MIDSIZE CARS,LINCOLN-MERCURY,LS,3.9,8,Auto(S5),R,408,17,24,19,18.3466,30.3987,22.3306,P,,,,,,104,13,,,1302,3.9L4V-N,CLKUP,4,5
MIDSIZE CARS,LINCOLN-MERCURY,LS,3,6,Auto(L5),R,400,18,25,21,20,32.6,24.2109,P,,,,,,104,13,,,1178,,CLKUP,4,5
MIDSIZE CARS,LINCOLN-MERCURY,LS,3,6,Manual(M5),R,402,18,25,21,20.1,32.4,24.2412,P,,,,,,104,13,,,1178,,,4,5
MIDSIZE CARS,LINCOLN-MERCURY,LS,3.9,8,Auto(L5),R,404,17,23,19,18.5122,29.8994,22.3411,P,,,,,,104,13,,,1302,,CLKUP,4,5
MIDSIZE CARS,LINCOLN-MERCURY,SABLE,3,6,Auto(L4),F,303,20,28,23,22.3,35.5,26.7811,R,,,,,,102,16,,,979,FLEX-FUEL,CLKUP,2,5
MIDSIZE CARS,LINCOLN-MERCURY,SABLE,3,6,Auto(L4),F,305,15,20,17,16.6,25.1,19.5845,E,,,,,,102,16,,,2161,FLEX-FUEL,CLKUP,2,5
MIDSIZE CARS,LINCOLN-MERCURY,SABLE,3,6,Auto(L4),F,300,20,28,23,22.2,35.4,26.6762,R,,,,,,102,16,,,979,2-Valve,CLKUP,2,5
MIDSIZE CARS,LINCOLN-MERCURY,SABLE,3,6,Auto(L4),F,302,20,27,23,22.1,35.1,26.52,R,,,,,,102,16,,,979,4-Valve,CLKUP,4,5
MIDSIZE CARS,MAZDA,626,2,4,Auto(L4),F,5,22,28,24,24.1,35.4,28.1425,R,,,,,,97,14,,,938,,CLKUP,4,5
MIDSIZE CARS,MAZDA,626,2,4,Manual(M5),F,5,26,32,29,29,41.2,33.4584,R,,,,,,97,14,,,776,,,4,5
MIDSIZE CARS,MAZDA,626,2.5,6,Auto(L4),F,6,20,26,22,22.2,33.5,26.1728,P,,,,,,97,14,,,1126,,CLKUP,4,5
MIDSIZE CARS,MAZDA,626,2.5,6,Manual(M5),F,6,21,27,23,23.3,34.4,27.2579,P,,,,,,97,14,,,1077,,,4,5
MIDSIZE CARS,MERCEDES-BENZ,E320,3.2,6,Auto(L5),R,55,20,28,23,22.5394,36.0989,27.1242,P,,,,,,95,15,,,1077,,EMS 2MODE CLKUP,3,5
MIDSIZE CARS,MERCEDES-BENZ,E320 4MATIC,3.2,6,Auto(L5),4,81,20,27,22,21.9499,34.1,26.1648,P,,,,,,95,15,,,1126,,EMS 2MODE CLKUP,3,5
MIDSIZE CARS,MERCEDES-BENZ,E430,4.3,8,Auto(L5),R,72,17,24,20,19.3,31.4,23.3489,P,,,,,,95,15,,,1238,,EMS 2MODE CLKUP,3,5
MIDSIZE CARS,MERCEDES-BENZ,E430 4MATIC,4.3,8,Auto(L5),4,83,17,23,19,19.0597,29.6791,22.7175,P,,,,,,95,15,,,1302,,EMS 2MODE CLKUP,3,5
MIDSIZE CARS,MERCEDES-BENZ,E55 AMG,5.4,8,Auto(L5),R,74,17,24,20,19.2,30.5,23.0415,P,,,,,,95,15,,,1238,,EMS 2MODE CLKUP,3,5
MIDSIZE CARS,MITSUBISHI,DIAMANTE SEDAN,3.5,6,Auto(L4),F,50,18,25,20,19.6,31.8,23.6899,P,,,,,,101,14,,,1238,SOHC,CMODE CLKUP,4,5
MIDSIZE CARS,MITSUBISHI,GALANT,2.4,4,Auto(L4),F,24,21,28,24,23.2378,35.8,27.5952,R,,,,,,96,14,,,938,SOHC,CMODE CLKUP,4,5
MIDSIZE CARS,MITSUBISHI,GALANT,3,6,Auto(L4),F,25,20,27,22,21.9,34.7,26.2588,P,,,,,,96,14,,,1126,SOHC,CMODE CLKUP,4,5
MIDSIZE CARS,NISSAN,ALTIMA,2.5,4,Auto(L4),F,12,23,29,25,25.1499,37.5,29.5256,R,,,,,,103,16,,,900,,CLKUP,4,5
MIDSIZE CARS,NISSAN,ALTIMA,2.5,4,Manual(M5),F,12,23,29,26,25.9,37.8,30.1748,R,,,,,,103,16,,,866,,,4,5
MIDSIZE CARS,NISSAN,ALTIMA,3.5,6,Auto(L4),F,21,19,26,21,21.0499,32.9,25.1217,R,,,,,,103,16,,,1071,,CLKUP,4,5
MIDSIZE CARS,NISSAN,ALTIMA,3.5,6,Manual(M5),F,21,21,26,23,23.4,33.6,27.1024,R,,,,,,103,16,,,979,,,4,5
MIDSIZE CARS,NISSAN,MAXIMA,3.5,6,Auto(L4),F,22,20,26,22,21.7574,33.6665,25.8765,R,,,,,,102,15,,,1024,,CLKUP,4,5
MIDSIZE CARS,NISSAN,MAXIMA,3.5,6,Manual(M6),F,22,21,28,24,23.4,35.9,27.7476,R,,,,,,102,15,,,938,,,4,5
MIDSIZE CARS,OLDSMOBILE,AURORA,3.5,6,Auto(L4),F,118,18,27,21,20,34.2441,24.6057,R,,,,,,105,15,,,1071,,CLKUP,4,5
MIDSIZE CARS,OLDSMOBILE,AURORA,4,8,Auto(L4),F,114,18,26,21,19.7,33.9,24.2759,R,,,,,,105,15,,,1071,,CLKUP,4,5
MIDSIZE CARS,OLDSMOBILE,INTRIGUE,3.5,6,Auto(L4),F,111,20,30,24,22.6,38.4,27.7354,R,,,,,,102,17,,,938,,CLKUP,4,5
MIDSIZE CARS,PONTIAC,GRAND PRIX,3.8,6,Auto(L4),F,102,18,28,21,19.8139,35.3276,24.6937,P,,,S,99,16,98,16,,,1178,SUPERCHR,CLKUP,2,5
MIDSIZE CARS,PONTIAC,GRAND PRIX,3.1,6,Auto(L4),F,109,20,29,23,22.3,36.6483,27.0691,R,,,,99,16,98,16,,,979,,CLKUP,2,5
MIDSIZE CARS,PONTIAC,GRAND PRIX,3.8,6,Auto(L4),F,103,19,29,23,21.4,37.4,26.502,R,,,,99,16,98,16,,,979,,CLKUP,2,5
MIDSIZE CARS,R-R MTR CARS LTD.,ROLLS ROYCE SILVER SERAPH,5.4,12,Auto(L5),R,2,12,16,14,13.6,20.8,16.1083,P,G,,,,,106,12,,,1767,GUZZLER,EMS CLKUP,2,5
MIDSIZE CARS,SAAB,SAAB 9-3,2,4,Auto(L4),F,301,21,29,24,23.1993,37.5651,28.0216,P,,T,,,,,,90,22,1032,B205R,2MODE CLKUP,4,5
MIDSIZE CARS,SAAB,SAAB 9-3,2,4,Manual(M5),F,308,23,33,26,25.5622,41.6952,30.9513,P,,T,,,,,,90,22,953,B205R,SIL,4,5
MIDSIZE CARS,SAAB,SAAB 9-3 VIGGEN,2.3,4,Manual(M5),F,309,19,28,22,21.4347,35.7386,26.1433,P,,T,,,,,,90,22,1126,B235R,,4,5
MIDSIZE CARS,SAAB,SAAB 9-5,2.3,4,Auto(L5),F,304,20,30,23,22.146,37.9708,27.258,P,,T,,,,99,16,,,1077,B235R,2MODE CLKUP,4,5
MIDSIZE CARS,SAAB,SAAB 9-5,2.3,4,Auto(L5),F,302,20,29,23,21.8167,36.8624,26.7254,R,,T,,,,99,16,,,979,B235E,2MODE CLKUP,4,5
MIDSIZE CARS,SAAB,SAAB 9-5,2.3,4,Manual(M5),F,310,22,31,25,24.0108,39.56,29.1703,R,,T,,,,99,16,,,900,B235E,SIL,4,5
MIDSIZE CARS,SAAB,SAAB 9-5,2.3,4,Manual(M5),F,312,21,31,25,23.5672,39.6359,28.8261,P,,T,,,,99,16,,,990,B235R,SIL,4,5
MIDSIZE CARS,SAAB,SAAB 9-5,3,6,Auto(L5),F,306,18,26,21,20.4188,33.6758,24.8147,P,,T,,,,99,16,,,1178,B308E,2MODE CLKUP,4,5
MIDSIZE CARS,SATURN,L100/200,2.2,4,Auto(L4),F,126,24,33,27,26.5,41.6841,31.6956,R,,,,,,97,18,,,832,4 VALVE,CLKUP,4,5
MIDSIZE CARS,SATURN,L100/200,2.2,4,Manual(M5),F,127,25,33,28,27.7,41.8,32.6572,R,,,,,,97,18,,,803,4 VALVE,SIL,4,5
MIDSIZE CARS,SATURN,L300,3,6,Auto(L4),F,128,21,29,24,22.8928,36.8749,27.6026,R,,,,,,97,18,,,938,,CLKUP,4,5
MIDSIZE CARS,TOYOTA,CAMRY,2.4,4,Auto(L4),F,6,23,32,27,26,40.8,31.0721,R,,,,,,102,17,,,832,,CLKUP,4,5
MIDSIZE CARS,TOYOTA,CAMRY,2.4,4,Manual(M5),F,6,24,33,27,26.8,42.4,32.1176,R,,,,,,102,17,,,832,,,4,5
MIDSIZE CARS,TOYOTA,CAMRY,3,6,Auto(L4),F,8,20,28,23,22.4,35.8,26.9372,R,,,,,,102,17,,,979,,CLKUP,4,5
MIDSIZE CARS,VOLKSWAGEN,PASSAT,1.8,4,Manual(M5),F,13,22,31,25,24.4,39.7,29.5194,P,,T,,,,95,15,,,990,,,5,5
MIDSIZE CARS,VOLKSWAGEN,PASSAT,1.8,4,Auto(S5),F,13,21,30,25,23.8,38.9,28.8373,P,,T,,,,95,15,,,990,,CLKUP,5,5
MIDSIZE CARS,VOLKSWAGEN,PASSAT,2.8,6,Manual(M5),F,11,20,28,23,21.9799,36.1,26.6751,P,,,,,,95,15,,,1077,,,5,5
MIDSIZE CARS,VOLKSWAGEN,PASSAT,2.8,6,Auto(S5),F,11,20,27,22,21.7,35.1,26.2012,P,,,,,,95,15,,,1126,,CLKUP,5,5
MIDSIZE CARS,VOLVO,S80/S80 EXECUTIVE,2.9,6,Auto(L4),F,5,19,25,22,21.5001,32.3009,25.3083,P,,,,,,99,15,,,1126,,CLKUP,4,5
MIDSIZE CARS,VOLVO,S80/S80 EXECUTIVE,2.9,6,Auto(S4),F,6,18,25,21,19.9991,31.6986,23.9823,P,,T,,,,99,15,,,1178,,2MODE CLKUP,4,5
LARGE CARS,AUDI,A8 L,4.2,8,Auto(S5),4,15,17,25,20,18.9995,31.6987,23.178,P,,,,,,104,18,,,1238,,CLKUP,5,6
LARGE CARS,BMW,745I,4.4,8,Auto(L6),R,46,18,26,21,20,33.5,24.4303,P,,,,,,104,18,,,1178,,,4,6
LARGE CARS,BMW,745LI,4.4,8,Auto(L6),R,46,18,26,21,20,33.5,24.4303,P,,,,,,105,18,,,1178,,,4,6
LARGE CARS,BUICK,LESABRE,3.8,6,Auto(L4),F,105,20,29,23,21.6959,37.2,26.7043,R,,,,,,107,18,,,979,,CLKUP,2,6
LARGE CARS,BUICK,PARK AVENUE,3.8,6,Auto(L4),F,102,18,27,21,19.7,35.1,24.5463,P,,,S,,,111,19,,,1178,SUPERCHR,CLKUP,2,6
LARGE CARS,BUICK,PARK AVENUE,3.8,6,Auto(L4),F,105,20,29,23,21.6959,37.2,26.7043,R,,,,,,111,19,,,979,,CLKUP,2,6
LARGE CARS,CADILLAC,DEVILLE,4.6,8,Auto(L4),F,222,18,27,21,19.5,34.5,24.2432,R,,,,,,115,19,,,1071,,CLKUP,4,6
LARGE CARS,CADILLAC,LIMOUSINE,4.6,8,Auto(L4),F,119,14,22,17,15.9,27.8,19.6935,R,G,,,,,,,,,1323,GUZZLER,CLKUP,4,6
LARGE CARS,CHEVROLET,IMPALA,3.8,6,Auto(L4),F,104,18,28,22,20.4,35.8,25.2968,R,,,,,,105,18,,,1024,POLICE,CLKUP,2,6
LARGE CARS,CHEVROLET,IMPALA,3.4,6,Auto(L4),F,110,21,32,25,23.7,41,29.2549,R,,,,,,105,18,,,900,,CLKUP,2,6
LARGE CARS,CHEVROLET,IMPALA,3.8,6,Auto(L4),F,103,19,29,23,21.4,37.4,26.502,R,,,,,,105,18,,,979,,CLKUP,2,6
LARGE CARS,CHRYSLER,300 M,3.5,6,Auto(S4),F,50,18,26,21,20,33.2,24.358,R,,,,,,105,17,,,1071,,VMODE CLKUP,4,6
LARGE CARS,CHRYSLER,CONCORDE,2.7,6,Auto(L4),F,30,20,28,23,22.3,35.7,26.8322,R,,,,,,107,19,,,979,,CLKUP,4,6
LARGE CARS,CHRYSLER,CONCORDE,3.5,6,Auto(L4),F,50,18,26,21,20.4,33.2,24.6822,R,,,,,,107,19,,,1071,,CLKUP,4,6
LARGE CARS,DODGE,INTREPID,2.7,6,Auto(L4),F,30,20,28,23,22.3,35.7,26.8322,R,,,,,,104,18,,,979,,CLKUP,4,6
LARGE CARS,DODGE,INTREPID,2.7,6,Auto(S4),F,30,20,27,23,22.4,35,26.7303,R,,,,,,104,18,,,979,,VMODE CLKUP,4,6
LARGE CARS,DODGE,INTREPID,3.5,6,Auto(L4),F,50,18,26,21,20.4,33.2,24.6822,R,,,,,,104,18,,,1071,,CLKUP,4,6
LARGE CARS,DODGE,INTREPID,3.5,6,Auto(S4),F,50,18,26,21,20,33.2,24.358,R,,,,,,104,18,,,1071,,VMODE CLKUP,4,6
LARGE CARS,FORD,CROWN VICTORIA,4.6,8,Auto(L4),R,325,17,25,20,19.2231,31.6141,23.3396,R,,,,,,111,21,,,1125,,CLKUP,2,6
LARGE CARS,FORD,CROWN VICTORIA - CNG,4.6,8,Auto(L4),R,329,15,22,18,16.7,28.3,20.477,C,,,,,,111,16,,,1168,IN COMMENT,CLKUP,2,6
LARGE CARS,FORD,TAURUS,3,6,Auto(L4),F,287,20,28,23,22.3,35.5,26.7811,R,,,,,,105,17,,,979,FLEX-FUEL,CLKUP,2,6
LARGE CARS,FORD,TAURUS,3,6,Auto(L4),F,289,15,20,17,16.6,25.1,19.5845,E,,,,,,105,17,,,2161,FLEX-FUEL,CLKUP,2,6
LARGE CARS,FORD,TAURUS,3,6,Auto(L4),F,275,20,28,23,22.2,35.4,26.6762,R,,,,,,105,17,,,979,2-Valve,CLKUP,2,6
LARGE CARS,FORD,TAURUS,3,6,Auto(L4),F,277,20,27,23,22.1,35.1,26.52,R,,,,,,105,17,,,979,4-Valve,CLKUP,4,6
LARGE CARS,LINCOLN-MERCURY,CONTINENTAL,4.6,8,Auto(L4),F,375,17,25,20,19.172,32.2277,23.4462,P,,,,,,101,19,,,1238,,CLKUP,4,6
LARGE CARS,LINCOLN-MERCURY,GRAND MARQUIS,4.6,8,Auto(L4),R,350,17,25,20,19.2231,31.6141,23.3396,R,,,,,,109,21,,,1125,,CLKUP,2,6
LARGE CARS,LINCOLN-MERCURY,TOWN CAR,4.6,8,Auto(L4),R,425,17,23,19,18.8653,28.8748,22.3521,R,,,,,,112,21,,,1184,,CLKUP,2,6
LARGE CARS,MERCEDES-BENZ,S430,4.3,8,Auto(L5),R,170,17,24,20,18.8379,30.8246,22.8336,P,,,,,,106,15,,,1238,,EMS 2MODE CLKUP,3,6
LARGE CARS,MERCEDES-BENZ,S500,5,8,Auto(L5),R,175,16,23,19,17.904,29.3804,21.7223,P,G,,,,,106,15,,,1302,GUZZLER,EMS 2MODE CLKUP,3,6
