CLASS,MFR,CAR LINE,DISPLACEMENT,NUMB CYL,TRANS,DRIVE SYS,CITY MPG (GUIDE),HWY MPG (GUIDE),COMB MPG (GUIDE),UNRND CITY (EPA),UNRND HWY (EPA),UNRND COMP (EPA),FUEL TYPE,GUZLR,TURBO,SPCHGR,AVG 2D PASS VOL,AVG 2D LUGG VOL,AVG 4D PAS VOL,AVG 4D LUGG VOL,AVG HB PAS VOL,AVG HB LUGG VOL,ANL FL CST,ENG BLK TXT,TRANS DESC TXT,VLVS PER CYL,CLS
STANDARD PICKUP TRUCKS 4WD,CHEVROLET,COLORADO 4WD,2.8,4,Auto(L4),4,16,22,19,18.1283,28.6448,21.716,R,,,,,,,,,,1736, ,CLKUP ,4,13
STANDARD PICKUP TRUCKS 4WD,CHEVROLET,COLORADO 4WD,2.8,4,Manual(M5),4,18,23,20,19.8,29.6,23.2664,R,,,,,,,,,,1650, ,SIL ,4,13
STANDARD PICKUP TRUCKS 4WD,CHEVROLET,COLORADO 4WD,3.5,5,Auto(L4),4,18,22,19,19.7,28.4,22.8499,R,,,,,,,,,,1736, ,CLKUP ,4,13
STANDARD PICKUP TRUCKS 4WD,CHEVROLET,COLORADO 4WD,3.5,5,Manual(M5),4,19,24,21,20.6,30.5,24.1236,R,,,,,,,,,,1571, ,SIL ,4,13
STANDARD PICKUP TRUCKS 4WD,CHEVROLET,COLORADO CREW CAB 4WD,2.8,4,Auto(L4),4,16,22,19,18.1283,28.6448,21.716,R,,,,,,,,,,1736, ,CLKUP ,4,13
STANDARD PICKUP TRUCKS 4WD,CHEVROLET,COLORADO CREW CAB 4WD,2.8,4,Manual(M5),4,18,23,20,19.8,29.6,23.2664,R,,,,,,,,,,1650, ,SIL ,4,13
STANDARD PICKUP TRUCKS 4WD,CHEVROLET,COLORADO CREW CAB 4WD,3.5,5,Auto(L4),4,17,22,19,19.3,28.6,22.6082,R,,,,,,,,,,1736, ,CLKUP ,4,13
STANDARD PICKUP TRUCKS 4WD,CHEVROLET,K15 SILVERADO HYBRID 4WD,5.3,8,Auto(L4),4,17,19,18,18.5,24.9,20.9196,R,,,,,,,,,,1835, ,CLKUP ,2,13
STANDARD PICKUP TRUCKS 4WD,CHEVROLET,K1500 SILVERADO 4WD,4.3,6,Auto(L4),4,15,18,16,16.6,23.4,19.0973,R,,,,,,,,,,2062, ,CLKUP ,2,13
STANDARD PICKUP TRUCKS 4WD,CHEVROLET,K1500 SILVERADO 4WD,4.3,6,Manual(M5),4,15,20,17,16.5445,25.0453,19.527,R,,,,,,,,,,1940, ,SIL ,2,13
STANDARD PICKUP TRUCKS 4WD,CHEVROLET,K1500 SILVERADO 4WD,4.8,8,Auto(L4),4,15,19,17,17.0582,24.4,19.7296,R,,,,,,,,,,1940, ,CLKUP ,2,13
STANDARD PICKUP TRUCKS 4WD,CHEVROLET,K1500 SILVERADO 4WD,4.8,8,Manual(M5),4,15,19,17,17.3,25.3,20.17,R,,,,,,,,,,1940, ,SIL ,2,13
STANDARD PICKUP TRUCKS 4WD,CHEVROLET,K1500 SILVERADO 4WD,5.3,8,Auto(L4),4,15,19,17,16.6237,24.3792,19.401,R,,,,,,,,,,1940, ,CLKUP ,2,13
STANDARD PICKUP TRUCKS 4WD,CHEVROLET,K1500 SILVERADO 4WD,5.3,8,Auto(L4),4,11,14,13,12.7333,18.5147,14.815,E,,,,,,,,,,2307,RNG310-440,CLKUP ,2,13
STANDARD PICKUP TRUCKS 4WD,CHEVROLET,K1500 SILVERADO 4WD,5.3,8,Auto(L4),4,15,19,16,16.8941,24.4763,19.6306,R,,,,,,,,,,2062,RNG420-580,CLKUP ,2,13
STANDARD PICKUP TRUCKS 4WD,CHEVROLET,K1500 SILVERADO 4WD,6,8,Auto(L4),4,14,17,15,15.7,22.4,18.1419,P,,,,,,,,,,2401, ,CLKUP ,2,13
STANDARD PICKUP TRUCKS 4WD,DODGE,DAKOTA PICKUP 4WD,3.7,6,Auto(L4),4,15,19,17,16.9094,24.5096,19.6516,R,,,,,,,,,,1940, ,CLKUP ,2,13
STANDARD PICKUP TRUCKS 4WD,DODGE,DAKOTA PICKUP 4WD,3.7,6,Manual(M6),4,16,20,18,18.1978,25.7452,20.9633,R,,,,,,,,,,1835, ,,2,13
STANDARD PICKUP TRUCKS 4WD,DODGE,DAKOTA PICKUP 4WD,4.7,8,Auto(L5),4,15,20,17,16.8,25.8,19.9283,R,,,,,,,,,,1940, ,CLKUP ,2,13
STANDARD PICKUP TRUCKS 4WD,DODGE,DAKOTA PICKUP 4WD,4.7,8,Manual(M6),4,15,19,17,16.3,25.3,19.4066,R,,,,,,,,,,1940, ,,2,13
STANDARD PICKUP TRUCKS 4WD,DODGE,RAM 1500 PICKUP 4WD,4.7,8,Auto(L5),4,14,18,15,15.1735,22.832,17.871,R,,,,,,,,,,2201, ,CLKUP ,2,13
STANDARD PICKUP TRUCKS 4WD,DODGE,RAM 1500 PICKUP 4WD,4.7,8,Auto(L5),4,9,11,10,9.8,14.6,11.5016,E,,,,,,,,,,3000,E85 260 MI,CLKUP ,2,13
STANDARD PICKUP TRUCKS 4WD,DODGE,RAM 1500 PICKUP 4WD,4.7,8,Auto(L5),4,12,15,13,13.5,20.5,15.951,R,,,,,,,,,,2538,GAS 340 MI,CLKUP ,2,13
STANDARD PICKUP TRUCKS 4WD,DODGE,RAM 1500 PICKUP 4WD,4.7,8,Manual(M6),4,14,18,16,15.7459,23.6058,18.521,R,,,,,,,,,,2062, ,,2,13
STANDARD PICKUP TRUCKS 4WD,DODGE,RAM 1500 PICKUP 4WD,5.7,8,Auto(L5),4,14,18,16,15.7904,24.5641,18.8145,R,,,,,,,,,,2062, ,CLKUP ,1,13
STANDARD PICKUP TRUCKS 4WD,FORD,F150 PICKUP 4WD,4.6,8,Auto(L4),4,14,18,16,15.9809,23.3666,18.631,R,,,,,,,,,,2062, ,CLKUP ,2,13
STANDARD PICKUP TRUCKS 4WD,FORD,F150 PICKUP 4WD,5.4,8,Auto(L4),4,14,18,15,15.3354,22.4423,17.8839,R,,,,,,,,,,2201, ,CLKUP ,3,13
STANDARD PICKUP TRUCKS 4WD,FORD,RANGER PICKUP 4WD,3,6,Auto(L5),4,16,20,18,17.9994,25.5965,20.774,R,,,,,,,,,,1835, ,CLKUP ,2,13
STANDARD PICKUP TRUCKS 4WD,FORD,RANGER PICKUP 4WD,3,6,Manual(M5),4,17,21,18,18.9979,26.3491,21.7255,R,,,,,,,,,,1835, ,,2,13
STANDARD PICKUP TRUCKS 4WD,FORD,RANGER PICKUP 4WD,4,6,Auto(L5),4,15,19,17,16.9659,24.718,19.7537,R,,,,,,,,,,1940, ,CLKUP ,2,13
STANDARD PICKUP TRUCKS 4WD,FORD,RANGER PICKUP 4WD,4,6,Manual(M5),4,16,19,17,17.3793,24.4611,19.9827,R,,,,,,,,,,1940, ,,2,13
STANDARD PICKUP TRUCKS 4WD,GMC,CANYON 4WD,2.8,4,Auto(L4),4,16,22,19,18.1283,28.6448,21.716,R,,,,,,,,,,1736, ,CLKUP ,4,13
STANDARD PICKUP TRUCKS 4WD,GMC,CANYON 4WD,2.8,4,Manual(M5),4,18,23,20,19.8,29.6,23.2664,R,,,,,,,,,,1650, ,SIL ,4,13
STANDARD PICKUP TRUCKS 4WD,GMC,CANYON 4WD,3.5,5,Auto(L4),4,18,22,19,19.7,28.4,22.8499,R,,,,,,,,,,1736, ,CLKUP ,4,13
STANDARD PICKUP TRUCKS 4WD,GMC,CANYON 4WD,3.5,5,Manual(M5),4,19,24,21,20.6,30.5,24.1236,R,,,,,,,,,,1571, ,SIL ,4,13
STANDARD PICKUP TRUCKS 4WD,GMC,CANYON CREW CAB 4WD,2.8,4,Auto(L4),4,16,22,19,18.1283,28.6448,21.716,R,,,,,,,,,,1736, ,CLKUP ,4,13
STANDARD PICKUP TRUCKS 4WD,GMC,CANYON CREW CAB 4WD,2.8,4,Manual(M5),4,18,23,20,19.8,29.6,23.2664,R,,,,,,,,,,1650, ,SIL ,4,13
STANDARD PICKUP TRUCKS 4WD,GMC,CANYON CREW CAB 4WD,3.5,5,Auto(L4),4,17,22,19,19.3,28.6,22.6082,R,,,,,,,,,,1736, ,CLKUP ,4,13
STANDARD PICKUP TRUCKS 4WD,GMC,K15 SIERRA HYBRID 4WD,5.3,8,Auto(L4),4,17,19,18,18.5,24.9,20.9196,R,,,,,,,,,,1835, ,CLKUP ,2,13
STANDARD PICKUP TRUCKS 4WD,GMC,K1500 SIERRA 4WD,4.3,6,Auto(L4),4,15,18,16,16.6,23.4,19.0973,R,,,,,,,,,,2062, ,CLKUP ,2,13
STANDARD PICKUP TRUCKS 4WD,GMC,K1500 SIERRA 4WD,4.3,6,Manual(M5),4,15,20,17,16.5025,25.0033,19.4833,R,,,,,,,,,,1940, ,SIL ,2,13
STANDARD PICKUP TRUCKS 4WD,GMC,K1500 SIERRA 4WD,4.8,8,Auto(L4),4,15,19,17,16.9718,24.4,19.6659,R,,,,,,,,,,1940, ,CLKUP ,2,13
STANDARD PICKUP TRUCKS 4WD,GMC,K1500 SIERRA 4WD,4.8,8,Manual(M5),4,15,19,17,17.3,25.3,20.17,R,,,,,,,,,,1940, ,SIL ,2,13
STANDARD PICKUP TRUCKS 4WD,GMC,K1500 SIERRA 4WD,5.3,8,Auto(L4),4,15,19,17,16.6391,24.3012,19.3903,R,,,,,,,,,,1940, ,CLKUP ,2,13
STANDARD PICKUP TRUCKS 4WD,GMC,K1500 SIERRA 4WD,5.3,8,Auto(L4),4,11,14,13,12.6777,18.4437,14.7532,E,,,,,,,,,,2307,RNG310-440,CLKUP ,2,13
STANDARD PICKUP TRUCKS 4WD,GMC,K1500 SIERRA 4WD,5.3,8,Auto(L4),4,15,19,16,16.4316,23.9324,19.1295,R,,,,,,,,,,2062,RNG420-580,CLKUP ,2,13
STANDARD PICKUP TRUCKS 4WD,GMC,K1500 SIERRA 4WD,6,8,Auto(L4),4,14,17,15,15.7,22.4,18.1419,P,,,,,,,,,,2401, ,CLKUP ,2,13
STANDARD PICKUP TRUCKS 4WD,GMC,K1500 SIERRA AWD,6,8,Auto(L4),4,13,17,15,15.2,22.2,17.7134,P,,,,,,,,,,2401, ,CLKUP ,2,13
STANDARD PICKUP TRUCKS 4WD,HONDA,RIDGELINE 4WD,3.5,6,Auto(L5),4,16,21,18,18.1,27.5,21.3902,R,,,,,,,,,,1835, ,CLKUP ,4,13
STANDARD PICKUP TRUCKS 4WD,ISUZU,I-350 4WD CREW CAB,3.5,5,Auto(L4),4,17,22,19,19.3,28.6,22.6082,R,,,,,,,,,,1736, ,CLKUP ,4,13
STANDARD PICKUP TRUCKS 4WD,LINCOLN,MARK LT,5.4,8,Auto(L4),4,14,18,15,15.2,22.5,17.7986,R,,,,,,,,,,2201, ,CLKUP ,3,13
STANDARD PICKUP TRUCKS 4WD,MAZDA,B4000 4WD,4,6,Auto(L5),4,15,19,17,16.9659,24.718,19.7537,R,,,,,,,,,,1940, ,CLKUP ,2,13
STANDARD PICKUP TRUCKS 4WD,MAZDA,B4000 4WD,4,6,Manual(M5),4,16,19,17,17.3793,24.4611,19.9827,R,,,,,,,,,,1940, ,,2,13
STANDARD PICKUP TRUCKS 4WD,MITSUBISHI,RAIDER PICKUP 4WD,3.7,6,Auto(L4),4,15,19,17,16.916,24.5162,19.6584,R,,,,,,,,,,1940, ,CLKUP ,2,13
STANDARD PICKUP TRUCKS 4WD,MITSUBISHI,RAIDER PICKUP 4WD,3.7,6,Manual(M6),4,16,20,18,18.1978,25.7452,20.9633,R,,,,,,,,,,1835, ,,2,13
STANDARD PICKUP TRUCKS 4WD,MITSUBISHI,RAIDER PICKUP 4WD,4.7,8,Auto(L5),4,15,20,17,16.8,25.8,19.9283,R,,,,,,,,,,1940, ,CLKUP ,2,13
STANDARD PICKUP TRUCKS 4WD,MITSUBISHI,RAIDER PICKUP 4WD,4.7,8,Manual(M6),4,15,19,17,16.3,25.3,19.4066,R,,,,,,,,,,1940, ,,2,13
STANDARD PICKUP TRUCKS 4WD,NISSAN,FRONTIER V6-4WD,4,6,Auto(L5),4,15,20,17,17.1548,25.9728,20.2483,R,,,,,,,,,,1940, ,CLKUP ,4,13
STANDARD PICKUP TRUCKS 4WD,NISSAN,FRONTIER V6-4WD,4,6,Manual(M6),4,17,21,18,18.7615,26.4621,21.5886,R,,,,,,,,,,1835, ,,4,13
STANDARD PICKUP TRUCKS 4WD,NISSAN,TITAN 4WD,5.6,8,Auto(L5),4,14,18,15,15.0511,23.3077,17.9054,R,,,,,,,,,,2201, ,CLKUP ,4,13
STANDARD PICKUP TRUCKS 4WD,NISSAN,TITAN 4WD,5.6,8,Auto(L5),4,10,13,11,11.0064,16.6172,12.9785,E,,,,,,,,,,2727,RNG310/330,CLKUP ,4,13
STANDARD PICKUP TRUCKS 4WD,NISSAN,TITAN 4WD,5.6,8,Auto(L5),4,14,18,15,15.1646,23.0232,17.9166,R,,,,,,,,,,2201,RNG420/450,CLKUP ,4,13
STANDARD PICKUP TRUCKS 4WD,TOYOTA,TOYOTA TACOMA 4WD,2.7,4,Manual(M5),4,19,23,20,20.8,29.3,23.9231,R,,,,,,,,,,1650, ,,4,13
STANDARD PICKUP TRUCKS 4WD,TOYOTA,TOYOTA TACOMA 4WD,4,6,Auto(L5),4,17,21,19,19.3769,27.4446,22.3309,R,,,,,,,,,,1736, ,CLKUP ,4,13
STANDARD PICKUP TRUCKS 4WD,TOYOTA,TOYOTA TACOMA 4WD,4,6,Manual(M6),4,16,20,17,17.4,25.4,20.2734,R,,,,,,,,,,1940, ,,4,13
STANDARD PICKUP TRUCKS 4WD,TOYOTA,TOYOTA TUNDRA 4WD,4.7,8,Auto(L5),4,15,18,16,16.5738,22.7423,18.878,R,,,,,,,,,,2062, ,CLKUP ,4,13
"VANS, CARGO TYPE",CHEVROLET,G15/25CHEV VAN 2WD CONV,4.3,6,Auto(L4),R,14,18,16,15.8,23.5,18.5326,R,,,,,,,,,,2062, ,CLKUP ,2,14
"VANS, CARGO TYPE",CHEVROLET,G15/25CHEV VAN 2WD CONV,5.3,8,Auto(L4),R,14,18,16,16.1,23,18.6127,R,,,,,,,,,,2062, ,CLKUP ,2,14
"VANS, CARGO TYPE",CHEVROLET,G1500/2500 CHEVY VAN 2WD,4.3,6,Auto(L4),R,15,20,17,16.9,25,19.7846,R,,,,,,,,,,1940, ,CLKUP ,2,14
"VANS, CARGO TYPE",CHEVROLET,G1500/2500 CHEVY VAN 2WD,5.3,8,Auto(L4),R,15,20,17,17.1898,25.7348,20.2095,R,,,,,,,,,,1940, ,CLKUP ,2,14
"VANS, CARGO TYPE",CHEVROLET,H1500 CHEVY VAN AWD CONV,5.3,8,Auto(L4),4,14,18,16,16.4,25.4,19.511,R,,,,,,,,,,2062, ,CLKUP ,2,14
"VANS, CARGO TYPE",CHEVROLET,H1500/2500 CHEVY VAN AWD,5.3,8,Auto(L4),4,14,18,16,16.6,24.5,19.4175,R,,,,,,,,,,2062, ,CLKUP ,2,14
"VANS, CARGO TYPE",FORD,E150 ECONOLINE 2WD,4.6,8,Auto(L4),R,15,19,16,16.4,23.8,19.0679,R,,,,,,,,,,2062, ,CLKUP ,2,14
"VANS, CARGO TYPE",FORD,E150 ECONOLINE 2WD,5.4,8,Auto(L4),R,14,17,15,15.6,22.2,18.0094,R,,,,,,,,,,2201, ,CLKUP ,2,14
"VANS, CARGO TYPE",GMC,G15/25 SAVANA 2WD CARGO CONV,4.3,6,Auto(L4),R,14,18,16,15.8,23.5,18.5326,R,,,,,,,,,,2062, ,CLKUP ,2,14
"VANS, CARGO TYPE",GMC,G15/25 SAVANA 2WD CARGO CONV,5.3,8,Auto(L4),R,14,18,16,16.1,23,18.6127,R,,,,,,,,,,2062, ,CLKUP ,2,14
"VANS, CARGO TYPE",GMC,G1500/2500 SAVANA 2WD CARGO,4.3,6,Auto(L4),R,15,20,17,16.9,25,19.7846,R,,,,,,,,,,1940, ,CLKUP ,2,14
"VANS, CARGO TYPE",GMC,G1500/2500 SAVANA 2WD CARGO,5.3,8,Auto(L4),R,15,20,17,17.262,25.7643,20.2725,R,,,,,,,,,,1940, ,CLKUP ,2,14
"VANS, CARGO TYPE",GMC,H1500 SAVANA AWD CARGO CONV,5.3,8,Auto(L4),4,14,18,16,16.4,25.4,19.511,R,,,,,,,,,,2062, ,CLKUP ,2,14
"VANS, CARGO TYPE",GMC,H1500/2500 SAVANA CARGO AWD,5.3,8,Auto(L4),4,14,18,16,16.6,24.5,19.4175,R,,,,,,,,,,2062, ,CLKUP ,2,14
"VANS, PASSENGER TYPE",CHEVROLET,G1500/2500 CHEVY EXPRESS 2WD,4.3,6,Auto(L4),R,15,19,17,16.6,24.7,19.4738,R,,,,,,,,,,1940, ,CLKUP ,2,15
"VANS, PASSENGER TYPE",CHEVROLET,G1500/2500 CHEVY EXPRESS 2WD,5.3,8,Auto(L4),R,14,18,16,16.1,23,18.6127,R,,,,,,,,,,2062, ,CLKUP ,2,15
"VANS, PASSENGER TYPE",CHEVROLET,H1500 CHEVY EXPRESS AWD,5.3,8,Auto(L4),4,14,18,16,16.4,25.4,19.511,R,,,,,,,,,,2062, ,CLKUP ,2,15
"VANS, PASSENGER TYPE",FORD,E150 CLUB WAGON,4.6,8,Auto(L4),R,14,18,16,16,23.4,18.6547,R,,,,,,,,,,2062, ,CLKUP ,2,15
"VANS, PASSENGER TYPE",FORD,E150 CLUB WAGON,5.4,8,Auto(L4),R,13,17,14,14.4,21.3,16.8574,R,,,,,,,,,,2356, ,CLKUP ,2,15
"VANS, PASSENGER TYPE",GMC,G1500/2500 SAVANA 2WD PASSEN,4.3,6,Auto(L4),R,15,19,17,16.6,24.7,19.4738,R,,,,,,,,,,1940, ,CLKUP ,2,15
"VANS, PASSENGER TYPE",GMC,G1500/2500 SAVANA 2WD PASSEN,5.3,8,Auto(L4),R,14,18,16,16.1,23,18.6127,R,,,,,,,,,,2062, ,CLKUP ,2,15
"VANS, PASSENGER TYPE",GMC,H1500 SAVANA PASS VAN AWD,5.3,8,Auto(L4),4,14,18,16,16.4,25.4,19.511,R,,,,,,,,,,2062, ,CLKUP ,2,15
SPEC PURP VEH - MINIVAN - 2WD,BUICK,TERRAZA FWD,3.5,6,Auto(L4),F,18,25,21,20.2,31.9437,24.2043,R,,,,,,,,,,1571, ,CLKUP ,2,20
SPEC PURP VEH - MINIVAN - 2WD,BUICK,TERRAZA FWD,3.9,6,Auto(L4),F,18,25,21,19.9,32.5,24.1055,R,,,,,,,,,,1571, ,CLKUP ,2,20
SPEC PURP VEH - MINIVAN - 2WD,CHEVROLET,UPLANDER FWD,3.5,6,Auto(L4),F,18,25,21,20.2,31.9437,24.2043,R,,,,,,,,,,1571, ,CLKUP ,2,20
SPEC PURP VEH - MINIVAN - 2WD,CHEVROLET,UPLANDER FWD,3.9,6,Auto(L4),F,18,25,21,19.9,32.5,24.1055,R,,,,,,,,,,1571, ,CLKUP ,2,20
SPEC PURP VEH - MINIVAN - 2WD,CHRYSLER,TOWN & COUNTRY 2WD,3.8,6,Auto(L4),F,18,25,20,19.5,31.9,23.6341,R,,,,,,,,,,1650, ,CLKUP ,2,20
SPEC PURP VEH - MINIVAN - 2WD,DODGE,CARAVAN 2WD,2.4,4,Auto(L4),F,20,26,22,21.8,33.5481,25.878,R,,,,,,,,,,1502, ,CLKUP ,4,20
SPEC PURP VEH - MINIVAN - 2WD,DODGE,CARAVAN 2WD,3.3,6,Auto(L4),F,13,17,14,14.1,22.1,16.8438,E,,,,,,,,,,2142,E85 280,CLKUP ,2,20
SPEC PURP VEH - MINIVAN - 2WD,DODGE,CARAVAN 2WD,3.3,6,Auto(L4),F,19,26,21,21.3981,33.846,25.6419,R,,,,,,,,,,1571,GAS 420,CLKUP ,2,20
SPEC PURP VEH - MINIVAN - 2WD,DODGE,CARAVAN 2WD,3.8,6,Auto(L4),F,18,25,20,19.5,31.9,23.6341,R,,,,,,,,,,1650, ,CLKUP ,2,20
SPEC PURP VEH - MINIVAN - 2WD,FORD,FREESTAR CARGO VAN FWD,3.9,6,Auto(L4),F,18,24,20,19.639,30.1694,23.2985,R,,,,,,,,,,1650, ,CLKUP ,2,20
SPEC PURP VEH - MINIVAN - 2WD,FORD,FREESTAR CARGO VAN FWD,4.2,6,Auto(L4),F,17,23,19,18.5393,28.8971,22.1047,R,,,,,,,,,,1736, ,CLKUP ,2,20
SPEC PURP VEH - MINIVAN - 2WD,FORD,FREESTAR WAGON FWD,3.9,6,Auto(L4),F,18,24,20,19.639,30.1694,23.2985,R,,,,,,,,,,1650, ,CLKUP ,2,20
SPEC PURP VEH - MINIVAN - 2WD,FORD,FREESTAR WAGON FWD,4.2,6,Auto(L4),F,17,23,19,18.5393,28.8971,22.1047,R,,,,,,,,,,1736, ,CLKUP ,2,20
SPEC PURP VEH - MINIVAN - 2WD,HONDA,ODYSSEY 2WD,3.5,6,Auto(L5),F,19,25,21,20.9,32.5,24.8992,R,,,,,,,,,,1571, ,CLKUP ,4,20,
SPEC PURP VEH - MINIVAN - 2WD,HONDA,ODYSSEY 2WD,3.5,6,Auto(L5),F,20,28,23,21.8,36.1,26.5289,R,,,,,,,,,,1436,VCM,CLKUP ,4,20,
SPEC PURP VEH - MINIVAN - 2WD,KIA,KIA SEDONA(VQ),3.8,6,Auto(L5),F,17,25,20,18.4466,31.9997,22.7902,R,,,,,,,,,,1650, ,CLKUP ,4,20,
SPEC PURP VEH - MINIVAN - 2WD,MAZDA,MPV,3,6,Auto(L5),F,18,25,20,19.7484,31.4375,23.7166,R,,,,,,,,,,1650, ,DC/FW,4,20,
SPEC PURP VEH - MINIVAN - 2WD,MERCURY,MONTEREY WAGON FWD,4.2,6,Auto(L4),F,17,23,19,18.5393,28.8971,22.1047,R,,,,,,,,,,1736, ,CLKUP ,2,20,
SPEC PURP VEH - MINIVAN - 2WD,NISSAN,QUEST,3.5,6,Auto(L4),F,19,26,22,21,33.3,25.1864,R,,,,,,,,,,1502, ,CLKUP ,4,20,
SPEC PURP VEH - MINIVAN - 2WD,NISSAN,QUEST,3.5,6,Auto(L5),F,18,25,21,20.2529,32.4677,24.3804,R,,,,,,,,,,1571, ,CLKUP ,4,20,
SPEC PURP VEH - MINIVAN - 2WD,PONTIAC,MONTANA SV6 FWD,3.5,6,Auto(L4),F,18,25,21,20.2,31.9437,24.2043,R,,,,,,,,,,1571, ,CLKUP ,2,20,
SPEC PURP VEH - MINIVAN - 2WD,PONTIAC,MONTANA SV6 FWD,3.9,6,Auto(L4),F,18,25,21,19.9,32.5,24.1055,R,,,,,,,,,,1571, ,CLKUP ,2,20,
SPEC PURP VEH - S.U.V. - 2WD,PONTIAC,TORRENT FWD,3.4,6,Auto(L5),F,19,24,21,20.8,32.7,24.8733,R,,,,,,,,,,1571, ,CLKUP ,4,22,15-Aug-05
SPEC PURP VEH - MINIVAN - 2WD,SATURN,RELAY FWD,3.5,6,Auto(L4),F,18,25,21,20.2,31.9437,24.2043,R,,,,,,,,,,1571, ,CLKUP ,2,20,
SPEC PURP VEH - MINIVAN - 2WD,SATURN,RELAY FWD,3.9,6,Auto(L4),F,18,25,21,19.9,32.5,24.1055,R,,,,,,,,,,1571, ,CLKUP ,2,20,
SPEC PURP VEH - MINIVAN - 2WD,TOYOTA,SIENNA 2WD,3.3,6,Auto(L5),F,19,26,21,20.8,33.5,25.0783,R,,,,,,,,,,1571, ,CLKUP ,4,20,
SPEC PURP VEH - MINIVAN - 4WD,BUICK,TERRAZA AWD,3.5,6,Auto(L4),4,17,23,19,18.9,29,22.4126,R,,,,,,,,,,1736, ,CLKUP ,2,21,
SPEC PURP VEH - MINIVAN - 4WD,CHEVROLET,UPLANDER AWD,3.5,6,Auto(L4),4,17,23,19,18.9,29,22.4126,R,,,,,,,,,,1736, ,CLKUP ,2,21,
SPEC PURP VEH - MINIVAN - 4WD,PONTIAC,MONTANA SV6 AWD,3.5,6,Auto(L4),4,17,23,19,18.9,29,22.4126,R,,,,,,,,,,1736, ,CLKUP ,2,21,
SPEC PURP VEH - S.U.V. - 4WD,PONTIAC,TORRENT AWD,3.4,6,Auto(L5),4,18,23,20,20,30.8,23.7471,R,,,,,,,,,,1650, ,CLKUP ,4,23,15-Aug-05
SPEC PURP VEH - MINIVAN - 4WD,SATURN,RELAY AWD,3.5,6,Auto(L4),4,17,23,19,18.9,29,22.4126,R,,,,,,,,,,1736, ,CLKUP ,2,21,
SPEC PURP VEH - MINIVAN - 4WD,TOYOTA,SIENNA 4WD,3.3,6,Auto(L5),4,17,23,19,19.061,29.1715,22.5832,R,,,,,,,,,,1736, ,CLKUP ,4,21,
SPEC PURP VEH - S.U.V. - 2WD,BUICK,RAINIER 2WD,4.2,6,Auto(L4),R,16,22,18,17.6,28,21.1321,R,,,,,,,,,,1835, ,CLKUP ,4,22,
SPEC PURP VEH - S.U.V. - 2WD,BUICK,RAINIER 2WD,5.3,8,Auto(L4),R,16,22,18,17.7,28.3,21.2881,R,,,,,,,,,,1835, ,CLKUP ,2,22,
SPEC PURP VEH - S.U.V. - 2WD,BUICK,RENDEZVOUS FWD,3.5,6,Auto(L4),F,19,26,21,20.8,32.7,24.8733,R,,,,,,,,,,1571, ,CLKUP ,2,22,
SPEC PURP VEH - S.U.V. - 2WD,BUICK,RENDEZVOUS FWD,3.6,6,Auto(L4),F,18,27,21,21,34.4,25.4635,R,,,,,,,,,,1571, ,CLKUP ,4,22,
SPEC PURP VEH - S.U.V. - 2WD,CADILLAC,ESCALADE 2WD,6,8,Auto(L4),R,14,18,16,15.8,22.9,18.3618,P,,,,,,,,,,2250, ,CLKUP ,2,22,
SPEC PURP VEH - S.U.V. - 2WD,CADILLAC,SRX 2WD,3.6,6,Auto(S5),R,16,23,19,18,30.3,22.023,R,,,,,,,,,,1736, ,CLKUP ,4,22,
SPEC PURP VEH - S.U.V. - 2WD,CADILLAC,SRX 2WD,4.6,8,Auto(S5),R,15,21,17,16.6,27.5,20.2036,P,,,,,,,,,,2117, ,CLKUP ,4,22,
SPEC PURP VEH - S.U.V. - 2WD,CHEVROLET,C1500 AVALANCHE 2WD,5.3,8,Auto(L4),R,11,14,12,11.8,18,13.9645,E,,,,,,,,,,2499,RNG310-480,CLKUP ,2,22,
SPEC PURP VEH - S.U.V. - 2WD,CHEVROLET,C1500 AVALANCHE 2WD,5.3,8,Auto(L4),R,14,19,16,15.7,24,18.5936,R,,,,,,,,,,2062,RNG420-610,CLKUP ,2,22,
SPEC PURP VEH - S.U.V. - 2WD,CHEVROLET,C1500 SUBURBAN 2WD,5.3,8,Auto(L4),R,11,14,12,11.8,18,13.9645,E,,,,,,,,,,2499,RNG310-480,CLKUP ,2,22,
SPEC PURP VEH - S.U.V. - 2WD,CHEVROLET,C1500 SUBURBAN 2WD,5.3,8,Auto(L4),R,14,19,16,15.7,24,18.5936,R,,,,,,,,,,2062,RNG420-610,CLKUP ,2,22,
SPEC PURP VEH - S.U.V. - 2WD,CHEVROLET,C1500 TAHOE 2WD,4.8,8,Auto(L4),R,16,20,17,17.3,25.6,20.2552,R,,,,,,,,,,1940, ,CLKUP ,2,22,
SPEC PURP VEH - S.U.V. - 2WD,CHEVROLET,C1500 TAHOE 2WD,5.3,8,Auto(L4),R,15,20,17,16.4,25.4,19.511,R,,,,,,,,,,1940, ,CLKUP ,2,22,
SPEC PURP VEH - S.U.V. - 2WD,CHEVROLET,C1500 TAHOE 2WD,5.3,8,Auto(L4),R,11,15,13,12.7,19.7,15.1172,E,,,,,,,,,,2307,RNG310-480,CLKUP ,2,22
