CLASS,MFR,CAR LINE,DISPLACEMENT,NUMB CYL,TRANS,DRIVE SYS,CITY MPG (GUIDE),HWY MPG (GUIDE),COMB MPG (GUIDE),UNRND CITY (EPA),UNRND HWY (EPA),UNRND COMP (EPA),FUEL TYPE,GUZLR,TURBO,SPCHGR,AVG 2D PASS VOL,AVG 2D LUGG VOL,AVG 4D PAS VOL,AVG 4D LUGG VOL,AVG HB PAS VOL,AVG HB LUGG VOL,ANL FL CST,ENG BLK TXT,TRANS DESC TXT,VLVS PER CYL,CLS
SPEC PURP VEH - S.U.V. - 4WD,CHEVROLET,K1500 TAHOE 4WD,5.3,8,Auto(L4),4,11,14,12,11.8,17.7,13.8824,E,,,,,,,,,,2499,RNG310-440,CLKUP ,2,23
SPEC PURP VEH - S.U.V. - 4WD,CHEVROLET,K1500 TAHOE 4WD,5.3,8,Auto(L4),4,14,18,16,15.7,23.6,18.4844,R,,,,,,,,,,2062,RNG420-580,CLKUP ,2,23
SPEC PURP VEH - S.U.V. - 4WD,CHEVROLET,TRAILBLAZER 4WD,4.2,6,Auto(L4),4,15,21,18,17.1,27.4,20.5816,R,,,,,,,,,,1835, ,CLKUP ,4,23
SPEC PURP VEH - S.U.V. - 4WD,CHEVROLET,TRAILBLAZER 4WD,5.3,8,Auto(L4),4,15,21,17,17,27.2,20.4511,R,,,,,,,,,,1940, ,CLKUP ,2,23
SPEC PURP VEH - S.U.V. - 4WD,CHEVROLET,TRAILBLAZER AWD,6,8,Auto(L4),4,14,17,15,15.8,22.3,18.1853,P,,,,,,,,,,2401, ,CLKUP ,2,23
SPEC PURP VEH - S.U.V. - 4WD,CHEVROLET,TRAILBLAZER EXT 4WD,4.2,6,Auto(L4),4,15,20,17,17.1,27.4,20.5816,R,,,,,,,,,,1940, ,CLKUP ,4,23
SPEC PURP VEH - S.U.V. - 4WD,CHEVROLET,TRAILBLAZER EXT 4WD,5.3,8,Auto(L4),4,15,20,17,16.2,25.4,19.3547,R,,,,,,,,,,1940, ,CLKUP ,2,23
SPEC PURP VEH - S.U.V. - 4WD,CHRYSLER,PACIFICA AWD,3.5,6,Auto(L4),4,17,22,19,18.3995,28.0996,21.7834,R,,,,,,,,,,1736, ,CLKUP ,4,23
SPEC PURP VEH - S.U.V. - 4WD,DODGE,DURANGO 4WD,4.7,8,Auto(L5),4,14,18,15,15.2,22.9,17.91,R,,,,,,,,,,2201, ,CLKUP ,2,23
SPEC PURP VEH - S.U.V. - 4WD,DODGE,DURANGO 4WD,4.7,8,Auto(L5),4,9,11,10,9.8,14.6,11.5016,E,,,,,,,,,,3000,E85 260 MI,CLKUP ,2,23
SPEC PURP VEH - S.U.V. - 4WD,DODGE,DURANGO 4WD,4.7,8,Auto(L5),4,12,15,13,13.5,20.5,15.951,R,,,,,,,,,,2538,GAS 340 MI,CLKUP ,2,23
SPEC PURP VEH - S.U.V. - 4WD,DODGE,DURANGO 4WD,5.7,8,Auto(L5),4,14,19,16,15.8,24.6,18.8314,R,,,,,,,,,,2062, ,CLKUP ,1,23
SPEC PURP VEH - S.U.V. - 4WD,DODGE,MAGNUM AWD,3.5,6,Auto(L5),4,17,24,20,18.8,30.8,22.7969,R,,,,,,,,,,1650, ,CMODE ,4,23
SPEC PURP VEH - S.U.V. - 4WD,DODGE,MAGNUM AWD,5.7,8,Auto(L5),4,17,24,20,19.2,30.6,23.0671,R,,,,,,,,,,1650, ,CMODE ,1,23
SPEC PURP VEH - S.U.V. - 4WD,FORD,ESCAPE 4WD,2.3,4,Auto(L4),4,21,24,22,22.9996,30.8948,25.9882,R,,,,,,,,,,1502, ,CLKUP ,4,23
SPEC PURP VEH - S.U.V. - 4WD,FORD,ESCAPE 4WD,2.3,4,Manual(M5),4,22,26,24,24.3,33.7,27.7879,R,,,,,,,,,,1376, ,,4,23
SPEC PURP VEH - S.U.V. - 4WD,FORD,ESCAPE 4WD,3,6,Auto(L4),4,19,23,21,20.8995,29.5499,24.0703,R,,,,,,,,,,1571, ,CLKUP ,4,23
SPEC PURP VEH - S.U.V. - 4WD,FORD,ESCAPE HYBRID 4WD,2.3,4,Auto(AV),4,33,29,31,36.6,36.9,36.7344,R,,,,,,,,,,1066, ,VLKUP ,4,23
SPEC PURP VEH - S.U.V. - 4WD,FORD,EXPEDITION 4WD,5.4,8,Auto(L4),4,14,17,15,15.2936,22.4063,17.8424,R,,,,,,,,,,2201, ,CLKUP ,3,23
SPEC PURP VEH - S.U.V. - 4WD,FORD,EXPLORER 4WD,4,6,Auto(L5),4,15,20,17,16.3966,25.67,19.5795,R,,,,,,,,,,1940, ,CLKUP ,2,23
SPEC PURP VEH - S.U.V. - 4WD,FORD,EXPLORER 4WD,4.6,8,Auto(L6),4,14,20,16,15.6951,25.4802,18.9741,R,,,,,,,,,,2062, ,CLKUP ,3,23
SPEC PURP VEH - S.U.V. - 4WD,FORD,FREESTYLE AWD,3,6,Auto(AV),4,19,24,21,20.8259,30.8151,24.3827,R,,,,,,,,,,1571, ,VMODE VLKUP ,4,23
SPEC PURP VEH - S.U.V. - 4WD,GMC,ENVOY 4WD,4.2,6,Auto(L4),4,15,21,18,17.1,27.4,20.5816,R,,,,,,,,,,1835, ,CLKUP ,4,23
SPEC PURP VEH - S.U.V. - 4WD,GMC,ENVOY 4WD,5.3,8,Auto(L4),4,15,21,17,17,27.2,20.4511,R,,,,,,,,,,1940, ,CLKUP ,2,23
SPEC PURP VEH - S.U.V. - 4WD,GMC,ENVOY XL 4WD,4.2,6,Auto(L4),4,14,20,16,15.8,25,18.9358,R,,,,,,,,,,2062, ,CLKUP ,4,23
SPEC PURP VEH - S.U.V. - 4WD,GMC,ENVOY XL 4WD,5.3,8,Auto(L4),4,15,20,17,16.2,25.4,19.3547,R,,,,,,,,,,1940, ,CLKUP ,2,23
SPEC PURP VEH - S.U.V. - 4WD,GMC,ENVOY XUV 4WD,4.2,6,Auto(L4),4,14,20,16,15.8,25,18.9358,R,,,,,,,,,,2062, ,CLKUP ,4,23
SPEC PURP VEH - S.U.V. - 4WD,GMC,K1500 YUKON 4WD,5.3,8,Auto(L4),4,15,19,17,16.4,25.4,19.511,R,,,,,,,,,,1940, ,CLKUP ,2,23
SPEC PURP VEH - S.U.V. - 4WD,GMC,K1500 YUKON 4WD,5.3,8,Auto(L4),4,11,14,12,11.8,17.7,13.8824,E,,,,,,,,,,2499,RNG310-440,CLKUP ,2,23
SPEC PURP VEH - S.U.V. - 4WD,GMC,K1500 YUKON 4WD,5.3,8,Auto(L4),4,14,18,16,15.7,23.6,18.4844,R,,,,,,,,,,2062,RNG420-580,CLKUP ,2,23
SPEC PURP VEH - S.U.V. - 4WD,GMC,K1500 YUKON AWD,6,8,Auto(L4),4,13,17,15,15.2,22.2,17.7134,R,,,,,,,,,,2201, ,CLKUP ,2,23
SPEC PURP VEH - S.U.V. - 4WD,GMC,K1500 YUKON XL 4WD,5.3,8,Auto(L4),4,11,14,12,11.8,17.7,13.8824,E,,,,,,,,,,2499,RNG310-440,CLKUP ,2,23
SPEC PURP VEH - S.U.V. - 4WD,GMC,K1500 YUKON XL 4WD,5.3,8,Auto(L4),4,14,18,16,15.7,23.6,18.4844,R,,,,,,,,,,2062,RNG420-580,CLKUP ,2,23
SPEC PURP VEH - S.U.V. - 4WD,GMC,K1500 YUKON XL AWD,6,8,Auto(L4),4,13,17,15,15.2,22.2,17.7134,R,,,,,,,,,,2201, ,CLKUP ,2,23
SPEC PURP VEH - S.U.V. - 4WD,HONDA,CR-V 4WD,2.4,4,Auto(L5),4,22,27,24,24.5537,34.6072,28.2462,R,,,,,,,,,,1376, ,CLKUP ,4,23
SPEC PURP VEH - S.U.V. - 4WD,HONDA,CR-V 4WD,2.4,4,Manual(M5),4,21,26,23,23.5,32.8,26.9369,R,,,,,,,,,,1436, ,,4,23
SPEC PURP VEH - S.U.V. - 4WD,HONDA,ELEMENT 4WD,2.4,4,Auto(L4),4,21,24,22,23.4,31.4,26.4302,R,,,,,,,,,,1502, ,CLKUP ,4,23
SPEC PURP VEH - S.U.V. - 4WD,HONDA,ELEMENT 4WD,2.4,4,Manual(M5),4,21,24,22,23.1,30.6,25.9636,R,,,,,,,,,,1502, ,,4,23
SPEC PURP VEH - S.U.V. - 4WD,HONDA,PILOT 4WD,3.5,6,Auto(L5),4,17,22,19,18.5,28.4,21.942,R,,,,,,,,,,1736, ,CLKUP ,4,23
SPEC PURP VEH - S.U.V. - 4WD,HUMMER,H3 4WD,3.5,5,Auto(L4),4,16,19,17,17.8,24.3,20.2358,R,,,,,,,,,,1940, ,CLKUP ,4,23
SPEC PURP VEH - S.U.V. - 4WD,HUMMER,H3 4WD,3.5,5,Manual(M5),4,16,20,17,17.5,25.4,20.3479,R,,,,,,,,,,1940, ,SIL ,4,23
SPEC PURP VEH - S.U.V. - 4WD,HYUNDAI,SANTAFE 4WD,2.7,6,Auto(L4),4,18,23,20,20.1,29.7,23.5213,R,,,,,,101,31,,,1650,V6,2MODE CLKUP ,4,23
SPEC PURP VEH - S.U.V. - 4WD,HYUNDAI,SANTAFE 4WD,3.5,6,Auto(L5),4,17,23,19,18.4,29.2,22.074,R,,,,,,101,31,,,1736,V6,2MODE CLKUP ,4,23
SPEC PURP VEH - S.U.V. - 4WD,HYUNDAI,TUCSON 4WD,2,4,Manual(M5),F,21,26,23,23.5,33.3,27.0872,R,,,,,,103,23,,,1436, ,,4,23
SPEC PURP VEH - S.U.V. - 4WD,HYUNDAI,TUCSON 4WD,2.7,6,Auto(L4),F,19,24,21,21.3,31.3,24.8765,R,,,,,,103,23,,,1571, ,CLKUP ,4,23
SPEC PURP VEH - S.U.V. - 4WD,INFINITI,QX56 4WD,5.6,8,Auto(L5),4,13,18,15,14.4,22.9,17.2875,R,,,,,,,,,,2201, ,CLKUP ,4,23
SPEC PURP VEH - S.U.V. - 4WD,ISUZU,ASCENDER 5-PASSENGER 4WD,4.2,6,Auto(L4),4,15,21,18,17.1,27.4,20.5816,R,,,,,,,,,,1835, ,CLKUP ,4,23
SPEC PURP VEH - S.U.V. - 4WD,ISUZU,ASCENDER 7-PASSENGER 4WD,4.2,6,Auto(L4),4,15,20,17,17.1,27.4,20.5816,R,,,,,,,,,,1940, ,CLKUP ,4,23
SPEC PURP VEH - S.U.V. - 4WD,ISUZU,ASCENDER 7-PASSENGER 4WD,5.3,8,Auto(L4),4,15,20,17,16.2,25.4,19.3547,R,,,,,,,,,,1940, ,CLKUP ,2,23
SPEC PURP VEH - S.U.V. - 4WD,JEEP,COMMANDER 4WD,3.7,6,Auto(L5),4,16,19,17,17.6,25.5,20.4511,R,,,,,,,,,,1940, ,CLKUP ,2,23
SPEC PURP VEH - S.U.V. - 4WD,JEEP,COMMANDER 4WD,4.7,8,Auto(L5),4,15,19,17,16.8,25.8,19.9283,R,,,,,,,,,,1940, ,CLKUP ,2,23
SPEC PURP VEH - S.U.V. - 4WD,JEEP,COMMANDER 4WD,5.7,8,Auto(L5),4,14,18,16,15.8,24.6,18.8314,R,,,,,,,,,,2062, ,CLKUP ,1,23
SPEC PURP VEH - S.U.V. - 4WD,JEEP,GRAND CHEROKEE 4WD,3.7,6,Auto(L5),4,17,21,18,18.4,26.9,21.4501,R,,,,,,,,,,1835, ,CLKUP ,2,23
SPEC PURP VEH - S.U.V. - 4WD,JEEP,GRAND CHEROKEE 4WD,4.7,8,Auto(L5),4,15,20,17,16.8,25.8,19.9283,R,,,,,,,,,,1940, ,CLKUP ,2,23
SPEC PURP VEH - S.U.V. - 4WD,JEEP,GRAND CHEROKEE 4WD,5.7,8,Auto(L5),4,14,19,16,15.8,24.6,18.8314,R,,,,,,,,,,2062, ,CLKUP ,1,23
SPEC PURP VEH - S.U.V. - 4WD,JEEP,LIBERTY/CHEROKEE 4WD,2.8,4,Auto(L5),4,22,26,23,23.9,32.7,27.1931,D,,,,,,,,,,1338,DIESEL,CMODE ,1,23
SPEC PURP VEH - S.U.V. - 4WD,JEEP,LIBERTY/CHEROKEE 4WD,3.7,6,Auto(L4),4,17,22,19,18.7,28,21.9861,R,,,,,,,,,,1736, ,CLKUP ,2,23
SPEC PURP VEH - S.U.V. - 4WD,JEEP,LIBERTY/CHEROKEE 4WD,3.7,6,Manual(M6),4,18,22,19,19.5,27.7996,22.5264,R,,,,,,,,,,1736, ,,2,23
SPEC PURP VEH - S.U.V. - 4WD,JEEP,WRANGLER/TJ 4WD,2.4,4,Manual(M6),4,18,21,20,22,26.4,23.7838,R,,,,,,,,,,1650, ,,4,23
SPEC PURP VEH - S.U.V. - 4WD,JEEP,WRANGLER/TJ 4WD,4,6,Auto(L4),4,14,18,16,15.8,22.7,18.3036,R,,,,,,,,,,2062, ,CLKUP ,2,23
SPEC PURP VEH - S.U.V. - 4WD,JEEP,WRANGLER/TJ 4WD,4,6,Manual(M6),4,15,19,16,16.3842,23.758,19.044,R,,,,,,,,,,2062, ,,2,23
SPEC PURP VEH - S.U.V. - 4WD,KIA,KIA SORENTO 4WD,3.5,6,Auto(L5),4,15,20,16,16.1498,25.0451,19.222,R,,,,,,,,,,2062, ,2MODE CLKUP ,4,23
SPEC PURP VEH - S.U.V. - 4WD,KIA,KIA SORENTO 4WD,3.5,6,Manual(M5),4,16,20,17,17.5,25.5,20.3767,R,,,,,,,,,,1940, ,,4,23
SPEC PURP VEH - S.U.V. - 4WD,KIA,KIA SPORTAGE 4WD(KM),2,4,Manual(M5),4,21,26,23,23.6,33.2,27.1302,R,,,,,,,,,,1436, ,,4,23
SPEC PURP VEH - S.U.V. - 4WD,KIA,KIA SPORTAGE 4WD(KM),2.7,6,Auto(L4),4,19,23,21,21.1,29.3986,24.1702,R,,,,,,,,,,1571, ,2MODE CLKUP ,4,23
SPEC PURP VEH - S.U.V. - 4WD,LAND ROVER,LR3,4,6,Auto(S6),4,14,19,16,15.422,24.2123,18.4335,R,,,,,,,,,,2062, ,6MODE CLKUP ,2,23
SPEC PURP VEH - S.U.V. - 4WD,LAND ROVER,LR3,4.4,8,Auto(S6),4,14,18,16,15.6,23.3,18.3252,R,,,,,,,,,,2062, ,6MODE CLKUP ,4,23
SPEC PURP VEH - S.U.V. - 4WD,LAND ROVER,RANGE ROVER,4.2,8,Auto(S6),4,13,18,15,14.5,23.5,17.5193,R,,,S,,,,,,,2201, ,6MODE CLKUP ,4,23
SPEC PURP VEH - S.U.V. - 4WD,LAND ROVER,RANGE ROVER,4.4,8,Auto(S6),4,14,18,16,15.6,23.3,18.3252,R,,,,,,,,,,2062, ,6MODE CLKUP ,4,23
SPEC PURP VEH - S.U.V. - 4WD,LAND ROVER,RANGE ROVER SPORT,4.2,8,Auto(S6),4,13,18,15,14.5,23.5,17.5193,R,,,S,,,,,,,2201, ,6MODE CLKUP ,4,23
SPEC PURP VEH - S.U.V. - 4WD,LAND ROVER,RANGE ROVER SPORT,4.4,8,Auto(S6),4,14,19,16,15.3,24.7,18.4617,R,,,,,,,,,,2062, ,6MODE CLKUP ,4,23
SPEC PURP VEH - S.U.V. - 4WD,LEXUS,GX 470,4.7,8,Auto(L5),4,15,19,17,17,24.2,19.6279,P,,,,,,,,,,2117, ,2MODE CLKUP ,4,23
SPEC PURP VEH - S.U.V. - 4WD,LEXUS,LX 470,4.7,8,Auto(L5),4,13,17,15,14.9498,21.2489,17.2511,R,,,,,,,,,,2201, ,2MODE CLKUP ,4,23
SPEC PURP VEH - S.U.V. - 4WD,LEXUS,RX 330 4WD,3.3,6,Auto(L5),4,18,24,21,20.4523,30.557,24.0278,P,,,,,,,,,,1714, ,CLKUP ,4,23
SPEC PURP VEH - S.U.V. - 4WD,LEXUS,RX 330 4WD,3.3,6,Auto(S5),4,18,24,20,20.4,30.3,23.9164,P,,,,,,,,,,1800, ,CLKUP ,4,23
SPEC PURP VEH - S.U.V. - 4WD,LEXUS,RX 400H 4WD,3.3,6,Auto(AV),4,31,27,29,34.267,34.2662,34.2666,R,,,,,,,,,,1138,HEV,,4,23
SPEC PURP VEH - S.U.V. - 4WD,MAZDA,TRIBUTE 4WD,2.3,4,Auto(L4),4,21,24,22,22.9996,30.8948,25.9882,R,,,,,,,,,,1502, ,CLKUP ,4,23
SPEC PURP VEH - S.U.V. - 4WD,MAZDA,TRIBUTE 4WD,2.3,4,Manual(M5),4,22,26,24,24.3,33.7,27.7879,R,,,,,,,,,,1376, ,,4,23
SPEC PURP VEH - S.U.V. - 4WD,MAZDA,TRIBUTE 4WD,3,6,Auto(L4),4,19,23,21,20.8995,29.5499,24.0703,R,,,,,,,,,,1571,3.0D-4,CLKUP ,4,23
SPEC PURP VEH - S.U.V. - 4WD,MAZDA,TRIBUTE HYBRID 4WD,2.3,4,Auto(AV),4,33,29,31,36.6,36.9,36.7344,R,,,,,,,,,,1066, ,VLKUP ,4,23
SPEC PURP VEH - S.U.V. - 4WD,MERCEDES-BENZ,ML350,3.5,6,Auto(L7),4,16,20,18,17.9,26.2,20.876,P,,,,,,107,41,,,2002, ,EMS 2MODE CLKUP,3,23
SPEC PURP VEH - S.U.V. - 4WD,MERCEDES-BENZ,ML500,5,8,Auto(L7),4,14,19,16,15.6,23.8,18.4625,P,,,,,,107,41,,,2250, ,EMS 2MODE CLKUP,3,23
SPEC PURP VEH - S.U.V. - 4WD,MERCEDES-BENZ,R350,3.5,6,Auto(L7),4,16,21,18,18.1,27,21.2524,P,,,,,,148,14,,,2002, ,EMS 2MODE CLKUP,3,23
SPEC PURP VEH - S.U.V. - 4WD,MERCEDES-BENZ,R500,5,8,Auto(L7),4,13,18,15,14.5973,22.7982,17.4166,P,,,,,,148,14,,,2401, ,EMS 2MODE CLKUP,3,23
SPEC PURP VEH - S.U.V. - 4WD,MERCURY,MARINER 4WD,2.3,4,Auto(L4),4,21,24,22,22.9996,30.8948,25.9882,R,,,,,,,,,,1502, ,CLKUP ,4,23
SPEC PURP VEH - S.U.V. - 4WD,MERCURY,MARINER 4WD,3,6,Auto(L4),4,19,23,21,20.8995,29.5499,24.0703,R,,,,,,,,,,1571, ,CLKUP ,4,23
SPEC PURP VEH - S.U.V. - 4WD,MERCURY,MARINER HYBRID 4WD,2.3,4,Auto(AV),4,33,29,31,36.6,36.9,36.7344,R,,,,,,,,,,1066, ,VLKUP ,4,23
SPEC PURP VEH - S.U.V. - 4WD,MERCURY,MOUNTAINEER 4WD,4,6,Auto(L5),4,15,20,17,16.3966,25.67,19.5795,R,,,,,,,,,,1940, ,CLKUP ,2,23
SPEC PURP VEH - S.U.V. - 4WD,MERCURY,MOUNTAINEER 4WD,4.6,8,Auto(L6),4,14,20,16,15.6951,25.4802,18.9741,R,,,,,,,,,,2062, ,CLKUP ,3,23
SPEC PURP VEH - S.U.V. - 4WD,MITSUBISHI,ENDEAVOR 4WD,3.8,6,Auto(S4),4,17,21,19,18.7412,27.5224,21.8831,P,,,,,,,,,,1894,SOHC,2MODE CLKUP ,4,23
SPEC PURP VEH - S.U.V. - 4WD,MITSUBISHI,MONTERO,3.8,6,Auto(S5),R,15,19,16,16.2,23.9,18.9469,P,,,,,,,,,,2250,SOHC,2MODE CLKUP ,4,23
SPEC PURP VEH - S.U.V. - 4WD,MITSUBISHI,OUTLANDER 4WD,2.4,4,Manual(M5),4,21,27,23,23.1,34.2,27.0508,R,,,,,,,,,,1436,SOHC,,4,23
SPEC PURP VEH - S.U.V. - 4WD,MITSUBISHI,OUTLANDER 4WD,2.4,4,Auto(S4),4,21,25,22,22.8644,32.2651,26.3145,R,,,,,,,,,,1502,SOHC,2MODE CLKUP ,4,23
SPEC PURP VEH - S.U.V. - 4WD,NISSAN,ARMADA 4WD,5.6,8,Auto(L5),4,13,18,15,14.6164,23.181,17.5312,R,,,,,,,,,,2201, ,CLKUP ,4,23
SPEC PURP VEH - S.U.V. - 4WD,NISSAN,MURANO AWD,3.5,6,Auto(AV),4,19,24,21,21.6358,31.3359,25.1374,R,,,,,,,,,,1571, ,VMODE CLKUP ,4,23
SPEC PURP VEH - S.U.V. - 4WD,NISSAN,PATHFINDER 4WD,4,6,Auto(L5),4,15,21,17,16.7312,26.5784,20.0788,R,,,,,,,,,,1940, ,CLKUP ,4,23
SPEC PURP VEH - S.U.V. - 4WD,NISSAN,XTERRA 4WD,4,6,Auto(L5),4,16,21,18,17.4,26.5,20.5802,R,,,,,,,,,,1835, ,CLKUP ,4,23
SPEC PURP VEH - S.U.V. - 4WD,NISSAN,XTERRA 4WD,4,6,Manual(M6),4,17,21,18,18.7529,26.7333,21.663,R,,,,,,,,,,1835, ,,4,23
SPEC PURP VEH - S.U.V. - 4WD,PORSCHE,CAYENNE,3.2,6,Auto(L5),4,15,19,17,16.8,24.6,19.596,P,,,,,,,,,,2117, ,2MODE ,4,23
SPEC PURP VEH - S.U.V. - 4WD,PORSCHE,CAYENNE,3.2,6,Manual(M6),4,15,20,17,16.2,25.7,19.4324,P,,,,,,,,,,2117, ,,4,23
SPEC PURP VEH - S.U.V. - 4WD,PORSCHE,CAYENNE S,4.5,8,Auto(L5),4,14,18,16,15.3,23.7,18.2033,P,,,,,,,,,,2250, ,2MODE ,4,23
SPEC PURP VEH - S.U.V. - 4WD,PORSCHE,CAYENNE TURBO,4.5,8,Auto(L5),4,13,18,15,14.3,23.6,17.3824,P,,T,,,,,,,,2401, ,2MODE ,4,23
SPEC PURP VEH - S.U.V. - 4WD,SAAB,9-7X AWD,4.2,6,Auto(L4),4,15,21,18,17.1,27.4,20.5816,R,,,,,,,,,,1835, ,CLKUP ,4,23
SPEC PURP VEH - S.U.V. - 4WD,SAAB,9-7X AWD,5.3,8,Auto(L4),4,15,20,17,17,27.2,20.4511,R,,,,,,,,,,1940, ,CLKUP ,2,23
SPEC PURP VEH - S.U.V. - 4WD,SATURN,VUE AWD,3.5,6,Auto(L5),4,19,25,21,20.8,32.8,24.8993,R,,,,,,,,,,1571, ,CLKUP ,2,23
SPEC PURP VEH - S.U.V. - 4WD,SUBARU,B9 TRIBECA AWD,3,6,Auto(S5),4,18,23,20,19.7,29,23.0224,P,,,,,,,,,,1800, ,2MODE CLKUP ,4,23
SPEC PURP VEH - S.U.V. - 4WD,SUBARU,BAJA AWD,2.5,4,Auto(L4),4,21,28,24,23.7,35.4,27.8407,R,,,,,,,,,,1376, ,CLKUP ,4,23
SPEC PURP VEH - S.U.V. - 4WD,SUBARU,BAJA AWD,2.5,4,Manual(M5),4,19,25,21,21.1238,32.171,24.9846,P,,T,,,,,,,,1714, ,,4,23
SPEC PURP VEH - S.U.V. - 4WD,SUBARU,BAJA AWD,2.5,4,Manual(M5),4,23,28,25,25.0741,36.0858,29.0653,R,,,,,,,,,,1320, ,,4,23
SPEC PURP VEH - S.U.V. - 4WD,SUBARU,BAJA AWD,2.5,4,Auto(S4),4,18,23,20,20.5,29.5,23.7623,P,,T,,,,,,,,1800, ,2MODE CLKUP ,4,23
SPEC PURP VEH - S.U.V. - 4WD,SUBARU,FORESTER AWD,2.5,4,Auto(L4),4,21,26,23,23.0983,32.8209,26.651,P,,T,,,,95,31,,,1566, ,CLKUP ,4,23
SPEC PURP VEH - S.U.V. - 4WD,SUBARU,FORESTER AWD,2.5,4,Auto(L4),4,23,28,25,25.1393,35.5232,28.9471,R,,,,,,95,31,,,1320, ,CLKUP ,4,23
SPEC PURP VEH - S.U.V. - 4WD,SUBARU,FORESTER AWD,2.5,4,Manual(M5),4,20,26,22,21.6772,33.4229,25.7492,P,,T,,,,95,31,,,1638, ,,4,23
SPEC PURP VEH - S.U.V. - 4WD,SUBARU,FORESTER AWD,2.5,4,Manual(M5),4,22,29,25,24.5645,37.3063,29.0256,R,,,,,,95,31,,,1320, ,,4,23
SPEC PURP VEH - S.U.V. - 4WD,SUBARU,OUTBACK AWD,3,6,Auto(S5),4,19,26,22,21.586,32.8161,25.5152,P,,,,,,,,,,1638, ,2MODE CLKUP ,4,23
SPEC PURP VEH - S.U.V. - 4WD,SUBARU,OUTBACK WAGON AWD,2.5,4,Manual(M5),4,19,25,21,21.1238,32.171,24.9846,P,,T,,,,,,,,1714, ,,4,23
SPEC PURP VEH - S.U.V. - 4WD,SUBARU,OUTBACK WAGON AWD,2.5,4,Manual(M5),4,23,28,25,25.0741,36.0858,29.0653,R,,,,,,,,,,1320, ,,4,23
SPEC PURP VEH - S.U.V. - 4WD,SUBARU,OUTBACK WAGON AWD,2.5,4,Auto(S4),4,22,28,25,24.6193,36.4,28.816,R,,,,,,,,,,1320, ,CLKUP ,4,23
SPEC PURP VEH - S.U.V. - 4WD,SUBARU,OUTBACK WAGON AWD,2.5,4,Auto(S5),4,19,24,21,20.8,31.4,24.5257,P,,T,,,,,,,,1714, ,2MODE CLKUP ,4,23
SPEC PURP VEH - S.U.V. - 4WD,SUBARU,OUTBACK WAGON AWD,3,6,Auto(S5),4,19,26,22,21.586,32.8161,25.5152,P,,,,,,,,,,1638, ,2MODE CLKUP ,4,23
SPEC PURP VEH - S.U.V. - 4WD,SUZUKI,GRAND VITARA AWD,2.7,6,Auto(L5),4,19,23,21,21.1,29.7,24.2613,R,,,,,,,,,,1571, ,2MODE 2LKUP ,4,23
SPEC PURP VEH - S.U.V. - 4WD,SUZUKI,GRAND VITARA AWD,2.7,6,Manual(M5),4,18,23,20,20.1,29.2,23.3786,R,,,,,,,,,,1650, ,,4,23
SPEC PURP VEH - S.U.V. - 4WD,SUZUKI,GRAND VITARA XL-7 4WD,2.7,6,Auto(L5),4,17,22,19,19.2,28.3,22.4483,R,,,,,,,,,,1736, ,2MODE 2LKUP ,4,23
SPEC PURP VEH - S.U.V. - 4WD,SUZUKI,GRAND VITARA XL-7 4WD,2.7,6,Manual(M5),4,17,22,19,19,27.6,22.0986,R,,,,,,,,,,1736, ,,4,23
SPEC PURP VEH - S.U.V. - 4WD,TOYOTA,4RUNNER 4WD,4,6,Auto(L5),4,17,21,18,18.8,26.7,21.6876,R,,,,,,,,,,1835, ,CLKUP ,4,23
SPEC PURP VEH - S.U.V. - 4WD,TOYOTA,4RUNNER 4WD,4.7,8,Auto(L5),4,16,19,17,17.9,24.5,20.3693,R,,,,,,,,,,1940, ,CLKUP ,4,23
SPEC PURP VEH - S.U.V. - 4WD,TOYOTA,HIGHLANDER 4WD,2.4,4,Auto(L4),4,21,25,22,22.8,32.6,26.3668,R,,,,,,,,,,1502, ,CLKUP ,4,23
SPEC PURP VEH - S.U.V. - 4WD,TOYOTA,HIGHLANDER 4WD,3.3,6,Auto(L5),4,18,24,21,20.5,30.6,24.076,R,,,,,,,,,,1571, ,CLKUP ,4,23
SPEC PURP VEH - S.U.V. - 4WD,TOYOTA,HIGHLANDER HYBRID 4WD,3.3,6,Auto(AV),4,31,27,29,34.267,34.2662,34.2666,R,,,,,,,,,,1138,HEV,,4,23
SPEC PURP VEH - S.U.V. - 4WD,TOYOTA,LAND CRUISER WAGON 4WD,4.7,8,Auto(L5),4,13,17,15,14.9498,21.2489,17.2511,R,,,,,,,,,,2201, ,2MODE CLKUP ,4,23
SPEC PURP VEH - S.U.V. - 4WD,TOYOTA,SEQUOIA 4WD,4.7,8,Auto(L5),4,15,17,16,16.437,22.4194,18.6801,R,,,,,,,,,,2062, ,CLKUP ,4,23
SPEC PURP VEH - S.U.V. - 4WD,VOLKSWAGEN,TOUAREG,3.2,6,Auto(S6),4,16,21,18,17.9,26.9,21.0726,P,,,,,,,,,,2002, ,3MODE CLKUP ,4,23
SPEC PURP VEH - S.U.V. - 4WD,VOLKSWAGEN,TOUAREG,4.2,8,Auto(S6),4,14,18,15,15.1,23.4473,17.9805,P,,,,,,,,,,2401, ,3MODE CLKUP ,5,23
SPEC PURP VEH - S.U.V. - 4WD,VOLVO,XC 70 AWD,2.5,5,Auto(S5),4,19,26,22,21.2,32.9,25.239,P,,T,,,,,,,,1638, ,2MODE CLKUP ,4,23
