Class,Manufacturer,carline name,displ,cyl,trans,drv,cty,hwy,cmb,ucty,uhwy,ucmb,fl,G,T,S,2pv,2lv,4pv,4lv,hpv,hlv,fcost,eng dscr,trans dscr
MIDSIZE CARS,HONDA,ACCORD,2.3,4,Auto(L4),F,23,30,26,25.425,38.3814,29.979,R,,,,93,14,102,14,,,722,SOHC-VTEC,CLKUP
MIDSIZE CARS,HONDA,ACCORD,2.3,4,Manual(M5),F,24,31,27,26.9,39.5538,31.4238,R,,,,93,14,102,14,,,694,SOHC,
MIDSIZE CARS,HONDA,ACCORD,2.3,4,Manual(M5),F,25,31,27,27.6499,39.8997,32.0823,R,,,,93,14,102,14,,,694,SOHC-VTEC,
MIDSIZE CARS,HONDA,ACCORD,3.0,6,Auto(L4),F,20,28,23,22.718,35.8,27.1889,R,,,,93,14,102,14,,,816,SOHC V-6,CLKUP
MIDSIZE CARS,HYUNDAI,SONATA,2.0,4,Auto(L4),F,20,27,23,22.3743,34.5898,26.6018,R,,,,,,101,13,,,816,,2MODE CLKUP
MIDSIZE CARS,HYUNDAI,SONATA,2.0,4,Manual(M5),F,21,28,24,23.5673,35.4614,27.7568,R,,,,,,101,13,,,782,,
MIDSIZE CARS,HYUNDAI,SONATA,3.0,6,Auto(L4),F,17,24,20,19.0995,30.9883,23.085,R,,,,,,101,13,,,938,,2MODE CLKUP
MIDSIZE CARS,INFINITI,I30,3.0,6,Auto(L4),F,21,28,23,22.871,35.471,27.2225,R,,,,,,100,14,,,816,,CLKUP
MIDSIZE CARS,INFINITI,I30,3.0,6,Manual(M5),F,21,26,23,23.8,33.9,27.4849,R,,,,,,100,14,,,816,,
MIDSIZE CARS,INFINITI,Q45,4.1,8,Auto(L4),R,18,23,20,19.5979,29.8996,23.194,P,,,,,,97,13,,,1050,,CLKUP
MIDSIZE CARS,JAGUAR,JAGUAR VANDEN PLAS,4.0,8,Auto(L5),R,17,24,19,18.9244,30.1493,22.7331,P,,,,,,100,12,,,1105,,EMS 2MODE
MIDSIZE CARS,JAGUAR,JAGUAR XJ8L,4.0,8,Auto(L5),R,17,24,19,18.9244,30.1493,22.7331,P,,,,,,100,12,,,1105,,EMS 2MODE
MIDSIZE CARS,LEXUS,GS 300/GS 400,3.0,6,Auto(L5),R,20,25,22,21.8033,31.5191,25.3148,P,,,,,,100,15,,,956,,2MODE 2LKUP
MIDSIZE CARS,LEXUS,GS 300/GS 400,4.0,8,Auto(L5),R,17,23,19,19.0735,29.6965,22.7329,P,,,,,,100,15,,,1105,,2MODE 2LKUP
MIDSIZE CARS,LEXUS,LS 400,4.0,8,Auto(L5),R,19,25,21,20.6326,31.896,24.5307,P,,,,,,102,14,,,1000,,2MODE 2LKUP
MIDSIZE CARS,LINCOLN-MERCURY,MARK VIII,4.6,8,Auto(L4),R,17,26,20,19.038,33.2927,23.5815,P,,,,102,14,,,,,1050,4V,CLKUP
MIDSIZE CARS,LINCOLN-MERCURY,SABLE,3.0,6,Auto(L4),F,18,27,21,20.5,34.3,25.032,R,,,,,,103,16,,,892,4V,CLKUP
MIDSIZE CARS,LINCOLN-MERCURY,SABLE,3.0,6,Auto(L4),F,19,28,22,21.1,36.2,25.9759,R,,,,,,103,16,,,853,2V,CLKUP
MIDSIZE CARS,MAZDA,626,2.0,4,Auto(L4),F,22,29,24,24.21,36.7078,28.5903,R,,,,,,97,14,,,782,,CLKUP
MIDSIZE CARS,MAZDA,626,2.0,4,Manual(M5),F,26,33,29,29.4109,42.553,34.1581,R,,,,,,97,14,,,647,,
MIDSIZE CARS,MAZDA,626,2.5,6,Auto(L4),F,20,26,23,22.4,33.9,26.4355,P,,,,,,97,14,,,914,,CLKUP
MIDSIZE CARS,MAZDA,626,2.5,6,Manual(M5),F,21,27,24,23.8,34.6,27.6893,P,,,,,,97,14,,,876,,
MIDSIZE CARS,MERCEDES-BENZ,E300 TURBODIESEL,3.0,6,Auto(L5),R,26,34,30,29.4,44,34.5605,D,,T,,,,95,15,,,599,,EMS 2MODE CLKUP
MIDSIZE CARS,MERCEDES-BENZ,E320,3.2,6,Auto(L5),R,20,26,22,22.1,33.4,26.0689,P,,,,,,95,15,,,956,,EMS 2MODE CLKUP
MIDSIZE CARS,MERCEDES-BENZ,E320,3.2,6,Auto(L5),R,21,29,24,23.2,36.6,27.7763,P,,,,,,95,15,,,876,,EMS 2MODE CLKUP
MIDSIZE CARS,MITSUBISHI,DIAMANTE SEDAN,3.5,6,Auto(L4),F,18,24,20,19.7,31.4,23.6686,P,,,,,,101,14,,,1050,SOHC,EMS CMODE CLKUP
MIDSIZE CARS,NISSAN,MAXIMA,3.0,6,Auto(L4),F,21,28,24,23.2239,36.4958,27.768,R,,,,,,100,15,,,782,,CLKUP
MIDSIZE CARS,NISSAN,MAXIMA,3.0,6,Manual(M5),F,22,27,24,24,34.1,27.6907,R,,,,,,100,15,,,782,,
MIDSIZE CARS,OLDSMOBILE,AURORA,4.0,8,Auto(L4),F,17,26,20,19.2488,32.7493,23.6329,P,,,,,,,,102,16,1050,,CLKUP
MIDSIZE CARS,OLDSMOBILE,CUTLASS,2.4,4,Auto(L4),F,23,32,26,25.5388,41.5061,30.8855,R,,,,,,98,17,,,722,,CLKUP
MIDSIZE CARS,OLDSMOBILE,CUTLASS,3.1,6,Auto(L4),F,20,29,23,21.7901,37.0911,26.7572,R,,,,,,98,17,,,816,,CLKUP
MIDSIZE CARS,OLDSMOBILE,INTRIGUE,3.8,6,Auto(L4),F,19,30,23,21.6,37.9,26.7836,R,,,,,,101,17,,,816,,CLKUP
MIDSIZE CARS,PLYMOUTH,BREEZE,2.0,4,Auto(L4),F,23,33,26,25.1327,41.7,30.6042,R,,,,,,96,16,,,722,,CLKUP
MIDSIZE CARS,PLYMOUTH,BREEZE,2.0,4,Manual(M5),F,27,37,31,30,46.9,35.8061,R,,,,,,96,16,,,606,,
MIDSIZE CARS,PLYMOUTH,BREEZE,2.4,4,Auto(L4),F,21,30,24,23.0969,38.8536,28.2528,R,,,,,,96,16,,,782,,CLKUP
MIDSIZE CARS,PONTIAC,GRAND PRIX,3.1,6,Auto(L4),F,20,29,23,21.7901,37.0911,26.7572,R,,,,99,16,98,16,,,816,,CLKUP
MIDSIZE CARS,PONTIAC,GRAND PRIX,3.8,6,Auto(L4),F,19,30,23,21.6,37.9,26.7836,R,,,,99,16,98,16,,,816,,CLKUP
MIDSIZE CARS,PONTIAC,GRAND PRIX,3.8,6,Auto(L4),F,18,27,21,19.5457,35.2029,24.4366,R,,T,S,99,16,98,16,,,892,,2MODE CLKUP
MIDSIZE CARS,R-R MTR CARS LTD.,ROLLS-ROYCE SILVER SPUR,6.7,8,Auto(L4),R,11,16,13,12.3498,20.3499,15.0041,P,G,T,,,,98,12,,,1615,L410MT2,EMS CLKUP
MIDSIZE CARS,SAAB,SAAB 900,2.0,4,Auto(L4),F,19,24,21,20.8,31.3,24.4982,R,,T,,,,,,92,24,892,B204L3,2MODE
MIDSIZE CARS,SAAB,SAAB 900,2.0,4,Auto(L4),F,19,25,21,20.8,32.2,24.7418,R,,T,,,,,,92,24,892,B204L3,2MODE
MIDSIZE CARS,SAAB,SAAB 900,2.0,4,Manual(M5),F,22,28,24,24.6,35.7,28.6019,R,,,,,,,,92,24,782,B234I3,SIL
MIDSIZE CARS,SAAB,SAAB 900,2.0,4,Manual(M5),F,21,26,23,22.8,33.9,26.74,R,,T,,,,,,92,24,816,B2O4L3,SIL
MIDSIZE CARS,SAAB,SAAB 900,2.0,4,Manual(M5),F,20,27,23,22.4,35.1,26.7565,R,,T,,,,,,92,24,816,B2O4L3,SIL
MIDSIZE CARS,SAAB,SAAB 900,2.3,4,Auto(L4),F,20,26,22,22.4,33.6,26.3529,R,,,,,,,,92,24,853,B234I3,2MODE
MIDSIZE CARS,TOYOTA,CAMRY,2.2,4,Auto(L4),F,23,30,26,25.6946,38.7075,30.2747,R,,,,,,97,14,,,722,,CLKUP
MIDSIZE CARS,TOYOTA,CAMRY,2.2,4,Manual(M5),F,23,32,27,26.0235,40.5701,31.0302,R,,,,,,97,14,,,694,,
MIDSIZE CARS,TOYOTA,CAMRY,3.0,6,Auto(L4),F,19,27,22,21.2959,34.2188,25.656,R,,,,,,97,14,,,853,,
MIDSIZE CARS,TOYOTA,CAMRY,3.0,6,Manual(M5),F,20,28,23,22.3,36.1,26.9331,R,,,,,,97,14,,,816,,
MIDSIZE CARS,VOLKSWAGEN,PASSAT,1.8,4,Auto(L5),F,21,31,24,22.9787,39.5937,28.3281,P,,T,,,,95,15,,,876,,CLKUP
MIDSIZE CARS,VOLKSWAGEN,PASSAT,1.8,4,Manual(M5),F,23,32,26,25.9,40.7,30.9674,P,,T,,,,95,15,,,808,,
MIDSIZE CARS,VOLKSWAGEN,PASSAT,1.9,4,Auto(L4),F,31,44,36,34.6746,55.823,41.8009,D,,T,,,,95,15,,,500,,CLKUP
MIDSIZE CARS,VOLKSWAGEN,PASSAT,1.9,4,Manual(M5),F,39,50,43,42.8354,64.2498,50.3937,D,,T,,,,95,15,,,419,,
MIDSIZE CARS,VOLKSWAGEN,PASSAT,2.8,6,Auto(L5),F,18,29,21,19.5587,36.9976,24.8241,P,,,,,,95,15,,,1000,,CLKUP
MIDSIZE CARS,VOLKSWAGEN,PASSAT,2.8,6,Manual(M5),F,20,29,23,22.2,37,27.0732,P,,,,,,95,15,,,914,,
MIDSIZE CARS,VOLKSWAGEN,PASSAT SYNCRO,2.8,6,Auto(L5),4,17,26,20,19.1123,33.6481,23.7242,P,,,,,,95,15,,,1050,,CLKUP
MIDSIZE CARS,VOLVO,S70,2.3,5,Auto(L4),F,18,26,21,20.1882,32.2058,24.2623,P,,T,,,,98,14,,,1000,,2MODE CLKUP
MIDSIZE CARS,VOLVO,S70,2.3,5,Manual(M5),F,19,25,21,20.8241,32.1872,24.7571,P,,T,,,,98,14,,,1000,,
MIDSIZE CARS,VOLVO,S70,2.4,5,Auto(L4),F,20,28,23,22.1047,35.7321,26.6842,P,,,,,,98,14,,,914,,2MODE CLKUP
MIDSIZE CARS,VOLVO,S70,2.4,5,Auto(L4),F,19,27,22,21.563,34.0651,25.8287,P,,T,,,,98,14,,,956,,2MODE CLKUP
MIDSIZE CARS,VOLVO,S70,2.4,5,Manual(M5),F,20,29,23,21.8733,37.1005,26.8283,P,,,,,,98,14,,,914,,
LARGE CARS,BENTLEY,BENTLEY BROOKLANDS R LIMO,6.7,8,Auto(L4),R,10,14,12,11.3498,18.5,13.7394,P,G,T,,,,128,12,,,1749,L410MT2,EMS CLKUP
LARGE CARS,BMW,740IL,4.4,8,Auto(L5),R,27,24,19,18.8,30.2,22.647,R,,,,,,107,13,,,986,,
LARGE CARS,BMW,750IL,5.4,12,Auto(L5),R,15,20,17,16.1498,25.4,19.3152,R,G,,,,,107,13,,,1102,,
LARGE CARS,BUICK,LESABRE,3.8,6,Auto(L4),F,19,30,23,21.6,37.9,26.7836,R,,,,,,109,17,,,816,,CLKUP
LARGE CARS,BUICK,PARK AVENUE,3.8,6,Auto(L4),F,19,28,22,20.7382,35.6238,25.5408,R,,,,,,111,19,,,853,,CLKUP
LARGE CARS,BUICK,PARK AVENUE,3.8,6,Auto(L4),F,18,27,21,20,34.2,24.5955,R,,T,S,,,111,19,,,892,,CLKUP
LARGE CARS,CADILLAC,DEVILLE,4.6,8,Auto(L4),F,17,26,20,18.8,33.3,23.3815,R,,,,,,116,20,,,938,,CLKUP
LARGE CARS,CADILLAC,FUNERAL COACH/HEARSE,4.6,8,Auto(L4),F,14,20,16,15.6209,26.0895,19.0631,R,G,,,,,,,,,1172,,CLKUP
LARGE CARS,CADILLAC,LIMOUSINE,4.6,8,Auto(L4),F,14,20,16,15.6209,26.0895,19.0631,R,G,,,,,,,,,1172,,CLKUP
LARGE CARS,CHRYSLER,CONCORDE,2.7,6,Auto(L4),F,21,30,24,22.998,38.6932,28.1333,R,,,,,,106,17,,,782,,CLKUP
LARGE CARS,CHRYSLER,CONCORDE,3.2,6,Auto(L4),F,19,29,22,20.9,36.6,25.8994,R,,,,,,106,17,,,853,,CLKUP
LARGE CARS,DODGE,INTREPID,2.7,6,Auto(L4),F,21,30,24,22.998,38.6932,28.1333,R,,,,,,104,17,,,782,,CLKUP
LARGE CARS,DODGE,INTREPID,3.2,6,Auto(L4),F,19,29,22,20.8499,36.6,25.8571,R,,,,,,104,17,,,853,,VMODE CLKUP
LARGE CARS,FORD,CROWN VICTORIA,4.6,8,Auto(L4),R,17,24,20,18.8322,30.7274,22.8049,R,,,,,,111,21,,,938,4.6N,CLKUP
LARGE CARS,LINCOLN-MERCURY,CONTINENTAL,4.6,8,Auto(L4),F,17,24,20,18.7429,31.1689,22.8405,P,,,,,,101,19,,,1050,4V,CLKUP
LARGE CARS,LINCOLN-MERCURY,GRAND MARQUIS,4.6,8,Auto(L4),R,17,24,20,18.8322,30.7274,22.8049,R,,,,,,109,21,,,938,4.6N,CLKUP
LARGE CARS,LINCOLN-MERCURY,TOWN CAR,4.6,8,Auto(L4),R,17,24,20,18.8322,30.7274,22.8049,R,,,,,,112,21,,,938,4.6N,CLKUP
LARGE CARS,MERCEDES-BENZ,S320,3.2,6,Auto(L5),R,17,23,20,19.2,30,22.9117,P,,,,,,112,16,,,1050,,EMS 2MODE CLKUP
LARGE CARS,MERCEDES-BENZ,S320,3.2,6,Auto(L5),R,17,24,20,19.1,30.7,23.013,P,,,,,,108,16,,,1050,,EMS 2MODE CLKUP
LARGE CARS,MERCEDES-BENZ,S320,3.2,6,Auto(L5),R,17,24,20,19.1,30.7,23.013,P,,,,,,112,16,,,1050,,EMS 2MODE CLKUP
LARGE CARS,MERCEDES-BENZ,S320,3.2,6,Auto(L5),R,17,23,20,19.2,30,22.9117,P,,,,,,108,16,,,1050,,EMS 2MODE CLKUP
LARGE CARS,MERCEDES-BENZ,S420,4.2,8,Auto(L5),R,15,22,18,17.2,27.6,20.712,P,G,,,,,112,16,,,1168,,EMS 2MODE CLKUP
LARGE CARS,MERCEDES-BENZ,S500,5.0,8,Auto(L5),R,15,21,17,16.5,27,20,P,G,,,,,112,16,,,1235,,EMS 2MODE CLKUP
LARGE CARS,MERCEDES-BENZ,S600,6.0,12,Auto(L5),R,13,19,15,13.9,24,17.1473,P,G,,,,,112,16,,,1401,,EMS 2MODE CLKUP
LARGE CARS,OLDSMOBILE,EIGHTY EIGHT/REGENCY,3.8,6,Auto(L4),F,19,29,23,21.5035,37.6403,26.6436,R,,,,,,106,18,,,816,,CLKUP
LARGE CARS,OLDSMOBILE,EIGHTY EIGHT/REGENCY,3.8,6,Auto(L4),F,18,27,21,20,34.2,24.5955,R,,T,S,,,106,18,,,892,,CLKUP
LARGE CARS,PONTIAC,BONNEVILLE,3.8,6,Auto(L4),F,19,28,22,20.7382,35.6238,25.5408,R,,,,,,110,18,,,853,,CLKUP
LARGE CARS,PONTIAC,BONNEVILLE,3.8,6,Auto(L4),F,17,27,21,19.4357,34.8843,24.2729,R,,T,S,,,110,18,,,892,,2MODE CLKUP
LARGE CARS,R-R MTR CARS LTD.,R-R SILVER SPUR PARK WARD,6.7,8,Auto(L4),R,10,14,12,11.3498,18.5,13.7394,P,G,T,,,,128,12,,,1749,L410MT2,EMS CLKUP
LARGE CARS,SAAB,SAAB 9000,2.3,4,Auto(A4),F,18,26,21,19.5488,33,23.94,R,,T,,,,,,99,24,892,B234R4,
LARGE CARS,SAAB,SAAB 9000,2.3,4,Manual(M5),F,21,27,23,22.9,34.3,26.9273,P,,T,,,,,,99,24,914,B234R4,SIL
LARGE CARS,TOYOTA,AVALON,3.0,6,Auto(L4),F,21,30,24,23.4243,38.2473,28.3725,R,,,,,,106,15,,,782,,2MODE 2LKUP
SMALL STATION WAGONS,AUDI,A4 AVANT,2.8,6,Auto(L5),F,18,29,22,20.1794,37.4496,25.4636,P,,,,,,89,31,,,956,,CLKUP
SMALL STATION WAGONS,AUDI,A4 AVANT QUATTRO,2.8,6,Auto(L5),4,17,27,21,19.4211,34.5499,24.1871,P,,,,,,89,31,,,1000,,CLKUP
SMALL STATION WAGONS,AUDI,A4 AVANT QUATTRO,2.8,6,Manual(M5),4,19,27,22,21.3655,34.2658,25.7234,P,,,,,,89,31,,,956,,
SMALL STATION WAGONS,AUDI,A6 WAGON QUATTRO,2.8,6,Auto(L4),4,19,24,21,20.5642,30.3,24.0402,P,,,,,,91,34,,,1000,,CLKUP
SMALL STATION WAGONS,DAEWOO,NUBIRA,1.6,4,Auto(A4),F,25,34,28,26.2103,43.6821,31.9634,R,,,,,,93,19,,,694,DOHC-IL4,EMS
SMALL STATION WAGONS,DAEWOO,NUBIRA,1.6,4,Manual(M5),F,23,32,27,25.9,44,31.7836,R,,,,,,93,19,,,694,DOHC-IL4,
SMALL STATION WAGONS,DAEWOO,NUBIRA,2.0,4,Auto(A4),F,22,30,25,24.4,39.7,29.5194,R,,,,,,93,19,,,750,DOHC-IL4,EMS
SMALL STATION WAGONS,DAEWOO,NUBIRA,2.0,4,Manual(M5),F,22,31,26,24.8,40.9,30.1388,R,,,,,,93,19,,,722,DOHC-IL4,
SMALL STATION WAGONS,FORD,ESCORT WAGON,2.0,4,Auto(L4),F,25,34,29,28.1428,43.4723,33.4509,R,,,,,,94,26,,,647,,CLKUP
SMALL STATION WAGONS,FORD,ESCORT WAGON,2.0,4,Manual(M5),F,28,38,32,31.3083,48.2378,37.1802,R,,,,,,94,26,,,585,,
SMALL STATION WAGONS,HYUNDAI,ELANTRA WAGON,1.8,4,Auto(L4),F,22,30,25,24.4963,38.1646,29.2027,R,,,,,,,,95,32,750,,2MODE CLKUP
SMALL STATION WAGONS,HYUNDAI,ELANTRA WAGON,1.8,4,Manual(M5),F,24,31,27,26.7,39.6,31.2863,R,,,,,,,,95,32,694,,
SMALL STATION WAGONS,LINCOLN-MERCURY,TRACER WAGON,2.0,4,Auto(L4),F,25,34,29,28.1428,43.4723,33.4509,R,,,,,,94,26,,,647,,CLKUP
SMALL STATION WAGONS,LINCOLN-MERCURY,TRACER WAGON,2.0,4,Manual(M5),F,28,38,32,31.3083,48.2378,37.1802,R,,,,,,94,26,,,585,,
SMALL STATION WAGONS,SATURN,SW,1.9,4,Auto(L4),F,24,34,28,27.1548,43.2237,32.6102,R,,,,,,92,25,,,669,,CLKUP
SMALL STATION WAGONS,SATURN,SW,1.9,4,Auto(L4),F,27,34,30,29.5,44,34.6364,R,,,,,,92,25,,,624,,CLKUP
SMALL STATION WAGONS,SATURN,SW,1.9,4,Manual(M5),F,26,36,30,28.6986,46.0497,34.5582,R,,,,,,92,25,,,624,,SIL
SMALL STATION WAGONS,SATURN,SW,1.9,4,Manual(M5),F,27,37,31,30.2338,47.9811,36.271,R,,,,,,92,25,,,606,,SIL
SMALL STATION WAGONS,SUBARU,IMPREZA WAGON AWD,2.2,4,Auto(L4),4,23,30,26,25.823,37.8344,30.127,R,,,,,,85,25,,,722,,
SMALL STATION WAGONS,SUBARU,IMPREZA WAGON AWD,2.2,4,Manual(M5),4,23,30,25,25.0748,37.8826,29.5743,R,,,,,,85,25,,,750,,
SMALL STATION WAGONS,SUZUKI,ESTEEM WAGON,1.6,4,Auto(L4),F,26,33,29,29,42.1,33.7219,R,,,,,,86,29,,,647,,
SMALL STATION WAGONS,SUZUKI,ESTEEM WAGON,1.6,4,Manual(M5),F,30,36,32,32.9,46.7,37.9459,R,,,,,,86,29,,,585,,
SMALL STATION WAGONS,VOLVO,V90,2.9,6,Auto(L4),R,18,25,20,19.8597,31.7848,23.8937,P,,,,,,,,92,36,1050,,2MODE CLKUP
MIDSIZE STATION WAGONS,FORD,TAURUS WAGON,3.0,6,Auto(L4),F,18,26,21,20.2552,33.8294,24.7185,R,,,,,,105,38,,,892,,CLKUP
MIDSIZE STATION WAGONS,FORD,TAURUS WAGON,3.0,6,Auto(L4),F,18,25,20,19.6778,32.4,23.9011,R,,,,,,105,38,,,938,4V,CLKUP
MIDSIZE STATION WAGONS,HONDA,ODYSSEY,2.3,4,Auto(L4),F,21,26,23,23.5935,33.5732,27.2368,R,,,,,,,,107,46,816,SOHC-VTEC,CLKUP
MIDSIZE STATION WAGONS,ISUZU,OASIS,2.3,4,Auto(L4),F,21,26,23,23.5935,33.5732,27.2368,R,,,,,,,,107,46,816,SOHC-VTEC,CLKUP
MIDSIZE STATION WAGONS,LINCOLN-MERCURY,SABLE WAGON,3.0,6,Auto(L4),F,18,26,21,20.2552,33.8294,24.7185,R,,,,,,105,38,,,892,,CLKUP
MIDSIZE STATION WAGONS,LINCOLN-MERCURY,SABLE WAGON,3.0,6,Auto(L4),F,18,25,20,19.6778,32.4,23.9011,R,,,,,,105,38,,,938,4V,CLKUP
MIDSIZE STATION WAGONS,MERCEDES-BENZ,E320,3.2,6,Auto(L5),R,20,26,22,21.7,32.8,25.5983,P,,,,,,98,44,,,956,,EMS 2MODE CLKUP
MIDSIZE STATION WAGONS,MERCEDES-BENZ,E320,3.2,6,Auto(L5),R,20,27,23,22.2,34.3,26.3892,P,,,,,,98,44,,,914,,EMS 2MODE CLKUP
MIDSIZE STATION WAGONS,SUBARU,LEGACY WAGON,2.2,4,Auto(L4),F,24,31,27,26.9,40.0998,31.5775,R,,,,,,95,36,,,694,,
MIDSIZE STATION WAGONS,SUBARU,LEGACY WAGON AWD,2.2,4,Auto(L4),4,23,30,25,25.4005,37.9888,29.8519,R,,,,,,96,36,,,750,,
MIDSIZE STATION WAGONS,SUBARU,LEGACY WAGON AWD,2.2,4,Manual(M5),4,23,30,25,25.0748,37.8826,29.5743,R,,,,,,96,36,,,750,,
MIDSIZE STATION WAGONS,SUBARU,LEGACY WAGON AWD,2.5,4,Auto(L4),4,21,26,23,22.9259,33.0954,26.6047,R,,,,,,96,36,,,816,,
MIDSIZE STATION WAGONS,SUBARU,LEGACY WAGON AWD,2.5,4,Manual(M5),4,21,27,23,23.4373,34.3452,27.3454,R,,,,,,96,36,,,816,,
MIDSIZE STATION WAGONS,VOLKSWAGEN,PASSAT WAGON,1.8,4,Auto(L5),F,21,31,24,22.9787,39.5937,28.3281,P,,T,,,,97,39,,,876,,CLKUP
MIDSIZE STATION WAGONS,VOLKSWAGEN,PASSAT WAGON,1.8,4,Manual(M5),F,23,32,26,25.9,40.7,30.9674,P,,T,,,,97,39,,,808,,
MIDSIZE STATION WAGONS,VOLKSWAGEN,PASSAT WAGON,1.9,4,Auto(L4),F,31,44,36,34.6746,55.823,41.8009,D,,T,,,,97,39,,,500,,CLKUP
MIDSIZE STATION WAGONS,VOLKSWAGEN,PASSAT WAGON,1.9,4,Manual(M5),F,39,50,43,42.8354,64.2498,50.3937,D,,T,,,,97,39,,,419,,
MIDSIZE STATION WAGONS,VOLKSWAGEN,PASSAT WAGON SYNCRO,2.8,6,Auto(L5),4,17,26,20,19.1123,33.6481,23.7242,P,,,,,,97,39,,,1050,,CLKUP
MIDSIZE STATION WAGONS,VOLVO,V70,2.3,5,Auto(L4),F,18,25,21,20.1882,32.2058,24.2623,P,,T,,,,,,99,34,1000,,2MODE CLKUP
MIDSIZE STATION WAGONS,VOLVO,V70,2.3,5,Manual(M5),F,19,25,21,20.8241,32.1872,24.7571,P,,T,,,,,,99,34,1000,,
MIDSIZE STATION WAGONS,VOLVO,V70,2.4,5,Auto(L4),F,20,28,23,22.1047,35.7321,26.6842,P,,,,,,,,99,34,914,,2MODE CLKUP
MIDSIZE STATION WAGONS,VOLVO,V70,2.4,5,Auto(L4),F,19,27,22,21.563,34.0651,25.8287,P,,T,,,,,,99,34,956,,2MODE CLKUP
MIDSIZE STATION WAGONS,VOLVO,V70,2.4,5,Manual(M5),F,20,29,23,21.8733,37.1005,26.8283,P,,,,,,,,99,34,914,,
MIDSIZE STATION WAGONS,VOLVO,V70 AWD,2.3,5,Auto(L4),4,18,25,21,20.2,32.1,24.2445,P,,T,,,,,,98,37,1000,,2MODE CLKUP
MIDSIZE STATION WAGONS,VOLVO,V70 AWD,2.4,5,Auto(L4),4,18,24,21,20.2499,31.1341,24.0302,P,,T,,,,,,98,37,1000,,2MODE CLKUP
SMALL PICKUP TRUCKS 2WD,CHEVROLET,S10 PICKUP 2WD,2.2,4,Auto(L4),R,19,26,22,21.2,33,25.2654,R,,,,,,,,,,853,,CLKUP
SMALL PICKUP TRUCKS 2WD,CHEVROLET,S10 PICKUP 2WD,2.2,4,Manual(M5),R,22,28,25,24.9,36.1,28.9404,R,,,,,,,,,,750,,SIL
SMALL PICKUP TRUCKS 2WD,CHEVROLET,S10 PICKUP 2WD,4.3,6,Auto(L4),R,17,22,19,18.4132,27.8274,21.7198,R,,,,,,,,,,986,,CLKUP
SMALL PICKUP TRUCKS 2WD,CHEVROLET,S10 PICKUP 2WD,4.3,6,Manual(M5),R,17,23,20,19.423,29.7231,23.0114,R,,,,,,,,,,938,,SIL
SMALL PICKUP TRUCKS 2WD,GMC,SONOMA 2WD,2.2,4,Auto(L4),R,19,26,22,21.2,33,25.2654,R,,,,,,,,,,853,,CLKUP
SMALL PICKUP TRUCKS 2WD,GMC,SONOMA 2WD,2.2,4,Manual(M5),R,22,28,25,24.9,36.1,28.9404,R,,,,,,,,,,750,,SIL
SMALL PICKUP TRUCKS 2WD,GMC,SONOMA 2WD,4.3,6,Auto(L4),R,17,22,19,18.3947,27.8086,21.7004,R,,,,,,,,,,986,,CLKUP
SMALL PICKUP TRUCKS 2WD,GMC,SONOMA 2WD,4.3,6,Manual(M5),R,17,23,20,19.423,29.7231,23.0114,R,,,,,,,,,,938,,SIL
SMALL PICKUP TRUCKS 2WD,ISUZU,HOMBRE PICKUP 2WD,2.2,4,Auto(L4),R,19,26,22,21.2,33,25.2654,R,,,,,,,,,,853,,CLKUP
SMALL PICKUP TRUCKS 2WD,ISUZU,HOMBRE PICKUP 2WD,2.2,4,Manual(M5),R,22,28,25,24.9,36.1,28.9404,R,,,,,,,,,,750,,SIL
SMALL PICKUP TRUCKS 2WD,ISUZU,HOMBRE PICKUP 2WD,4.3,6,Auto(L4),R,17,22,19,18.4519,27.8665,21.7601,R,,,,,,,,,,986,,CLKUP
SMALL PICKUP TRUCKS 2WD,ISUZU,HOMBRE PICKUP 2WD,4.3,6,Manual(M5),R,17,23,20,19.416,29.716,23.004,R,,,,,,,,,,938,,SIL
SMALL PICKUP TRUCKS 2WD,TOYOTA,TOYOTA TACOMA 2WD,2.4,4,Auto(A4),R,21,24,23,23.6598,31.129,26.5237,R,,,,,,,,,,816,,
SMALL PICKUP TRUCKS 2WD,TOYOTA,TOYOTA TACOMA 2WD,2.4,4,Manual(M5),R,22,27,24,24.3774,34.2946,28.0242,R,,,,,,,,,,782,,
SMALL PICKUP TRUCKS 2WD,TOYOTA,TOYOTA TACOMA 2WD,2.7,4,Auto(L4),R,20,24,21,21.8568,30.2426,24.9728,R,,,,,,,,,,892,,2MODE CLKUP
SMALL PICKUP TRUCKS 2WD,TOYOTA,TOYOTA TACOMA 2WD,3.4,6,Auto(L4),R,19,23,21,20.7,30.0945,24.0831,R,,,,,,,,,,892,,2MODE CLKUP
SMALL PICKUP TRUCKS 2WD,TOYOTA,TOYOTA TACOMA 2WD,3.4,6,Auto(L4),R,18,23,20,20.4569,29.4201,23.7071,R,,,,,,,,,,938,,2MODE CLKUP
SMALL PICKUP TRUCKS 2WD,TOYOTA,TOYOTA TACOMA 2WD,3.4,6,Manual(M5),R,19,23,21,21.3868,29.9789,24.5536,R,,,,,,,,,,892,,
STANDARD PICKUP TRUCKS 2WD,CHEVROLET,C1500 PICKUP 2WD,4.3,6,Auto(L4),R,16,20,17,17.5121,25.6846,20.4386,R,,,,,,,,,,1102,,CLKUP
