Class,Manufacturer,carline name,displ,cyl,trans,drv,cty,hwy,cmb,ucty,uhwy,ucmb,fl,G,T,S,2pv,2lv,4pv,4lv,hpv,hlv,fcost,eng dscr,trans dscr
TWO SEATERS,ACURA,NSX,3.0,6,Auto(L4),R,18,24,20,19.7874,30.3,23.4483,P,,,,,,,,,,975,DOHC-VTEC,2MODE CLKUP
TWO SEATERS,ACURA,NSX,3.2,6,Manual(M6),R,17,24,20,19.4,30.1291,23.102,P,,,,,,,,,,975,DOHC-VTEC,
TWO SEATERS,BMW,M COUPE,3.2,6,Manual(M5),R,19,26,22,21.3353,33.7663,25.5717,R,,,,,,,,,,785,,
TWO SEATERS,BMW,M ROADSTER,3.2,6,Manual(M5),R,19,26,22,21.3353,33.7663,25.5717,R,,,,,,,,,,785,,
TWO SEATERS,BMW,Z3 COUPE,2.8,6,Auto(L4),R,19,26,22,20.9,33.6,25.1834,R,,,,,,,,,,785,,
TWO SEATERS,BMW,Z3 COUPE,2.8,6,Manual(M5),R,19,26,21,21.0458,32.9812,25.1398,R,,,,,,,,,,821,,
TWO SEATERS,BMW,Z3 ROADSTER,2.5,6,Auto(L4),R,19,26,21,20.9,33.2,25.0815,R,,,,,,,,,,821,,
TWO SEATERS,BMW,Z3 ROADSTER,2.5,6,Manual(M5),R,20,27,22,21.9,34.4,26.1811,R,,,,,,,,,,785,,
TWO SEATERS,BMW,Z3 ROADSTER,2.8,6,Auto(L4),R,19,26,21,21,33,25.1087,R,,,,,,,,,,821,,
TWO SEATERS,BMW,Z3 ROADSTER,2.8,6,Manual(M5),R,19,26,21,21.0458,32.9812,25.1398,R,,,,,,,,,,821,,
TWO SEATERS,CHEVROLET,CORVETTE,5.7,8,Auto(L4),R,17,25,19,18.5,31.5,22.7193,P,,,,,,,,,,1026,,CLKUP
TWO SEATERS,CHEVROLET,CORVETTE,5.7,8,Manual(M6),R,18,28,22,20.5112,36.0095,25.438,P,,,,,,,,,,887,,
TWO SEATERS,FERRARI,FERRARI 550 MARANELLO,5.5,12,Manual(M6),R,9,14,11,10,18,12.5,P,G,,,,,,,,,1773,,
TWO SEATERS,FERRARI,FERRARI F355/355 F1,3.5,8,Auto(A6),R,10,14,11,10.9991,17.9728,13.3259,P,G,,,,,,,,,1773,,3MODE
TWO SEATERS,FERRARI,FERRARI F355/355 F1,3.5,8,Manual(M6),R,10,15,12,11.1,19.6,13.7914,P,G,,,,,,,,,1624,,
TWO SEATERS,LAMBORGHINI,DB132/144 DIABLO,5.7,12,Manual(M5),4,10,13,11,10.9,17.3,13.077,P,G,,,,,,,,,1773,,
TWO SEATERS,MAZDA,MX-5 MIATA,1.8,4,Auto(L4),R,23,28,25,25.3,36.3,29.2947,R,,,,,,,,,,690,,CLKUP
TWO SEATERS,MAZDA,MX-5 MIATA,1.8,4,Manual(M5),R,25,29,27,28.0538,37.6,31.6723,R,,,,,,,,,,638,,
TWO SEATERS,MERCEDES-BENZ,SL500,5.0,8,Auto(L5),R,16,23,19,17.9305,29.2617,21.7144,P,G,,,,,,,,,1026,,EMS 2MODE CLKUP
TWO SEATERS,MERCEDES-BENZ,SL600,6.0,12,Auto(L5),R,13,19,15,14.3679,24.0999,17.5586,P,G,,,,,,,,,1301,,EMS 2MODE CLKUP
TWO SEATERS,MERCEDES-BENZ,SLK230 KOMPRESSOR,2.3,4,Auto(L5),R,22,30,25,24.0384,38.0319,28.8083,P,,,S,,,,,,,780,,EMS 2MODE CLKUP
TWO SEATERS,MERCEDES-BENZ,SLK230 KOMPRESSOR,2.3,4,Manual(M5),R,21,30,24,23.5502,39.0054,28.6605,P,,,S,,,,,,,780,,EMS
TWO SEATERS,PLYMOUTH,PROWLER,3.5,6,Auto(L4),R,17,23,19,19,29.5,22.6236,P,,,,,,,,,,1026,,VMODE CLKUP
TWO SEATERS,PORSCHE,BOXSTER,2.5,6,Auto(A5),R,17,24,19,18.3899,30.623,22.4202,P,,,,,,,,,,1026,,2MODE
TWO SEATERS,PORSCHE,BOXSTER,2.5,6,Manual(M5),R,19,26,22,21.2,33.9499,25.5114,P,,,,,,,,,,887,,
MINICOMPACT CARS,BMW,323I CONVERTIBLE,2.5,6,Auto(L4),R,19,27,22,21.2,34.6465,25.686,R,,,,74,9,,,,,785,,
MINICOMPACT CARS,BMW,323I CONVERTIBLE,2.5,6,Manual(M5),R,21,31,24,22.9,39.3,28.1945,R,,,,74,9,,,,,719,,
MINICOMPACT CARS,BMW,328I CONV,2.8,6,Auto(L4),R,20,27,23,22,34.7,26.3378,R,,,,74,9,,,,,750,,
MINICOMPACT CARS,BMW,328I CONV,2.8,6,Manual(M5),R,20,29,23,22.3,37.2,27.2031,R,,,,74,9,,,,,750,,
MINICOMPACT CARS,BMW,M3 CONVERTIBLE,3.2,6,Auto(L5),R,17,25,20,19.2,32.1,23.4387,R,,,,74,9,,,,,862,,
MINICOMPACT CARS,BMW,M3 CONVERTIBLE,3.2,6,Manual(M5),R,19,26,22,21.3353,33.7663,25.5717,R,,,,74,9,,,,,785,,
MINICOMPACT CARS,JAGUAR,JAGUAR XK8 CONVERTIBLE,4.0,8,Auto(L5),R,17,24,20,18.4316,30.708,22.4748,P,,,,70,10,,,,,1026,,2MODE
MINICOMPACT CARS,MERCEDES-BENZ,CLK320CABRIOLET,3.2,6,Auto(L5),R,19,28,22,21.6242,35.2966,26.1893,P,,,,76,6,,,,,887,,EMS 2MODE CLKUP
MINICOMPACT CARS,MITSUBISHI,MITSUBISHI ECLIPSE CONVERT.,2.0,4,Auto(L4),F,20,27,23,22.3,34,26.3859,P,,T,,,,,,74,5,848,DOHC-TC,CLKUP
MINICOMPACT CARS,MITSUBISHI,MITSUBISHI ECLIPSE CONVERT.,2.0,4,Manual(M5),F,23,31,26,25.5,40.1,30.4966,P,,T,,,,,,74,5,751,DOHC-TC,
MINICOMPACT CARS,MITSUBISHI,MITSUBISHI ECLIPSE CONVERT.,2.4,4,Auto(L4),F,21,28,23,22.7982,36.0809,27.3249,R,,,,,,,,74,5,750,SOHC,CLKUP
MINICOMPACT CARS,MITSUBISHI,MITSUBISHI ECLIPSE CONVERT.,2.4,4,Manual(M5),F,22,30,25,24.3428,37.9345,29.0221,R,,,,,,,,74,5,690,SOHC,
MINICOMPACT CARS,PORSCHE,911 CARRERA,3.4,6,Auto(A5),R,16,25,19,18.2213,32.3493,22.6783,P,,,,70,5,,,,,1026,,2MODE
MINICOMPACT CARS,PORSCHE,911 CARRERA,3.4,6,Manual(M6),R,17,25,20,18.9,32.1,23.1915,P,,,,70,5,,,,,975,,
MINICOMPACT CARS,TOYOTA,CELICA CONVERTIBLE,2.2,4,Auto(L4),F,23,30,26,25.4895,38.1593,29.9668,R,,,,67,7,,,,,664,,CLKUP
MINICOMPACT CARS,TOYOTA,CELICA CONVERTIBLE,2.2,4,Manual(M5),F,22,28,24,24.3276,35.9048,28.4566,R,,,,67,7,,,,,719,,
MINICOMPACT CARS,TOYOTA,PASEO,1.5,4,Auto(L4),F,27,32,29,30.2,41.099,34.2923,R,,,,74,8,,,,,595,,CLKUP
MINICOMPACT CARS,TOYOTA,PASEO,1.5,4,Manual(M5),F,33,41,36,36.2725,52.2473,42.0594,R,,,,74,8,,,,,480,,
MINICOMPACT CARS,TOYOTA,PASEO CONVERTIBLE,1.5,4,Auto(L4),F,27,32,29,30.2,41.099,34.2923,R,,,,64,7,,,,,595,,CLKUP
MINICOMPACT CARS,TOYOTA,PASEO CONVERTIBLE,1.5,4,Manual(M5),F,33,41,36,36.2725,52.2473,42.0594,R,,,,64,7,,,,,480,,
SUBCOMPACT CARS,ACURA,2.3CL/3.0CL,2.3,4,Auto(L4),F,22,30,25,24.7,38,29.3175,R,,,,85,12,,,,,690,VTEC,CLKUP
SUBCOMPACT CARS,ACURA,2.3CL/3.0CL,2.3,4,Manual(M5),F,24,31,27,27,40.3,31.7092,R,,,,85,12,,,,,638,VTEC,
SUBCOMPACT CARS,ACURA,2.3CL/3.0CL,3.0,6,Auto(L4),F,20,28,23,21.7454,35.8907,26.4335,R,,,,85,12,,,,,750,VTEC,CLKUP
SUBCOMPACT CARS,ACURA,INTEGRA,1.8,4,Auto(L4),F,24,32,27,27.1786,40.5673,31.9191,R,,,,,,83,12,77,13,638,,CLKUP
SUBCOMPACT CARS,ACURA,INTEGRA,1.8,4,Manual(M5),F,25,32,28,27.9,40.4,32.4129,R,,,,,,83,12,77,13,616,,
SUBCOMPACT CARS,ACURA,INTEGRA,1.8,4,Manual(M5),F,25,31,27,28.1634,39.1409,32.2312,P,,,,,,83,12,77,13,722,DOHC-VTEC,
SUBCOMPACT CARS,BENTLEY,BENTLEY AZURE,6.8,8,Auto(L4),R,11,16,13,12.3,20,14.8775,P,G,T,,82,7,,,,,1500,L410MT2,EMS 2MODE CLKUP
SUBCOMPACT CARS,BENTLEY,BENTLEY CONTINENTAL SC,6.8,8,Auto(L4),R,11,16,13,12.3,20,14.8775,P,G,T,,85,7,,,,,1500,L410MT2,EMS 2MODE CLKUP
SUBCOMPACT CARS,BENTLEY,BENTLEY CONTINENTAL T,6.8,8,Auto(L4),R,11,16,13,12.3988,20.2547,15.0204,P,G,T,,85,12,,,,,1500,L410MT2,EMS 2MODE CLKUP
SUBCOMPACT CARS,BMW,323IS,2.5,6,Auto(L4),R,19,27,22,21.2,34.6465,25.686,R,,,,82,9,,,,,785,,
SUBCOMPACT CARS,BMW,323IS,2.5,6,Manual(M5),R,21,31,24,22.9,39.3,28.1945,R,,,,82,9,,,,,719,,
SUBCOMPACT CARS,BMW,328IS,2.8,6,Auto(L4),R,20,27,23,22,34.7,26.3378,R,,,,82,9,,,,,750,,
SUBCOMPACT CARS,BMW,328IS,2.8,6,Manual(M5),R,20,29,23,22.3,37.2,27.2031,R,,,,82,9,,,,,750,,
SUBCOMPACT CARS,BMW,M3,3.2,6,Manual(M5),R,19,26,22,21.3353,33.7663,25.5717,R,,,,82,9,86,10,,,785,,
SUBCOMPACT CARS,CHEVROLET,CAMARO,3.8,6,Auto(L4),R,19,29,22,21.0452,36.9304,26.0965,R,,,,85,12,,,82,12,785,,CLKUP
SUBCOMPACT CARS,CHEVROLET,CAMARO,3.8,6,Manual(M5),R,19,30,23,21.3817,38.8202,26.799,R,,,,85,12,,,82,12,750,,
SUBCOMPACT CARS,CHEVROLET,CAMARO,5.7,8,Auto(L4),R,17,24,20,18.6808,31.4018,22.8455,P,,,,85,12,,,82,12,975,,CLKUP
SUBCOMPACT CARS,CHEVROLET,CAMARO,5.7,8,Manual(M6),R,19,28,22,20.556,36.0856,25.493,P,,,,85,12,,,82,12,887,,
SUBCOMPACT CARS,CHEVROLET,CAVALIER,2.2,4,Auto(L3),F,23,29,25,25.1,36.9,29.3191,R,,,,85,12,92,13,,,690,,CLKUP
SUBCOMPACT CARS,CHEVROLET,CAVALIER,2.2,4,Auto(L4),F,23,31,26,25.7476,39.799,30.611,R,,,,85,12,92,13,,,664,,CLKUP
SUBCOMPACT CARS,CHEVROLET,CAVALIER,2.2,4,Manual(M5),F,24,34,28,26.6,43.6,32.2604,R,,,,85,12,92,13,,,616,,SIL
SUBCOMPACT CARS,CHEVROLET,CAVALIER,2.4,4,Auto(L4),F,22,30,25,24.5,39.1,29.4482,R,,,,85,12,92,13,,,690,,CLKUP
SUBCOMPACT CARS,CHEVROLET,CAVALIER,2.4,4,Manual(M5),F,23,33,26,25.1,42.5,30.7687,R,,,,85,12,92,13,,,664,,SIL
SUBCOMPACT CARS,CHEVROLET,METRO,1.0,3,Manual(M5),F,41,47,43,45.3,59.7,50.8157,R,,,,,,80,10,77,8,402,,SIL
SUBCOMPACT CARS,CHEVROLET,METRO,1.3,4,Auto(A3),F,30,34,32,33.4381,44.0944,37.5183,R,,,,,,80,10,77,8,538,,
SUBCOMPACT CARS,CHEVROLET,METRO,1.3,4,Manual(M5),F,39,43,41,43.2429,54.9375,47.8241,R,,,,,,80,10,77,8,421,,SIL
SUBCOMPACT CARS,FERRARI,FERRARI 456 MGT/MGTA,5.5,12,Auto(L4),R,10,15,11,10.6991,19.1,13.3393,P,G,,,87,7,,,,,1773,,CLKUP
SUBCOMPACT CARS,FERRARI,FERRARI 456 MGT/MGTA,5.5,12,Manual(M6),R,10,16,12,10.9,20.6,13.8306,P,G,,,87,7,,,,,1624,,
SUBCOMPACT CARS,FORD,ESCORT ZX2,2.0,4,Auto(L4),F,25,33,28,27.814,41.7259,32.7237,R,,,,81,12,,,,,616,,CLKUP
SUBCOMPACT CARS,FORD,ESCORT ZX2,2.0,4,Manual(M5),F,25,33,28,28.2217,42.4845,33.2439,R,,,,81,12,,,,,616,,
SUBCOMPACT CARS,FORD,MUSTANG,3.8,6,Auto(L4),R,20,27,22,21.8347,34.8985,26.2579,R,,,,83,11,,,,,785,3.8N,CLKUP
SUBCOMPACT CARS,FORD,MUSTANG,3.8,6,Manual(M5),R,20,29,23,21.9,37.1,26.8503,R,,,,83,11,,,,,750,,
SUBCOMPACT CARS,FORD,MUSTANG,4.6,8,Auto(L4),R,17,23,20,19.1969,29.9694,22.9012,R,,,,83,11,,,,,862,,CLKUP
SUBCOMPACT CARS,FORD,MUSTANG,4.6,8,Manual(M5),R,17,24,20,18.7035,31.0806,22.787,R,,,,83,11,,,,,862,,
SUBCOMPACT CARS,HONDA,CIVIC,1.6,4,Auto(L4),F,28,35,31,31.1163,45.0923,36.1596,R,,,,85,12,90,9,86,13,557,,CLKUP
SUBCOMPACT CARS,HONDA,CIVIC,1.6,4,Auto(L4),F,28,35,30,30.7,44.3,35.621,R,,,,85,12,90,9,86,13,574,SOHC-VTEC,CLKUP
SUBCOMPACT CARS,HONDA,CIVIC,1.6,4,Manual(M5),F,32,37,34,35.231,47.5594,39.8833,R,,,,85,12,90,9,86,13,507,,
SUBCOMPACT CARS,HONDA,CIVIC,1.6,4,Manual(M5),F,29,35,32,32.3,45,36.9989,R,,,,85,12,90,9,86,13,538,SOHC-VTEC,
SUBCOMPACT CARS,HONDA,CIVIC,1.6,4,Manual(M5),F,26,31,28,28.6,40.1,32.8378,P,,,,85,12,90,9,86,13,696,DOHC-VTEC,
SUBCOMPACT CARS,HONDA,CIVIC HX,1.6,4,Auto(AV),F,34,38,36,37.4625,48.7866,41.832,R,,,,85,12,,,,,480,VTEC-E,CLKUP
SUBCOMPACT CARS,HONDA,CIVIC HX,1.6,4,Manual(M5),F,35,43,38,38.6058,54.742,44.5099,R,,,,85,12,,,,,454,VTEC-E,
SUBCOMPACT CARS,HONDA,PRELUDE,2.2,4,Auto(L4),F,21,26,23,23.2931,33.9482,27.1241,P,,,,78,9,,,,,848,DOHC-VTEC,2MODE CLKUP
SUBCOMPACT CARS,HONDA,PRELUDE,2.2,4,Manual(M5),F,22,27,24,24.6271,34.104,28.1468,P,,,,78,9,,,,,813,DOHC-VTEC,
SUBCOMPACT CARS,HYUNDAI,ACCENT,1.5,4,Auto(L4),F,26,36,30,29.0814,45.4607,34.7088,R,,,,,,,,88,9,574,,2MODE CLKUP
SUBCOMPACT CARS,HYUNDAI,ACCENT,1.5,4,Manual(M5),F,28,37,32,31.2239,47.8394,37.008,R,,,,,,,,88,9,538,,
SUBCOMPACT CARS,HYUNDAI,TIBURON,2.0,4,Auto(L4),F,22,29,25,24.5879,37.7285,29.1579,R,,,,80,13,,,,,690,,2MODE CLKUP
SUBCOMPACT CARS,HYUNDAI,TIBURON,2.0,4,Manual(M5),F,22,31,26,24.9114,39.8146,29.9575,R,,,,80,13,,,,,664,,
SUBCOMPACT CARS,JAGUAR,JAGUAR XK8,4.0,8,Auto(L5),R,17,25,20,18.7984,31.6499,23.0013,P,,,,75,11,,,,,975,,2MODE
SUBCOMPACT CARS,LEXUS,SC 300/SC 400,3.0,6,Auto(L4),R,19,24,21,20.8499,30.5453,24.3242,P,,,,,,85,9,,,928,,2MODE CLKUP
SUBCOMPACT CARS,LEXUS,SC 300/SC 400,4.0,8,Auto(L5),R,18,25,21,20.398,31.8972,24.3479,P,,,,,,85,9,,,928,,CLKUP
SUBCOMPACT CARS,MERCEDES-BENZ,CLK320,3.2,6,Auto(L5),R,21,29,24,22.8411,36.7347,27.5259,P,,,,81,11,,,,,813,,EMS 2MODE CLKUP
SUBCOMPACT CARS,MERCEDES-BENZ,CLK430,4.3,8,Auto(L5),R,18,25,21,20.3499,31.5972,24.2313,P,,,,80,11,,,,,928,,EMS 2MODE CLKUP
SUBCOMPACT CARS,MITSUBISHI,MITSUBISHI 3000GT,3.0,6,Auto(L4),F,18,23,20,20.4,29.6499,23.7316,R,,,,,,,,82,11,862,SOHC,2MODE CLKUP
SUBCOMPACT CARS,MITSUBISHI,MITSUBISHI 3000GT,3.0,6,Auto(L4),F,18,24,20,19.9,30.8,23.6694,R,,,,,,,,82,11,862,DOHC,2MODE CLKUP
SUBCOMPACT CARS,MITSUBISHI,MITSUBISHI 3000GT,3.0,6,Manual(M5),F,19,24,21,20.9,31.1,24.5187,R,,,,,,,,82,11,821,SOHC,
SUBCOMPACT CARS,MITSUBISHI,MITSUBISHI 3000GT,3.0,6,Manual(M5),F,19,25,21,21.2,31.7,24.9134,R,,,,,,,,82,11,821,DOHC,
SUBCOMPACT CARS,MITSUBISHI,MITSUBISHI 3000GT,3.0,6,Manual(M6),4,18,24,20,19.6,31.2,23.5381,P,,,,,,,,82,11,975,DOHC TURBO,
SUBCOMPACT CARS,MITSUBISHI,MITSUBISHI ECLIPSE,2.0,4,Auto(L4),F,20,27,23,22.5,34.2,26.5941,P,,T,,,,,,79,15,848,DOHC-TC,CLKUP
SUBCOMPACT CARS,MITSUBISHI,MITSUBISHI ECLIPSE,2.0,4,Auto(L4),4,19,25,21,21.3,31.8,25.0172,P,,T,,,,,,79,15,928,DOHC-TC,CLKUP
SUBCOMPACT CARS,MITSUBISHI,MITSUBISHI ECLIPSE,2.0,4,Auto(L4),F,21,30,24,22.9,38.6,28.0304,R,,,,,,,,79,15,719,DOHC,CLKUP
SUBCOMPACT CARS,MITSUBISHI,MITSUBISHI ECLIPSE,2.0,4,Manual(M5),F,22,33,26,24.7996,41.5365,30.2924,R,,,,,,,,79,15,664,DOHC,
SUBCOMPACT CARS,MITSUBISHI,MITSUBISHI ECLIPSE,2.0,4,Manual(M5),4,21,28,24,23.7,35.6,27.8962,P,,T,,,,,,79,15,813,DOHC-TC,
SUBCOMPACT CARS,MITSUBISHI,MITSUBISHI ECLIPSE,2.0,4,Manual(M5),F,23,31,26,25.7,40.2,30.6797,P,,T,,,,,,79,15,751,DOHC-TC,
SUBCOMPACT CARS,MITSUBISHI,MITSUBISHI MIRAGE,1.5,4,Auto(L4),F,28,36,31,31.5509,45.5484,36.6143,R,,,,86,11,91,11,,,557,SOHC,CLKUP
SUBCOMPACT CARS,MITSUBISHI,MITSUBISHI MIRAGE,1.5,4,Manual(M5),F,33,40,36,36.5185,51.1662,41.9186,R,,,,86,11,91,11,,,480,SOHC,
SUBCOMPACT CARS,MITSUBISHI,MITSUBISHI MIRAGE,1.8,4,Auto(L4),F,26,33,29,28.8605,42.1353,33.6281,R,,,,86,11,91,11,,,595,SOHC,CLKUP
SUBCOMPACT CARS,MITSUBISHI,MITSUBISHI MIRAGE,1.8,4,Manual(M5),F,28,36,31,31.5375,46.5584,36.8938,R,,,,86,11,91,11,,,557,SOHC,
SUBCOMPACT CARS,NISSAN,SENTRA/200SX,1.6,4,Auto(L4),F,27,36,30,29.7,46.0876,35.3575,R,,,,84,10,87,11,,,574,,CLKUP
SUBCOMPACT CARS,NISSAN,SENTRA/200SX,1.6,4,Manual(M5),F,29,39,33,32.5365,49.5091,38.4714,R,,,,84,10,87,11,,,523,,
SUBCOMPACT CARS,NISSAN,SENTRA/200SX,2.0,4,Auto(L4),F,23,30,26,25.5499,37.9,29.9403,R,,,,84,10,87,11,,,664,,CLKUP
SUBCOMPACT CARS,NISSAN,SENTRA/200SX,2.0,4,Manual(M5),F,23,31,26,25.2202,39.1205,30.0202,R,,,,84,10,87,11,,,664,,
SUBCOMPACT CARS,PONTIAC,FIREBIRD/TRANS AM,3.8,6,Auto(L4),R,19,29,22,21.1292,36.9865,26.1801,R,,,,84,12,,,84,12,785,,CLKUP
SUBCOMPACT CARS,PONTIAC,FIREBIRD/TRANS AM,3.8,6,Manual(M5),R,19,30,23,21.3901,38.8567,26.814,R,,,,84,12,,,84,12,750,,
SUBCOMPACT CARS,PONTIAC,FIREBIRD/TRANS AM,5.7,8,Auto(L4),R,18,24,20,19.9,30.8,23.6694,P,,,,84,12,,,84,12,975,,CLKUP
SUBCOMPACT CARS,PONTIAC,FIREBIRD/TRANS AM,5.7,8,Manual(M6),R,19,28,22,20.8,36.5,25.7924,P,,,,84,12,,,84,12,887,,
SUBCOMPACT CARS,PONTIAC,SUNFIRE,2.2,4,Auto(L3),F,23,29,25,25.1,36.9,29.3191,R,,,,85,11,90,13,,,690,,CLKUP
SUBCOMPACT CARS,PONTIAC,SUNFIRE,2.2,4,Auto(L4),F,23,31,26,25.7476,39.799,30.611,R,,,,85,11,90,13,,,664,,CLKUP
SUBCOMPACT CARS,PONTIAC,SUNFIRE,2.2,4,Manual(M5),F,24,34,28,26.6,43.6,32.2604,R,,,,85,11,90,13,,,616,,SIL
SUBCOMPACT CARS,PONTIAC,SUNFIRE,2.4,4,Auto(L4),F,22,30,25,24.5,39.1,29.4482,R,,,,85,11,90,13,,,690,,CLKUP
SUBCOMPACT CARS,PONTIAC,SUNFIRE,2.4,4,Manual(M5),F,23,33,26,25.1,42.5,30.7687,R,,,,85,11,90,13,,,664,,SIL
SUBCOMPACT CARS,SAAB,SAAB 9-3 CONVERTIBLE,2.0,4,Auto(L4),F,19,25,21,20.8995,31.7436,24.6959,R,,T,,80,13,,,,,821,B204L3,2MODE
SUBCOMPACT CARS,SAAB,SAAB 9-3 CONVERTIBLE,2.0,4,Manual(M5),F,20,27,23,22.5982,34.4896,26.7482,R,,T,,80,13,,,,,750,B2O4L3,SIL
SUBCOMPACT CARS,SAAB,SAAB 9-3 CONVERTIBLE,2.0,4,Manual(M5),F,19,27,22,21.6,34.5,25.9697,P,,T,,80,13,,,,,887,B2O4R3,SIL
SUBCOMPACT CARS,SATURN,SC,1.9,4,Auto(L4),F,27,37,30,29.5407,46.824,35.4248,R,,,,84,11,,,,,574,SOHC,CLKUP
SUBCOMPACT CARS,SATURN,SC,1.9,4,Auto(L4),F,25,35,29,27.9828,44.8799,33.6908,R,,,,84,11,,,,,595,DOHC,CLKUP
SUBCOMPACT CARS,SATURN,SC,1.9,4,Manual(M5),F,27,38,31,29.8,48.2,35.981,R,,,,84,11,,,,,557,DOHC,SIL
SUBCOMPACT CARS,SATURN,SC,1.9,4,Manual(M5),F,29,40,33,32.2,51.1,38.6294,R,,,,84,11,,,,,523,SOHC,SIL
SUBCOMPACT CARS,SUBARU,IMPREZA AWD,2.2,4,Auto(L4),4,23,29,25,25.1002,37.3344,29.4417,R,,,,,,84,11,,,690,,CLKUP
SUBCOMPACT CARS,SUBARU,IMPREZA AWD,2.2,4,Manual(M5),4,22,29,25,24.8393,37.5238,29.2956,R,,,,,,84,11,,,690,,
SUBCOMPACT CARS,SUBARU,IMPREZA AWD,2.5,4,Auto(L4),4,22,28,25,24.7567,35.8985,28.7757,R,,,,,,84,11,,,690,SOHC,CLKUP
SUBCOMPACT CARS,SUBARU,IMPREZA AWD,2.5,4,Manual(M5),4,22,29,24,24.2792,36.6349,28.6234,R,,,,,,84,11,,,719,SOHC,
SUBCOMPACT CARS,SUZUKI,ESTEEM,1.6,4,Auto(L4),F,27,34,30,30.2,43.4,34.9888,R,,,,,,86,12,,,574,,CLKUP
SUBCOMPACT CARS,SUZUKI,ESTEEM,1.6,4,Manual(M5),F,30,37,33,33.6,47.1,38.5755,R,,,,,,86,12,,,523,,
SUBCOMPACT CARS,SUZUKI,ESTEEM,2.0,4,Manual(M5),F,28,35,31,31.4,44.4,36.165,R,,,,,,86,12,,,557,,
SUBCOMPACT CARS,SUZUKI,SWIFT,1.3,4,Auto(A3),F,30,34,32,33.4381,44.0944,37.5183,R,,,,,,,,77,8,538,,
SUBCOMPACT CARS,SUZUKI,SWIFT,1.3,4,Manual(M5),F,39,43,41,43.2429,54.9375,47.8241,R,,,,,,,,77,8,421,,SIL
SUBCOMPACT CARS,TOYOTA,CELICA,2.2,4,Auto(L4),F,22,28,25,24.8471,35.7803,28.8084,R,,,,78,10,,,77,16,690,,CLKUP
SUBCOMPACT CARS,TOYOTA,CELICA,2.2,4,Manual(M5),F,22,28,24,24.3276,35.9048,28.4566,R,,,,78,10,,,77,16,719,,
SUBCOMPACT CARS,TOYOTA,TERCEL,1.5,4,Auto(L3),F,29,33,31,32.7,42.2,36.386,R,,,,81,9,80,9,,,557,,CLKUP
SUBCOMPACT CARS,TOYOTA,TERCEL,1.5,4,Auto(L4),F,30,37,33,32.9,47.7,38.239,R,,,,81,9,80,9,,,523,,CLKUP
SUBCOMPACT CARS,TOYOTA,TERCEL,1.5,4,Manual(M5),F,32,40,35,35.8932,51.5664,41.5803,R,,,,81,9,80,9,,,493,,
SUBCOMPACT CARS,VOLKSWAGEN,CABRIO,2.0,4,Auto(L4),F,22,28,24,23.9411,36.1524,28.2324,R,,,,82,8,,,,,719,,CLKUP
SUBCOMPACT CARS,VOLKSWAGEN,CABRIO,2.0,4,Manual(M5),F,24,31,27,26.3178,39.8986,31.0781,R,,,,82,8,,,,,638,,
SUBCOMPACT CARS,VOLKSWAGEN,NEW BEETLE,1.9,4,Auto(L4),F,34,45,38,37.8885,57.2229,44.6822,D,,T,,,,,,87,12,434,,CLKUP
SUBCOMPACT CARS,VOLKSWAGEN,NEW BEETLE,1.9,4,Manual(M5),F,42,49,45,46.4177,62.875,52.615,D,,T,,,,,,87,12,366,,
SUBCOMPACT CARS,VOLKSWAGEN,NEW BEETLE,2.0,4,Auto(L4),F,22,28,24,24.6475,35.6478,28.6221,R,,,,,,,,87,12,719,,CLKUP
SUBCOMPACT CARS,VOLKSWAGEN,NEW BEETLE,2.0,4,Manual(M5),F,24,31,27,26.7404,39.2508,31.218,R,,,,,,,,87,12,638,,
SUBCOMPACT CARS,VOLVO,C70 CONVERTIBLE,2.3,5,Auto(L4),F,19,26,22,21.5681,33.8032,25.7646,P,,T,,88,8,,,,,887,,CLKUP
SUBCOMPACT CARS,VOLVO,C70 CONVERTIBLE,2.3,5,Manual(M5),F,20,27,22,21.9669,34.3669,26.2249,P,,T,,88,8,,,,,887,,
SUBCOMPACT CARS,VOLVO,C70 CONVERTIBLE,2.4,5,Auto(L4),F,19,27,22,21.1135,34.204,25.5063,P,,T,,88,8,,,,,887,,CLKUP
COMPACT CARS,AUDI,A4,1.8,4,Auto(L5),F,21,31,24,22.9787,39.5937,28.3281,P,,T,,,,88,14,,,813,,CLKUP
COMPACT CARS,AUDI,A4,1.8,4,Manual(M5),F,23,32,26,25.9,40.7,30.9674,P,,T,,,,88,14,,,751,,
COMPACT CARS,AUDI,A4,2.8,6,Auto(L5),F,18,29,22,19.982,37.2494,25.249,P,,,,,,88,14,,,887,,CLKUP
COMPACT CARS,AUDI,A4,2.8,6,Manual(M5),F,20,29,23,22,37,26.9091,P,,,,,,88,14,,,848,,
COMPACT CARS,AUDI,A4 QUATTRO,1.8,4,Auto(L5),4,18,27,21,20.4074,34.8041,25.0749,P,,T,,,,88,14,,,928,,CLKUP
COMPACT CARS,AUDI,A4 QUATTRO,1.8,4,Manual(M5),4,21,29,24,23.5426,36.9427,28.1349,P,,T,,,,88,14,,,813,,
COMPACT CARS,AUDI,A4 QUATTRO,2.8,6,Auto(L5),4,17,27,21,19.4283,34.9482,24.2804,P,,,,,,88,14,,,928,,CLKUP
