Class,Manufacturer,carline name,displ,cyl,trans,drv,cty,hwy,cmb,ucty,uhwy,ucmb,fl,G,T,S,2pv,2lv,4pv,4lv,hpv,hlv,fcost,eng dscr,trans dscr
STANDARD PICKUP TRUCKS 2WD,FORD,RANGER FFV - 2WD,3.0,6,Auto(L4),R,17,22,19,18.4,28.003,21.7575,R,,,,,,,,,,907,FFV,CLKUP
STANDARD PICKUP TRUCKS 2WD,FORD,RANGER FFV - 2WD,3.0,6,Manual(M5),R,18,23,20,19.5924,29.4337,23.0624,R,,,,,,,,,,862,FFV,
STANDARD PICKUP TRUCKS 2WD,FORD,RANGER PICKUP 2WD,2.5,4,Auto(L4),R,20,25,22,22.2316,31.491,25.6218,R,,,,,,,,,,785,,CLKUP
STANDARD PICKUP TRUCKS 2WD,FORD,RANGER PICKUP 2WD,2.5,4,Manual(M5),R,22,27,24,23.8915,34.1048,27.6126,R,,,,,,,,,,719,,
STANDARD PICKUP TRUCKS 2WD,FORD,RANGER PICKUP 2WD,4.0,6,Auto(L5),R,16,21,18,17.7899,26.9894,21.013,R,,,,,,,,,,959,,CLKUP
STANDARD PICKUP TRUCKS 2WD,FORD,RANGER PICKUP 2WD,4.0,6,Manual(M5),R,17,22,19,19.274,28.4188,22.5376,R,,,,,,,,,,907,,
STANDARD PICKUP TRUCKS 2WD,GMC,C1500 SIERRA 2WD,4.3,6,Auto(L4),R,16,20,18,17.901,25.6162,20.7076,R,,,,,,,,,,959,,CLKUP
STANDARD PICKUP TRUCKS 2WD,GMC,C1500 SIERRA 2WD,4.3,6,Manual(M5),R,17,23,19,18.8105,29.2441,22.4081,R,,,,,,,,,,907,,SIL
STANDARD PICKUP TRUCKS 2WD,GMC,C1500 SIERRA 2WD,4.8,8,Auto(L4),R,16,21,18,17.8794,26.4745,20.9384,R,,,,,,,,,,959,,CLKUP
STANDARD PICKUP TRUCKS 2WD,GMC,C1500 SIERRA 2WD,4.8,8,Manual(M5),R,16,20,17,17.2335,26.1556,20.3586,R,,,,,,,,,,1014,,SIL
STANDARD PICKUP TRUCKS 2WD,GMC,C1500 SIERRA 2WD,5.0,8,Auto(L4),R,15,19,16,16.1129,23.7782,18.8469,R,,,,,,,,,,1078,,CLKUP
STANDARD PICKUP TRUCKS 2WD,GMC,C1500 SIERRA 2WD,5.3,8,Auto(L4),R,16,20,17,17.2878,25.6721,20.2662,R,,,,,,,,,,1014,,CLKUP
STANDARD PICKUP TRUCKS 2WD,GMC,C1500 SIERRA 2WD,5.7,8,Auto(L4),R,14,18,16,15.5,23.7,18.3583,R,,,,,,,,,,1078,,CLKUP
STANDARD PICKUP TRUCKS 2WD,GMC,C2500 SIERRA 2WD,5.3,8,Auto(L4),R,15,19,17,16.9,24.8,19.7279,R,,,,,,,,,,1014,,CLKUP
STANDARD PICKUP TRUCKS 2WD,GMC,C2500 SIERRA 2WD,6.0,8,Auto(L4),R,12,16,13,13.3165,20.3089,15.758,R,,,,,,,,,,1327,,CLKUP
STANDARD PICKUP TRUCKS 2WD,MAZDA,B2500,2.5,4,Auto(L4),R,20,25,22,22.2316,31.491,25.6218,R,,,,,,,,,,785,,CLKUP
STANDARD PICKUP TRUCKS 2WD,MAZDA,B2500,2.5,4,Manual(M5),R,22,27,24,23.8915,34.1048,27.6126,R,,,,,,,,,,719,,
STANDARD PICKUP TRUCKS 2WD,MAZDA,B3000 FFV - 2WD,3.0,6,Auto(L4),R,17,22,19,18.4678,27.9343,21.7908,R,,,,,,,,,,907,FFV,CLKUP
STANDARD PICKUP TRUCKS 2WD,MAZDA,B3000 FFV - 2WD,3.0,6,Manual(M5),R,18,23,20,19.5924,29.4337,23.0624,R,,,,,,,,,,862,FFV,
STANDARD PICKUP TRUCKS 2WD,MAZDA,B4000,4.0,6,Auto(L5),R,16,22,18,18.2791,27.6011,21.5551,R,,,,,,,,,,959,,CLKUP
STANDARD PICKUP TRUCKS 2WD,MAZDA,B4000,4.0,6,Manual(M5),R,17,22,19,19.2744,28.4194,22.538,R,,,,,,,,,,907,,
STANDARD PICKUP TRUCKS 2WD,NISSAN,FRONTIER TRUCK 2WD,2.4,4,Auto(L4),R,20,24,21,21.7564,30.2633,24.9069,R,,,,,,,,,,821,,
STANDARD PICKUP TRUCKS 2WD,NISSAN,FRONTIER TRUCK 2WD,2.4,4,Manual(M5),R,22,26,24,24.7723,33.484,28.0573,R,,,,,,,,,,719,,
STANDARD PICKUP TRUCKS 2WD,TOYOTA,TOYOTA TACOMA 2WD,2.4,4,Auto(A4),R,21,24,22,23.735,30.6778,26.4263,R,,,,,,,,,,785,,
STANDARD PICKUP TRUCKS 2WD,TOYOTA,TOYOTA TACOMA 2WD,2.4,4,Manual(M5),R,22,27,24,24.3755,34.2564,28.0113,R,,,,,,,,,,719,,
STANDARD PICKUP TRUCKS 2WD,TOYOTA,TOYOTA TACOMA 2WD,2.7,4,Auto(L4),R,19,21,20,21.1,27.5,23.5682,R,,,,,,,,,,862,,2MODE CLKUP
STANDARD PICKUP TRUCKS 2WD,TOYOTA,TOYOTA TACOMA 2WD,3.4,6,Auto(L4),R,19,23,20,20.7169,29.7317,23.9902,R,,,,,,,,,,862,,2MODE CLKUP
STANDARD PICKUP TRUCKS 2WD,TOYOTA,TOYOTA TACOMA 2WD,3.4,6,Manual(M5),R,19,24,21,21.3958,30.7317,24.7839,R,,,,,,,,,,821,,
STANDARD PICKUP TRUCKS 4WD,CHEVROLET,K1500 PICKUP 4WD,5.0,8,Auto(L4),4,14,18,16,15.6,22.8,18.184,R,,,,,,,,,,1078,,CLKUP
STANDARD PICKUP TRUCKS 4WD,CHEVROLET,K1500 PICKUP 4WD,5.7,8,Auto(L4),4,13,17,15,14.9,21.8,17.3747,R,,,,,,,,,,1151,,CLKUP
STANDARD PICKUP TRUCKS 4WD,CHEVROLET,K1500 SILVERADO 4WD,4.3,6,Auto(L4),4,16,20,18,17.8,25.7,20.6575,R,,,,,,,,,,959,,CLKUP
STANDARD PICKUP TRUCKS 4WD,CHEVROLET,K1500 SILVERADO 4WD,4.3,6,Manual(M5),4,15,18,16,16.2,22.5,18.5355,R,,,,,,,,,,1078,,SIL
STANDARD PICKUP TRUCKS 4WD,CHEVROLET,K1500 SILVERADO 4WD,4.8,8,Auto(L4),4,15,18,16,16.8089,23.1632,19.1761,R,,,,,,,,,,1078,,CLKUP
STANDARD PICKUP TRUCKS 4WD,CHEVROLET,K1500 SILVERADO 4WD,4.8,8,Manual(M5),4,15,19,16,16.6,24.2,19.3321,R,,,,,,,,,,1078,,SIL
STANDARD PICKUP TRUCKS 4WD,CHEVROLET,K1500 SILVERADO 4WD,5.3,8,Auto(L4),4,15,18,16,16.3553,22.6555,18.6948,R,,,,,,,,,,1078,,CLKUP
STANDARD PICKUP TRUCKS 4WD,CHEVROLET,S10 PICKUP 4WD,4.3,6,Auto(L4),4,16,21,18,17.9,26.7,21.0172,R,,,,,,,,,,959,,CLKUP
STANDARD PICKUP TRUCKS 4WD,CHEVROLET,S10 PICKUP 4WD,4.3,6,Manual(M5),4,17,21,18,18.3964,27.4924,21.6145,R,,,,,,,,,,959,,SIL
STANDARD PICKUP TRUCKS 4WD,DODGE,DAKOTA PICKUP 4WD,3.9,6,Auto(L4),4,14,18,16,15.9891,23.2771,18.6113,R,,,,,,,,,,1078,,
STANDARD PICKUP TRUCKS 4WD,DODGE,DAKOTA PICKUP 4WD,3.9,6,Manual(M5),4,15,19,17,16.8924,24.592,19.6627,R,,,,,,,,,,1014,,SIL
STANDARD PICKUP TRUCKS 4WD,DODGE,DAKOTA PICKUP 4WD,5.2,8,Auto(L4),4,13,16,14,14.5576,21.0437,16.9019,R,,,,,,,,,,1232,,CLKUP
STANDARD PICKUP TRUCKS 4WD,DODGE,DAKOTA PICKUP 4WD,5.2,8,Manual(M5),4,13,18,15,14.9,22.5,17.5708,R,,,,,,,,,,1151,,SIL
STANDARD PICKUP TRUCKS 4WD,DODGE,RAM 1500 PICKUP 4WD,5.2,8,Auto(L4),4,12,16,14,13.7885,21.1193,16.341,R,,,,,,,,,,1232,,CLKUP
STANDARD PICKUP TRUCKS 4WD,DODGE,RAM 1500 PICKUP 4WD,5.2,8,Manual(M5),4,13,17,14,14.275,21.6904,16.8704,R,,,,,,,,,,1232,,SIL
STANDARD PICKUP TRUCKS 4WD,DODGE,RAM 1500 PICKUP 4WD,5.9,8,Auto(L4),4,12,16,13,13.0466,20.5152,15.6027,R,,,,,,,,,,1327,,CLKUP
STANDARD PICKUP TRUCKS 4WD,FORD,F150 PICKUP 4WD,4.2,6,Auto(L4),4,15,18,16,16.3889,22.7436,18.7459,R,,,,,,,,,,1078,,CLKUP
STANDARD PICKUP TRUCKS 4WD,FORD,F150 PICKUP 4WD,4.2,6,Manual(M5),4,15,18,16,16.2,23,18.6861,R,,,,,,,,,,1078,,
STANDARD PICKUP TRUCKS 4WD,FORD,F150 PICKUP 4WD,4.6,8,Auto(L4),4,14,17,15,15.0301,21.4275,17.3629,R,,,,,,,,,,1151,,CLKUP
STANDARD PICKUP TRUCKS 4WD,FORD,F150 PICKUP 4WD,4.6,8,Manual(M5),4,14,17,15,15,22,17.5066,R,,,,,,,,,,1151,,
STANDARD PICKUP TRUCKS 4WD,FORD,F150 PICKUP 4WD,5.4,8,Auto(L4),4,13,16,14,14.0389,20.4207,16.3364,R,,,,,,,,,,1232,,CLKUP
STANDARD PICKUP TRUCKS 4WD,FORD,F250 PICKUP 4WD,4.6,8,Auto(L4),4,13,16,15,14.8137,20.9709,17.0689,R,,,,,,,,,,1151,,CLKUP
STANDARD PICKUP TRUCKS 4WD,FORD,F250 PICKUP 4WD,4.6,8,Manual(M5),4,13,17,15,14.5609,21.4769,17.0285,R,,,,,,,,,,1151,,
STANDARD PICKUP TRUCKS 4WD,FORD,F250 PICKUP 4WD,5.4,8,Auto(L4),4,12,15,13,13.4227,19.5996,15.6409,R,,,,,,,,,,1327,,CLKUP
STANDARD PICKUP TRUCKS 4WD,FORD,RANGER FFV - 4WD,3.0,6,Auto(L4),4,15,19,17,16.6719,24.639,19.5108,R,,,,,,,,,,1014,FFV,CLKUP
STANDARD PICKUP TRUCKS 4WD,FORD,RANGER FFV - 4WD,3.0,6,Manual(M5),4,18,21,19,19.5,27.4,22.4072,R,,,,,,,,,,907,FFV,
STANDARD PICKUP TRUCKS 4WD,FORD,RANGER PICKUP 4WD,4.0,6,Auto(L5),4,16,20,18,17.7567,25.4353,20.5481,R,,,,,,,,,,959,,CLKUP
STANDARD PICKUP TRUCKS 4WD,FORD,RANGER PICKUP 4WD,4.0,6,Manual(M5),4,17,20,18,18.3762,26.1816,21.2235,R,,,,,,,,,,959,,
STANDARD PICKUP TRUCKS 4WD,GMC,K1500 SIERRA 4WD,4.3,6,Auto(L4),4,16,20,18,17.8,25.7,20.6575,R,,,,,,,,,,959,,CLKUP
STANDARD PICKUP TRUCKS 4WD,GMC,K1500 SIERRA 4WD,4.3,6,Manual(M5),4,15,18,16,16.2,22.5,18.5355,R,,,,,,,,,,1078,,SIL
STANDARD PICKUP TRUCKS 4WD,GMC,K1500 SIERRA 4WD,4.8,8,Auto(L4),4,15,18,16,16.7738,23.1106,19.1348,R,,,,,,,,,,1078,,CLKUP
STANDARD PICKUP TRUCKS 4WD,GMC,K1500 SIERRA 4WD,4.8,8,Manual(M5),4,15,19,16,16.6,24.2,19.3321,R,,,,,,,,,,1078,,SIL
STANDARD PICKUP TRUCKS 4WD,GMC,K1500 SIERRA 4WD,5.0,8,Auto(L4),4,14,18,16,15.6,22.8,18.184,R,,,,,,,,,,1078,,CLKUP
STANDARD PICKUP TRUCKS 4WD,GMC,K1500 SIERRA 4WD,5.3,8,Auto(L4),4,15,18,16,16.3377,22.6378,18.6767,R,,,,,,,,,,1078,,CLKUP
STANDARD PICKUP TRUCKS 4WD,GMC,K1500 SIERRA 4WD,5.7,8,Auto(L4),4,13,17,15,14.9,21.8,17.3747,R,,,,,,,,,,1151,,CLKUP
STANDARD PICKUP TRUCKS 4WD,GMC,SONOMA 4WD,4.3,6,Auto(L4),4,16,21,18,17.9,26.7,21.0172,R,,,,,,,,,,959,,CLKUP
STANDARD PICKUP TRUCKS 4WD,GMC,SONOMA 4WD,4.3,6,Manual(M5),4,17,21,18,18.3964,27.4924,21.6145,R,,,,,,,,,,959,,SIL
STANDARD PICKUP TRUCKS 4WD,ISUZU,HOMBRE PICKUP 4WD,4.3,6,Auto(L4),4,16,21,18,17.9,26.7,21.0172,R,,,,,,,,,,959,,CLKUP
STANDARD PICKUP TRUCKS 4WD,ISUZU,HOMBRE PICKUP 4WD,4.3,6,Manual(M5),4,17,21,18,18.3964,27.4924,21.6145,R,,,,,,,,,,959,,SIL
STANDARD PICKUP TRUCKS 4WD,MAZDA,B3000 FFV - 4WD,3.0,6,Auto(L4),4,15,19,17,16.6719,24.639,19.5108,R,,,,,,,,,,1014,FFV,CLKUP
STANDARD PICKUP TRUCKS 4WD,MAZDA,B3000 FFV - 4WD,3.0,6,Manual(M5),4,18,21,19,19.5,27.4,22.4072,R,,,,,,,,,,907,FFV,
STANDARD PICKUP TRUCKS 4WD,MAZDA,B4000,4.0,6,Auto(L5),4,16,20,18,17.7567,25.4353,20.5481,R,,,,,,,,,,959,,CLKUP
STANDARD PICKUP TRUCKS 4WD,MAZDA,B4000,4.0,6,Manual(M5),4,17,20,18,18.3759,26.1814,21.2232,R,,,,,,,,,,959,,
STANDARD PICKUP TRUCKS 4WD,NISSAN,FRONTIER TRUCK 4WD,2.4,4,Manual(M5),4,18,21,19,19.7941,26.7823,22.4274,R,,,,,,,,,,907,,
STANDARD PICKUP TRUCKS 4WD,NISSAN,FRONTIER TRUCK V6-4WD,3.3,6,Auto(L4),4,15,19,17,17.0738,23.9739,19.6142,R,,,,,,,,,,1014,,CLKUP
STANDARD PICKUP TRUCKS 4WD,NISSAN,FRONTIER TRUCK V6-4WD,3.3,6,Manual(M5),4,16,19,17,18.074,23.8609,20.2882,R,,,,,,,,,,1014,,
STANDARD PICKUP TRUCKS 4WD,TOYOTA,TOYOTA TACOMA 4WD,2.7,4,Auto(L4),4,18,21,19,20.0218,26.682,22.5554,R,,,,,,,,,,907,,2MODE CLKUP
STANDARD PICKUP TRUCKS 4WD,TOYOTA,TOYOTA TACOMA 4WD,2.7,4,Manual(M5),4,17,21,19,19.3231,26.9865,22.1541,R,,,,,,,,,,907,,
STANDARD PICKUP TRUCKS 4WD,TOYOTA,TOYOTA TACOMA 4WD,3.4,6,Auto(L4),4,17,20,18,19.0635,25.1512,21.3937,R,,,,,,,,,,959,,2MODE CLKUP
STANDARD PICKUP TRUCKS 4WD,TOYOTA,TOYOTA TACOMA 4WD,3.4,6,Manual(M5),4,17,19,18,18.6,24.9359,21.0013,R,,,,,,,,,,959,,
"VANS, CARGO TYPE",CHEVROLET,ASTRO 2WD (CARGO),4.3,6,Auto(L4),R,16,21,18,17.9111,26.9107,21.084,R,,,,,,,,,,959,,CLKUP
"VANS, CARGO TYPE",CHEVROLET,ASTRO AWD (CARGO),4.3,6,Auto(L4),4,16,20,18,17.8,25.7,20.6575,R,,,,,,,,,,959,,CLKUP
"VANS, CARGO TYPE",CHEVROLET,G1500/G2500 CHEVY VAN 2WD,4.3,6,Auto(L4),R,15,19,16,16.5996,24.2001,19.3319,R,,,,,,,,,,1078,,CLKUP
"VANS, CARGO TYPE",CHEVROLET,G1500/G2500 CHEVY VAN 2WD,5.0,8,Auto(L4),R,14,18,16,15.9966,23.4911,18.6781,R,,,,,,,,,,1078,,CLKUP
"VANS, CARGO TYPE",CHEVROLET,G1500/G2500 CHEVY VAN 2WD,5.7,8,Auto(L4),R,14,18,15,15.1033,22.6657,17.7716,R,,,,,,,,,,1151,,CLKUP
"VANS, CARGO TYPE",DODGE,B1500 VAN 2WD,3.9,6,Auto(L3),R,15,17,16,16.9,21.6,18.7344,R,,,,,,,,,,1078,,
"VANS, CARGO TYPE",DODGE,B1500 VAN 2WD,5.2,8,Auto(L4),R,13,19,15,14.9178,24.3727,18.0727,R,,,,,,,,,,1151,,CLKUP
"VANS, CARGO TYPE",DODGE,B1500 VAN 2WD,5.9,8,Auto(L4),R,13,17,14,14,22.1,16.7651,R,,,,,,,,,,1232,,CLKUP
"VANS, CARGO TYPE",DODGE,B2500 VAN 2WD,5.2,8,Auto(L4),R,13,19,15,14.9,24.4,18.0651,R,,,,,,,,,,1151,,CLKUP
"VANS, CARGO TYPE",DODGE,B2500 VAN 2WD,5.9,8,Auto(L4),R,13,17,14,14,22.1,16.7651,R,,,,,,,,,,1232,,CLKUP
"VANS, CARGO TYPE",FORD,E150 ECONOLINE 2WD,4.2,6,Auto(L4),R,14,18,16,15.5837,23.3377,18.3232,R,,,,,,,,,,1078,,CLKUP
"VANS, CARGO TYPE",FORD,E150 ECONOLINE 2WD,4.6,8,Auto(L4),R,13,18,15,14.831,23.0418,17.6634,R,,,,,,,,,,1151,,CLKUP
"VANS, CARGO TYPE",FORD,E150 ECONOLINE 2WD,5.4,8,Auto(L4),R,13,17,15,14.9487,22.329,17.5606,R,,,,,,,,,,1151,,CLKUP
"VANS, CARGO TYPE",FORD,E250 ECONOLINE 2WD,4.2,6,Auto(L4),R,14,18,15,15.2278,22.8475,17.9167,R,,,,,,,,,,1151,,CLKUP
"VANS, CARGO TYPE",FORD,E250 ECONOLINE 2WD,5.4,8,Auto(L4),R,13,18,14,13.9714,22.6481,16.8818,R,,,,,,,,,,1232,,CLKUP
"VANS, CARGO TYPE",FORD,E250 ECONOLINE 2WD,5.4,8,Auto(L4),R,11,15,13,12.6,19.1,14.8785,C,,,,,,,,,,865,NGV,CLKUP
"VANS, CARGO TYPE",GMC,G1500/G2500 SAVANA 2WD CARGO,4.3,6,Auto(L4),R,15,19,16,16.5707,24.2096,19.313,R,,,,,,,,,,1078,,CLKUP
"VANS, CARGO TYPE",GMC,G1500/G2500 SAVANA 2WD CARGO,5.0,8,Auto(L4),R,14,18,16,15.993,23.4813,18.6726,R,,,,,,,,,,1078,,CLKUP
"VANS, CARGO TYPE",GMC,G1500/G2500 SAVANA 2WD CARGO,5.7,8,Auto(L4),R,14,18,15,15.1031,22.6835,17.7763,R,,,,,,,,,,1151,,CLKUP
"VANS, CARGO TYPE",GMC,SAFARI 2WD (CARGO),4.3,6,Auto(L4),R,16,21,18,17.9111,26.9107,21.084,R,,,,,,,,,,959,,CLKUP
"VANS, CARGO TYPE",GMC,SAFARI AWD (CARGO),4.3,6,Auto(L4),4,16,20,18,17.8,25.7,20.6575,R,,,,,,,,,,959,,CLKUP
"VANS, PASSENGER TYPE",CHEVROLET,ASTRO 2WD (PASSENGER),4.3,6,Auto(L4),R,16,20,18,17.9,25.5,20.6726,R,,,,,,,,,,959,,CLKUP
"VANS, PASSENGER TYPE",CHEVROLET,ASTRO AWD (PASSENGER),4.3,6,Auto(L4),4,15,19,17,17.1,24.4,19.7604,R,,,,,,,,,,1014,,CLKUP
"VANS, PASSENGER TYPE",CHEVROLET,G1500/G2500 CHEVY EXPRESS 2W,4.3,6,Auto(L4),R,15,19,16,16.3,24.3,19.1348,R,,,,,,,,,,1078,,CLKUP
"VANS, PASSENGER TYPE",CHEVROLET,G1500/G2500 CHEVY EXPRESS 2W,5.0,8,Auto(L4),R,14,17,15,15.5,22.2,17.9359,R,,,,,,,,,,1151,,CLKUP
"VANS, PASSENGER TYPE",CHEVROLET,G1500/G2500 CHEVY EXPRESS 2W,5.7,8,Auto(L4),R,14,18,15,15.0971,23.1883,17.9092,R,,,,,,,,,,1151,,CLKUP
"VANS, PASSENGER TYPE",DODGE,B1500 WAGON 2WD,3.9,6,Auto(L3),R,15,16,15,16.1498,20.8,17.9563,R,,,,,,,,,,1151,,
"VANS, PASSENGER TYPE",DODGE,B1500 WAGON 2WD,5.2,8,Auto(L4),R,13,19,15,14.9,24.4,18.0651,R,,,,,,,,,,1151,,CLKUP
"VANS, PASSENGER TYPE",DODGE,B2500 WAGON 2WD,5.2,8,Auto(L4),R,13,18,15,14.6,23.6,17.6246,R,,,,,,,,,,1151,,CLKUP
"VANS, PASSENGER TYPE",DODGE,B2500 WAGON 2WD,5.9,8,Auto(L4),R,12,17,14,13.4,22.2,16.3092,R,,,,,,,,,,1232,,CLKUP
"VANS, PASSENGER TYPE",FORD,E150 CLUB WAGON,4.2,6,Auto(L4),R,14,18,15,15.1351,22.7195,17.8107,R,,,,,,,,,,1151,,CLKUP
"VANS, PASSENGER TYPE",FORD,E150 CLUB WAGON,4.6,8,Auto(L4),R,13,17,15,14.8,22.4,17.4668,R,,,,,,,,,,1151,,CLKUP
"VANS, PASSENGER TYPE",FORD,E150 CLUB WAGON,5.4,8,Auto(L4),R,12,17,14,13.5,21.4,16.1894,R,,,,,,,,,,1232,,CLKUP
"VANS, PASSENGER TYPE",GMC,G1500/G2500 SAVANA 2WD PASSE,4.3,6,Auto(L4),R,15,19,16,16.3,24.3,19.1348,R,,,,,,,,,,1078,,CLKUP
"VANS, PASSENGER TYPE",GMC,G1500/G2500 SAVANA 2WD PASSE,5.0,8,Auto(L4),R,14,17,15,15.5,22.2,17.9359,R,,,,,,,,,,1151,,CLKUP
"VANS, PASSENGER TYPE",GMC,G1500/G2500 SAVANA 2WD PASSE,5.7,8,Auto(L4),R,14,18,15,15.0971,23.1883,17.9092,R,,,,,,,,,,1151,,CLKUP
"VANS, PASSENGER TYPE",GMC,SAFARI 2WD (PASSENGER),4.3,6,Auto(L4),R,16,20,18,17.9,25.5,20.6726,R,,,,,,,,,,959,,CLKUP
"VANS, PASSENGER TYPE",GMC,SAFARI AWD (PASSENGER),4.3,6,Auto(L4),4,15,19,17,17.1,24.4,19.7604,R,,,,,,,,,,1014,,CLKUP
SPECIAL PURPOSE VEHICLE 2WD,VOLKSWAGEN,EUROVAN CAMPER,2.8,6,Auto(L4),F,14,19,16,15.6,24.1,18.543,R,,,,,,,,,,1078,,CLKUP
SPECIAL PURPOSE VEHICLE 4WD,SUBARU,FORESTER AWD,2.5,4,Auto(L4),4,21,26,23,23.1438,32.8585,26.6955,R,,,,,,95,33,,,750,SOHC,CLKUP
SPECIAL PURPOSE VEHICLE 4WD,SUBARU,FORESTER AWD,2.5,4,Manual(M5),4,21,27,24,23.7384,35.0421,27.7694,R,,,,,,95,33,,,719,SOHC,
SPEC PURP VEH - MINIVAN - 2WD,CHEVROLET,VENTURE FWD,3.4,6,Auto(L4),F,18,25,20,19.6,31.9,23.7148,R,,,,,,,,,,862,,CLKUP
SPEC PURP VEH - MINIVAN - 2WD,CHRYSLER,TOWN & COUNTRY 2WD,3.3,6,Auto(L4),F,18,24,20,19.599,30.9971,23.4851,R,,,,,,,,,,862,,CLKUP
SPEC PURP VEH - MINIVAN - 2WD,CHRYSLER,TOWN & COUNTRY 2WD,3.3,6,Auto(L4),F,18,24,20,19.6,31,23.4867,R,,,,,,,,,,862,FFV,CLKUP
SPEC PURP VEH - MINIVAN - 2WD,CHRYSLER,TOWN & COUNTRY 2WD,3.8,6,Auto(L4),F,17,24,19,18.8553,30.1489,22.6781,R,,,,,,,,,,907,,CLKUP
SPEC PURP VEH - MINIVAN - 2WD,DODGE,CARAVAN 2WD,2.4,4,Auto(L3),F,20,26,22,22,33.2,25.9375,R,,,,,,,,,,785,,
SPEC PURP VEH - MINIVAN - 2WD,DODGE,CARAVAN 2WD,3.0,6,Auto(L4),F,19,26,21,20.7,33,24.8717,R,,,,,,,,,,821,,CLKUP
SPEC PURP VEH - MINIVAN - 2WD,DODGE,CARAVAN 2WD,3.3,6,Auto(L4),F,18,24,20,19.5949,30.9857,23.4789,R,,,,,,,,,,862,,CLKUP
SPEC PURP VEH - MINIVAN - 2WD,DODGE,CARAVAN 2WD,3.3,6,Auto(L4),F,18,24,20,19.6,31,23.4867,R,,,,,,,,,,862,FFV,CLKUP
SPEC PURP VEH - MINIVAN - 2WD,DODGE,CARAVAN 2WD,3.8,6,Auto(L4),F,17,24,19,18.8602,30.1711,22.6877,R,,,,,,,,,,907,,CLKUP
SPEC PURP VEH - MINIVAN - 2WD,DODGE,CARAVAN 2WD,3.8,6,Auto(L4),F,17,23,19,18.5,30,22.3565,R,,,,,,,,,,907,,VMODE CLKUP
SPEC PURP VEH - MINIVAN - 2WD,FORD,WINDSTAR FWD VAN,3.0,6,Auto(L4),F,17,23,19,18.6488,29.7987,22.4246,R,,,,,,,,,,907,,CLKUP
SPEC PURP VEH - MINIVAN - 2WD,FORD,WINDSTAR FWD VAN,3.8,6,Auto(L4),F,18,23,20,19.7,29,23.0224,R,,,,,,,,,,862,,CLKUP
SPEC PURP VEH - MINIVAN - 2WD,FORD,WINDSTAR FWD WAGON,3.0,6,Auto(L4),F,17,23,19,18.6488,29.7987,22.4246,R,,,,,,,,,,907,,CLKUP
SPEC PURP VEH - MINIVAN - 2WD,FORD,WINDSTAR FWD WAGON,3.8,6,Auto(L4),F,17,23,19,18.72,29.1617,22.3156,R,,,,,,,,,,907,,CLKUP
SPEC PURP VEH - MINIVAN - 2WD,HONDA,ODYSSEY,3.5,6,Auto(L4),F,18,26,21,19.8635,32.7144,24.1287,R,,,,,,,,,,821,VTEC,CLKUP
SPEC PURP VEH - MINIVAN - 2WD,MERCURY,VILLAGER FWD WAGON,3.3,6,Auto(L4),F,17,24,20,18.873,30.8408,22.8659,R,,,,,,,,,,862,,CLKUP
SPEC PURP VEH - MINIVAN - 2WD,NISSAN,QUEST,3.3,6,Auto(L4),F,17,24,20,19.0278,31.2816,23.0997,R,,,,,,,,,,862,,CLKUP
SPEC PURP VEH - MINIVAN - 2WD,OLDSMOBILE,SILHOUETTE FWD,3.4,6,Auto(L4),F,18,25,20,19.6,31.9,23.7148,R,,,,,,,,,,862,,CLKUP
SPEC PURP VEH - MINIVAN - 2WD,PLYMOUTH,VOYAGER 2WD,2.4,4,Auto(L3),F,20,26,22,22,33.2,25.9375,R,,,,,,,,,,785,,
SPEC PURP VEH - MINIVAN - 2WD,PLYMOUTH,VOYAGER 2WD,3.0,6,Auto(L4),F,19,26,21,20.7,33,24.8717,R,,,,,,,,,,821,,CLKUP
SPEC PURP VEH - MINIVAN - 2WD,PLYMOUTH,VOYAGER 2WD,3.3,6,Auto(L4),F,18,24,20,19.5948,30.9855,23.4788,R,,,,,,,,,,862,,CLKUP
SPEC PURP VEH - MINIVAN - 2WD,PLYMOUTH,VOYAGER 2WD,3.3,6,Auto(L4),F,18,24,20,19.6,31,23.4867,R,,,,,,,,,,862,FFV,CLKUP
SPEC PURP VEH - MINIVAN - 2WD,PLYMOUTH,VOYAGER 2WD,3.8,6,Auto(L4),F,17,24,19,18.8995,30.3499,22.7643,R,,,,,,,,,,907,,CLKUP
SPEC PURP VEH - MINIVAN - 2WD,PONTIAC,TRANS SPORT FWD,3.4,6,Auto(L4),F,18,25,20,19.6,31.9,23.7148,R,,,,,,,,,,862,,CLKUP
SPEC PURP VEH - MINIVAN - 2WD,TOYOTA,SIENNA,3.0,6,Auto(L4),F,18,24,21,20.2792,31.1504,24.0573,R,,,,,,,,,,821,,CLKUP
SPEC PURP VEH - MINIVAN - 2WD,VOLKSWAGEN,EUROVAN,2.8,6,Auto(L4),F,15,20,17,16.5462,25.1276,19.5508,R,,,,,,,,,,1014,,CLKUP
SPEC PURP VEH - MINIVAN - 4WD,CHRYSLER,TOWN & COUNTRY AWD,3.8,6,Auto(L4),4,16,23,19,17.7487,29.597,21.6486,R,,,,,,,,,,907,,CLKUP
SPEC PURP VEH - MINIVAN - 4WD,DODGE,CARAVAN AWD,3.8,6,Auto(L4),4,16,23,18,17.3,29.2,21.1852,R,,,,,,,,,,959,,VMODE CLKUP
