Class,Manufacturer,carline name,displ,cyl,trans,drv,bidx,cty,hwy,cmb,ucty,uhwy,ucmb,fl,G,T,S,2pv,2lv,4pv,4lv,hpv,hlv,fcost,eng dscr,trans dscr,vpc,cls
COMPACT CARS,PONTIAC,GRAND AM,2.2,4,Auto(L4),F,116,24,33,28,27.1,42.6,32.4059,R,,,,,,90,14,,,830, ,CLKUP ,4,4
COMPACT CARS,PONTIAC,GRAND AM,2.2,4,Manual(M5),F,117,26,33,29,28.6,42.4,33.5076,R,,,,,,90,14,,,802, ,SIL ,4,4
COMPACT CARS,PONTIAC,GRAND AM,3.4,6,Auto(L4),F,110,20,29,23,23.7,41,29.2549,R,,,,,,90,14,,,1011, ,CLKUP ,2,4
COMPACT CARS,PONTIAC,SUNFIRE,2.2,4,Auto(L4),F,116,24,33,28,27.1,42.6,32.4059,R,,,,87,12,92,13,,,830, ,CLKUP ,4,4
COMPACT CARS,PONTIAC,SUNFIRE,2.2,4,Manual(M5),F,117,26,33,29,28.6,42.4,33.5076,R,,,,87,12,92,13,,,802, ,SIL ,4,4
COMPACT CARS,SAAB,SAAB 9-3 SPORT SEDAN,2,4,Auto(L5),F,314,22,31,25,24.4791,39.19,29.4545,R,,T,,,,90,15,,,930,B207L,2MODE CLKUP ,4,4
COMPACT CARS,SAAB,SAAB 9-3 SPORT SEDAN,2,4,Manual(M5),F,315,23,31,26,25.184,40.0953,30.2458,R,,T,,,,90,15,,,895,B207L,SIL ,4,4
COMPACT CARS,SATURN,ION,2.2,4,Auto(AV),F,125,24,32,27,27.2,41.4,32.1645,R,,,,87,14,92,15,,,860, ,CLKUP ,4,4
COMPACT CARS,SATURN,ION,2.2,4,Auto(L5),F,124,24,32,27,26.3,40.5,31.2269,R,,,,87,14,92,15,,,860, ,CLKUP ,4,4
COMPACT CARS,SATURN,ION,2.2,4,Manual(M5),F,123,26,33,29,28.6,42.4,33.5076,R,,,,87,14,92,15,,,802, ,SIL ,4,4
COMPACT CARS,SUBARU,LEGACY/OUTBACK AWD,2.5,4,Auto(L4),4,21,22,28,24,23.9621,35.5207,28.0728,R,,,,,,91,12,,,970, ,CLKUP ,4,4
COMPACT CARS,SUBARU,LEGACY/OUTBACK AWD,2.5,4,Manual(M5),4,21,21,27,23,23.1486,34.5719,27.1917,R,,,,,,91,12,,,1011, ,,4,4
COMPACT CARS,SUBARU,LEGACY/OUTBACK AWD,2.5,4,Auto(S4),4,21,20,27,23,22.7253,35.1955,27.0359,R,,,,,,91,12,,,1011, ,2MODE CLKUP ,4,4
COMPACT CARS,SUBARU,LEGACY/OUTBACK AWD,3,6,Auto(L4),4,30,19,26,21,21.1236,32.6993,25.1263,P,,,,,,91,12,,,1178, ,CLKUP ,4,4
COMPACT CARS,SUZUKI,AERIO,2,4,Auto(L4),F,42,26,31,28,28.6167,39.5498,32.6823,R,,,,,,90,15,91,13,830, ,CLKUP ,4,4
COMPACT CARS,SUZUKI,AERIO,2,4,Manual(M5),F,41,26,32,29,29.1088,41.1118,33.5116,R,,,,,,90,15,91,13,802, ,,4,4
COMPACT CARS,SUZUKI,AERIO 4WD,2,4,Auto(L4),4,45,24,28,26,26.6,36.2,30.2045,R,,,,,,90,12,91,10,895, ,CLKUP ,4,4
COMPACT CARS,TOYOTA,CAMRY SOLARA,2.4,4,Auto(L4),F,7,23,32,27,26,40.8,31.0721,R,,,,90,14,,,,,860, ,CLKUP ,4,4
COMPACT CARS,TOYOTA,CAMRY SOLARA,2.4,4,Manual(M5),F,7,23,33,27,26,41.9,31.3542,R,,,,90,14,,,,,860, ,,4,4
COMPACT CARS,TOYOTA,CAMRY SOLARA,3,6,Auto(L4),F,9,20,27,22,21.7,34.2,25.9717,R,,,,90,14,,,,,1058, ,CLKUP ,4,4
COMPACT CARS,TOYOTA,COROLLA,1.8,4,Auto(L4),F,1,29,38,32,32.2,48.3,37.8824,R,,,,,,90,14,,,725, ,CLKUP ,4,4
COMPACT CARS,TOYOTA,COROLLA,1.8,4,Manual(M5),F,1,32,40,35,36.0247,51.4819,41.6524,R,,,,,,90,14,,,665, ,,4,4
COMPACT CARS,TOYOTA,ECHO,1.5,4,Auto(L4),F,3,33,39,36,36.7399,50.3196,41.8184,R,,,,87,14,86,14,,,646, ,CLKUP ,4,4
COMPACT CARS,TOYOTA,ECHO,1.5,4,Manual(M5),F,3,35,43,38,39.2165,54.5414,44.8927,R,,,,87,14,86,14,,,611, ,,4,4
COMPACT CARS,TOYOTA,PRIUS,1.5,4,Auto(AV),F,6,52,45,48,57.3,57.9,57.5685,R,,,,,,89,12,,,484, ,,4,4
COMPACT CARS,VOLKSWAGEN,GOLF,1.9,4,Auto(L4),F,5,34,45,38,38.0281,57.1205,44.7606,D,,T,,,,,,88,18,552, ,CLKUP ,2,4
COMPACT CARS,VOLKSWAGEN,GOLF,1.9,4,Manual(M5),F,5,42,49,45,46.4302,62.6126,52.5409,D,,T,,,,,,88,18,466, ,,2,4
COMPACT CARS,VOLKSWAGEN,GOLF,2,4,Auto(L4),F,2,23,29,26,25.9069,37.6035,30.1234,R,,,,,,,,88,18,895, ,CLKUP ,2,4
COMPACT CARS,VOLKSWAGEN,GOLF,2,4,Manual(M5),F,2,24,31,27,26.8698,40.2863,31.6064,R,,,,,,,,88,18,860, ,,2,4
COMPACT CARS,VOLKSWAGEN,GTI,2.8,6,Manual(M6),F,4,21,29,24,23.7481,37.7458,28.5049,P,,,,,,,,88,18,1032, ,,4,4
COMPACT CARS,VOLKSWAGEN,JETTA,1.9,4,Auto(L4),F,5,34,45,38,38.0281,57.1205,44.7606,D,,T,,,,87,13,,,552, ,CLKUP ,2,4
COMPACT CARS,VOLKSWAGEN,JETTA,1.9,4,Manual(M5),F,5,42,49,45,46.4302,62.6126,52.5409,D,,T,,,,87,13,,,466, ,,2,4
COMPACT CARS,VOLKSWAGEN,JETTA,2,4,Auto(L4),F,2,23,29,26,25.9069,37.6035,30.1234,R,,,,,,87,13,,,895, ,CLKUP ,2,4
COMPACT CARS,VOLKSWAGEN,JETTA,2,4,Manual(M5),F,2,24,31,27,26.8698,40.2863,31.6064,R,,,,,,87,13,,,860, ,,2,4
COMPACT CARS,VOLKSWAGEN,JETTA,2.8,6,Manual(M6),F,4,21,29,24,23.7481,37.7458,28.5049,P,,,,,,87,13,,,1032, ,,4,4
COMPACT CARS,VOLKSWAGEN,JETTA,2.8,6,Auto(S5),F,4,21,31,25,23.5,39.6,28.7622,P,,,,,,87,13,,,990, ,2MODE CLKUP ,4,4
COMPACT CARS,VOLKSWAGEN,PASSAT 4MOTION,2.8,6,Auto(S5),4,15,19,26,21,20.7397,33.561,25.0453,P,,,,,,95,11,,,1178, ,2MODE CLKUP ,5,4
COMPACT CARS,VOLKSWAGEN,PASSAT 4MOTION,4,8,Auto(S5),4,6,18,25,20,19.4499,31.5499,23.5068,P,,,,,,95,11,,,1238, ,CLKUP ,4,4
COMPACT CARS,VOLVO,S40,1.9,4,Auto(L5),F,4,22,30,25,23.9,37.9,28.6649,P,,T,,,,88,13,,,990, ,CLKUP ,4,4
COMPACT CARS,VOLVO,S60 AWD,2.5,5,Auto(S5),4,3,18,25,21,20.5,32,24.4548,P,,T,,,,94,14,,,1178, ,2MODE CLKUP ,4,4
COMPACT CARS,VOLVO,S60 FWD,2.3,5,Manual(M5),F,2,21,27,23,22.8,34.7,26.9606,P,,T,,,,94,14,,,1077, ,,4,4
COMPACT CARS,VOLVO,S60 FWD,2.3,5,Auto(S5),F,2,20,28,23,22.6,35.7,27.07,P,,T,,,,94,14,,,1077, ,2MODE CLKUP ,4,4
COMPACT CARS,VOLVO,S60 FWD,2.4,5,Auto(L5),F,8,22,31,25,24.3922,39.3284,29.4202,P,,,,,,94,14,,,990, ,CLKUP ,4,4
COMPACT CARS,VOLVO,S60 FWD,2.4,5,Auto(L5),F,1,21,28,23,22.9004,36.0006,27.3846,P,,T,,,,94,14,,,1077, ,CLKUP ,4,4
COMPACT CARS,VOLVO,S60 FWD,2.4,5,Manual(M5),F,8,22,30,25,24.2,38,28.9273,P,,,,,,94,14,,,990, ,,4,4
MIDSIZE CARS,ACURA,3.2TL,3.2,6,Auto(S5),F,70,19,29,23,21.6364,37.4867,26.7206,P,,,,,,96,14,,,1077,VTEC,2MODE CLKUP ,4,5
MIDSIZE CARS,ACURA,3.5RL,3.5,6,Auto(L4),F,60,18,24,20,19.8,30.5,23.5118,P,,,,,,96,15,,,1238, ,CLKUP ,4,5
MIDSIZE CARS,AUDI,A6,3,6,Auto(AV),F,12,20,27,23,22.758,34.2738,26.8119,P,,,,,,98,15,,,1077, ,2MODE ,5,5
MIDSIZE CARS,AUDI,A6 QUATTRO,2.7,6,Manual(M6),4,17,18,25,21,20,32.5,24.186,P,,T,,,,98,15,,,1178, ,,5,5
MIDSIZE CARS,AUDI,A6 QUATTRO,2.7,6,Auto(S5),4,17,18,25,21,19.9,32.2,24.0308,P,,T,,,,98,15,,,1178, ,3MODE CLKUP ,5,5
MIDSIZE CARS,AUDI,A6 QUATTRO,3,6,Auto(S5),4,12,18,26,21,20.4985,32.9501,24.6985,P,,,,,,98,15,,,1178, ,3MODE CLKUP ,5,5
MIDSIZE CARS,AUDI,A6 QUATTRO,4.2,8,Auto(S5),4,10,17,25,20,18.9,31.8,23.1206,P,,,,,,98,15,,,1238, ,3MODE CLKUP ,5,5
MIDSIZE CARS,AUDI,A8,4.2,8,Auto(S5),4,10,17,25,20,18.9,31.8,23.1206,P,,,,,,100,18,,,1238, ,3MODE CLKUP ,5,5
MIDSIZE CARS,AUDI,S8,4.2,8,Auto(S5),4,11,16,21,18,17.4,27.2,20.767,P,G,,,,,100,18,,,1376,GUZZLER,3MODE CLKUP ,5,5
MIDSIZE CARS,BENTLEY,BENTLEY ARNAGE,6.8,8,Auto(L4),R,1,10,14,12,11.4,18.5499,13.7922,P,G,T,,,,104,13,,,2062,GUZZLER,EMS 2MODE CLKUP,2,5
MIDSIZE CARS,BUICK,CENTURY,3.1,6,Auto(L4),F,107,20,29,23,22.7446,36.6079,27.4168,R,,,,,,102,17,,,1011, ,CLKUP ,2,5
MIDSIZE CARS,BUICK,REGAL,3.8,6,Auto(L4),F,112,17,27,21,19.4257,34.4016,24.1582,P,,,S,,,102,17,,,1178, ,CLKUP ,2,5
MIDSIZE CARS,BUICK,REGAL,3.8,6,Auto(L4),F,111,19,29,23,21.4,37.4,26.502,R,,,,,,102,17,,,1011, ,CLKUP ,2,5
MIDSIZE CARS,CADILLAC,CTS,3.2,6,Auto(L5),R,103,18,26,21,20.298,32.8,24.5003,P,,,,,,100,13,,,1178, ,CLKUP ,4,5
MIDSIZE CARS,CADILLAC,CTS,3.2,6,Manual(M5),R,104,19,26,21,20.8,33.6,25.1034,P,,,,,,100,13,,,1178, ,,4,5
MIDSIZE CARS,CADILLAC,SEVILLE,4.6,8,Auto(L4),F,101,18,27,21,19.5,34.5,24.2432,R,,,,,,104,15,,,1107, ,CLKUP ,4,5
MIDSIZE CARS,CHEVROLET,MALIBU,3.1,6,Auto(L4),F,107,20,29,23,22.7446,36.6079,27.4168,R,,,,,,99,16,,,1011, ,CLKUP ,2,5
MIDSIZE CARS,CHEVROLET,MONTE CARLO,3.4,6,Auto(L4),F,110,21,32,25,23.7,41,29.2549,R,,,,98,16,,,,,930, ,CLKUP ,2,5
MIDSIZE CARS,CHEVROLET,MONTE CARLO,3.8,6,Auto(L4),F,111,19,29,23,21.4,37.4,26.502,R,,,,98,16,,,,,1011, ,CLKUP ,2,5
MIDSIZE CARS,CHRYSLER,SEBRING 4-DR,2.4,4,Auto(L4),F,20,22,30,25,24.6,37.9,29.2132,R,,,,,,94,16,,,930, ,CLKUP ,4,5
MIDSIZE CARS,CHRYSLER,SEBRING 4-DR,2.7,6,Auto(L4),F,30,21,28,23,23.4,35.3,27.5846,R,,,,,,94,16,,,1011, ,CLKUP ,4,5
MIDSIZE CARS,CHRYSLER,SEBRING 4-DR,2.7,6,Auto(L4),F,41,16,20,17,17.4,26.1,17.4747,E,,,,,,94,16,,,1588,E85 270,CLKUP ,4,5
MIDSIZE CARS,CHRYSLER,SEBRING 4-DR,2.7,6,Auto(L4),F,40,21,28,23,23.4,35.3,27.5846,R,,,,,,94,16,,,1011,GAS 390,CLKUP ,4,5
MIDSIZE CARS,CHRYSLER,SEBRING 4-DR,2.7,6,Auto(S4),F,30,21,28,24,23.6,35.9,27.9019,R,,,,,,94,16,,,970, ,2MODE CLKUP ,4,5
MIDSIZE CARS,DODGE,STRATUS 4-DR,2.4,4,Auto(L4),F,20,22,30,25,24.6,37.9,29.2132,R,,,,,,94,16,,,930, ,CLKUP ,4,5
MIDSIZE CARS,DODGE,STRATUS 4-DR,2.7,6,Auto(L4),F,30,21,28,23,23.4,35.3,27.5846,R,,,,,,94,16,,,1011, ,CLKUP ,4,5
MIDSIZE CARS,DODGE,STRATUS 4-DR,2.7,6,Auto(L4),F,41,16,20,17,17.4,26.1,17.4747,E,,,,,,94,16,,,1588,E85 270,CLKUP ,4,5
MIDSIZE CARS,DODGE,STRATUS 4-DR,2.7,6,Auto(L4),F,40,21,28,23,23.4,35.3,27.5846,R,,,,,,94,16,,,1011,GAS 390,CLKUP ,4,5
MIDSIZE CARS,DODGE,STRATUS 4-DR,2.7,6,Manual(M5),F,31,20,27,22,21.9,34.8,26.2845,R,,,,,,94,16,,,1058, ,,4,5
MIDSIZE CARS,DODGE,STRATUS 4-DR,2.7,6,Auto(S4),F,30,21,28,24,23.6,35.9,27.9019,R,,,,,,94,16,,,970, ,2MODE CLKUP ,4,5
MIDSIZE CARS,HONDA,ACCORD,2.4,4,Auto(L5),F,40,24,33,28,27.1342,42.9324,32.5191,R,,,,91,13,103,14,,,830,VTC/VTEC,CLKUP ,4,5
MIDSIZE CARS,HONDA,ACCORD,2.4,4,Manual(M5),F,40,26,34,29,28.8903,43.346,33.9915,R,,,,91,13,103,14,,,802,VTC/VTEC,,4,5
MIDSIZE CARS,HONDA,ACCORD,3,6,Auto(L5),F,50,21,30,24,23.3348,38.1194,28.2686,R,,,,91,13,103,14,,,970, ,CLKUP ,,5
MIDSIZE CARS,HONDA,ACCORD,3,6,Manual(M6),F,50,20,30,24,22.7,38,27.723,R,,,,91,13,103,14,,,970, ,,,5
MIDSIZE CARS,HYUNDAI,SONATA,2.4,4,Auto(L4),F,6,22,30,25,24,38.5,28.8976,R,,,,,,100,13,,,930, ,2MODE CLKUP ,4,5
MIDSIZE CARS,HYUNDAI,SONATA,2.4,4,Manual(M5),F,6,22,30,25,24.9,39.1,29.7643,R,,,,,,100,13,,,930, ,,4,5
MIDSIZE CARS,HYUNDAI,SONATA,2.7,6,Auto(L4),F,7,19,27,22,21.3,35.2,25.9029,R,,,,,,100,13,,,1058, ,2MODE CLKUP ,4,5
MIDSIZE CARS,HYUNDAI,SONATA,2.7,6,Manual(M5),F,7,20,27,23,22.4,34.7,26.6511,R,,,,,,100,13,,,1011, ,,4,5
MIDSIZE CARS,HYUNDAI,XG350,3.5,6,Auto(L5),F,14,17,26,20,18.8471,33.0988,23.3766,R,,,,,,103,15,,,1162, ,CLKUP ,4,5
MIDSIZE CARS,INFINITI,I35,3.5,6,Auto(L4),F,22,20,26,22,21.7436,33.6572,25.8633,R,,,,,,102,15,,,1058, ,CLKUP ,4,5
MIDSIZE CARS,JAGUAR,JAGUAR S-TYPE 3.0 LITRE,3,6,Auto(L6),R,301,18,26,21,20.1995,33.4997,24.5934,P,,,,,,98,12,,,1178, ,2MODE CLKUP ,4,5
MIDSIZE CARS,JAGUAR,JAGUAR S-TYPE 3.0 LITRE,3,6,Manual(M5),R,302,18,26,21,19.9786,33.182,24.358,P,,,,,,98,12,,,1178, ,,4,5
MIDSIZE CARS,JAGUAR,JAGUAR S-TYPE 4.2 LITRE,4.2,8,Auto(L6),R,303,17,26,20,18.9253,32.9328,23.3823,P,,,,,,98,12,,,1238, ,2MODE CLKUP ,4,5
MIDSIZE CARS,JAGUAR,JAGUAR S-TYPE R,4.2,8,Auto(L6),R,304,16,24,19,18.2995,30.6987,22.3643,P,,,S,,,98,12,,,1302, ,2MODE CLKUP ,4,5
MIDSIZE CARS,JAGUAR,SUPER V8,4,8,Auto(L5),R,220,16,22,18,17.6877,27.6049,21.0986,P,G,,S,,,102,13,,,1376,GUZZLER,2MODE ,4,5
MIDSIZE CARS,JAGUAR,VANDEN PLAS,4,8,Auto(L5),R,41,17,24,20,18.9995,30.2997,22.8312,P,,,,,,102,13,,,1238, ,2MODE ,4,5
MIDSIZE CARS,KIA,OPTIMA,2.4,4,Auto(L4),F,3,22,30,25,23.9474,38.4499,28.8429,R,,,,,,100,13,,,930, ,2MODE CLKUP ,4,5
MIDSIZE CARS,KIA,OPTIMA,2.4,4,Manual(M5),F,3,23,30,25,25.1,38.4,29.7344,R,,,,,,100,13,,,930, ,,4,5
MIDSIZE CARS,KIA,OPTIMA,2.7,6,Auto(L4),F,4,20,27,23,22.449,34.9997,26.7686,R,,,,,,100,13,,,1011, ,2MODE CLKUP ,4,5
MIDSIZE CARS,KIA,OPTIMA,2.7,6,Manual(M5),F,4,20,28,23,22.6,35.6,27.044,R,,,,,,100,13,,,1011, ,,4,5
MIDSIZE CARS,LEXUS,ES 300,3,6,Auto(L5),F,11,21,29,24,23,37.4,27.8202,R,,,,,,96,15,,,970, ,CLKUP ,4,5
MIDSIZE CARS,LEXUS,GS 300/GS 430,3,6,Auto(S5),R,12,18,25,21,19.9726,31.8922,24.0109,P,,,,,,100,15,,,1178, ,2MODE CLKUP ,4,5
MIDSIZE CARS,LEXUS,GS 300/GS 430,4.3,8,Auto(L5),R,16,18,23,20,19.4718,29.9479,23.1096,P,,,,,,100,15,,,1238, ,2MODE CLKUP ,4,5
MIDSIZE CARS,LINCOLN-MERCURY,LS,3,6,Auto(L5),R,400,20,26,22,21.9,33.2,25.8609,P,,,,,,104,13,,,1126, ,CLKUP ,4,5
MIDSIZE CARS,LINCOLN-MERCURY,LS,3,6,Auto(L5),R,406,20,27,23,22.4,34.9,26.704,P,,,,,,104,13,,,1077,SST,CLKUP ,4,5
MIDSIZE CARS,LINCOLN-MERCURY,LS,3.9,8,Auto(L5),R,404,18,24,20,19.5,30.5,23.2779,P,,,,,,104,13,,,1238, ,CLKUP ,4,5
MIDSIZE CARS,LINCOLN-MERCURY,LS,3.9,8,Auto(L5),R,408,18,25,20,19.9469,31.7691,23.959,P,,,,,,104,13,,,1238,SST,CLKUP ,4,5
MIDSIZE CARS,LINCOLN-MERCURY,SABLE,3,6,Auto(L4),F,300,20,28,23,22.1,35.8,26.6975,R,,,,,,102,16,,,1011,2-VALVE,CLKUP ,2,5
MIDSIZE CARS,LINCOLN-MERCURY,SABLE,3,6,Auto(L4),F,302,20,27,23,22.7,34.9,26.9374,R,,,,,,102,16,,,1011,4-VALVE,CLKUP ,4,5
MIDSIZE CARS,LINCOLN-MERCURY,SABLE,3,6,Auto(L4),F,305,14,20,16,15.5,25.6,18.8459,E,,,,,,102,16,,,1688,RANGE=290,CLKUP ,2,5
MIDSIZE CARS,LINCOLN-MERCURY,SABLE,3,6,Auto(L4),F,303,19,27,22,21.3,34.3,25.6798,R,,,,,,102,16,,,1058,RANGE=400,CLKUP ,2,5
MIDSIZE CARS,MAZDA,MAZDA 6,2.3,4,Manual(M5),F,4,25,32,28,27.3,41.4,32.2413,R,,,,,,111,15,,,830, ,,4,5
MIDSIZE CARS,MAZDA,MAZDA 6,2.3,4,Auto(S4),F,4,23,29,25,25.0876,36.8814,29.3045,R,,,,,,111,15,,,930, ,CLKUP ,4,5
MIDSIZE CARS,MAZDA,MAZDA 6,3,6,Manual(M5),F,5,20,27,22,21.715,34.8204,26.1428,R,,,,,,111,15,,,1058, ,,4,5
MIDSIZE CARS,MAZDA,MAZDA 6,3,6,Auto(S5),F,5,19,27,22,21.4231,34.5505,25.8414,R,,,,,,111,15,,,1058, ,CLKUP ,4,5
MIDSIZE CARS,MERCEDES-BENZ,E320,3.2,6,Auto(L5),R,56,19,27,22,21.4,34.1,25.7086,P,,,,,,97,14,,,1126, ,EMS 2MODE CLKUP,3,5
MIDSIZE CARS,MERCEDES-BENZ,E500,5,8,Auto(L5),R,70,16,23,19,18,29.4,21.8047,P,G,,,,,97,14,,,1302,GUZZLER,EMS 2MODE CLKUP,3,5
MIDSIZE CARS,MITSUBISHI,DIAMANTE SEDAN,3.5,6,Auto(L4),F,50,17,25,20,19.4,32.1,23.602,P,,,,,,96,14,,,1238,SOHC,CMODE CLKUP ,4,5
MIDSIZE CARS,MITSUBISHI,GALANT,2.4,4,Auto(L4),F,32,21,28,24,23.4558,35.3559,27.6426,R,,,,,,96,14,,,970,SOHC,CMODE CLKUP ,4,5
MIDSIZE CARS,MITSUBISHI,GALANT,2.4,4,Auto(L4),F,24,21,27,23,23.3,35.2,27.4807,R,,,,,,96,14,,,1011,SOHC,CMODE CLKUP ,4,5
MIDSIZE CARS,MITSUBISHI,GALANT,3,6,Auto(L4),F,25,20,27,23,22.5,34.7,26.7289,P,,,,,,96,14,,,1077,SOHC,CMODE CLKUP ,4,5
MIDSIZE CARS,NISSAN,ALTIMA,2.5,4,Auto(L4),F,12,23,29,25,25.1499,37.5,29.5256,R,,,,,,103,16,,,930, ,CLKUP ,4,5
MIDSIZE CARS,NISSAN,ALTIMA,2.5,4,Manual(M5),F,12,23,29,26,25.9,37.8,30.1748,R,,,,,,103,16,,,895, ,,4,5
MIDSIZE CARS,NISSAN,ALTIMA,3.5,6,Auto(L4),F,21,19,26,21,21.0499,32.9,25.1217,R,,,,,,103,16,,,1107, ,CLKUP ,4,5
MIDSIZE CARS,NISSAN,ALTIMA,3.5,6,Manual(M5),F,21,21,26,23,23.4,33.6,27.1024,R,,,,,,103,16,,,1011, ,,4,5
MIDSIZE CARS,NISSAN,MAXIMA,3.5,6,Auto(L4),F,22,20,26,22,21.7436,33.6572,25.8633,R,,,,,,102,15,,,1058, ,CLKUP ,4,5
MIDSIZE CARS,NISSAN,MAXIMA,3.5,6,Manual(M6),F,22,21,28,24,23.4,35.9,27.7476,R,,,,,,102,15,,,970, ,,4,5
MIDSIZE CARS,OLDSMOBILE,AURORA,4,8,Auto(L4),F,100,17,26,20,19,33.1,23.5059,R,,,,,,105,15,,,1162, ,CLKUP ,4,5
MIDSIZE CARS,PONTIAC,GRAND PRIX,3.1,6,Auto(L4),F,107,20,29,23,22.7446,36.6079,27.4168,R,,,,,,98,16,,,1011, ,CLKUP ,2,5
MIDSIZE CARS,PONTIAC,GRAND PRIX,3.8,6,Auto(L4),F,112,17,27,21,19.4257,34.4016,24.1582,P,,,S,,,98,16,,,1178, ,CLKUP ,2,5
MIDSIZE CARS,PONTIAC,GRAND PRIX,3.8,6,Auto(L4),F,111,19,29,23,21.4,37.4,26.502,R,,,,,,98,16,,,1011, ,CLKUP ,2,5
MIDSIZE CARS,SAAB,SAAB 9-5,2.3,4,Auto(L5),F,302,20,29,23,21.8167,37.0942,26.78,R,,T,,,,99,16,,,1011,B235E,2MODE CLKUP ,4,5
MIDSIZE CARS,SAAB,SAAB 9-5,2.3,4,Auto(L5),F,304,20,29,23,22.146,37.8075,27.22,P,,T,,,,99,16,,,1077,B235R,2MODE CLKUP ,4,5
MIDSIZE CARS,SAAB,SAAB 9-5,2.3,4,Manual(M5),F,310,22,31,25,24.2174,39.7909,29.3944,R,,T,,,,99,16,,,930,B235E,SIL ,4,5
MIDSIZE CARS,SAAB,SAAB 9-5,2.3,4,Manual(M5),F,312,22,30,25,24.0899,38.899,29.0701,P,,T,,,,99,16,,,990,B235R,SIL ,4,5
MIDSIZE CARS,SAAB,SAAB 9-5,3,6,Auto(L5),F,306,18,26,21,20.4188,33.6758,24.8147,P,,T,,,,99,16,,,1178,B308E,2MODE CLKUP ,4,5
MIDSIZE CARS,SATURN,L200,2.2,4,Auto(L4),F,116,24,32,27,26.2116,40.5722,31.1775,R,,,,,,97,18,,,860, ,CLKUP ,4,5
MIDSIZE CARS,SATURN,L200,2.2,4,Manual(M5),F,117,23,31,26,26,40.2,30.9139,R,,,,,,97,18,,,895, ,SIL ,4,5
MIDSIZE CARS,SATURN,L300,3,6,Auto(L4),F,118,21,29,24,23,36.7,27.6437,R,,,,,,97,18,,,970, ,CLKUP ,4,5
MIDSIZE CARS,TOYOTA,CAMRY,2.4,4,Auto(L4),F,7,23,32,27,26,40.8,31.0721,R,,,,,,102,17,,,860, ,CLKUP ,4,5
MIDSIZE CARS,TOYOTA,CAMRY,2.4,4,Manual(M5),F,7,23,33,27,26,41.9,31.3542,R,,,,,,102,17,,,860, ,,4,5
MIDSIZE CARS,TOYOTA,CAMRY,3,6,Auto(L4),F,9,20,28,23,22.4,35.8,26.9372,R,,,,,,102,17,,,1011, ,CLKUP ,4,5
MIDSIZE CARS,VOLKSWAGEN,PASSAT,1.8,4,Manual(M5),F,14,22,31,25,24.4,39.7,29.5194,P,,T,,,,95,15,,,990, ,,5,5
MIDSIZE CARS,VOLKSWAGEN,PASSAT,1.8,4,Auto(S5),F,14,21,30,25,23.8,38.9,28.8373,P,,T,,,,95,15,,,990, ,2MODE CLKUP ,5,5
MIDSIZE CARS,VOLKSWAGEN,PASSAT,2.8,6,Manual(M5),F,15,20,28,23,21.9,36.1,26.6102,P,,,,,,95,15,,,1077, ,,5,5
MIDSIZE CARS,VOLKSWAGEN,PASSAT,2.8,6,Auto(S5),F,15,19,27,22,21.5,34.5,25.8901,P,,,,,,95,15,,,1126, ,2MODE CLKUP ,5,5
MIDSIZE CARS,VOLVO,S80/S80 EXECUTIVE,2.9,6,Auto(L4),F,5,20,28,23,22.0008,35.3995,26.5174,P,,,,,,99,15,,,1077, ,CLKUP ,4,5
MIDSIZE CARS,VOLVO,S80/S80 EXECUTIVE,2.9,6,Auto(S4),F,6,19,26,21,20.7992,33.4987,25.0773,P,,T,,,,99,15,,,1178, ,2MODE CLKUP ,4,5
LARGE CARS,AUDI,A8 L,4.2,8,Auto(S5),4,10,17,25,20,19.1,31.5,23.2118,P,,,,,,104,18,,,1238, ,3MODE CLKUP ,5,6
LARGE CARS,BENTLEY,BENTLEY ARNAGE LWB,6.8,8,Auto(L4),R,1,10,14,12,11.4,18.5499,13.7922,P,G,T,,,,111,13,,,2062,GUZZLER,EMS 2MODE CLKUP,2,6
LARGE CARS,BMW,745I,4.4,8,Auto(L6),R,46,18,26,21,20,33.5,24.4303,P,,,,,,104,18,,,1178, ,CLKUP ,4,6
LARGE CARS,BMW,745LI,4.4,8,Auto(L6),R,46,18,26,21,20,33.5,24.4303,P,,,,,,105,18,,,1178, ,CLKUP ,4,6
LARGE CARS,BUICK,LESABRE,3.8,6,Auto(L4),F,111,20,29,23,21.6959,37.2,26.7043,R,,,,,,107,18,,,1011, ,CLKUP ,2,6
LARGE CARS,BUICK,PARK AVENUE,3.8,6,Auto(L4),F,112,17,27,21,19.4257,34.4016,24.1582,P,,,S,,,111,19,,,1178, ,CLKUP ,2,6
LARGE CARS,BUICK,PARK AVENUE,3.8,6,Auto(L4),F,111,20,29,23,21.6959,37.2,26.7043,R,,,,,,111,19,,,1011, ,CLKUP ,2,6
LARGE CARS,CADILLAC,DEVILLE,4.6,8,Auto(L4),F,101,18,27,21,19.5,34.5,24.2432,R,,,,,,115,19,,,1107, ,CLKUP ,4,6
LARGE CARS,CADILLAC,FUNERAL COACH/HEARSE,4.6,8,Auto(L4),F,101,14,19,16,15,24.3,18.1208,R,G,,,,,,,,,1453,GUZZLER,CLKUP ,4,6
LARGE CARS,CADILLAC,LIMOUSINE,4.6,8,Auto(L4),F,121,14,22,17,16,28,19.823,R,G,,,,,,,,,1367,GUZZLER,CLKUP ,4,6
