Class,Manufacturer,carline name,displ,cyl,trans,drv,cty,hwy,cmb,ucty,uhwy,ucmb,fl,G,T,S,2pv,2lv,4pv,4lv,hpv,hlv,fcost,eng dscr,trans dscr,vpc,cls
MIDSIZE CARS,DODGE,STRATUS,2.5,6,Auto(L4),F,19,27,22,21.6,34.9,26.0709,R,,,,,,96,16,,,819,,CLKUP,4,5
MIDSIZE CARS,DODGE,STRATUS,2.5,6,Auto(L4),F,18,26,21,20.1183,33.0023,24.4059,R,,,,,,96,16,,,857,,VMODE CLKUP,4,5
MIDSIZE CARS,HONDA,ACCORD,2.3,4,Auto(L4),F,23,30,26,25.19,38.8049,29.9128,R,,,,93,14,102,14,,,693,SOHC-VTEC,,4,5
MIDSIZE CARS,HONDA,ACCORD,2.3,4,Auto(L4),F,22,29,24,24.2,36.8,28.6078,R,,,,93,14,102,14,,,751,,CLKUP,4,5
MIDSIZE CARS,HONDA,ACCORD,2.3,4,Manual(M5),F,25,31,27,27.5266,40.3081,32.1082,R,,,,93,14,102,14,,,666,SOHC-VTEC,,4,5
MIDSIZE CARS,HONDA,ACCORD,2.3,4,Manual(M5),F,23,30,26,26,38.2,30.3638,R,,,,93,14,102,14,,,693,,,4,5
MIDSIZE CARS,HONDA,ACCORD,3,6,Auto(L4),F,20,28,23,22.6868,35.269,27.0254,R,,,,93,14,102,14,,,783,SOHC-VTEC,,4,5
MIDSIZE CARS,HYUNDAI,SONATA,2.4,4,Auto(L4),F,21,28,23,22.7942,35.9413,27.2855,R,,,,,,100,13,,,783,,2MODE CLKUP,4,5
MIDSIZE CARS,HYUNDAI,SONATA,2.4,4,Manual(M5),F,21,29,24,23.8472,37.5278,28.5269,R,,,,,,100,13,,,751,,,4,5
MIDSIZE CARS,HYUNDAI,SONATA,2.5,6,Auto(L4),F,20,27,23,22,35.2,26.4662,R,,,,,,100,13,,,783,,2MODE CLKUP,4,5
MIDSIZE CARS,HYUNDAI,SONATA,2.5,6,Manual(M5),F,20,28,23,22.7,36.5,27.3539,R,,,,,,100,13,,,783,,,4,5
MIDSIZE CARS,INFINITI,I30,3,6,Auto(L4),F,20,28,23,21.9,35.4,26.4368,R,,,,,,102,15,,,783,,2MODE CLKUP,4,5
MIDSIZE CARS,INFINITI,Q45,4.1,8,Auto(L4),R,18,23,20,19.4866,29.7065,23.056,P,,,,,,97,13,,,1012,,2MODE CLKUP,4,5
MIDSIZE CARS,JAGUAR,JAGUAR VANDEN PLAS,4,8,Auto(L5),R,17,24,19,18.7493,30.7976,22.7552,P,,,,,,102,13,,,1065,,2MODE,4,5
MIDSIZE CARS,JAGUAR,JAGUAR VANDEN PLAS S/C,4,8,Auto(L5),R,16,21,18,17.5132,27.5383,20.9443,P,G,,S,,,102,13,,,1126,GUZZLER,2MODE,4,5
MIDSIZE CARS,JAGUAR,JAGUAR X200 V6,3,6,Auto(L5),R,18,26,21,19.7397,32.8988,24.0726,P,,,,,,99,12,,,964,,2MODE,4,5
MIDSIZE CARS,JAGUAR,JAGUAR X200 V8,4,8,Auto(L5),R,17,23,19,18.8116,29.0809,22.3657,P,,,,,,99,12,,,1065,,EMS 2MODE,4,5
MIDSIZE CARS,JAGUAR,JAGUAR XJ8L,4,8,Auto(L5),R,17,24,19,18.7493,30.7976,22.7552,P,,,,,,102,13,,,1065,,2MODE,4,5
MIDSIZE CARS,LEXUS,GS 300/GS 400,3,6,Auto(L5),R,19,24,21,21.1072,31.3079,24.7336,P,,,,,,100,15,,,964,,CLKUP,4,5
MIDSIZE CARS,LEXUS,GS 300/GS 400,4,8,Auto(L5),R,17,24,20,19.3693,30.8508,23.2657,P,,,,,,100,15,,,1012,,CLKUP,4,5
MIDSIZE CARS,LEXUS,LS 400,4,8,Auto(L5),R,18,25,21,20.4467,31.7186,24.3389,P,,,,,,102,14,,,964,,CLKUP,4,5
MIDSIZE CARS,LINCOLN-MERCURY,LS,3,6,Auto(L5),R,18,25,20,19.4959,31.7563,23.5952,P,,,,,,104,13,,,1012,,CLKUP,4,5
MIDSIZE CARS,LINCOLN-MERCURY,LS,3,6,Auto(L5),R,17,24,20,18.964,30.9578,22.9683,P,,,,,,104,13,,,1012,SELECT SFT,CLKUP,4,5
MIDSIZE CARS,LINCOLN-MERCURY,LS,3,6,Manual(M5),R,17,25,20,18.8,31.5,22.9668,P,,,,,,104,13,,,1012,3,,4,5
MIDSIZE CARS,LINCOLN-MERCURY,LS,3.9,8,Auto(L5),R,17,24,19,18.3466,30.3987,22.3306,P,,,,,,104,13,,,1065,SELECT SFT,CLKUP,4,5
MIDSIZE CARS,LINCOLN-MERCURY,LS,3.9,8,Auto(L5),R,17,23,19,18.5799,30.0659,22.4372,P,,,,,,104,13,,,1065,3.9L4V-N,CLKUP,4,5
MIDSIZE CARS,LINCOLN-MERCURY,SABLE,3,6,Auto(L4),F,20,28,23,21.6995,35.8,26.3741,R,,,,,,102,16,,,783,4V,CLKUP,4,5
MIDSIZE CARS,LINCOLN-MERCURY,SABLE,3,6,Auto(L4),F,19,28,23,21.5359,36.0783,26.3077,R,,,,,,102,16,,,783,3.0L 2V,CLKUP,2,5
MIDSIZE CARS,MAZDA,626,2,4,Auto(L4),F,22,28,24,24.1759,35.4,28.1994,R,,,,,,97,14,,,751,,CLKUP,4,5
MIDSIZE CARS,MAZDA,626,2,4,Manual(M5),F,26,32,29,29.0759,41.276,33.5365,R,,,,,,97,14,,,621,,,4,5
MIDSIZE CARS,MAZDA,626,2.5,6,Auto(L4),F,20,26,23,22.3759,33.9,26.4171,P,,,,,,97,14,,,881,,CLKUP,4,5
MIDSIZE CARS,MAZDA,626,2.5,6,Manual(M5),F,21,27,23,23.5273,34.4,27.4284,P,,,,,,97,14,,,881,,,4,5
MIDSIZE CARS,MERCEDES-BENZ,E320,3.2,6,Auto(L5),R,21,30,24,22.9297,37.8552,27.8755,P,,,,,,95,15,,,844,,EMS 2MODE CLKUP,3,5
MIDSIZE CARS,MERCEDES-BENZ,E320 4MATIC,3.2,6,Auto(L5),4,20,28,23,22.4674,35.2836,26.8574,P,,,,,,95,15,,,881,,EMS 2MODE CLKUP,3,5
MIDSIZE CARS,MERCEDES-BENZ,E430,4.3,8,Auto(L5),R,18,24,20,20.1,31.1,23.9048,P,,,,,,95,15,,,1012,,EMS 2MODE CLKUP,3,5
MIDSIZE CARS,MERCEDES-BENZ,E430 4MATIC,4.3,8,Auto(L5),4,17,23,19,19.3,29.2,22.7747,P,,,,,,95,15,,,1065,,EMS 2MODE CLKUP,3,5
MIDSIZE CARS,MERCEDES-BENZ,E55 AMG,5.5,8,Auto(L5),R,16,23,19,18.3,29.3,22.0201,P,G,,,,,95,15,,,1065,GUZZLER,EMS 2MODE CLKUP,3,5
MIDSIZE CARS,MITSUBISHI,DIAMANTE SEDAN,3.5,6,Auto(L4),F,17,25,20,19.3386,31.5393,23.4146,P,,,,,,101,14,,,1012,SOHC,CMODE CLKUP,4,5
MIDSIZE CARS,MITSUBISHI,MITSUBISHI GALANT,2.4,4,Auto(L4),F,21,28,24,23.4596,35.5967,27.7114,R,,,,,,96,14,,,751,SOHC,CMODE CLKUP,4,5
MIDSIZE CARS,MITSUBISHI,MITSUBISHI GALANT,3,6,Auto(L4),F,20,27,22,21.9369,34.1966,26.1567,P,,,,,,96,14,,,921,SOHC,CMODE CLKUP,4,5
MIDSIZE CARS,NISSAN,MAXIMA,3,6,Auto(L4),F,20,28,23,22,35.5538,26.5556,R,,,,,,102,15,,,783,,2MODE CLKUP,4,5
MIDSIZE CARS,NISSAN,MAXIMA,3,6,Manual(M5),F,21,27,24,23.8,35,27.8037,R,,,,,,102,15,,,751,,,4,5
MIDSIZE CARS,OLDSMOBILE,INTRIGUE,3.5,6,Auto(L4),F,19,28,22,20.9,35.6,25.6698,R,,,,,,102,17,,,819,,CLKUP,4,5
MIDSIZE CARS,PLYMOUTH,BREEZE,2,4,Auto(L4),F,21,29,24,23.7,37.2,28.3258,R,,,,,,96,16,,,751,,CLKUP,4,5
MIDSIZE CARS,PLYMOUTH,BREEZE,2,4,Manual(M5),F,26,37,30,29.4,47.4,35.4595,R,,,,,,96,16,,,599,,,4,5
MIDSIZE CARS,PLYMOUTH,BREEZE,2.4,4,Auto(L4),F,20,28,23,21.9,35.5955,26.4857,R,,,,,,96,16,,,783,,CLKUP,4,5
MIDSIZE CARS,PONTIAC,GRAND PRIX,3.1,6,Auto(L4),F,20,30,24,22.3856,38.1033,27.4881,R,,,,98,16,99,16,,,751,,CLKUP,2,5
MIDSIZE CARS,PONTIAC,GRAND PRIX,3.8,6,Auto(L4),F,20,29,23,21.8,37.6,26.8836,R,,,,98,16,99,16,,,783,,CLKUP,2,5
MIDSIZE CARS,PONTIAC,GRAND PRIX,3.8,6,Auto(L4),F,18,28,21,19.5932,35.341,24.5074,P,,,S,98,16,99,16,,,964,,CLKUP,2,5
MIDSIZE CARS,SAAB,SAAB 9-3,2,4,Auto(L4),F,20,26,22,21.8,33,25.7296,P,,T,,,,,,90,22,921,B205R,2MODE CLKUP,4,5
MIDSIZE CARS,SAAB,SAAB 9-3,2,4,Auto(L4),F,20,25,22,22,32.6,25.7708,R,,T,,,,,,90,22,819,B205L,2MODE CLKUP,4,5
MIDSIZE CARS,SAAB,SAAB 9-3,2,4,Manual(M5),F,22,29,24,23.9,37.5,28.5612,R,,T,,,,,,90,22,751,B205L,SIL,4,5
MIDSIZE CARS,SAAB,SAAB 9-3,2,4,Manual(M5),F,21,29,24,23.7,37.4,28.3778,P,,T,,,,,,90,22,844,B205R,SIL,4,5
MIDSIZE CARS,SAAB,SAAB 9-3 VIGGEN,2.3,4,Manual(M5),F,20,29,24,22.6,37.4,27.4964,P,,T,,,,,,90,22,844,B235R,,4,5
MIDSIZE CARS,SAAB,SAAB 9-5,2.3,4,Auto(L4),F,19,27,22,21.3007,34.6386,25.7652,R,,T,,,,99,16,,,819,B235E,2MODE CLKUP,4,5
MIDSIZE CARS,SAAB,SAAB 9-5,2.3,4,Auto(L4),F,18,24,21,20.4,30.9,24.0825,P,,T,,,,99,16,,,964,B235R,2MODE CLKUP,4,5
MIDSIZE CARS,SAAB,SAAB 9-5,2.3,4,Manual(M5),F,21,29,24,22.8137,37.2853,27.6416,R,,T,,,,99,16,,,751,B235E,,4,5
MIDSIZE CARS,SAAB,SAAB 9-5,2.3,4,Manual(M5),F,20,28,23,22,35.4,26.5169,P,,T,,,,99,16,,,881,B235R,,4,5
MIDSIZE CARS,SAAB,SAAB 9-5,3,6,Auto(L4),F,18,26,21,20.1,33.4,24.4881,P,,T,,,,99,16,,,964,B308E,2MODE,4,5
MIDSIZE CARS,SATURN,LS,2.2,4,Auto(L4),F,23,32,26,25.2964,40.8499,30.5267,R,,,,,,97,18,,,693,,CLKUP,2,5
MIDSIZE CARS,SATURN,LS,2.2,4,Manual(M5),F,24,32,27,26.8,41.5,31.8819,R,,,,,,97,18,,,666,,SIL,2,5
MIDSIZE CARS,SATURN,LS,3,6,Auto(L4),F,20,26,22,22.2,33.6,26.2002,R,,,,,,97,18,,,819,,CLKUP,4,5
MIDSIZE CARS,TOYOTA,CAMRY,2.2,4,Auto(L4),F,23,30,26,25.2733,39.0956,30.055,R,,,,,,97,14,,,693,,CLKUP,4,5
MIDSIZE CARS,TOYOTA,CAMRY,2.2,4,Manual(M5),F,23,32,27,26,40.5859,31.016,R,,,,,,97,14,,,666,,,4,5
MIDSIZE CARS,TOYOTA,CAMRY,3,6,Auto(L4),F,19,27,22,21.6364,34.6852,26.0457,R,,,,,,97,14,,,819,,CLKUP,4,5
MIDSIZE CARS,TOYOTA,CAMRY,3,6,Manual(M5),F,20,28,23,22.2387,35.5683,26.7499,R,,,,,,97,14,,,783,,,4,5
MIDSIZE CARS,VOLKSWAGEN,PASSAT,1.8,4,Auto(L5),F,20,29,23,22.335,37.7468,27.3624,P,,T,,,,95,15,,,881,,CLKUP,5,5
MIDSIZE CARS,VOLKSWAGEN,PASSAT,1.8,4,Manual(M5),F,24,31,27,26.5698,40.0699,31.318,P,,T,,,,95,15,,,749,,,5,5
MIDSIZE CARS,VOLKSWAGEN,PASSAT,2.8,6,Auto(L5),F,18,26,21,19.9413,33.4928,24.3804,P,,,,,,95,15,,,964,,CLKUP,5,5
MIDSIZE CARS,VOLKSWAGEN,PASSAT,2.8,6,Manual(M5),F,20,29,23,22,36.8,26.8613,P,,,,,,95,15,,,881,,,5,5
MIDSIZE CARS,VOLKSWAGEN,PASSAT 4MOTION,2.8,6,Auto(L5),4,17,24,20,19.0576,30.3493,22.89,P,,,,,,95,15,,,1012,,CLKUP,5,5
MIDSIZE CARS,VOLVO,S70,2.3,5,Auto(L4),F,19,27,22,21.1508,34.9479,25.7201,P,,T,,,,98,15,,,921,,CLKUP,4,5
MIDSIZE CARS,VOLVO,S70,2.3,5,Manual(M5),F,20,27,23,22.4558,35.1601,26.816,P,,T,,,,98,15,,,881,,,4,5
MIDSIZE CARS,VOLVO,S70,2.4,5,Auto(L4),F,19,27,22,21.5475,34.0585,25.8147,P,,T,,,,98,15,,,921,,CLKUP,4,5
MIDSIZE CARS,VOLVO,S70,2.4,5,Auto(L5),F,20,28,23,22.6801,36.3548,27.3013,P,,,,,,98,15,,,881,,CLKUP,4,5
MIDSIZE CARS,VOLVO,S70,2.4,5,Manual(M5),F,21,29,24,23.556,36.6926,28.0799,P,,,,,,98,15,,,844,,,4,5
MIDSIZE CARS,VOLVO,S70AWD,2.4,5,Auto(L4),4,18,25,21,20.4398,31.5233,24.2816,P,,T,,,,98,15,,,964,,CLKUP,4,5
MIDSIZE CARS,VOLVO,S80,2.8,6,Auto(L4),F,17,25,20,19.3894,32.0149,23.5727,P,,T,,,,99,15,,,1012,,2MODE CLKUP,4,5
MIDSIZE CARS,VOLVO,S80,2.9,6,Auto(L4),F,18,26,21,20.325,32.9689,24.5643,P,,,,,,99,15,,,964,,CLKUP,4,5
LARGE CARS,AUDI,A8 L,4.2,8,Auto(L5),4,17,24,19,18.7488,30.8499,22.7677,P,,,,,,104,18,,,1065,,CLKUP,5,6
LARGE CARS,BMW,"740IL, 740IL PROTECTION",4.4,8,Auto(L5),R,17,23,19,18.8881,29.9759,22.6599,P,,,,,,107,13,,,1065,,,2,6
LARGE CARS,BMW,"750IL, 750IL PROTECTION",5.4,12,Auto(L5),R,13,20,16,14.7,25.4,18.1385,P,G,,,,,107,13,,,1266,GUZZLER,,2,6
LARGE CARS,BUICK,LESABRE,3.8,6,Auto(L4),F,19,30,23,21.3,38,26.5508,R,,,,,,108,18,,,783,,CLKUP,2,6
LARGE CARS,BUICK,PARK AVENUE,3.8,6,Auto(L4),F,19,30,23,21.3,38,26.5508,R,,,,,,111,19,,,783,,CLKUP,2,6
LARGE CARS,BUICK,PARK AVENUE,3.8,6,Auto(L4),F,18,27,21,20,35,24.7788,P,,,,,,111,19,,,964,,CLKUP,2,6
LARGE CARS,CADILLAC,DEVILLE,4.6,8,Auto(L4),F,17,28,21,19.1,35.3,24.071,P,,,,,,115,19,,,964,,CLKUP,4,6
LARGE CARS,CHEVROLET,IMPALA,3.4,6,Auto(L4),F,20,32,24,21.749,40.7,27.5141,R,,,,,,105,18,,,751,,CLKUP,2,6
LARGE CARS,CHEVROLET,IMPALA,3.8,6,Auto(L4),F,20,29,23,21.8,37.6,26.8836,R,,,S,,,105,18,,,783,,CLKUP,2,6
LARGE CARS,CHEVROLET,IMPALA,3.8,6,Auto(L4),F,20,29,23,21.8,37.6,26.8836,R,,,,,,105,18,,,783,,CLKUP,2,6
LARGE CARS,CHRYSLER,300 M,3.5,6,Auto(L4),F,18,26,21,20.4,33.8,24.8297,R,,,,,,105,17,,,857,,VMODE CLKUP,4,6
LARGE CARS,CHRYSLER,CONCORDE,2.7,6,Auto(L4),F,20,29,23,22.4,37.1,27.2606,R,,,,,,107,19,,,783,,CLKUP,4,6
LARGE CARS,CHRYSLER,CONCORDE,3.2,6,Auto(L4),F,19,27,22,20.7,35,25.3632,R,,,,,,107,19,,,819,,CLKUP,4,6
LARGE CARS,CHRYSLER,LHS,3.5,6,Auto(L4),F,18,26,21,20.0469,33.3493,24.4324,R,,,,,,107,19,,,857,,CLKUP,4,6
LARGE CARS,DODGE,INTREPID,2.7,6,Auto(L4),F,20,29,23,22.4,37.1,27.2606,R,,,,,,104,18,,,783,,CLKUP,4,6
LARGE CARS,DODGE,INTREPID,2.7,6,Auto(L4),F,20,29,23,22.4,37.2,27.2849,R,,,,,,104,18,,,783,,VMODE CLKUP,4,6
LARGE CARS,DODGE,INTREPID,3.2,6,Auto(L4),F,19,28,22,20.7,35.4,25.457,R,,,,,,104,18,,,819,,VMODE CLKUP,4,6
LARGE CARS,DODGE,INTREPID,3.5,6,Auto(L4),F,18,26,21,20.4,33.8,24.8297,R,,,,,,104,18,,,857,,VMODE CLKUP,4,6
LARGE CARS,FORD,CROWN VICTORIA,4.6,8,Auto(L4),R,18,25,20,19.5931,32.2229,23.7889,R,,,,,,111,21,,,900,4.6N,CLKUP,2,6
LARGE CARS,FORD,CROWN VICTORIA,4.6,8,Auto(L4),R,15,23,18,16.7,29.3,20.7072,C,,,,,,111,21,,,667,NG,CLKUP,2,6
LARGE CARS,FORD,TAURUS,3,6,Auto(L4),F,20,28,23,21.6995,35.8,26.3741,R,,,,,,104,16,,,783,4V,CLKUP,4,6
LARGE CARS,FORD,TAURUS,3,6,Auto(L4),F,19,29,23,21.4,36.7,26.3418,R,,,,,,104,16,,,783,3.0F,CLKUP,2,6
LARGE CARS,FORD,TAURUS,3,6,Auto(L4),F,19,28,23,21.5359,36.0783,26.3077,R,,,,,,104,16,,,783,3.0L 2V,CLKUP,2,6
LARGE CARS,FORD,TAURUS,3,6,Auto(L4),F,14,21,16,15.6,26.9,19.2363,E,,,,,,104,16,,,1266,3.0F,CLKUP,2,6
LARGE CARS,LINCOLN-MERCURY,CONTINENTAL,4.6,8,Auto(L4),F,17,25,20,19.145,32.1581,23.4074,P,,,,,,,,,,1012,4.6W,CLKUP,4,6
LARGE CARS,LINCOLN-MERCURY,GRAND MARQUIS,4.6,8,Auto(L4),R,18,25,20,19.5931,32.2229,23.7889,R,,,,,,109,21,,,900,4.6N,CLKUP,2,6
LARGE CARS,LINCOLN-MERCURY,TOWN CAR,4.6,8,Auto(L4),R,17,24,20,19.2617,31.352,23.3061,R,,,,,,112,21,,,900,4.6N,CLKUP,2,6
LARGE CARS,MERCEDES-BENZ,S430,4.3,8,Auto(L5),R,17,24,20,19.0325,30.8933,23.0074,P,,,,,,106,15,,,1012,,EMS 2MODE CLKUP,3,6
LARGE CARS,MERCEDES-BENZ,S500,5,8,Auto(L5),R,16,23,19,18.0877,28.8728,21.7424,P,G,,,,,106,15,,,1065,GUZZLER,EMS 2MODE CLKUP,3,6
LARGE CARS,PONTIAC,BONNEVILLE,3.8,6,Auto(L4),F,19,30,23,21.3,38,26.5508,R,,,,,,104,18,,,783,,CLKUP,2,6
LARGE CARS,PONTIAC,BONNEVILLE,3.8,6,Auto(L4),F,18,27,21,20,35,24.7788,P,,,,,,104,18,,,964,,CLKUP,2,6
LARGE CARS,TOYOTA,AVALON,3,6,Auto(L4),F,21,29,24,23.4,37.4,28.1402,R,,,,106,15,106,16,,,751,,CLKUP,4,6
SMALL STATION WAGONS,AUDI,A4 AVANT,2.8,6,Auto(L5),F,18,26,21,19.9413,33.4928,24.3804,P,,,,,,89,31,,,964,,CLKUP,5,7
SMALL STATION WAGONS,AUDI,A4 AVANT QUATTRO,1.8,4,Auto(L5),4,19,28,23,21.5834,36.0494,26.3398,P,,T,,,,89,31,,,881,,CLKUP,5,7
SMALL STATION WAGONS,AUDI,A4 AVANT QUATTRO,1.8,4,Manual(M5),4,22,29,24,24.1789,36.8279,28.5991,P,,T,,,,89,31,,,844,,,5,7
SMALL STATION WAGONS,AUDI,A4 AVANT QUATTRO,2.8,6,Auto(L5),4,17,24,20,18.9958,30.5555,22.8932,P,,,,,,89,31,,,1012,,CLKUP,5,7
SMALL STATION WAGONS,AUDI,A4 AVANT QUATTRO,2.8,6,Manual(M5),4,18,25,21,20.4603,31.7186,24.3495,P,,,,,,89,31,,,964,,,5,7
SMALL STATION WAGONS,BMW,323I TOURING,2.5,6,Auto(L5),R,19,27,22,20.6,34.7,25.2097,P,,,,,,91,26,,,921,,2MODE,4,7
SMALL STATION WAGONS,BMW,323I TOURING,2.5,6,Manual(M5),R,20,29,23,22.7,36.8,27.4293,P,,,,,,91,26,,,881,,,4,7
SMALL STATION WAGONS,BMW,528I SPORT WAGON,2.8,6,Auto(L4),R,18,26,21,20.1348,32.9573,24.4081,P,,,,,,96,33,,,964,,,4,7
SMALL STATION WAGONS,BMW,528I SPORT WAGON,2.8,6,Auto(L5),R,18,26,21,19.7193,33.5691,24.215,P,,,,,,96,33,,,964,,2MODE,4,7
SMALL STATION WAGONS,BMW,528I SPORT WAGON,2.8,6,Manual(M5),R,18,26,21,20.3,33.4,24.6508,P,,,,,,96,33,,,964,,,4,7
SMALL STATION WAGONS,BMW,540I SPORT WAGON,4.4,8,Auto(L5),R,15,21,18,17.2,26.8967,20.5308,P,G,,,,,96,33,,,1126,GUZZLER,3MODE,2,7
SMALL STATION WAGONS,DAEWOO,NUBIRA STATION WAGON,2,4,Auto(A4),F,22,30,25,24.4,39.7,29.5194,R,,,,,,93,19,,,720,DOHC-IL4,EMS,4,7
SMALL STATION WAGONS,DAEWOO,NUBIRA STATION WAGON,2,4,Manual(M5),F,22,31,26,24.8,40.9,30.1388,R,,,,,,93,19,,,693,DOHC-IL4,,4,7
SMALL STATION WAGONS,HYUNDAI,ELANTRA WAGON,2,4,Auto(L4),F,21,30,25,23.8,38.1204,28.6419,R,,,,,,,,95,32,720,,2MODE CLKUP,4,7
SMALL STATION WAGONS,HYUNDAI,ELANTRA WAGON,2,4,Manual(M5),F,23,32,27,26.1,41.2943,31.2792,R,,,,,,,,95,32,666,,,4,7
SMALL STATION WAGONS,SATURN,SW,1.9,4,Auto(L4),F,27,36,30,29.6,46.6,35.4136,R,,,,,,92,25,,,599,SOHC,CLKUP,2,7
SMALL STATION WAGONS,SATURN,SW,1.9,4,Auto(L4),F,25,36,29,27.8917,45.8399,33.8571,R,,,,,,92,25,,,621,DOHC,CLKUP,2,7
SMALL STATION WAGONS,SATURN,SW,1.9,4,Manual(M5),F,27,38,31,29.9,48.4,36.1113,R,,,,,,92,25,,,581,DOHC,SIL,2,7
SMALL STATION WAGONS,SUZUKI,ESTEEM WAGON,1.6,4,Auto(L4),F,26,33,29,29,42.1,33.7219,R,,,,,,86,24,,,621,,CLKUP,4,7
SMALL STATION WAGONS,SUZUKI,ESTEEM WAGON,1.6,4,Manual(M5),F,30,36,32,32.9,46.7,37.9459,R,,,,,,86,24,,,562,,,4,7
SMALL STATION WAGONS,SUZUKI,ESTEEM WAGON,1.8,4,Auto(L4),F,26,33,29,28.8,42.5,33.6865,R,,,,,,86,24,,,621,,CLKUP,4,7
SMALL STATION WAGONS,SUZUKI,ESTEEM WAGON,1.8,4,Manual(M5),F,27,34,30,30.1,43.9,35.0594,R,,,,,,86,24,,,599,,,4,7
SMALL STATION WAGONS,VOLVO,V40,1.9,4,Auto(L4),F,21,28,24,23.5962,36.1997,27.9799,P,,T,,,,,,89,33,844,,2MODE CLKUP,4,7
MIDSIZE STATION WAGONS,AUDI,A6 AVANT QUATTRO,2.8,6,Auto(L5),4,17,24,20,18.9958,30.5555,22.8932,P,,,,,,99,36,,,1012,,CLKUP,5,8
MIDSIZE STATION WAGONS,FORD,FOCUS STATION WAGON,2,4,Auto(L4),F,26,33,29,29.1935,42.1981,33.8939,R,,,,96,36,96,36,,,621,2.0L CVH,CLKUP,2,8
MIDSIZE STATION WAGONS,FORD,FOCUS STATION WAGON,2,4,Auto(L4),F,25,32,28,28.1123,40.4192,32.5757,R,,,,96,36,96,36,,,643,2.0Z,CLKUP,4,8
MIDSIZE STATION WAGONS,FORD,TAURUS WAGON,3,6,Auto(L4),F,19,27,22,20.7,34.7,25.2919,R,,,,,,104,39,,,819,3.0F,CLKUP,2,8
MIDSIZE STATION WAGONS,FORD,TAURUS WAGON,3,6,Auto(L4),F,19,27,22,20.8022,34.1057,25.231,R,,,,,,104,39,,,819,3.0L 2V,CLKUP,2,8
MIDSIZE STATION WAGONS,FORD,TAURUS WAGON,3,6,Auto(L4),F,19,27,22,21.1023,34.3534,25.5345,R,,,,,,104,39,,,819,3.0M,CLKUP,4,8
MIDSIZE STATION WAGONS,FORD,TAURUS WAGON,3,6,Auto(L4),F,14,20,16,15.1,25.4,18.4705,E,,,,,,104,39,,,1266,3.0F,CLKUP,2,8
MIDSIZE STATION WAGONS,LEXUS,RX 300 2WD,3,6,Auto(L4),F,19,24,21,20.8499,30.1493,24.2103,R,,,,,,,,101,32,857,,2MODE CLKUP,4,8
MIDSIZE STATION WAGONS,LEXUS,RX 300 4WD,3,6,Auto(L4),4,18,22,20,20.2995,28.6997,23.3788,R,,,,,,,,101,32,900,,2MODE CLKUP,4,8
MIDSIZE STATION WAGONS,LINCOLN-MERCURY,SABLE WAGON,3,6,Auto(L4),F,19,27,22,21.1023,34.3534,25.5345,R,,,,,,104,39,,,819,3.0M,CLKUP,4,8
MIDSIZE STATION WAGONS,LINCOLN-MERCURY,SABLE WAGON,3,6,Auto(L4),F,19,27,22,20.8022,34.1057,25.231,R,,,,,,104,39,,,819,3.0L 2V,CLKUP,2,8
MIDSIZE STATION WAGONS,MERCEDES-BENZ,E320 (WAGON),3.2,6,Auto(L5),R,20,27,23,22.3945,34.3736,26.5597,P,,,,,,98,44,,,881,,EMS 2MODE CLKUP,3,8
MIDSIZE STATION WAGONS,MERCEDES-BENZ,E320 4MATIC (WAGON),3.2,6,Auto(L5),4,20,26,22,21.7666,33.4602,25.8285,P,,,,,,98,44,,,921,,EMS 2MODE CLKUP,3,8
MIDSIZE STATION WAGONS,SAAB,SAAB 9-5 WAGON,2.3,4,Auto(L4),F,19,27,22,21.6,34.2,25.8927,P,,T,,,,100,37,,,921,B235R,2MODE CLKUP,4,8
MIDSIZE STATION WAGONS,SAAB,SAAB 9-5 WAGON,2.3,4,Auto(L4),F,19,26,21,20.6,33.0518,24.8053,R,,T,,,,100,37,,,857,B235E,2MODE CLKUP,4,8
MIDSIZE STATION WAGONS,SAAB,SAAB 9-5 WAGON,2.3,4,Manual(M5),F,21,28,24,23.1012,35.9542,27.5298,R,,T,,,,100,37,,,751,B235E,,4,8
MIDSIZE STATION WAGONS,SAAB,SAAB 9-5 WAGON,2.3,4,Manual(M5),F,19,27,22,21.5,34.8,25.9656,P,,T,,,,100,37,,,921,B235R,,4,8
MIDSIZE STATION WAGONS,SAAB,SAAB 9-5 WAGON,3,6,Auto(L4),F,19,26,21,20.6,32.7,24.7155,P,,T,,,,100,37,,,964,B308E,2MODE,4,8
MIDSIZE STATION WAGONS,SATURN,LW,2.2,4,Auto(L4),F,22,30,25,24.5,39.1,29.4482,R,,,,,,,,,,720,,CLKUP,2,8
MIDSIZE STATION WAGONS,SATURN,LW,3,6,Auto(L4),F,20,26,22,22.2,33.6,26.2002,R,,,,,,,,,,819,,CLKUP,4,8
MIDSIZE STATION WAGONS,SUBARU,LEGACY WAGON AWD,2.5,4,Auto(L4),4,22,27,24,24.0842,34.4189,27.8468,R,,,,,,96,34,,,751,,CLKUP,4,8
MIDSIZE STATION WAGONS,SUBARU,LEGACY WAGON AWD,2.5,4,Manual(M5),4,21,28,24,23.7673,35.5043,27.9208,R,,,,,,96,34,,,751,,,4,8
MIDSIZE STATION WAGONS,VOLKSWAGEN,PASSAT WAGON,1.8,4,Auto(L5),F,20,29,23,22.335,37.7468,27.3624,P,,T,,,,97,39,,,881,,CLKUP,5,8
